START-OF-LOG: 3.0
CALLSIGN: VK2PN
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 150174
NAME: Patrick Novak
LOCATION: DX
OPERATORS: VK2PN
CLUB: VK Contest Club
CERTIFICATE: NO
CREATED-BY: N1MM Logger+ 1.0.7704.0
SOAPBOX: It was hard work this time.  The condx were poor.
SOAPBOX: However it was fun when the band opened.
QSO: 14021 CW 2019-05-25 0000 VK2PN         599 0001   KR7O          599 0001
QSO: 14026 CW 2019-05-25 0003 VK2PN         599 0002   ZM1A          599 0002
QSO: 14028 CW 2019-05-25 0005 VK2PN         599 0003   AA4AQ         599 0011
QSO: 14016 CW 2019-05-25 0008 VK2PN         599 0004   ZL2RX         599 0002
QSO: 14016 CW 2019-05-25 0009 VK2PN         599 0005   ZL2AGY        599 0002
QSO: 14016 CW 2019-05-25 0011 VK2PN         599 0006   N6FE          599 0001
QSO: 14015 CW 2019-05-25 0020 VK2PN         599 0007   WK5T          599 0048
QSO: 14029 CW 2019-05-25 0040 VK2PN         599 0008   VK6LW         599 0031
QSO: 14026 CW 2019-05-25 0043 VK2PN         599 0009   AF6O          599 0063
QSO: 21026 CW 2019-05-25 0104 VK2PN         599 0010   NR6O          599 0045
QSO: 21028 CW 2019-05-25 0107 VK2PN         599 0011   K4OAQ         599 0057
QSO: 21018 CW 2019-05-25 0113 VK2PN         599 0012   VK6LW         599 0062
QSO: 14028 CW 2019-05-25 0125 VK2PN         599 0013   K7EG          599 0026
QSO: 14025 CW 2019-05-25 0156 VK2PN         599 0014   VK5GR         599 0026
QSO: 14027 CW 2019-05-25 0201 VK2PN         599 0016   N7DR          599 0067
QSO: 14027 CW 2019-05-25 0203 VK2PN         599 0017   ZL1T          599 0009
QSO: 14027 CW 2019-05-25 0205 VK2PN         599 0018   N0NI          599 0173
QSO: 14027 CW 2019-05-25 0207 VK2PN         599 0019   ZM1M          599 0058
QSO: 14027 CW 2019-05-25 0208 VK2PN         599 0020   NW1P          599 0327
QSO: 14027 CW 2019-05-25 0208 VK2PN         599 0021   K5TU          599 0134
QSO: 14027 CW 2019-05-25 0210 VK2PN         599 0022   K7JQ          599 0064
QSO: 14027 CW 2019-05-25 0210 VK2PN         599 0023   KQ5J          599 0068
QSO: 14027 CW 2019-05-25 0212 VK2PN         599 0024   WA5ZVE        599 0052
QSO: 14027 CW 2019-05-25 0214 VK2PN         599 0025   AA4DD         599 0062
QSO: 14027 CW 2019-05-25 0217 VK2PN         599 0026   N6GEO         599 0060
QSO: 14028 CW 2019-05-25 0222 VK2PN         599 0027   VE7NY         599 0049
QSO: 14027 CW 2019-05-25 0228 VK2PN         599 0028   KH6TU         599 0185
QSO: 14022 CW 2019-05-25 0232 VK2PN         599 0029   KU7T          599 0198
QSO: 14018 CW 2019-05-25 0233 VK2PN         599 0030   KD5DD         599 0263
QSO: 14012 CW 2019-05-25 0236 VK2PN         599 0031   B4T           599 0089
QSO: 14038 CW 2019-05-25 0327 VK2PN         599 0032   VK7CW         599 0063
QSO: 14036 CW 2019-05-25 0328 VK2PN         599 0033   OM7M          599 0404
QSO: 14030 CW 2019-05-25 0408 VK2PN         599 0034   KK5I          599 0335
QSO: 14027 CW 2019-05-25 0411 VK2PN         599 0035   KA6BIM        599 0162
QSO: 14027 CW 2019-05-25 0412 VK2PN         599 0036   AE6C          599 0013
QSO: 14025 CW 2019-05-25 0418 VK2PN         599 0037   NK7U          599 0208
QSO: 14023 CW 2019-05-25 0419 VK2PN         599 0038   WB9Z          599 0213
QSO: 14021 CW 2019-05-25 0420 VK2PN         599 0039   WK7S          599 0334
QSO: 14010 CW 2019-05-25 0423 VK2PN         599 0040   NU7Y          599 0319
QSO: 14009 CW 2019-05-25 0425 VK2PN         599 0041   KL7RA         599 0491
QSO: 14005 CW 2019-05-25 0427 VK2PN         599 0042   KW7Y          599 3644
QSO: 14003 CW 2019-05-25 0429 VK2PN         599 0043   KR1DX         599 0524
QSO: 14002 CW 2019-05-25 0429 VK2PN         599 0044   NO6T          599 0600
QSO: 14008 CW 2019-05-25 0439 VK2PN         599 0045   WA6URY        599 0091
QSO: 14008 CW 2019-05-25 0442 VK2PN         599 0046   W2DLT         599 0014
QSO: 14015 CW 2019-05-25 0446 VK2PN         599 0047   KM7W          599 0868
QSO: 14033 CW 2019-05-25 0449 VK2PN         599 0048   NR6O          599 0300
QSO: 14038 CW 2019-05-25 0451 VK2PN         599 0049   NH7A          599 0460
QSO: 14039 CW 2019-05-25 0452 VK2PN         599 0050   CN3A          599 0468
QSO: 14043 CW 2019-05-25 0454 VK2PN         599 0051   KT6V          599 0089
QSO: 14043 CW 2019-05-25 0455 VK2PN         599 0052   KG7NV         599 0196
QSO: 14042 CW 2019-05-25 0536 VK2PN         599 0053   N6JV          599 0294
QSO: 14043 CW 2019-05-25 0537 VK2PN         599 0054   N7JI          599 0030
QSO: 14043 CW 2019-05-25 0538 VK2PN         599 0055   N6JNL         599 0047
QSO: 14043 CW 2019-05-25 0539 VK2PN         599 0056   N7YK          599 0033
QSO: 14043 CW 2019-05-25 0539 VK2PN         599 0057   W6WVW         599 0008
QSO: 14043 CW 2019-05-25 0542 VK2PN         599 0058   VK3JA         599 0138
QSO: 14043 CW 2019-05-25 0543 VK2PN         599 0059   WK7S          599 0453
QSO: 14043 CW 2019-05-25 0546 VK2PN         599 0060   JA2HYD        599 0070
QSO: 14043 CW 2019-05-25 0548 VK2PN         599 0061   JA3GZE/1      599 0030
QSO: 14043 CW 2019-05-25 0549 VK2PN         599 0062   K3ZO          599 0373
QSO: 14043 CW 2019-05-25 0549 VK2PN         599 0063   KD6X          599 0069
QSO: 14043 CW 2019-05-25 0550 VK2PN         599 0064   N7MU          599 0023
QSO: 14043 CW 2019-05-25 0551 VK2PN         599 0065   WT9U          599 0394
