START-OF-LOG: 3.0
CALLSIGN: G5N
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 160M
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 3780
NAME:
LOCATION: DX
OPERATORS: M0KLO
CLUB:
CERTIFICATE: NO
CREATED-BY: Win-Test 4.27.0
SOAPBOX: FEW POINTS HANDED OUT FROM THE TYNEMOUTH ARC CONTEST CALLSIGN
QSO: 14062 CW 2019-05-26 0814 G5N           599 0001   EU1DX         599 527
QSO:  7033 CW 2019-05-26 0817 G5N           599 0002   DD0CC         599 1103
QSO: 21004 CW 2019-05-26 0918 G5N           599 0003   9A7A          599 3203
QSO: 21037 CW 2019-05-26 0920 G5N           599 0004   EA6FO         599 1838
QSO: 21050 CW 2019-05-26 0921 G5N           599 0005   S53M          599 574
QSO: 14056 CW 2019-05-26 0923 G5N           599 0006   9A1A          599 2077
QSO:  7027 CW 2019-05-26 0926 G5N           599 0007   OZ5E          599 1444
QSO:  7027 CW 2019-05-26 0926 G5N           599 0008   9A1A          599 1720
QSO:  7027 CW 2019-05-26 0927 G5N           599 0009   PA6AA         599 660
QSO:  7027 CW 2019-05-26 0928 G5N           599 0010   DL3FCG        599 601
QSO: 14049 CW 2019-05-26 0931 G5N           599 0011   OH8X          599 2043
QSO: 14009 CW 2019-05-26 0937 G5N           599 0012   HG7T          599 1532
QSO: 14009 CW 2019-05-26 0938 G5N           599 0013   R7AB          599 1437
QSO: 14009 CW 2019-05-26 0939 G5N           599 0014   OM7M          599 2025
QSO: 14009 CW 2019-05-26 0940 G5N           599 0015   RM5A          599 1306
QSO: 21021 CW 2019-05-26 1024 G5N           599 0016   HA8IH         599 477
QSO: 28011 CW 2019-05-26 1155 G5N           599 0017   OM7M          599 204
QSO: 21009 CW 2019-05-26 1159 G5N           599 0018   EW6W          599 4092
QSO:  7026 CW 2019-05-26 1201 G5N           599 0019   S52AW         599 1582
QSO:  1823 CW 2019-05-26 2143 G5N           599 0020   LA3MHA        599 302
QSO:  1817 CW 2019-05-26 2143 G5N           599 0021   9A1A          599 478
QSO:  1821 CW 2019-05-26 2146 G5N           599 0022   OM7M          599 082
QSO:  1827 CW 2019-05-26 2148 G5N           599 0023   S53M          599 059
QSO:  1830 CW 2019-05-26 2148 G5N           599 0024   LY5E          599 2841
QSO:  7033 CW 2019-05-26 2158 G5N           599 0025   SP8R          599 1611
QSO:  7033 CW 2019-05-26 2159 G5N           599 0026   RK3ER         599 1354
QSO:  7033 CW 2019-05-26 2202 G5N           599 0027   UR6EA         599 2169
QSO:  7033 CW 2019-05-26 2202 G5N           599 0028   SN2M          599 1837
QSO:  7033 CW 2019-05-26 2203 G5N           599 0029   HG7T          599 1525
QSO:  7033 CW 2019-05-26 2203 G5N           599 0030   RK3ER         599 1177
QSO:  7033 CW 2019-05-26 2205 G5N           599 0031   S51YI         599 1793
QSO:  7033 CW 2019-05-26 2205 G5N           599 0032   UT5PY         599 370
QSO:  7033 CW 2019-05-26 2206 G5N           599 0033   SP6OJE        599 1310
QSO:  3525 CW 2019-05-26 2208 G5N           599 0034   G3XTT         599 600
QSO:  3525 CW 2019-05-26 2208 G5N           599 0035   ES3VI         599 552
QSO:  3525 CW 2019-05-26 2209 G5N           599 0036   UW2M          599 4252
QSO:  3525 CW 2019-05-26 2210 G5N           599 0037   OL8M          599 2681
QSO:  3525 CW 2019-05-26 2211 G5N           599 0038   S51W          599 688
QSO:  3525 CW 2019-05-26 2212 G5N           599 0039   EU4E          599 953
QSO:  3525 CW 2019-05-26 2213 G5N           599 0040   OK4C          599 622
QSO:  3525 CW 2019-05-26 2214 G5N           599 0041   OL3Z          599 954
QSO:  3525 CW 2019-05-26 2215 G5N           599 0042   3Z0X          599 850
QSO:  3525 CW 2019-05-26 2216 G5N           599 0043   9A1A          599 1048
QSO:  3523 CW 2019-05-26 2312 G5N           599 0044   G3TXF         599 1043
QSO:  3523 CW 2019-05-26 2314 G5N           599 0045   HB7T          599 627
QSO:  3523 CW 2019-05-26 2314 G5N           599 0046   MM8Z          599 382
QSO:  3523 CW 2019-05-26 2315 G5N           599 0047   OZ5E          599 839
QSO:  3523 CW 2019-05-26 2315 G5N           599 0048   G0OOR         599 253
QSO:  3523 CW 2019-05-26 2316 G5N           599 0049   3Z0X          599 879
QSO:  3523 CW 2019-05-26 2317 G5N           599 0050   LZ9W          599 1088
QSO:  3523 CW 2019-05-26 2317 G5N           599 0051   DF7GG         599 643
QSO:  3523 CW 2019-05-26 2318 G5N           599 0052   DD0CC         599 709
QSO:  3523 CW 2019-05-26 2318 G5N           599 0053   RU1A          599 5236
QSO:  3523 CW 2019-05-26 2320 G5N           599 0054   OL6D          599 730
QSO:  3523 CW 2019-05-26 2321 G5N           599 0055   GM4X          599 592
END-OF-LOG:
