START-OF-LOG: 3.0
CALLSIGN: DL3KWF
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 429000
NAME: Hardy Zenker
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: Win-Test 4.28.0
QSO: 14007 CW 2019-05-25 1035 DL3KWF        599 0001   CN3A          599 931
QSO: 14008 CW 2019-05-25 1038 DL3KWF        599 0002   S52NR         599 351
QSO: 14010 CW 2019-05-25 1040 DL3KWF        599 0003   MX3W          599 749
QSO: 14010 CW 2019-05-25 1040 DL3KWF        599 0004   SP8PAI        599 377
QSO: 14012 CW 2019-05-25 1042 DL3KWF        599 0005   MD4K          599 751
QSO: 14013 CW 2019-05-25 1043 DL3KWF        599 0006   RM5A          599 610
QSO: 14015 CW 2019-05-25 1044 DL3KWF        599 0007   R7AB          599 579
QSO: 14021 CW 2019-05-25 1045 DL3KWF        599 0008   HA8M          599 525
QSO: 14028 CW 2019-05-25 1047 DL3KWF        599 0009   UR7GO         599 580
QSO: 14029 CW 2019-05-25 1048 DL3KWF        599 0010   SQ9C          599 167
QSO: 14040 CW 2019-05-25 1054 DL3KWF        599 0011   OH5Z          599 935
QSO: 14042 CW 2019-05-25 1054 DL3KWF        599 0012   OH9W          599 851
QSO: 14055 CW 2019-05-25 1057 DL3KWF        599 0013   S53M          599 496
QSO: 14057 CW 2019-05-25 1058 DL3KWF        599 0014   HG4I          599 261
QSO: 14059 CW 2019-05-25 1059 DL3KWF        599 0015   OK5Z          599 1024
QSO: 14009 CW 2019-05-25 1100 DL3KWF        599 0016   WC1M          599 529
QSO: 14004 CW 2019-05-25 1101 DL3KWF        599 0017   S57DX         599 692
QSO: 14004 CW 2019-05-25 1101 DL3KWF        599 0018   OH8X          599 995
QSO: 14007 CW 2019-05-25 1105 DL3KWF        599 0019   NR4M          599 628
QSO: 14014 CW 2019-05-25 1107 DL3KWF        599 0020   S573G         599 718
QSO: 14018 CW 2019-05-25 1108 DL3KWF        599 0021   IR4X          599 1385
QSO: 14019 CW 2019-05-25 1109 DL3KWF        599 0022   S50R          599 839
QSO: 14023 CW 2019-05-25 1117 DL3KWF        599 0023   DP8M          599 373
QSO: 14023 CW 2019-05-25 1117 DL3KWF        599 0024   DK5GB         599 124
QSO: 14023 CW 2019-05-25 1117 DL3KWF        599 0025   OM7AW         599 071
QSO: 14023 CW 2019-05-25 1119 DL3KWF        599 0026   OH1TS         599 140
QSO: 14023 CW 2019-05-25 1120 DL3KWF        599 0027   SP9PKZ        599 399
QSO: 14023 CW 2019-05-25 1122 DL3KWF        599 0028   P33W          599 1303
QSO: 14023 CW 2019-05-25 1123 DL3KWF        599 0029   F4VSQ         599 159
QSO: 14023 CW 2019-05-25 1123 DL3KWF        599 0030   IZ3NYG        599 454
QSO: 14023 CW 2019-05-25 1124 DL3KWF        599 0031   YL5W          599 385
QSO: 14023 CW 2019-05-25 1125 DL3KWF        599 0032   OH1NOA        599 392
QSO: 14023 CW 2019-05-25 1126 DL3KWF        599 0033   G6N           599 042
QSO: 14023 CW 2019-05-25 1127 DL3KWF        599 0034   SN7O          599 470
QSO: 14023 CW 2019-05-25 1129 DL3KWF        599 0035   OM0M          599 686
QSO: 14023 CW 2019-05-25 1130 DL3KWF        599 0036   DG5E          599 695
QSO: 14023 CW 2019-05-25 1132 DL3KWF        599 0037   M0BKB         599 055
QSO: 14023 CW 2019-05-25 1134 DL3KWF        599 0038   UA4Z          599 150
QSO: 14023 CW 2019-05-25 1135 DL3KWF        599 0039   UD4F          599 910
QSO: 14023 CW 2019-05-25 1138 DL3KWF        599 0040   LY2NY         599 502
QSO: 14023 CW 2019-05-25 1139 DL3KWF        599 0041   YL2EA         599 194
QSO: 14024 CW 2019-05-25 1142 DL3KWF        599 0042   SP8R          599 578
QSO: 14032 CW 2019-05-25 1144 DL3KWF        599 0043   EU3A          599 435
QSO: 14032 CW 2019-05-25 1145 DL3KWF        599 0044   OH6LEZ        599 087
QSO: 14034 CW 2019-05-25 1150 DL3KWF        599 0045   UT5C          599 937
QSO: 14035 CW 2019-05-25 1151 DL3KWF        599 0046   9A1A          599 817
QSO: 14036 CW 2019-05-25 1151 DL3KWF        599 0047   W3LL          599 825
QSO: 14037 CW 2019-05-25 1153 DL3KWF        599 0048   R4KW          599 772
QSO: 14039 CW 2019-05-25 1154 DL3KWF        599 0049   HG1R          599 358
QSO: 14041 CW 2019-05-25 1155 DL3KWF        599 0050   UZ0U          599 633
QSO: 14043 CW 2019-05-25 1156 DL3KWF        599 0051   IR2Q          599 890
QSO: 14044 CW 2019-05-25 1157 DL3KWF        599 0052   OG73X         599 960
QSO: 14045 CW 2019-05-25 1158 DL3KWF        599 0053   YL3JA         599 238
QSO: 14046 CW 2019-05-25 1158 DL3KWF        599 0054   R9DA          599 163
QSO: 14047 CW 2019-05-25 1159 DL3KWF        599 0055   LY5E          599 1097
QSO: 14047 CW 2019-05-25 1201 DL3KWF        599 0056   RW7K          599 715
QSO: 14050 CW 2019-05-25 1202 DL3KWF        599 0057   G5O           599 278
QSO: 14001 CW 2019-05-25 1204 DL3KWF        599 0058   KC1XX         599 542
QSO: 14002 CW 2019-05-25 1205 DL3KWF        599 0059   K1LZ          599 472
QSO: 14013 CW 2019-05-25 1207 DL3KWF        599 0060   EW6W          599 1691
QSO: 14017 CW 2019-05-25 1209 DL3KWF        599 0061   HG5A          599 1134
QSO: 14019 CW 2019-05-25 1210 DL3KWF        599 0062   RK9LWA        599 397
QSO: 14020 CW 2019-05-25 1214 DL3KWF        599 0063   UZ2I          599 1041
QSO: 14024 CW 2019-05-25 1217 DL3KWF        599 0064   DA2C          599 920
QSO: 14028 CW 2019-05-25 1219 DL3KWF        599 0065   9A2W          599 240
QSO: 14028 CW 2019-05-25 1220 DL3KWF        599 0066   E7DX          599 1582
QSO: 14029 CW 2019-05-25 1221 DL3KWF        599 0067   OM7M          599 1083
QSO: 14032 CW 2019-05-25 1222 DL3KWF        599 0068   S55N          599 101
QSO: 14033 CW 2019-05-25 1226 DL3KWF        599 0069   OY1CT         599 244
QSO: 14041 CW 2019-05-25 1228 DL3KWF        599 0070   YT1T          599 378
QSO: 14047 CW 2019-05-25 1232 DL3KWF        599 0071   DJ1OJ         599 238
QSO: 14047 CW 2019-05-25 1232 DL3KWF        599 0072   LZ2PS         599 310
QSO: 14047 CW 2019-05-25 1234 DL3KWF        599 0073   LY2OU         599 215
QSO: 14047 CW 2019-05-25 1234 DL3KWF        599 0074   LY5I          599 429
QSO: 14047 CW 2019-05-25 1237 DL3KWF        599 0075   EW2ES         599 341
QSO: 14047 CW 2019-05-25 1238 DL3KWF        599 0076   RT5G          599 383
QSO: 14047 CW 2019-05-25 1238 DL3KWF        599 0077   OK1SI         599 244
QSO: 14047 CW 2019-05-25 1239 DL3KWF        599 0078   DL1DQJ        599 023
QSO: 14047 CW 2019-05-25 1241 DL3KWF        599 0079   DK5KF         599 039
QSO: 14047 CW 2019-05-25 1242 DL3KWF        599 0080   SN5F          599 346
QSO: 14047 CW 2019-05-25 1243 DL3KWF        599 0081   HA6NW         599 431
QSO: 14047 CW 2019-05-25 1245 DL3KWF        599 0082   US1PM         599 214
QSO: 14048 CW 2019-05-25 1246 DL3KWF        599 0083   UP4L          599 810
QSO: 14049 CW 2019-05-25 1247 DL3KWF        599 0084   DL5AZZ        599 043
QSO: 14049 CW 2019-05-25 1248 DL3KWF        599 0085   OE1TKW        599 049
QSO: 14049 CW 2019-05-25 1249 DL3KWF        599 0086   UT5WAA        599 234
QSO: 14049 CW 2019-05-25 1249 DL3KWF        599 0087   PD7CJT        599 111
QSO: 14049 CW 2019-05-25 1250 DL3KWF        599 0088   OR2A          599 209
QSO: 14049 CW 2019-05-25 1252 DL3KWF        599 0089   PA3BYW        599 003
QSO: 14049 CW 2019-05-25 1252 DL3KWF        599 0090   R1ZM          599 272
QSO: 14049 CW 2019-05-25 1253 DL3KWF        599 0091   PD0JMH        599 082
QSO: 14049 CW 2019-05-25 1254 DL3KWF        599 0092   OK1TD         599 194
QSO: 14049 CW 2019-05-25 1257 DL3KWF        599 0093   OM5WW         599 631
QSO: 14049 CW 2019-05-25 1257 DL3KWF        599 0094   EU1DX         599 280
QSO: 14049 CW 2019-05-25 1302 DL3KWF        599 0095   SP3A          599 427
QSO: 14049 CW 2019-05-25 1302 DL3KWF        599 0096   RU4SO         599 071
QSO: 14051 CW 2019-05-25 1308 DL3KWF        599 0097   ON4CT         599 414
QSO: 14052 CW 2019-05-25 1308 DL3KWF        599 0098   S53EO         599 365
QSO: 14056 CW 2019-05-25 1310 DL3KWF        599 0099   HA3DX         599 444
QSO: 14057 CW 2019-05-25 1311 DL3KWF        599 0100   IB9T          599 952
QSO: 14058 CW 2019-05-25 1312 DL3KWF        599 0101   S57K          599 1137
QSO: 14060 CW 2019-05-25 1313 DL3KWF        599 0102   IK8UND        599 043
QSO: 14061 CW 2019-05-25 1313 DL3KWF        599 0103   LZ6C          599 130
QSO: 14068 CW 2019-05-25 1316 DL3KWF        599 0104   DM6V          599 885
QSO: 14001 CW 2019-05-25 1317 DL3KWF        599 0105   Z35F          599 358
QSO: 14004 CW 2019-05-25 1317 DL3KWF        599 0106   YT4W          599 688
QSO: 14004 CW 2019-05-25 1318 DL3KWF        599 0107   MU2K          599 770
QSO: 14007 CW 2019-05-25 1321 DL3KWF        599 0108   YL6W          599 917
QSO: 14012 CW 2019-05-25 1322 DL3KWF        599 0109   YT1A          599 666
QSO: 14013 CW 2019-05-25 1323 DL3KWF        599 0110   R3XA          599 907
QSO: 14014 CW 2019-05-25 1324 DL3KWF        599 0111   LZ5R          599 2292
QSO: 14016 CW 2019-05-25 1326 DL3KWF        599 0112   UP0L          599 1129
QSO: 14021 CW 2019-05-25 1329 DL3KWF        599 0113   UW1WU         599 307
QSO: 14022 CW 2019-05-25 1330 DL3KWF        599 0114   S51J          599 499
QSO: 14025 CW 2019-05-25 1331 DL3KWF        599 0115   EW8OM         599 741
QSO: 14027 CW 2019-05-25 1333 DL3KWF        599 0116   TM6M          599 870
QSO: 14029 CW 2019-05-25 1333 DL3KWF        599 0117   YU5M          599 175
QSO: 14031 CW 2019-05-25 1334 DL3KWF        599 0118   YT3X          599 1072
QSO: 14031 CW 2019-05-25 1338 DL3KWF        599 0119   RU7M          599 846
QSO: 14038 CW 2019-05-25 1340 DL3KWF        599 0120   YT5A          599 877
QSO: 14040 CW 2019-05-25 1342 DL3KWF        599 0121   OK1DSA        599 187
QSO: 14040 CW 2019-05-25 1344 DL3KWF        599 0122   I2XGD         599 006
QSO: 14040 CW 2019-05-25 1345 DL3KWF        599 0123   UC1A          599 220
QSO: 14040 CW 2019-05-25 1346 DL3KWF        599 0124   HG4F          599 525
QSO: 14040 CW 2019-05-25 1346 DL3KWF        599 0125   GD4EIP        599 146
QSO: 14040 CW 2019-05-25 1347 DL3KWF        599 0126   RU1A          599 2003
QSO: 14040 CW 2019-05-25 1349 DL3KWF        599 0127   DL1THB        599 055
QSO: 14040 CW 2019-05-25 1349 DL3KWF        599 0128   RT3M          599 604
QSO: 14040 CW 2019-05-25 1350 DL3KWF        599 0129   ON6PQ         599 007
QSO: 14040 CW 2019-05-25 1352 DL3KWF        599 0130   UT4LW         599 1098
QSO: 14040 CW 2019-05-25 1352 DL3KWF        599 0131   DK1FT         599 533
QSO: 14040 CW 2019-05-25 1353 DL3KWF        599 0132   RL3A          599 2017
QSO: 14040 CW 2019-05-25 1355 DL3KWF        599 0133   DL4XU         599 108
QSO: 14040 CW 2019-05-25 1356 DL3KWF        599 0134   DL1NKS        599 611
QSO: 14040 CW 2019-05-25 1357 DL3KWF        599 0135   UA1ANA        599 411
QSO: 14040 CW 2019-05-25 1358 DL3KWF        599 0136   S52D          599 348
QSO: 14040 CW 2019-05-25 1359 DL3KWF        599 0137   PF6W          599 599
QSO: 14040 CW 2019-05-25 1400 DL3KWF        599 0138   S58Q          599 363
QSO: 14040 CW 2019-05-25 1401 DL3KWF        599 0139   G3IDY         599 009
QSO: 14040 CW 2019-05-25 1401 DL3KWF        599 0140   LZ4AW         599 596
QSO: 14040 CW 2019-05-25 1403 DL3KWF        599 0141   R8WF          599 758
QSO: 14040 CW 2019-05-25 1404 DL3KWF        599 0142   DK5TRI        599 181
QSO: 14040 CW 2019-05-25 1405 DL3KWF        599 0143   OK2SGY        599 191
QSO: 14040 CW 2019-05-25 1406 DL3KWF        599 0144   SQ6ABC        599 106
