START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RDA
CALLSIGN: RT8U
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RT8U
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RDA RDAContest/2021.
QSO: 14176 PH 2021-08-21 0855 RT8U          59 KE32 4U1A          59 0093
QSO: 14191 PH 2021-08-21 0901 RT8U          59 KE32 YL3JI         59 0029
QSO: 14190 PH 2021-08-21 0904 RT8U          59 KE32 YT4W          59 0110
QSO: 14190 PH 2021-08-21 0905 RT8U          59 KE32 IK4RQJ        59 0037
QSO: 14191 PH 2021-08-21 0907 RT8U          59 KE32 HB9EXQ        59 0002
QSO: 14191 PH 2021-08-21 0909 RT8U          59 KE32 HA7PO         59 0014
QSO: 14000 PH 2021-08-21 0910 RT8U          59 KE32 F5LBL         59 0027
QSO: 14190 PH 2021-08-21 0911 RT8U          59 KE32 DK4VW         59 0031
QSO: 14191 PH 2021-08-21 0912 RT8U          59 KE32 SP5GNI        59 0046
QSO: 14190 PH 2021-08-21 0913 RT8U          59 KE32 HA3LN         59 0083
QSO: 14000 PH 2021-08-21 0916 RT8U          59 KE32 SP5DRE        59 0012
QSO: 14000 PH 2021-08-21 0917 RT8U          59 KE32 SP6JOE        59 0045
QSO: 14190 PH 2021-08-21 0917 RT8U          59 KE32 DL9ZWG        59 0002
QSO: 14000 PH 2021-08-21 0919 RT8U          59 KE32 DH0JAE        59 0021
QSO: 14190 PH 2021-08-21 0919 RT8U          59 KE32 IW1FRU        59 0001
QSO: 14190 PH 2021-08-21 0922 RT8U          59 KE32 F5JY          59 0052
QSO: 14190 PH 2021-08-21 0922 RT8U          59 KE32 UT2MZ         59 0027
QSO: 14190 PH 2021-08-21 0923 RT8U          59 KE32 ES0IA         59 0017
QSO: 14000 PH 2021-08-21 0925 RT8U          59 KE32 DM2XO         59 0008
QSO: 14000 PH 2021-08-21 0926 RT8U          59 KE32 DL7UXG        59 0044
QSO: 14190 PH 2021-08-21 0927 RT8U          59 KE32 SP4NKJ        59 0017
QSO: 14200 PH 2021-08-21 0927 RT8U          59 KE32 SN5L          59 0014
QSO: 14020 PH 2021-08-21 0928 RT8U          59 KE32 UY1IP         59 0036
QSO: 14000 PH 2021-08-21 0929 RT8U          59 KE32 NL7V          59 0005
QSO: 14191 PH 2021-08-21 0931 RT8U          59 KE32 YU3AWA        59 0118
QSO: 14190 PH 2021-08-21 0936 RT8U          59 KE32 ER3CT         59 0007
QSO: 14000 PH 2021-08-21 0938 RT8U          59 KE32 I8OCA         59 0018
QSO: 14191 PH 2021-08-21 0940 RT8U          59 KE32 ON8WV         59 0042
QSO: 14191 PH 2021-08-21 0941 RT8U          59 KE32 IU0OVB        59 0076
QSO: 14200 PH 2021-08-21 0942 RT8U          59 KE32 S59SV         59 0028
QSO: 14025 PH 2021-08-21 0943 RT8U          59 KE32 OK2DIK        59 0023
QSO: 14191 PH 2021-08-21 0944 RT8U          59 KE32 S57S          59 0035
QSO: 14200 PH 2021-08-21 0944 RT8U          59 KE32 DK1DKE        59 0003
QSO: 14190 PH 2021-08-21 0949 RT8U          59 KE32 SV1QN         59 0003
QSO: 14200 PH 2021-08-21 0950 RT8U          59 KE32 ON8AH         59 0035
QSO: 14000 PH 2021-08-21 0953 RT8U          59 KE32 DM3MAS        59 0008
QSO: 14191 PH 2021-08-21 0955 RT8U          59 KE32 SA5ATV        59 0010
QSO: 14191 PH 2021-08-21 0956 RT8U          59 KE32 A71AM         59 0015
QSO: 14190 PH 2021-08-21 0957 RT8U          59 KE32 HA1AG         59 0168
QSO: 14190 PH 2021-08-21 0958 RT8U          59 KE32 8S0C          59 0076
QSO: 14191 PH 2021-08-21 1001 RT8U          59 KE32 BG1HGS        59 0040
QSO: 14190 PH 2021-08-21 1004 RT8U          59 KE32 LZ5R          59 0353
QSO: 14191 PH 2021-08-21 1004 RT8U          59 KE32 IK2QPR        59 0174
QSO: 14191 PH 2021-08-21 1005 RT8U          59 KE32 SI9YL         59 0017
QSO: 14000 PH 2021-08-21 1006 RT8U          59 KE32 UT3UZ         59 0046
QSO: 14191 PH 2021-08-21 1006 RT8U          59 KE32 UX1AA         59 0115
QSO: 14191 PH 2021-08-21 1007 RT8U          59 KE32 LZ2HR         59 0040
QSO: 14190 PH 2021-08-21 1008 RT8U          59 KE32 CT1BOL        59 0003
QSO: 14190 PH 2021-08-21 1008 RT8U          59 KE32 HA3NU         59 0207
QSO: 14190 PH 2021-08-21 1016 RT8U          59 KE32 SP9N          59 0006
QSO: 14000 PH 2021-08-21 1017 RT8U          59 KE32 DJ0BS         59 0020
QSO: 14191 PH 2021-08-21 1018 RT8U          59 KE32 PC2K          59 0026
QSO: 14191 PH 2021-08-21 1023 RT8U          59 KE32 BV2LA         59 0002
QSO: 14000 PH 2021-08-21 1024 RT8U          59 KU32 IZ5MKA        59 0010
QSO: 14191 PH 2021-08-21 1025 RT8U          59 KE32 9A5Y          59 0289
QSO: 14190 PH 2021-08-21 1026 RT8U          59 KE32 9A2NO         59 0122
QSO: 14014 PH 2021-08-21 1028 RT8U          59 KE32 YL2TQ         59 0020
QSO: 14190 PH 2021-08-21 1029 RT8U          59 KE32 LA9VBA        59 0036
QSO: 14190 PH 2021-08-21 1032 RT8U          59 KE32 SP6DVP        59 0051
QSO: 14191 PH 2021-08-21 1032 RT8U          59 KE32 4I1EBD        59 0002
QSO: 14190 PH 2021-08-21 1039 RT8U          59 KE32 SV2DGH        59 0024
QSO: 14190 PH 2021-08-21 1040 RT8U          59 KE32 D1CTT         59 0013
QSO: 14000 PH 2021-08-21 1041 RT8U          59 KE32 UR5IRM        59 0007
QSO: 14000 PH 2021-08-21 1043 RT8U          59 KE32 YT5DL         59 0008
QSO: 14200 PH 2021-08-21 1044 RT8U          59 KE32 SV2CXI        59 0025
QSO: 14191 PH 2021-08-21 1047 RT8U          59 KE32 YB9VED        59 0002
QSO: 14200 PH 2021-08-21 1049 RT8U          59 KE32 OZ1D          59 0031
QSO: 14000 PH 2021-08-21 1050 RT8U          59 KE32 DJ4DN         59 0015
QSO: 14190 PH 2021-08-21 1050 RT8U          59 KE32 DJ6DO         59 0009
QSO: 14000 PH 2021-08-21 1055 RT8U          59 KE32 UN7LAN        59 0074
QSO: 14181 PH 2021-08-21 1123 RT8U          59 KE32 SV3RPQ        59 0082
QSO: 14181 PH 2021-08-21 1125 RT8U          59 KE32 LZ9W          59 0354
QSO: 14000 PH 2021-08-21 1126 RT8U          59 KE32 LC5C          59 0050
QSO: 14181 PH 2021-08-21 1129 RT8U          59 KE30 DM4ET         59 0007
QSO: 14181 PH 2021-08-21 1129 RT8U          59 KE32 TA4RC         59 0011
QSO: 14200 PH 2021-08-21 1130 RT8U          59 KE32 SP3PW         59 0029
QSO: 14200 PH 2021-08-21 1131 RT8U          59 KE32 PA38EU        59 0006
QSO: 14180 PH 2021-08-21 1139 RT8U          59 KE32 HA3LN         59 0237
QSO: 14181 PH 2021-08-21 1139 RT8U          59 KE32 PA3CXB        59 0003
QSO: 14181 PH 2021-08-21 1141 RT8U          59 KE32 F1GRH         59 0020
QSO: 14181 PH 2021-08-21 1144 RT8U          59 KE32 JA1BPA        59 0049
QSO: 14000 PH 2021-08-21 1147 RT8U          59 KE32 UR2LX         59 0011
QSO: 14200 PH 2021-08-21 1148 RT8U          59 KE32 EA1T          59 0014
QSO: 14180 PH 2021-08-21 1152 RT8U          59 KE32 SP5C          59 0297
QSO: 14181 PH 2021-08-21 1154 RT8U          59 KE32 BU2EP         59 0001
QSO: 14181 PH 2021-08-21 1155 RT8U          59 KE32 HA2EAV        59 0088
QSO: 14181 PH 2021-08-21 1156 RT8U          59 KE32 SM3JVF        59 0011
QSO: 14181 PH 2021-08-21 1158 RT8U          59 KE32 HB9OAU        59 0046
QSO: 14181 PH 2021-08-21 1200 RT8U          59 KE32 DL7VOG        59 0128
QSO: 14181 PH 2021-08-21 1201 RT8U          59 KE32 DJ9HX         59 0085
QSO: 14010 PH 2021-08-21 1202 RT8U          59 KE32 EC5CSW        59 0046
QSO: 14181 PH 2021-08-21 1204 RT8U          59 KE32 PD5ISW        59 0021
QSO: 14181 PH 2021-08-21 1206 RT8U          59 KE32 LZ2ZY         59 0142
QSO: 14000 PH 2021-08-21 1208 RT8U          59 KE32 PD1TV         59 0016
QSO: 14000 PH 2021-08-21 1208 RT8U          59 KE32 SM5X          59 0035
QSO: 14181 PH 2021-08-21 1208 RT8U          59 KE32 PD0ME         59 0082
QSO: 14181 PH 2021-08-21 1209 RT8U          59 KE32 YB7WR         59 0001
QSO: 14181 PH 2021-08-21 1210 RT8U          59 KE32 IZ4UFB        59 0016
QSO: 14181 PH 2021-08-21 1211 RT8U          59 KE32 EA5FSJ        59 0032
QSO: 14181 PH 2021-08-21 1212 RT8U          59 KE32 IT9OPR        59 0006
QSO: 14181 PH 2021-08-21 1214 RT8U          59 KE32 DU1/N6HPX     59 0003
QSO: 14000 PH 2021-08-21 1215 RT8U          59 KE32 N4MM          59 0003
QSO: 14181 PH 2021-08-21 1215 RT8U          59 KE32 M0BJL         59 0210
QSO: 14000 PH 2021-08-21 1216 RT8U          59 KE32 YT5L          59 0007
QSO: 14181 PH 2021-08-21 1218 RT8U          59 KE32 DK1FY         59 0010
QSO: 14181 PH 2021-08-21 1219 RT8U          59 KE32 SM4EMO        59 0043
QSO: 14000 PH 2021-08-21 1225 RT8U          59 KE32 DL5AWE        59 0022
QSO: 14000 PH 2021-08-21 1225 RT8U          59 KE32 DM2HK         59 0016
QSO: 14200 PH 2021-08-21 1225 RT8U          59 KE32 F5POJ         59 0005
QSO: 14000 PH 2021-08-21 1229 RT8U          59 KE32 E73RB         59 0005
QSO: 14000 PH 2021-08-21 1230 RT8U          59 KE32 SN8U          59 0048
QSO: 14181 PH 2021-08-21 1234 RT8U          59 KE32 PA6AA         59 0015
QSO: 14000 PH 2021-08-21 1236 RT8U          59 KE32 OK1BLU        59 0040
QSO: 14181 PH 2021-08-21 1238 RT8U          59 KE32 F5PAL         59 0111
QSO: 14000 PH 2021-08-21 1240 RT8U          59 KE32 S57YB         59 0017
QSO: 14200 PH 2021-08-21 1243 RT8U          59 KE32 DL1HZM        59 0002
QSO: 14181 PH 2021-08-21 1244 RT8U          59 KE32 DF9YW         59 0003
QSO: 14181 PH 2021-08-21 1245 RT8U          59 KE32 ON2LMP        59 0010
QSO: 14000 PH 2021-08-21 1246 RT8U          59 KE32 F6EYB         59 0035
QSO: 14181 PH 2021-08-21 1246 RT8U          59 KE32 N1RR          59 0058
QSO: 14181 PH 2021-08-21 1250 RT8U          59 KE32 YB1TJ         59 0004
QSO: 14000 PH 2021-08-21 1254 RT8U          59 KE32 JP3UBR        59 0001
QSO: 14200 PH 2021-08-21 1255 RT8U          59 KE32 DH1PAL        59 0037
QSO: 14000 PH 2021-08-21 1256 RT8U          59 KE32 DL1NKS        59 0122
QSO: 14181 PH 2021-08-21 1257 RT8U          59 KE32 9A6DJX        59 0018
QSO: 14000 PH 2021-08-21 1303 RT8U          59 KE32 OK1KKI        59 0021
QSO: 14000 PH 2021-08-21 1304 RT8U          59 KE32 Z35W          59 0103
QSO: 14181 PH 2021-08-21 1305 RT8U          59 KE32 OS6AT         59 0004
QSO: 14181 PH 2021-08-21 1308 RT8U          59 KE32 BU2EV         59 0001
QSO: 14000 PH 2021-08-21 1314 RT8U          59 KE32 DF1SD         59 0045
QSO: 14181 PH 2021-08-21 1314 RT8U          59 KE32 PD1ABO        59 0042
QSO: 14181 PH 2021-08-21 1315 RT8U          59 KE32 LY9A          59 0482
QSO: 14181 PH 2021-08-21 1315 RT8U          59 KE32 OH1TD         59 0054
QSO: 14181 PH 2021-08-21 1315 RT8U          59 KE32 S52WW         59 0342
QSO: 14181 PH 2021-08-21 1316 RT8U          59 KE32 IK4LZH        59 0174
QSO: 14000 PH 2021-08-21 1322 RT8U          59 KE32 LZ2PEP        59 0131
QSO: 14181 PH 2021-08-21 1323 RT8U          59 KE32 M6IWD         59 0008
QSO: 14200 PH 2021-08-21 1324 RT8U          59 KE32 TA3DE         59 0012
QSO: 14181 PH 2021-08-21 1327 RT8U          59 KE32 SN2B          59 0291
QSO: 14181 PH 2021-08-21 1353 RT8U          59 KE32 9A1AA         59 0339
QSO:  7024 CW 2021-08-21 1444 RT8U          599 KE32 SM2LIY        599 0424
QSO:  7024 CW 2021-08-21 1445 RT8U          599 KE32 HA5JI         599 0515
QSO:  7024 CW 2021-08-21 1446 RT8U          599 KE32 UR7MZ         599 0258
QSO:  7040 CW 2021-08-21 1446 RT8U          599 KE32 UN7CN         599 0069
QSO:  7000 CW 2021-08-21 1447 RT8U          599 KE32 UN7ZZ         599 0046
QSO:  7024 CW 2021-08-21 1448 RT8U          599 KE32 HA9PP         599 0242
QSO:  7024 CW 2021-08-21 1448 RT8U          599 KE32 SM5EPO        599 0041
QSO:  7024 CW 2021-08-21 1451 RT8U          599 KE32 UN8PT         599 0253
QSO:  7024 CW 2021-08-21 1451 RT8U          599 KE32 UR7EC         599 0021
QSO:  7024 CW 2021-08-21 1452 RT8U          599 KE32 UT5IA         599 0024
QSO:  7024 CW 2021-08-21 1453 RT8U          599 KE32 IK2QPR        599 0392
QSO:  7024 CW 2021-08-21 1454 RT8U          599 KE32 UN7LZ         599 0389
QSO:  7024 CW 2021-08-21 1455 RT8U          599 KE32 UT2UB         599 0220
QSO:  7024 CW 2021-08-21 1459 RT8U          599 KE32 OH8MJ         599 0133
QSO:  7000 CW 2021-08-21 1501 RT8U          599 KE32 OH5QY         599 0046
QSO:  7024 CW 2021-08-21 1501 RT8U          599 KE32 ES4RD         599 0378
QSO:  7024 CW 2021-08-21 1503 RT8U          599 KE32 IV3SKB        599 0378
QSO:  7024 CW 2021-08-21 1504 RT8U          599 KE32 9A5Y          599 0736
QSO:  7024 CW 2021-08-21 1505 RT8U          599 KE32 OL8R          599 0602
QSO:  7024 CW 2021-08-21 1506 RT8U          599 KE32 9A7T          599 0175
QSO:  7024 CW 2021-08-21 1506 RT8U          599 KE32 EV6Z          599 0205
QSO:  7000 CW 2021-08-21 1509 RT8U          599 KE32 UR5LF         599 0152
QSO:  7024 CW 2021-08-21 1510 RT8U          599 KE32 LZ3ZZ         599 0469
QSO:  7024 CW 2021-08-21 1511 RT8U          599 KE32 OH1TM         599 0275
QSO:  7024 CW 2021-08-21 1512 RT8U          599 KE32 SP5CNA        599 0349
QSO:  7024 CW 2021-08-21 1513 RT8U          599 KE32 PA3AAV        599 0303
QSO:  7024 CW 2021-08-21 1513 RT8U          599 KE32 UT4LW         599 0062
QSO:  7024 CW 2021-08-21 1514 RT8U          599 KE32 UN4Q          599 0386
QSO:  7024 CW 2021-08-21 1516 RT8U          599 KE32 OM3BY         599 0057
QSO:  7024 CW 2021-08-21 1516 RT8U          599 KE32 SM3EAE        599 0140
QSO:  7024 CW 2021-08-21 1517 RT8U          599 KE32 DL7VOG        599 0210
QSO:  7024 CW 2021-08-21 1518 RT8U          599 KE32 LZ1QZ         599 0192
QSO:  7024 CW 2021-08-21 1518 RT8U          599 KE32 YU5R          599 0543
QSO:  7024 CW 2021-08-21 1519 RT8U          599 KE32 E77EA         599 0450
QSO:  7024 CW 2021-08-21 1519 RT8U          599 KE32 EW8OM         599 0219
QSO:  7024 CW 2021-08-21 1521 RT8U          599 KE32 SN7O          599 0502
QSO:  7024 CW 2021-08-21 1523 RT8U          599 KE32 OG6N          599 0126
QSO:  7024 CW 2021-08-21 1523 RT8U          599 KE32 OH5TS         599 0172
QSO:  7000 CW 2021-08-21 1527 RT8U          599 KE32 SM1TDE        599 0010
QSO:  7024 CW 2021-08-21 1527 RT8U          599 KE32 UN0LM         599 0181
QSO:  7000 CW 2021-08-21 1529 RT8U          599 KE32 SD1A          599 0093
