START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: RDA
CALLSIGN: R1MJ/P
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R1MJ/P
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for RDA RDAContest/2021.
QSO: 14000 PH 2021-08-21 1204 R1MJ/P        59 LO24 UN7LAN        59 0121
QSO: 14000 PH 2021-08-21 1205 R1MJ/P        59 LO24 IX1HPN        59 0031
QSO: 14000 PH 2021-08-21 1215 R1MJ/P        59 LO24 I4XNN         59 0098
QSO: 14163 PH 2021-08-21 1218 R1MJ/P        59 LO24 IU4CSS        59 0030
QSO: 14174 PH 2021-08-21 1222 R1MJ/P        59 LO24 YT4W          59 0251
QSO: 14200 PH 2021-08-21 1226 R1MJ/P        59 LO24 F5POJ         59 0006
QSO: 14185 PH 2021-08-21 1230 R1MJ/P        59 LO24 9A2NO         59 0217
QSO: 14186 PH 2021-08-21 1230 R1MJ/P        59 LO24 SV3RPQ        59 0098
QSO: 14000 PH 2021-08-21 1233 R1MJ/P        59 LO34 F6DRP         59 0019
QSO: 14000 PH 2021-08-21 1234 R1MJ/P        59 LO24 I8OCA         59 0043
QSO: 14000 PH 2021-08-21 1235 R1MJ/P        59 LO24 F5LBL         59 0098
QSO: 14185 PH 2021-08-21 1235 R1MJ/P        59 LO24 F5PAL         59 0110
QSO: 14000 PH 2021-08-21 1236 R1MJ/P        59 LO24 IZ5MKA        59 0020
QSO: 14186 PH 2021-08-21 1241 R1MJ/P        59 LO24 IK2QPR        59 0269
QSO: 14186 PH 2021-08-21 1241 R1MJ/P        59 LO24 SP6DVP        59 0102
QSO: 14185 PH 2021-08-21 1242 R1MJ/P        59 LO24 IU5CJP        59 0003
QSO: 14186 PH 2021-08-21 1242 R1MJ/P        59 LO24 M0BJL         59 0231
QSO: 14200 PH 2021-08-21 1243 R1MJ/P        59 LO24 S59SV         59 0139
QSO: 14186 PH 2021-08-21 1244 R1MJ/P        59 LO24 HB9EXQ        59 0041
QSO: 14185 PH 2021-08-21 1246 R1MJ/P        59 LO24 UN0LM         59 0128
QSO: 14185 PH 2021-08-21 1247 R1MJ/P        59 LO24 DK4VW         59 0085
QSO: 14185 PH 2021-08-21 1248 R1MJ/P        59 LO24 LZ9W          59 0484
QSO: 14186 PH 2021-08-21 1248 R1MJ/P        59 LO24 N1RR          59 0059
QSO: 14186 PH 2021-08-21 1249 R1MJ/P        59 LO24 SV2DGH        59 0061
QSO: 14185 PH 2021-08-21 1252 R1MJ/P        59 LO24 HA3LN         59 0310
QSO: 14185 PH 2021-08-21 1252 R1MJ/P        59 LO24 IW1FRU        59 0155
QSO: 14186 PH 2021-08-21 1254 R1MJ/P        59 LO24 SN2B          59 0262
QSO: 14000 PH 2021-08-21 1256 R1MJ/P        59 LO24 DL1NKS        59 0123
QSO: 14000 PH 2021-08-21 1256 R1MJ/P        59 LO24 S57YB         59 0024
QSO: 14000 PH 2021-08-21 1258 R1MJ/P        59 LO24 DL4BBH        59 0021
QSO: 14000 PH 2021-08-21 1258 R1MJ/P        59 LO24 E73RB         59 0013
QSO: 14186 PH 2021-08-21 1259 R1MJ/P        59 LO24 9A6DJX        59 0019
QSO: 14185 PH 2021-08-21 1301 R1MJ/P        59 LO24 YU3AWA        59 0255
QSO: 14000 PH 2021-08-21 1305 R1MJ/P        59 LO24 Z35W          59 0104
QSO: 14000 PH 2021-08-21 1306 R1MJ/P        59 LO24 SP5DRE        59 0038
QSO: 14200 PH 2021-08-21 1308 R1MJ/P        59 LO24 SV2AEL        59 0083
QSO: 14000 PH 2021-08-21 1401 R1MJ/P        59 LO24 DJ0BS         59 0030
QSO: 14025 PH 2021-08-21 1403 R1MJ/P        59 LO24 OK2DIK        59 0056
QSO: 14168 PH 2021-08-21 1406 R1MJ/P        59 LO24 S57S          59 0214
QSO: 14173 PH 2021-08-21 1410 R1MJ/P        59 LO24 HA2EAV        59 0148
QSO: 14000 PH 2021-08-21 1411 R1MJ/P        59 LO24 DL7UXG        59 0120
QSO: 14174 PH 2021-08-21 1412 R1MJ/P        59 LO24 SP5CUK        59 0037
QSO: 14000 PH 2021-08-21 1414 R1MJ/P        59 LO24 DH0JAE        59 0063
QSO: 14173 PH 2021-08-21 1414 R1MJ/P        59 LO24 SP5C          59 0387
QSO: 14200 PH 2021-08-21 1415 R1MJ/P        59 LO24 SN5L          59 0065
QSO: 14000 PH 2021-08-21 1416 R1MJ/P        59 LO24 3Z90DZC       59 0007
QSO: 14174 PH 2021-08-21 1416 R1MJ/P        59 LO24 LZ5PL         59 0008
QSO: 14174 PH 2021-08-21 1418 R1MJ/P        59 LO24 OM5M          59 0004
QSO: 14173 PH 2021-08-21 1419 R1MJ/P        59 LO24 EA5FSJ        59 0042
QSO: 14174 PH 2021-08-21 1421 R1MJ/P        59 LO24 HB9HHN        59 0010
QSO: 14000 PH 2021-08-21 1423 R1MJ/P        59 LO24 I4VIL         59 0011
QSO: 14000 PH 2021-08-21 1424 R1MJ/P        59 LO24 SN8U          59 0072
QSO: 14177 PH 2021-08-21 1424 R1MJ/P        59 LO24 UY2UR         59 0022
QSO: 14000 PH 2021-08-21 1427 R1MJ/P        59 LO24 IK2IKW        59 0017
QSO: 14163 PH 2021-08-21 1433 R1MJ/P        59 LO24 DL1EK         59 0146
QSO: 14204 PH 2021-08-21 1436 R1MJ/P        59 LO24 SP9KR         59 0162
QSO: 14205 PH 2021-08-21 1437 R1MJ/P        59 LO24 HB9OAU        59 0103
QSO: 14215 PH 2021-08-21 1438 R1MJ/P        59 LO24 PD8DX         59 0051
QSO: 14065 CW 2021-08-21 1456 R1MJ/P        599 LO24 OL8R          599 0593
QSO: 14065 CW 2021-08-21 1457 R1MJ/P        599 LO24 YU5R          599 0526
QSO: 14065 CW 2021-08-21 1458 R1MJ/P        599 LO24 I3VWK         599 0048
QSO: 14000 CW 2021-08-21 1459 R1MJ/P        599 LO24 DK5AI         599 0064
QSO: 14065 CW 2021-08-21 1459 R1MJ/P        599 LO24 OK7CM         599 0148
QSO: 14000 CW 2021-08-21 1500 R1MJ/P        599 LO24 OK1FPG        599 0283
QSO: 14065 CW 2021-08-21 1500 R1MJ/P        599 LO24 LZ5N          599 0111
QSO: 14000 CW 2021-08-21 1501 R1MJ/P        599 LO24 US5VX         599 0095
QSO: 14010 CW 2021-08-21 1501 R1MJ/P        599 LO24 4L6QL         599 0083
QSO: 14065 CW 2021-08-21 1501 R1MJ/P        599 LO24 SN7O          599 0485
QSO: 14065 CW 2021-08-21 1502 R1MJ/P        599 LO24 SN1T          599 0434
QSO: 14065 CW 2021-08-21 1503 R1MJ/P        599 LO24 S57S          599 0268
QSO: 14000 CW 2021-08-21 1504 R1MJ/P        599 LO24 LZ1VKD        599 0110
QSO: 14065 CW 2021-08-21 1504 R1MJ/P        599 LO24 HA3LN         599 0424
QSO: 14065 CW 2021-08-21 1505 R1MJ/P        599 LO24 SP7CF         599 0192
QSO: 14065 CW 2021-08-21 1506 R1MJ/P        599 LO24 LZ1FH         599 0167
QSO: 14012 CW 2021-08-21 1507 R1MJ/P        599 LO24 IK0YVV        599 0228
QSO: 14000 CW 2021-08-21 1509 R1MJ/P        599 LO24 F6EYB         599 0098
QSO: 14000 CW 2021-08-21 1510 R1MJ/P        599 LO24 DK1WS         599 0201
QSO: 14065 CW 2021-08-21 1510 R1MJ/P        599 LO24 DD2AW         599 0130
QSO: 14000 CW 2021-08-21 1512 R1MJ/P        599 LO24 US8IB         599 0005
QSO: 14000 CW 2021-08-21 1513 R1MJ/P        599 LO24 IK2CZQ        599 0060
QSO: 14065 CW 2021-08-21 1513 R1MJ/P        599 LO24 HA5JI         599 0542
QSO: 14065 CW 2021-08-21 1514 R1MJ/P        599 LO24 LZ9R          599 0410
QSO: 14065 CW 2021-08-21 1515 R1MJ/P        599 LO24 DL4WA         599 0454
QSO: 14000 CW 2021-08-21 1516 R1MJ/P        599 LO24 HA8IC         599 0125
QSO: 14065 CW 2021-08-21 1517 R1MJ/P        599 LO24 DL4CF         599 0333
QSO: 14065 CW 2021-08-21 1517 R1MJ/P        599 LO24 S52D          599 0178
QSO: 14065 CW 2021-08-21 1518 R1MJ/P        599 LO24 HA3MN         599 0187
QSO: 14065 CW 2021-08-21 1518 R1MJ/P        599 LO24 SN5J          599 0244
QSO: 14000 CW 2021-08-21 1520 R1MJ/P        599 LO24 OK2MBP        599 0201
QSO: 14065 CW 2021-08-21 1521 R1MJ/P        599 LO24 LZ9W          599 0676
QSO: 14065 CW 2021-08-21 1522 R1MJ/P        599 LO24 9A3VM         599 0505
QSO: 14065 CW 2021-08-21 1523 R1MJ/P        599 LO24 HG5D          599 0311
QSO: 14065 CW 2021-08-21 1524 R1MJ/P        599 LO24 AA3B          599 0094
QSO: 14065 CW 2021-08-21 1524 R1MJ/P        599 LO24 HA1WD         599 0019
QSO: 14000 CW 2021-08-21 1525 R1MJ/P        599 LO24 DJ7UC         599 0183
QSO: 14065 CW 2021-08-21 1526 R1MJ/P        599 LO24 LZ5R          599 0927
QSO: 14000 CW 2021-08-21 1527 R1MJ/P        599 LO24 DL5AVJ        599 0097
QSO: 14000 CW 2021-08-21 1528 R1MJ/P        599 LO24 LZ2PEP        599 0169
QSO: 14000 CW 2021-08-21 1528 R1MJ/P        599 LO24 UR5LF         599 0163
QSO: 14065 CW 2021-08-21 1528 R1MJ/P        599 LO24 E77EA         599 0455
QSO: 14065 CW 2021-08-21 1529 R1MJ/P        599 LO24 HB9AMO        599 0091
QSO: 14000 CW 2021-08-21 1530 R1MJ/P        599 LO24 IK1BPL        599 0063
QSO: 14065 CW 2021-08-21 1531 R1MJ/P        599 LO24 G4IIY         599 0086
QSO: 14065 CW 2021-08-21 1532 R1MJ/P        599 LO24 I1MMN         599 0062
QSO: 14065 CW 2021-08-21 1533 R1MJ/P        599 LO24 YT1XC         599 0017
QSO: 14000 CW 2021-08-21 1534 R1MJ/P        599 LO24 K3ZO          599 0088
QSO: 14065 CW 2021-08-21 1534 R1MJ/P        599 LO24 HA2EAV        599 0179
QSO: 14065 CW 2021-08-21 1534 R1MJ/P        599 LO24 PA2A          599 0156
QSO: 14000 CW 2021-08-21 1535 R1MJ/P        599 LO24 DM3ZF         599 0146
QSO: 14065 CW 2021-08-21 1535 R1MJ/P        599 LO24 DL6KVA        599 0290
QSO: 14065 CW 2021-08-21 1536 R1MJ/P        599 LO24 DL5WS         599 0177
QSO: 14065 CW 2021-08-21 1537 R1MJ/P        599 LO24 9A3YT         599 0158
QSO: 14065 CW 2021-08-21 1538 R1MJ/P        599 LO24 DJ9AO         599 0363
QSO: 14065 CW 2021-08-21 1538 R1MJ/P        599 LO24 HA3NU         599 0641
QSO: 14065 CW 2021-08-21 1539 R1MJ/P        599 LO24 F6AUS         599 0148
QSO: 14065 CW 2021-08-21 1540 R1MJ/P        599 LO24 N4BAA         599 0134
QSO: 14065 CW 2021-08-21 1542 R1MJ/P        599 LO24 OK1TA         599 0253
QSO: 14065 CW 2021-08-21 1543 R1MJ/P        599 LO24 G3RLE         599 0127
QSO: 14065 CW 2021-08-21 1544 R1MJ/P        599 LO24 OK4RQ         599 0591
QSO: 14000 CW 2021-08-21 1545 R1MJ/P        599 LO24 UR4LIN        599 0001
QSO: 14025 CW 2021-08-21 1545 R1MJ/P        599 LO24 DM3CW         599 0114
QSO: 14000 CW 2021-08-21 1548 R1MJ/P        599 LO24 IK6CAC        599 0022
QSO: 14065 CW 2021-08-21 1548 R1MJ/P        599 LO24 UT4NY         599 0095
QSO: 14065 CW 2021-08-21 1549 R1MJ/P        599 LO24 HA7VK         599 0141
QSO: 14065 CW 2021-08-21 1549 R1MJ/P        599 LO24 IK3YBX        599 0137
QSO: 14065 CW 2021-08-21 1550 R1MJ/P        599 LO24 F6FLU         599 0169
QSO: 14065 CW 2021-08-21 1551 R1MJ/P        599 LO24 I1RJP         599 0122
QSO: 14065 CW 2021-08-21 1554 R1MJ/P        599 SP04 JJ0PKS        599 0241
QSO: 14065 CW 2021-08-21 1555 R1MJ/P        599 LO24 UN4Q          599 0435
QSO: 14065 CW 2021-08-21 1556 R1MJ/P        599 LO24 OZ0B          599 0328
QSO: 14065 CW 2021-08-21 1558 R1MJ/P        599 DA24 SY1BFI        599 0075
QSO: 14065 CW 2021-08-21 1600 R1MJ/P        599 LO24 IK3XJP        599 0144
QSO: 14000 CW 2021-08-21 1601 R1MJ/P        599 LO24 DL5NUA        599 0188
QSO: 14005 CW 2021-08-21 1602 R1MJ/P        599 LO24 EC5CSW        599 0073
QSO: 14065 CW 2021-08-21 1603 R1MJ/P        599 LO24 DL5AXX        599 0170
QSO: 14065 CW 2021-08-21 1603 R1MJ/P        599 LO24 SV2DGH        599 0120
QSO: 14065 CW 2021-08-21 1604 R1MJ/P        599 LO24 IK3TZB        599 0067
QSO: 14065 CW 2021-08-21 1605 R1MJ/P        599 LO24 IV3SKB        599 0419
QSO: 14000 CW 2021-08-21 1609 R1MJ/P        599 LO24 OK2QX         599 0195
QSO: 14065 CW 2021-08-21 1609 R1MJ/P        599 LO24 OK1DOL        599 0519
QSO: 14066 CW 2021-08-21 1613 R1MJ/P        599 LO24 YO6ZS         599 0038
QSO: 14000 CW 2021-08-21 1614 R1MJ/P        599 LO24 DL1RNT        599 0018
QSO: 14065 CW 2021-08-21 1615 R1MJ/P        599 LO24 F5NKX         599 0058
QSO: 14065 CW 2021-08-21 1615 R1MJ/P        599 LO24 OK6DJ         599 0013
QSO: 14066 CW 2021-08-21 1615 R1MJ/P        599 LO24 YO8DOH        599 0003
QSO: 14025 CW 2021-08-21 1616 R1MJ/P        599 LO24 OM7AT         599 0062
QSO: 14065 CW 2021-08-21 1618 R1MJ/P        599 LO24 DL1NEO        599 0292
QSO: 14065 CW 2021-08-21 1618 R1MJ/P        599 LO24 DM3PKK        599 0190
QSO: 14066 CW 2021-08-21 1618 R1MJ/P        599 LO24 YT1XC         599 0031
QSO: 14000 CW 2021-08-21 1620 R1MJ/P        599 LO24 DL5ANS        599 0072
QSO: 14000 CW 2021-08-21 1620 R1MJ/P        599 LO24 OK7SX         599 0098
QSO: 14065 CW 2021-08-21 1625 R1MJ/P        599 LO24 IK0HBN        599 0129
QSO: 14066 CW 2021-08-21 1625 R1MJ/P        599 LO24 OM8FR         599 0142
QSO: 14066 CW 2021-08-21 1628 R1MJ/P        599 LO24 TF3VS         599 0036
QSO: 14065 CW 2021-08-21 1629 R1MJ/P        599 LO24 W1YY          599 0042
QSO:  7044 CW 2021-08-21 1636 R1MJ/P        599 LO24 OL8R          599 0710
QSO:  7127 CW 2021-08-21 1636 R1MJ/P        599 LO24 HF5WIM        599 0087
QSO:  7044 CW 2021-08-21 1638 R1MJ/P        599 LO24 EU4E          599 0314
QSO:  7045 CW 2021-08-21 1639 R1MJ/P        599 LO24 YL2CV         599 0215
QSO:  7015 CW 2021-08-21 1640 R1MJ/P        599 LO24 DL5KVV        599 0142
QSO:  7045 CW 2021-08-21 1643 R1MJ/P        599 LO24 UN4Q          599 0490
QSO:  7044 CW 2021-08-21 1648 R1MJ/P        599 LO24 YL7X          599 0611
QSO:  7044 CW 2021-08-21 1651 R1MJ/P        599 LO24 UR7MZ         599 0346
QSO:  7044 CW 2021-08-21 1652 R1MJ/P        599 LO24 OK1KT         599 0040
QSO:  7044 CW 2021-08-21 1653 R1MJ/P        599 LO24 SP3CW         599 0146
QSO:  7045 CW 2021-08-21 1653 R1MJ/P        599 LO24 UX1AA         599 0538
QSO:  7045 CW 2021-08-21 1654 R1MJ/P        599 LO24 LZ9R          599 0473
QSO:  7045 CW 2021-08-21 1655 R1MJ/P        599 LO24 SK5AA         599 0077
QSO:  7044 CW 2021-08-21 1656 R1MJ/P        599 LO24 UN7LZ         599 0505
QSO:  7044 CW 2021-08-21 1658 R1MJ/P        599 LO24 OK4RQ         599 0679
QSO:  7045 CW 2021-08-21 1659 R1MJ/P        599 LO24 EU1DC         599 0178
QSO:  7139 PH 2021-08-21 1920 R1MJ/P        59 LO24 IK2QPR        59 0567
QSO:  7139 PH 2021-08-21 1921 R1MJ/P        59 LO24 DL1HZM        59 0032
QSO:  7139 PH 2021-08-21 1921 R1MJ/P        59 LO24 PC2K          59 0111
QSO:  7139 PH 2021-08-21 1922 R1MJ/P        59 LO24 UX1AA         59 0712
QSO:  7139 PH 2021-08-21 1923 R1MJ/P        59 LO24 IK4RQJ        59 0241
QSO:  7010 PH 2021-08-21 1924 R1MJ/P        59 LO24 DL4FDM        59 0005
QSO:  7139 PH 2021-08-21 1924 R1MJ/P        59 LO24 LA9VBA        59 0088
QSO:  7139 PH 2021-08-21 1925 R1MJ/P        59 LO24 OG6N          59 0335
QSO:  7139 PH 2021-08-21 1925 R1MJ/P        59 LO24 ON8WV         59 0207
QSO:  7139 PH 2021-08-21 1927 R1MJ/P        59 LO24 EW8MZ         59 0109
QSO:  7139 PH 2021-08-21 1928 R1MJ/P        59 LO24 SC3A          59 0205
QSO:  7139 PH 2021-08-21 1928 R1MJ/P        59 LO24 SV3RPQ        59 0164
QSO:  7139 PH 2021-08-21 1929 R1MJ/P        59 LO24 DK4VW         59 0131
QSO:  7150 PH 2021-08-21 1930 R1MJ/P        59 LO24 TA1API        59 0028
QSO:  7000 PH 2021-08-21 1931 R1MJ/P        59 LO24 DH0JAE        59 0119
QSO:  7000 PH 2021-08-21 1932 R1MJ/P        59 LO24 DL8UI         59 0001
QSO:  7200 PH 2021-08-21 1932 R1MJ/P        59 LO24 PA38EU        59 0083
QSO:  7139 PH 2021-08-21 1934 R1MJ/P        59 LO24 M7TXR         59 0003
QSO:  7039 CW 2021-08-21 1941 R1MJ/P        599 LO24 IV3SKB        599 0569
QSO:  7040 CW 2021-08-21 1942 R1MJ/P        599 LO24 SN5J          599 0362
QSO:  7000 CW 2021-08-21 1943 R1MJ/P        599 LO24 DJ7UC         599 0328
QSO:  7021 CW 2021-08-21 1943 R1MJ/P        599 LO24 UR5FS         599 0173
QSO:  7039 CW 2021-08-21 1943 R1MJ/P        599 LO24 HA3LN         599 0624
QSO:  7040 CW 2021-08-21 1943 R1MJ/P        599 LO24 GW4W          599 0089
QSO:  7000 CW 2021-08-21 1944 R1MJ/P        599 LO24 DL1RNT        599 0060
