START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2019
CALLSIGN: OL5M
OPERATORS: OK1GI
CATEGORY: SINGLE-OP 15M HIGHSINGLE-OP 160M HIGHSINGLE-OP 20M HIGHSINGLE-OP 40M HIGHSINGLE-OP 80M HIGHSINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 160M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14044 CW 2019-11-09 1206 OL5M          599 FUO        UA4PAQ        599 005       
QSO: 14044 CW 2019-11-09 1207 OL5M          599 FUO        R3VL          599 010       
QSO: 14044 CW 2019-11-09 1208 OL5M          599 FUO        KR2AA         599 006       
QSO: 14044 CW 2019-11-09 1209 OL5M          599 FUO        RT4O          599 008       
QSO: 14044 CW 2019-11-09 1210 OL5M          599 FUO        RA5BF         599 003       
QSO: 14044 CW 2019-11-09 1211 OL5M          599 FUO        RD3ARU        599 006       
QSO: 14044 CW 2019-11-09 1211 OL5M          599 FUO        RN4W          599 017       
QSO: 14044 CW 2019-11-09 1211 OL5M          599 FUO        N9NC          599 016       
QSO: 14044 CW 2019-11-09 1211 OL5M          599 FUO        NT0K          599 009       
QSO: 14044 CW 2019-11-09 1213 OL5M          599 FUO        RW3AI         599 003       
QSO: 14044 CW 2019-11-09 1214 OL5M          599 FUO        R7AW          599 007       
QSO: 14044 CW 2019-11-09 1215 OL5M          599 FUO        RT4W          599 007       
QSO: 14044 CW 2019-11-09 1217 OL5M          599 FUO        W1GD          599 018       
QSO: 14044 CW 2019-11-09 1217 OL5M          599 FUO        EA4FL         599 026       
QSO: 14044 CW 2019-11-09 1217 OL5M          599 FUO        RM4F          599 020       
QSO: 14044 CW 2019-11-09 1218 OL5M          599 FUO        UA6ARR        599 007       
QSO: 14044 CW 2019-11-09 1218 OL5M          599 FUO        CT7AGZ        599 015       
QSO: 14044 CW 2019-11-09 1220 OL5M          599 FUO        LZ1ND         599 010       
QSO: 14044 CW 2019-11-09 1221 OL5M          599 FUO        N4BP          599 026       
QSO: 14044 CW 2019-11-09 1221 OL5M          599 FUO        UA5C          599 023       
QSO: 14044 CW 2019-11-09 1222 OL5M          599 FUO        R6CC          599 028       
QSO: 14044 CW 2019-11-09 1222 OL5M          599 FUO        UN4L          599 016       
QSO: 14044 CW 2019-11-09 1222 OL5M          599 FUO        UN8PT         599 019       
QSO: 14044 CW 2019-11-09 1223 OL5M          599 FUO        9A5O          599 004       
QSO: 14044 CW 2019-11-09 1223 OL5M          599 FUO        R7MT          599 017       
QSO: 14044 CW 2019-11-09 1224 OL5M          599 FUO        R8XF          599 020       
QSO: 14044 CW 2019-11-09 1224 OL5M          599 FUO        R1IV          599 010       
QSO: 14044 CW 2019-11-09 1225 OL5M          599 FUO        G3RLE         599 017       
QSO: 14044 CW 2019-11-09 1225 OL5M          599 FUO        HG5D          599 021       
QSO: 14044 CW 2019-11-09 1226 OL5M          599 FUO        UA4QK         599 027       
QSO: 14044 CW 2019-11-09 1226 OL5M          599 FUO        RN6A          599 045       
QSO: 14044 CW 2019-11-09 1226 OL5M          599 FUO        R6DJR         599 002       
QSO: 14044 CW 2019-11-09 1226 OL5M          599 FUO        UG3G          599 017       
QSO: 14044 CW 2019-11-09 1227 OL5M          599 FUO        TA5FA         599 017       
QSO: 14044 CW 2019-11-09 1227 OL5M          599 FUO        UA3QR         599 023       
QSO: 14044 CW 2019-11-09 1228 OL5M          599 FUO        VA3SZ         599 014       
QSO: 14044 CW 2019-11-09 1228 OL5M          599 FUO        G4RCG         599 020       
QSO: 14044 CW 2019-11-09 1229 OL5M          599 FUO        LY2AX         599 011       
