START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: EA3FHP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EA3FHP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2013.
QSO: 14089 RY 2013-02-09 0812 EA3FHP        599 EI7KD         599 73
QSO: 14000 RY 2013-02-09 0815 EA3FHP        599 003 PD0JMH        599 008
QSO: 14109 RY 2013-02-09 0815 EA3FHP        599 0002 LZ5XQ         599 0122
QSO: 14109 RY 2013-02-09 0816 EA3FHP        599 006 IV3JCC        599 111
QSO: 14109 RY 2013-02-09 0816 EA3FHP        599 004 US0MS         599 095
QSO: 14110 RY 2013-02-09 0817 EA3FHP        599 007 OK1XC         599 084
QSO: 14109 RY 2013-02-09 0818 EA3FHP        599 0005 IZ6TSA        599 0059
QSO: 14108 RY 2013-02-09 0822 EA3FHP        599 0010 M0VSQ         599 0077
QSO: 14109 RY 2013-02-09 0822 EA3FHP        599 0011 OH3CV         599 0093
QSO: 14109 RY 2013-02-09 0823 EA3FHP        599 012 IV3ARJ        599 005
QSO: 14108 RY 2013-02-09 0824 EA3FHP        599 0013 VK7DZ         599 0074
QSO: 14109 RY 2013-02-09 0824 EA3FHP        599 014 UR4MG         599 123
QSO: 14000 RY 2013-02-09 0826 EA3FHP        599 0015 OK2PCL        599 0075
QSO: 14107 RY 2013-02-09 0826 EA3FHP        599 017 DL0ER         599 192
QSO: 14156 RY 2013-02-09 0826 EA3FHP        599 016 EW8DX         599 174
QSO: 14000 RY 2013-02-09 0828 EA3FHP        599 018 IZ7XNB        599 044
QSO: 14000 RY 2013-02-09 0828 EA3FHP        599 0019 YU1KT         599 0144
QSO: 14000 RY 2013-02-09 0834 EA3FHP        599 021 DR0Y          599 038
QSO: 14000 RY 2013-02-09 0834 EA3FHP        599 020 OM4TC         599 024
QSO: 14080 RY 2013-02-09 0835 EA3FHP        599 022 UT2EF         599 086
QSO: 14109 RY 2013-02-09 0837 EA3FHP        599 023 RU3VV         599 119
QSO: 14110 RY 2013-02-09 0838 EA3FHP        599 0025 UC7A          599 0319
QSO: 14080 RY 2013-02-09 0840 EA3FHP        599 026 OK2PQS        599 027
QSO: 14109 RY 2013-02-09 0846 EA3FHP        599 0027 9A4R          599 0005
QSO: 14109 RY 2013-02-09 0852 EA3FHP        599 028 EW1NM         599 142
QSO: 14000 RY 2013-02-09 0853 EA3FHP        599 029 PD5T          599 094
QSO: 14109 RY 2013-02-09 0853 EA3FHP        599 030 UT7CA         599 284
QSO: 14109 RY 2013-02-09 0856 EA3FHP        599 031 UY7MM         599 305
QSO: 14109 RY 2013-02-09 0857 EA3FHP        599 032 EW6FX         599 036
QSO: 14000 RY 2013-02-09 0905 EA3FHP        599 0033 LY16W         599 0131
QSO: 14114 RY 2013-02-09 0914 EA3FHP        599 036 RA5A          599 0159
QSO: 14000 RY 2013-02-09 0918 EA3FHP        599 037 DC3RJ         599 194
QSO: 14106 RY 2013-02-09 0921 EA3FHP        599 0038 YO3CZW        599 0347
QSO: 14102 RY 2013-02-09 0925 EA3FHP        599 039 DF3EH         599 018
QSO: 14099 RY 2013-02-09 0927 EA3FHP        599 040 DL0CS         599 0111
QSO: 14000 RY 2013-02-09 0940 EA3FHP        599 0041 DL3BQA        599 0164
QSO: 14072 RY 2013-02-09 0941 EA3FHP        599 0042 RU5TT         599 0268
QSO: 14000 RY 2013-02-09 0942 EA3FHP        599 045 OK2RVM        599 233
QSO: 14074 RY 2013-02-09 0942 EA3FHP        599 0043 PA2CVD        599 0048
QSO: 14074 RY 2013-02-09 0943 EA3FHP        599 044 HA5VZ         599 123
QSO: 14073 RY 2013-02-09 0945 EA3FHP        599 046 DL3SYA        599 288
QSO: 14000 RY 2013-02-09 0946 EA3FHP        599 0047 RA4HL         599 0430
QSO: 14000 RY 2013-02-09 0947 EA3FHP        599 048 CU5AQ         599 013
QSO: 14073 RY 2013-02-09 0947 EA3FHP        599 049 OK7V          599 239
QSO: 14075 RY 2013-02-09 0949 EA3FHP        599 0050 OH4A          599 0431
QSO: 14000 RY 2013-02-09 1343 EA3FHP        599 0051 YT2AAA        599 0003
QSO: 14135 RY 2013-02-09 1346 EA3FHP        599 053 EA8CNB        599 0564
QSO: 14135 RY 2013-02-09 1347 EA3FHP        599 054 M0VAA         599 299
QSO: 14136 RY 2013-02-09 1347 EA3FHP        599 055 UA6HO         599 104
QSO: 14131 RY 2013-02-09 1352 EA3FHP        599 056 HA5PT         599 317
QSO: 14073 RY 2013-02-09 1354 EA3FHP        599 057 OM8LA         599 047
QSO: 14000 RY 2013-02-09 1355 EA3FHP        599 058 F8KKH         599 134
QSO: 14076 RY 2013-02-09 1357 EA3FHP        599 0059 RW0A          599 0582
QSO: 14084 RY 2013-02-09 1400 EA3FHP        599 0060 EO3Q          599 0638
QSO: 14129 RY 2013-02-09 1455 EA3FHP        599 062 UR7CT         599 182
QSO: 14129 RY 2013-02-09 1456 EA3FHP        599 0064 K1SM          599 0051
QSO: 14129 RY 2013-02-09 1456 EA3FHP        599 063 RW3WX         599 080
QSO: 14000 RY 2013-02-09 1457 EA3FHP        599 065 UW1M          599 820
QSO: 14129 RY 2013-02-09 1458 EA3FHP        599 0066 N4LV          599 0269
QSO: 14080 RY 2013-02-09 1501 EA3FHP        599 067 YU8NU         599 292
QSO: 14129 RY 2013-02-09 1502 EA3FHP        599 068 G8MIA         599 080
QSO: 14130 RY 2013-02-09 1503 EA3FHP        599 070 GM3C          599 220
