START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-RTTY
CALLSIGN: EA3FHP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EA3FHP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-RTTY CQWPXRTTY/2013.
QSO: 14089 RY 2013-02-09 0812 EA3FHP        599 EI7KD         599 73
QSO: 14128 RY 2013-02-09 1505 EA3FHP        599 0071 SP9CXN        599 0078
QSO: 14129 RY 2013-02-09 1505 EA3FHP        599 072 UR5WCQ        599 448
QSO: 14129 RY 2013-02-09 1506 EA3FHP        599 0073 OZ6TL         599 0129
QSO: 14129 RY 2013-02-09 1506 EA3FHP        599 074 UU9JQ         599 353
QSO: 14071 RY 2013-02-09 1508 EA3FHP        599 076 LZ1BY         599 196
QSO: 14129 RY 2013-02-09 1509 EA3FHP        599 077 IT9ESW        599 116
QSO: 14000 RY 2013-02-09 1510 EA3FHP        599 078 DL4RCK        599 629
QSO: 14129 RY 2013-02-09 1511 EA3FHP        599 080 DL1DTL        599 193
QSO: 14129 RY 2013-02-09 1512 EA3FHP        599 081 UY5TE         599 244
QSO: 14128 RY 2013-02-09 1517 EA3FHP        599 083 PA1CA         599 031
QSO: 14127 RY 2013-02-09 1518 EA3FHP        599 084 IZ7DMT/QRP    599 015
QSO: 14080 RY 2013-02-09 1519 EA3FHP        599 085 UA4HBM        599 211
QSO: 14000 RY 2013-02-09 1522 EA3FHP        599 0087 US2IR         599 0171
QSO: 14129 RY 2013-02-09 1522 EA3FHP        599 0086 VE2FK         599 0344
QSO: 14000 RY 2013-02-09 1523 EA3FHP        599 088 S59D          599 229
QSO: 14127 RY 2013-02-09 1524 EA3FHP        599 0089 KA1C          599 0131
QSO: 14127 RY 2013-02-09 1527 EA3FHP        599 093 PB0ACU        599 089
QSO: 14129 RY 2013-02-09 1527 EA3FHP        599 0092 UR5QA         599 0153
QSO: 14129 RY 2013-02-09 1529 EA3FHP        599 094 9A6OY         599 024
QSO: 14131 RY 2013-02-09 1531 EA3FHP        599 0095 RV3TG         599 0380
QSO: 14129 RY 2013-02-09 1533 EA3FHP        599 0096 SP8FHM        599 0354
QSO: 14129 RY 2013-02-09 1535 EA3FHP        599 0098 OK1VPO        599 0093
QSO: 14070 RY 2013-02-09 1536 EA3FHP        599 097 RX3VF         599 147
QSO: 14000 RY 2013-02-09 1537 EA3FHP        599 0099 US0HZ         599 0495
QSO: 14131 RY 2013-02-09 1539 EA3FHP        599 100 2E0AOZ        599 057
QSO:  7080 RY 2013-02-09 1901 EA3FHP        599 0101 OL8M          599 0924
QSO:  7043 RY 2013-02-09 1902 EA3FHP        599 102 LX7I          599 0647
QSO:  7046 RY 2013-02-09 1912 EA3FHP        599 103 IV3YER        599 316
QSO:  7054 RY 2013-02-09 1914 EA3FHP        599 0104 OH4A          599 1011
QSO:  7056 RY 2013-02-09 1917 EA3FHP        599 105 SN7Q          599 1022
QSO:  7056 RY 2013-02-09 1919 EA3FHP        599 106 HA8JV         599 869
QSO:  7066 RY 2013-02-09 1920 EA3FHP        599 0107 SQ2NNN        599 0263
QSO:  7067 RY 2013-02-09 1922 EA3FHP        599 0108 Z6/S52DD      599 0399
QSO:  7071 RY 2013-02-09 1924 EA3FHP        599 109 DL4MCF        599 0641
QSO:  7071 RY 2013-02-09 1924 EA3FHP        599 110 YU2A          599 515
END-OF-LOG:
