START-OF-LOG: 3.0
CATEGORY: Fixed
CONTEST: FD CW
CALLSIGN: OM3TBG
LOCATION:
CLUB:
CLAIMED-SCORE:
OPERATORS: OM3TBG
CREATED-BY: DQR_Log v. 3.2.5 - (c) SP7DQR, modified by DXHF upload.
QSO: 14000 CW 2024-06-01 1532 OM3TBG        599         001 DM3O/P          599         036
QSO: 14000 CW 2024-06-01 1535 OM3TBG        599         002 DF0VK/P         599         032
QSO: 14000 CW 2024-06-01 1537 OM3TBG        599         003 DL2ARN/P        599         009
QSO: 14000 CW 2024-06-01 1538 OM3TBG        599         004 RG3R            599         039
QSO: 14000 CW 2024-06-01 1540 OM3TBG        599         005 LZ2KSB/P        599         109
QSO: 14000 CW 2024-06-01 1544 OM3TBG        599         006 DP6M/P          599         039
QSO: 14000 CW 2024-06-01 1545 OM3TBG        599         007 R7MM            599         058
QSO: 14000 CW 2024-06-01 1546 OM3TBG        599         008 RL9L            599         055
QSO: 14000 CW 2024-06-01 1547 OM3TBG        599         009 RT9C            599         030
QSO: 14000 CW 2024-06-01 1549 OM3TBG        599         010 G2N/P           599         058
QSO: 14000 CW 2024-06-01 1551 OM3TBG        599         011 R0AA            599         015
QSO: 14000 CW 2024-06-01 1553 OM3TBG        599         012 PE5TT           599         011
QSO: 14000 CW 2024-06-01 1553 OM3TBG        599         013 DJ0SP/P         599         070
QSO: 14000 CW 2024-06-01 1555 OM3TBG        599         014 PI4AMF/P        599         078
QSO: 14000 CW 2024-06-01 1556 OM3TBG        599         015 UA6CC           599         092
QSO: 14000 CW 2024-06-01 1557 OM3TBG        599         016 G6MC/P          599         078
QSO: 14000 CW 2024-06-01 1601 OM3TBG        599         017 RN4AO           599         014
QSO: 14000 CW 2024-06-01 1703 OM3TBG        599         018 LZ1VKD          599         052
QSO: 14000 CW 2024-06-01 1704 OM3TBG        599         019 GM0ADX/P        599         087
QSO: 14000 CW 2024-06-01 1705 OM3TBG        599         020 DL7A/P          599         139
QSO: 14000 CW 2024-06-01 1708 OM3TBG        599         021 EI1E/P          599         137
QSO: 14000 CW 2024-06-01 1710 OM3TBG        599         022 G4ALE/P         599         140
QSO: 14000 CW 2024-06-01 1711 OM3TBG        599         023 G6MC/P          599         187
QSO: 14000 CW 2024-06-01 1714 OM3TBG        599         024 EI4HH/P         599         082
QSO: 14000 CW 2024-06-01 1717 OM3TBG        599         025 HB9AW/P         599         121
QSO: 14000 CW 2024-06-01 1719 OM3TBG        599         026 R0AA            599         098
QSO: 14000 CW 2024-06-01 1719 OM3TBG        599         027 LA8HGA          599         144
QSO: 14000 CW 2024-06-01 1721 OM3TBG        599         028 DF0TX/P         599         102
QSO: 14000 CW 2024-06-01 1722 OM3TBG        599         029 IZ5BBS          599         034
QSO: 14000 CW 2024-06-01 1724 OM3TBG        599         030 RG9A            599         181
QSO: 14000 CW 2024-06-01 1725 OM3TBG        599         031 PA2W            599         032
