START-OF-LOG: 3.0
CALLSIGN: JR1EMT
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 103860
NAME: Kiyoshi Yamagata
LOCATION: DX
CLUB:
CERTIFICATE: NO
CREATED-BY: CTESTWIN by JI1AQY
SOAPBOX: No good on upper Bands but may best score on 40m.
QSO: 21000 CW 2016-05-28 0002 JR1EMT        599 001    KR7O          599 007    0
QSO: 21000 CW 2016-05-28 0006 JR1EMT        599 002    DS4EOI        599 013    0
QSO: 21000 CW 2016-05-28 0013 JR1EMT        599 003    BY5CD         599 028    0
QSO: 21000 CW 2016-05-28 0015 JR1EMT        599 004    JE6RPM        599 027    0
QSO: 21000 CW 2016-05-28 0016 JR1EMT        599 005    JR6CSY        599 005    0
QSO: 21000 CW 2016-05-28 0019 JR1EMT        599 006    JN2AMD        599 007    0
QSO: 21000 CW 2016-05-28 0022 JR1EMT        599 007    RT0C          599 051    0
QSO: 21000 CW 2016-05-28 0027 JR1EMT        599 008    B1W           599 023    0
QSO: 21000 CW 2016-05-28 0030 JR1EMT        599 009    JA6LCJ        599 039    0
QSO: 21000 CW 2016-05-28 0033 JR1EMT        599 010    WR6Y          599 085    0
QSO: 21000 CW 2016-05-28 0035 JR1EMT        599 011    RM0F          599 034    0
QSO: 21000 CW 2016-05-28 0038 JR1EMT        599 012    B4T           599 086    0
QSO: 21000 CW 2016-05-28 0044 JR1EMT        599 013    XW1IC         599 043    0
QSO: 21000 CW 2016-05-28 0049 JR1EMT        599 014    HL5BMX        599 055    0
QSO: 21000 CW 2016-05-28 0051 JR1EMT        599 015    BA3MM         599 003    0
QSO: 21000 CW 2016-05-28 0055 JR1EMT        599 016    JA5GCI        599 008    0
QSO: 21000 CW 2016-05-28 0104 JR1EMT        599 017    BV0WPX        599 076    0
QSO: 21000 CW 2016-05-28 0107 JR1EMT        599 018    YE1C          599 073    0
QSO: 21000 CW 2016-05-28 0111 JR1EMT        599 019    JH7XGN        599 037    0
QSO: 21000 CW 2016-05-28 0114 JR1EMT        599 020    9M6SDX        599 031    0
QSO: 21000 CW 2016-05-28 0117 JR1EMT        599 021    JE4URN        599 013    0
QSO: 14000 CW 2016-05-28 0120 JR1EMT        599 022    JA6LCJ        599 071    0
QSO: 14000 CW 2016-05-28 0121 JR1EMT        599 023    JF3NKA        599 046    0
QSO: 14000 CW 2016-05-28 0124 JR1EMT        599 024    BG3UPA        599 084    0
QSO: 14000 CW 2016-05-28 0127 JR1EMT        599 025    RT0C          599 060    0
QSO: 14000 CW 2016-05-28 0129 JR1EMT        599 026    BY4AA         599 076    0
