START-OF-LOG: 3.0
CALLSIGN: WE6Z
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
CLAIMED-SCORE: 368676
NAME: DOUG
LOCATION: SV
OPERATORS: WE6Z
CLUB: Northern California Contest Club
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.5707.0
SOAPBOX: Had a lot of fun.  Bands were surprisingly open.
QSO: 14066 CW 2016-05-28 0019 WE6Z          599 0001   N8PW          599 0020
QSO: 14064 CW 2016-05-28 0022 WE6Z          599 0002   ZF1A          599 0037
QSO: 14064 CW 2016-05-28 0023 WE6Z          599 0003   T40A          599 0024
QSO: 14063 CW 2016-05-28 0026 WE6Z          599 0004   PY5FB         599 0026
QSO: 14063 CW 2016-05-28 0027 WE6Z          599 0005   JT5DX         599 0031
QSO: 14061 CW 2016-05-28 0029 WE6Z          599 0006   K2DSW         599 0018
QSO: 14059 CW 2016-05-28 0031 WE6Z          599 0007   W2UP          599 0003
QSO: 14059 CW 2016-05-28 0032 WE6Z          599 0008   PS2T          599 0037
QSO: 14058 CW 2016-05-28 0034 WE6Z          599 0009   HI3TT         599 0057
QSO: 14057 CW 2016-05-28 0036 WE6Z          599 0010   KM0DX         599 0027
QSO: 14056 CW 2016-05-28 0038 WE6Z          599 0011   W7PU          599 0044
QSO: 14056 CW 2016-05-28 0039 WE6Z          599 0012   NF2RS         599 0023
QSO: 14055 CW 2016-05-28 0043 WE6Z          599 0013   YW4D          599 0080
QSO: 14053 CW 2016-05-28 0045 WE6Z          599 0014   PR2W          599 0008
QSO: 14051 CW 2016-05-28 0048 WE6Z          599 0015   PY2NY         599 0089
QSO: 14049 CW 2016-05-28 0053 WE6Z          599 0016   T42CT         599 0041
QSO: 14048 CW 2016-05-28 0054 WE6Z          599 0017   WP2Z          599 0110
QSO: 14047 CW 2016-05-28 0056 WE6Z          599 0018   KU6W          599 0036
QSO: 14046 CW 2016-05-28 0058 WE6Z          599 0019   8P5A          599 0168
QSO: 14045 CW 2016-05-28 0059 WE6Z          599 0020   KK5I          599 0097
QSO: 14043 CW 2016-05-28 0107 WE6Z          599 0021   VC7G          599 0119
QSO: 14043 CW 2016-05-28 0109 WE6Z          599 0022   PY4HO         599 0049
QSO: 14041 CW 2016-05-28 0112 WE6Z          599 0023   EI7M          599 0155
QSO: 14069 CW 2016-05-28 0116 WE6Z          599 0024   N9LQ          599 0056
QSO: 14067 CW 2016-05-28 0123 WE6Z          599 0025   K3MD          599 0139
QSO: 14067 CW 2016-05-28 0124 WE6Z          599 0026   W2TZ          599 0083
QSO: 14067 CW 2016-05-28 0124 WE6Z          599 0027   N3CKI         599 0037
QSO: 14067 CW 2016-05-28 0126 WE6Z          599 0028   WD9DZV        599 0011
QSO: 14067 CW 2016-05-28 0126 WE6Z          599 0029   K5MXG         599 0039
QSO: 14067 CW 2016-05-28 0127 WE6Z          599 0030   KW1K          599 0024
QSO: 14067 CW 2016-05-28 0129 WE6Z          599 0031   NA6O          599 0103
QSO: 14067 CW 2016-05-28 0129 WE6Z          599 0032   K9QVB         599 0075
QSO: 14067 CW 2016-05-28 0130 WE6Z          599 0033   WJ9B          599 0104
QSO: 14067 CW 2016-05-28 0130 WE6Z          599 0034   K8GT          599 0026
QSO: 14067 CW 2016-05-28 0131 WE6Z          599 0035   K0FX          599 0117
QSO: 14067 CW 2016-05-28 0131 WE6Z          599 0036   NS9I          599 0120
QSO: 14067 CW 2016-05-28 0131 WE6Z          599 0037   VA3ATT        599 0084
QSO: 14067 CW 2016-05-28 0132 WE6Z          599 0038   N5WNG         599 0036
QSO: 14067 CW 2016-05-28 0133 WE6Z          599 0039   K0FD          599 0044
QSO: 14067 CW 2016-05-28 0133 WE6Z          599 0040   WA7PRC        599 0014
QSO: 14067 CW 2016-05-28 0134 WE6Z          599 0041   VE3KI         599 0069
QSO: 14067 CW 2016-05-28 0134 WE6Z          599 0042   KO1U          599 0108
QSO: 14067 CW 2016-05-28 0135 WE6Z          599 0043   VE3MGY        599 0079
QSO: 14067 CW 2016-05-28 0136 WE6Z          599 0044   AD4Z          599 0088
QSO: 14067 CW 2016-05-28 0137 WE6Z          599 0045   N0GOS         599 0061
QSO: 14067 CW 2016-05-28 0139 WE6Z          599 0046   N3KCJ         599 0020
QSO: 14067 CW 2016-05-28 0140 WE6Z          599 0047   VA3SB         599 0056
QSO: 14067 CW 2016-05-28 0141 WE6Z          599 0048   K7DR          599 0035
QSO: 14067 CW 2016-05-28 0141 WE6Z          599 0049   KX2S          599 0073
QSO: 14067 CW 2016-05-28 0142 WE6Z          599 0050   K3IE          599 0106
QSO: 14067 CW 2016-05-28 0144 WE6Z          599 0051   WS8KCC        599 0014
QSO: 14067 CW 2016-05-28 0144 WE6Z          599 0052   K2YGM         599 0003
QSO: 14067 CW 2016-05-28 0145 WE6Z          599 0053   AC0MN         599 0063
QSO: 14067 CW 2016-05-28 0146 WE6Z          599 0054   K4ORD         599 0070
QSO: 14067 CW 2016-05-28 0147 WE6Z          599 0055   W0GXA         599 0060
QSO: 14067 CW 2016-05-28 0147 WE6Z          599 0056   WA1Z          599 0250
QSO: 14067 CW 2016-05-28 0148 WE6Z          599 0057   NE7D          599 0073
QSO: 14067 CW 2016-05-28 0149 WE6Z          599 0058   N3AM          599 0049
QSO: 14067 CW 2016-05-28 0150 WE6Z          599 0059   W1PID         599 0002
QSO: 14067 CW 2016-05-28 0150 WE6Z          599 0060   NR7DX         599 0240
QSO: 14067 CW 2016-05-28 0151 WE6Z          599 0061   W5GN          599 0017
QSO: 14067 CW 2016-05-28 0151 WE6Z          599 0062   VE9ML         599 0066
