START-OF-LOG: 3.0
CALLSIGN: WD0T
CONTEST: CQ-WPX-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY:
CLAIMED-SCORE: 49650
NAME: Todd Dravland
LOCATION: SD
OPERATORS: WD0T
CLUB: none
CERTIFICATE: NO
CREATED-BY: WriteLog V11.01F
SOAPBOX: Short time operation, but had fun, thanks 73 Todd WD0T
QSO: 14019 CW 2016-05-28 0000 WD0T          599    1 WR3O          599 001
QSO: 14022 CW 2016-05-28 0000 WD0T          599    2 VE3MIS        599 1
QSO: 14030 CW 2016-05-28 0001 WD0T          599    3 WW4R          599 2
QSO: 14032 CW 2016-05-28 0001 WD0T          599    4 D41CV         599 7
QSO: 14032 CW 2016-05-28 0002 WD0T          599    5 WF6C          599 4
QSO: 14035 CW 2016-05-28 0002 WD0T          599    6 NX6T          599 001
QSO: 14036 CW 2016-05-28 0003 WD0T          599    7 W6RGG         599 2
QSO: 14040 CW 2016-05-28 0003 WD0T          599    8 KZ5D          599 7
QSO: 14043 CW 2016-05-28 0004 WD0T          599    9 N4NA          599 1
QSO: 14052 CW 2016-05-28 0005 WD0T          599   10 KV7DX         599 3
QSO: 14054 CW 2016-05-28 0006 WD0T          599   11 N4WW          599 16
QSO: 14055 CW 2016-05-28 0006 WD0T          599   12 YW4D          599 16
QSO: 14056 CW 2016-05-28 0007 WD0T          599   13 KI6RRN        599 4
QSO: 14056 CW 2016-05-28 0007 WD0T          599   14 W7PU          599 007
QSO: 14063 CW 2016-05-28 0009 WD0T          599   15 PY5FB         599 5
QSO: 14067 CW 2016-05-28 0010 WD0T          599   16 W2TZ          599 007
QSO: 14003 CW 2016-05-28 0011 WD0T          599   17 NR3X          599 24
QSO: 14006 CW 2016-05-28 0012 WD0T          599   18 AB3CX         599 34
QSO: 14009 CW 2016-05-28 0013 WD0T          599   19 KU7T          599 20
QSO: 14018 CW 2016-05-28 0014 WD0T          599   20 CW5W          599 32
QSO: 14019 CW 2016-05-28 0015 WD0T          599   21 VE3DZ         599 16
QSO: 14038 CW 2016-05-28 0018 WD0T          599   22 KM9P          599 31
QSO: 14040 CW 2016-05-28 0018 WD0T          599   23 NO6T          599 30
QSO: 14041 CW 2016-05-28 0019 WD0T          599   24 VE7SZ         599 25
QSO: 14058 CW 2016-05-28 0022 WD0T          599   25 HI3TT         599 032
QSO: 14065 CW 2016-05-28 0026 WD0T          599   26 K2LNS         599 031
QSO: 14065 CW 2016-05-28 0027 WD0T          599   27 WC5T          599 033
QSO: 14066 CW 2016-05-28 0027 WD0T          599   28 N8PW          599 029
QSO: 14067 CW 2016-05-28 0028 WD0T          599   29 NA8V          599 38
QSO: 21029 CW 2016-05-28 0030 WD0T          599   30 NG7A          599 059
QSO: 21032 CW 2016-05-28 0031 WD0T          599   31 W6SX          599 39
QSO: 21038 CW 2016-05-28 0032 WD0T          599   32 N4KS          599 24
QSO: 21022 CW 2016-05-28 0033 WD0T          599   33 WN1GIV        599 50
QSO: 21042 CW 2016-05-28 0034 WD0T          599   34 K4OAQ         599 27
QSO: 21048 CW 2016-05-28 0035 WD0T          599   35 WP3C          599 072
QSO: 14012 CW 2016-05-28 0038 WD0T          599   36 VE7GL         599 65
QSO: 14015 CW 2016-05-28 0039 WD0T          599   37 KK3TN         599 31
QSO: 14020 CW 2016-05-28 0040 WD0T          599   38 W3FV          599 061
QSO: 14025 CW 2016-05-28 0042 WD0T          599   39 TM6M          599 112
QSO: 14039 CW 2016-05-28 0046 WD0T          599   40 KT5J          599 92
