START-OF-LOG: 3.0
CREATED-BY: LM Version 4.10 (c) 1992, 2013 by DL8WAA
LOCATION: DX
CONTEST: CQ-WPX-CW
CALLSIGN: DG8KAD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 125550
OPERATORS:
CLUB: RHEIN RUHR DX ASSOCIATION
NAME: Alexander Derichs
SPECIFIC:
SOAPBOX: I not so good in CW, sorry for the errors
QSO:  3500 CW 2016-05-28 0103 DG8KAD        599 018    DL1WA         599 057    0
QSO:  3500 CW 2016-05-28 0105 DG8KAD        599 019    3Z0X          599 080    0
QSO:  3500 CW 2016-05-28 0108 DG8KAD        599 020    OK2D          599 078    0
QSO:  3500 CW 2016-05-28 0110 DG8KAD        599 021    YR5N          599 056    0
QSO:  3500 CW 2016-05-28 0112 DG8KAD        599 022    OK2HBR        599 055    0
QSO:  3500 CW 2016-05-28 0115 DG8KAD        599 023    YT4A          599 097    0
QSO:  7000 CW 2016-05-28 0118 DG8KAD        599 024    VC2A          599 159    0
QSO:  7000 CW 2016-05-28 0121 DG8KAD        599 025    N4WW          599 059    0
QSO:  7000 CW 2016-05-28 0122 DG8KAD        599 026    WU3A          599 163    0
QSO:  7000 CW 2016-05-28 0124 DG8KAD        599 027    OM2VL         599 126    0
QSO:  7000 CW 2016-05-28 0125 DG8KAD        599 028    TM6M          599 217    0
QSO:  7000 CW 2016-05-28 0128 DG8KAD        599 029    D4C           599 223    0
QSO:  7000 CW 2016-05-28 0130 DG8KAD        599 030    OE3K          599 161    0
QSO:  7000 CW 2016-05-28 0131 DG8KAD        599 031    9A7DX         599 170    0
QSO:  7000 CW 2016-05-28 0132 DG8KAD        599 032    S57C          599 124    0
QSO:  7000 CW 2016-05-28 0134 DG8KAD        599 033    P33W          599 283    0
QSO:  7000 CW 2016-05-28 0136 DG8KAD        599 034    AC1U          599 218    0
QSO:  1800 CW 2016-05-28 0152 DG8KAD        599 035    LY52BC        599 109    0
QSO:  1800 CW 2016-05-28 0153 DG8KAD        599 036    OK7Y          599 135    0
QSO:  1800 CW 2016-05-28 0155 DG8KAD        599 037    OL3Z          599 172    0
QSO:  3500 CW 2016-05-28 0206 DG8KAD        599 038    E77AW         599 152    0
QSO:  3500 CW 2016-05-28 0207 DG8KAD        599 039    S57K          599 189    0
QSO:  3500 CW 2016-05-28 0209 DG8KAD        599 040    YT6T          599 158    0
QSO: 28000 CW 2016-05-28 1053 DG8KAD        599 041    SO9Q          599 073    0
QSO: 28000 CW 2016-05-28 1059 DG8KAD        599 042    YR8E          599 287    0
QSO: 28000 CW 2016-05-28 1100 DG8KAD        599 043    LY4A          599 102    0
QSO: 28000 CW 2016-05-28 1105 DG8KAD        599 044    YL3C          599 460    0
QSO: 28000 CW 2016-05-28 1109 DG8KAD        599 045    YR31A         599 173    0
QSO: 28000 CW 2016-05-28 1111 DG8KAD        599 045    YL2SM         599 727    0
QSO: 14000 CW 2016-05-28 1114 DG8KAD        599 046    OK5ZZ         599 445    0
QSO: 14000 CW 2016-05-28 1115 DG8KAD        599 047    WK1Q          599 376    0
QSO: 14000 CW 2016-05-28 1117 DG8KAD        599 048    AA3B          599 202    0
QSO: 14000 CW 2016-05-28 1118 DG8KAD        599 049    N4WW          599 489    0
QSO: 14000 CW 2016-05-28 1119 DG8KAD        599 050    GS8VL         599 547    0
QSO: 14000 CW 2016-05-28 1137 DG8KAD        599 050    WU3A          599 669    0
QSO: 14000 CW 2016-05-28 1149 DG8KAD        599 051    LZ9W          599 891    0
QSO: 21000 CW 2016-05-28 1158 DG8KAD        599 052    SC0N          599 604    0
QSO: 21000 CW 2016-05-28 1200 DG8KAD        599 054    EA3CX         599 425    0
QSO: 21000 CW 2016-05-28 1200 DG8KAD        599 053    SK3W          599 1223   0
QSO: 21000 CW 2016-05-28 1202 DG8KAD        599 055    LZ5R          599 619    0
QSO: 21000 CW 2016-05-28 1207 DG8KAD        599 056    OH0TA         599 989    0
QSO: 28000 CW 2016-05-28 1211 DG8KAD        599 057    ES2MC         599 663    0
QSO: 28000 CW 2016-05-28 1215 DG8KAD        599 058    OH9W          599 876    0
QSO:  7000 CW 2016-05-28 1228 DG8KAD        599 059    9A3SM         599 325    0
QSO:  7000 CW 2016-05-28 1229 DG8KAD        599 060    OK7Y          599 550    0
QSO:  7000 CW 2016-05-28 1231 DG8KAD        599 061    OL4A          599 735    0
QSO:  7000 CW 2016-05-28 1232 DG8KAD        599 062    9A1A          599 684    0
QSO:  7000 CW 2016-05-28 1241 DG8KAD        599 063    E72T          599 316    0
QSO: 14000 CW 2016-05-28 1310 DG8KAD        599 064    KM9P          599 884    0
QSO: 28000 CW 2016-05-28 1501 DG8KAD        599 065    OH5Z          599 253    0
QSO: 28000 CW 2016-05-28 1502 DG8KAD        599 066    SP5CNA        599 505    0
QSO: 28000 CW 2016-05-28 1507 DG8KAD        599 067    OG30OJ        599 717    0
QSO: 28000 CW 2016-05-28 1509 DG8KAD        599 068    YL1S          599 389    0
QSO: 28000 CW 2016-05-28 1510 DG8KAD        599 069    Z60A          599 1128   0
QSO: 28000 CW 2016-05-28 1512 DG8KAD        599 070    ES5Q          599 797    0
QSO: 28000 CW 2016-05-28 1620 DG8KAD        599 072    HG6N          599 1649   0
QSO: 28000 CW 2016-05-28 1620 DG8KAD        599 071    YT9W          599 302    0
QSO: 28000 CW 2016-05-28 1621 DG8KAD        599 073    DL5YM         599 853    0
QSO: 28000 CW 2016-05-28 1624 DG8KAD        599 074    R9AE          599 274    0
QSO: 28000 CW 2016-05-28 1626 DG8KAD        599 075    LY7A          599 568    0
QSO: 28000 CW 2016-05-28 1628 DG8KAD        599 076    LZ4TX         599 786    0
QSO: 28000 CW 2016-05-28 1630 DG8KAD        599 077    UA6CC         599 814    0
QSO: 28000 CW 2016-05-28 1635 DG8KAD        599 078    EV1R          599 1258   0
QSO: 28000 CW 2016-05-28 1638 DG8KAD        599 079    DH8BQA        599 356    0
QSO: 28000 CW 2016-05-28 1639 DG8KAD        599 080    OM7JG         599 398    0
QSO: 28000 CW 2016-05-28 1641 DG8KAD        599 081    R7KMR         599 212    0
QSO: 28000 CW 2016-05-28 1643 DG8KAD        599 082    OG30OJ        599 818    0
QSO: 28000 CW 2016-05-28 1645 DG8KAD        599 083    HG7T          599 252    0
QSO: 28000 CW 2016-05-28 1646 DG8KAD        599 084    OH8MJ         599 364    0
QSO: 28000 CW 2016-05-28 1647 DG8KAD        599 085    UT1DX         599 256    0
QSO: 28000 CW 2016-05-28 1648 DG8KAD        599 086    HG44FY        599 464    0
QSO: 28000 CW 2016-05-28 1650 DG8KAD        599 087    OK2BFN        599 744    0
QSO: 28000 CW 2016-05-28 1652 DG8KAD        599 088    RZ3DJ         599 212    0
QSO: 28000 CW 2016-05-28 1653 DG8KAD        599 089    HG10CC        599 259    0
QSO: 28000 CW 2016-05-28 1659 DG8KAD        599 090    YO5CRQ        599 187    0
QSO: 28000 CW 2016-05-28 1705 DG8KAD        599 091    LZ9W          599 443    0
QSO: 28000 CW 2016-05-28 1710 DG8KAD        599 092    RM6C          599 230    0
QSO: 28000 CW 2016-05-28 1817 DG8KAD        599 093    LY2NK         599 514    0
QSO: 21000 CW 2016-05-28 1819 DG8KAD        599 094    LZ9R          599 956    0
QSO: 21000 CW 2016-05-28 1821 DG8KAD        599 095    7Z1SJ         599 1218   0
QSO: 21000 CW 2016-05-28 1823 DG8KAD        599 096    EG8RM         599 780    0
QSO: 21000 CW 2016-05-28 1824 DG8KAD        599 097    UV5U          599 974    0
QSO: 21000 CW 2016-05-28 1826 DG8KAD        599 098    OM7JG         599 552    0
QSO: 21000 CW 2016-05-28 1827 DG8KAD        599 099    LY6A          599 1165   0
QSO: 21000 CW 2016-05-28 1830 DG8KAD        599 100    SV8CRI        599 461    0
QSO: 21000 CW 2016-05-28 1845 DG8KAD        599 101    ED8X          599 1858   0
QSO: 21000 CW 2016-05-28 1847 DG8KAD        599 102    LY7Z          599 1261   0
QSO: 21000 CW 2016-05-28 1848 DG8KAD        599 103    YU1EW         599 28     0
QSO: 21000 CW 2016-05-28 1850 DG8KAD        599 104    S50K          599 274    0
QSO: 21000 CW 2016-05-28 1930 DG8KAD        599 105    YT0Z          599 1093   0
QSO: 21000 CW 2016-05-28 1933 DG8KAD        599 106    HG8R          599 949    0
QSO: 21000 CW 2016-05-28 1934 DG8KAD        599 107    IO4T          599 1      0
QSO: 21000 CW 2016-05-28 1936 DG8KAD        599 108    P40L          599 1635   0
QSO: 21000 CW 2016-05-28 1952 DG8KAD        599 109    9A1A          599 992    0
QSO: 21000 CW 2016-05-28 1959 DG8KAD        599 110    HA3DX         599 807    0
QSO: 14000 CW 2016-05-28 2004 DG8KAD        599 111    VE3YAA        599 713    0
QSO: 14000 CW 2016-05-28 2006 DG8KAD        599 112    WC1M          599 1471   0
QSO: 14000 CW 2016-05-28 2007 DG8KAD        599 113    UW1M          599 1704   0
QSO: 14000 CW 2016-05-28 2008 DG8KAD        599 114    OM2VL         599 1570   0
QSO: 14000 CW 2016-05-28 2011 DG8KAD        599 115    RK3PWR        599 964    0
QSO: 14000 CW 2016-05-28 2012 DG8KAD        599 115    4L8A          599 1208   0
QSO: 14000 CW 2016-05-28 2015 DG8KAD        599 116    CS2C          599 1572   0
QSO: 14000 CW 2016-05-28 2019 DG8KAD        599 117    K7BV          599 000    0
QSO: 14000 CW 2016-05-28 2020 DG8KAD        599 118    LZ8E          599 1720   0
QSO: 14000 CW 2016-05-28 2023 DG8KAD        599 119    KD2RD         599 999    0
QSO:  7000 CW 2016-05-28 2031 DG8KAD        599 120    S570ABC       599 1031   0
QSO: 21000 CW 2016-05-28 2036 DG8KAD        599 121    S59A          599 1068   0
QSO: 21000 CW 2016-05-28 2037 DG8KAD        599 122    S50K          599 455    0
QSO: 21000 CW 2016-05-28 2039 DG8KAD        599 123    NP2P          599 1271   0
QSO: 14000 CW 2016-05-28 2043 DG8KAD        599 124    TF3CW         599 837    0
QSO: 21000 CW 2016-05-28 2045 DG8KAD        599 125    E7DX          599 1572   0
QSO: 21000 CW 2016-05-28 2050 DG8KAD        599 126    ED8X          599 2132   0
QSO:  3500 CW 2016-05-28 2107 DG8KAD        599 127    G4IIY         599 241    0
QSO:  3500 CW 2016-05-28 2108 DG8KAD        599 128    DP6A          599 237    0
QSO:  3500 CW 2016-05-28 2110 DG8KAD        599 129    9A1A          599 554    0
QSO:  3500 CW 2016-05-28 2114 DG8KAD        599 130    YT0A          599 302    0
QSO:  3500 CW 2016-05-28 2116 DG8KAD        599 131    LY7Z          599 1380   0
QSO:  3500 CW 2016-05-28 2118 DG8KAD        599 132    LZ9W          599 443    0
QSO:  3500 CW 2016-05-28 2120 DG8KAD        599 133    S54W          599 070    0
QSO:  3500 CW 2016-05-28 2123 DG8KAD        599 134    OG73X         599 415    0
QSO:  3500 CW 2016-05-28 2127 DG8KAD        599 135    OH0TA         599 1430   0
QSO:  3500 CW 2016-05-28 2132 DG8KAD        599 136    OH9W          599 1550   0
QSO:  3500 CW 2016-05-28 2133 DG8KAD        599 137    OL4W          599 359    0
QSO:  3500 CW 2016-05-28 2142 DG8KAD        599 138    HB9FBM        599 486    0
QSO:  7000 CW 2016-05-28 2143 DG8KAD        599 139    SN3A          599 920    0
QSO:  7000 CW 2016-05-28 2146 DG8KAD        599 140    DP65HSC       599 515    0
QSO:  7000 CW 2016-05-28 2147 DG8KAD        599 141    F/W1NN        599 808    0
QSO:  7000 CW 2016-05-28 2205 DG8KAD        599 141    LA8OM         599 1466   0
QSO:  7000 CW 2016-05-28 2208 DG8KAD        599 142    MD4K          599 1478   0
QSO:  1800 CW 2016-05-28 2221 DG8KAD        599 143    PA3AVV        599 1300   0
QSO:  7000 CW 2016-05-28 2225 DG8KAD        599 144    SP6OR         599 593    0
QSO:  7000 CW 2016-05-28 2228 DG8KAD        599 145    R4A           599 2060   0
QSO:  7000 CW 2016-05-28 2232 DG8KAD        599 146    LY2IJ         599 1569   0
QSO:  7000 CW 2016-05-28 2235 DG8KAD        599 147    UP0L          599 2420   0
QSO:  7000 CW 2016-05-28 2241 DG8KAD        599 148    SN8N          599 1384   0
QSO:  7000 CW 2016-05-28 2242 DG8KAD        599 149    SN8B          599 616    0
QSO: 14000 CW 2016-05-28 2244 DG8KAD        599 150    VE3DZ         599 1115   0
QSO: 14000 CW 2016-05-28 2246 DG8KAD        599 151    P4/N4QS       599 1868   0
QSO: 14000 CW 2016-05-28 2249 DG8KAD        599 152    KT3M          599 1016   0
QSO: 14000 CW 2016-05-28 2253 DG8KAD        599 153    MD4K          599 1543   0
QSO: 14000 CW 2016-05-28 2254 DG8KAD        599 154    NN5J          599 1805   0
QSO: 14000 CW 2016-05-28 2257 DG8KAD        599 155    EI/K1MM       599 875    0
QSO: 14000 CW 2016-05-28 2258 DG8KAD        599 156    K1LZ          599 1996   0
QSO: 14000 CW 2016-05-28 2300 DG8KAD        599 157    YT5A          599 1519   0
QSO: 14000 CW 2016-05-28 2301 DG8KAD        599 158    KC3R          599 1218   0
QSO: 14000 CW 2016-05-28 2302 DG8KAD        599 159    AK1W          599 1374   0
QSO: 14000 CW 2016-05-28 2310 DG8KAD        599 160    WN9O          599 742    0
QSO: 21000 CW 2016-05-29 1211 DG8KAD        599 161    SN1D          599 2052   0
QSO: 21000 CW 2016-05-29 1216 DG8KAD        599 162    OH0V          599 3170   0
QSO: 21000 CW 2016-05-29 1218 DG8KAD        599 163    SO9Q          599 1145   0
QSO: 21000 CW 2016-05-29 1225 DG8KAD        599 164    SM2T          599 1438   0
QSO: 21000 CW 2016-05-29 1228 DG8KAD        599 165    SN8B          599 1295   0
QSO: 21000 CW 2016-05-29 1230 DG8KAD        599 166    HG6N          599 3528   0
QSO: 21000 CW 2016-05-29 1234 DG8KAD        599 167    HG0R          599 1133   0
QSO: 21000 CW 2016-05-29 1236 DG8KAD        599 168    YU1LA         599 516    0
QSO: 21000 CW 2016-05-29 1237 DG8KAD        599 169    HG1S          599 3285   0
QSO: 21000 CW 2016-05-29 1239 DG8KAD        599 170    HG7T          599 1417   0
QSO: 21000 CW 2016-05-29 1240 DG8KAD        599 171    LY2W          599 1399   0
QSO: 21000 CW 2016-05-29 1242 DG8KAD        599 172    EC2DX         599 2009   0
QSO: 21000 CW 2016-05-29 1245 DG8KAD        599 173    YT5L          599 661    0
QSO: 21000 CW 2016-05-29 1246 DG8KAD        599 174    G5W           599 2402   0
QSO: 21000 CW 2016-05-29 1248 DG8KAD        599 175    OM5XX         599 1020   0
QSO: 21000 CW 2016-05-29 1249 DG8KAD        599 176    YQ6A          599 2117   0
QSO: 21000 CW 2016-05-29 1250 DG8KAD        599 177    OE3K          599 2451   0
QSO: 21000 CW 2016-05-29 1253 DG8KAD        599 179    OK3C          599 1198   0
QSO: 21000 CW 2016-05-29 1253 DG8KAD        599 178    EI7M          599 2463   0
QSO: 28000 CW 2016-05-29 1301 DG8KAD        599 180    DF6JC         599 567    0
QSO: 28000 CW 2016-05-29 1303 DG8KAD        599 181    LY6A          599 2012   0
QSO: 28000 CW 2016-05-29 1305 DG8KAD        599 182    SM2T          599 485    0
QSO: 28000 CW 2016-05-29 1306 DG8KAD        599 183    SN2M          599 1920   0
QSO: 28000 CW 2016-05-29 1309 DG8KAD        599 183    OH9W          599 2420   0
QSO: 28000 CW 2016-05-29 1313 DG8KAD        599 184    SO5N          599 217    0
QSO: 28000 CW 2016-05-29 1315 DG8KAD        599 185    EW2O          599 000    0
QSO: 28000 CW 2016-05-29 1317 DG8KAD        599 186    SO9Q          599 378    0
QSO: 28000 CW 2016-05-29 1319 DG8KAD        599 187    YT5A          599 646    0
QSO: 28000 CW 2016-05-29 1321 DG8KAD        599 188    SP9H          599 1082   0
QSO: 28000 CW 2016-05-29 1323 DG8KAD        599 189    LY2W          599 742    0
QSO: 28000 CW 2016-05-29 1324 DG8KAD        599 190    UA2F          599 2420   0
QSO: 28000 CW 2016-05-29 1334 DG8KAD        599 192    LZ4TX         599        0
QSO: 28000 CW 2016-05-29 1335 DG8KAD        599 191    RU1A          599 4334   0
QSO: 28000 CW 2016-05-29 1339 DG8KAD        599 191    OG6N          599 2127   0
QSO: 28000 CW 2016-05-29 1342 DG8KAD        599 192    GM7V          599 1788   0
QSO: 14000 CW 2016-05-29 1349 DG8KAD        599 193    OM3PA         599 644    0
QSO: 14000 CW 2016-05-29 1353 DG8KAD        599 194    RO6A          599 939    0
QSO: 14000 CW 2016-05-29 1354 DG8KAD        599 195    9A5D          599 1980   0
QSO: 14000 CW 2016-05-29 1357 DG8KAD        599 196    9A1A          599 2177   0
QSO: 14000 CW 2016-05-29 1358 DG8KAD        599 197    GD5F          599 491    0
QSO: 14000 CW 2016-05-29 1401 DG8KAD        599 198    IK0YVV        599 1350   0
QSO: 14000 CW 2016-05-29 1405 DG8KAD        599 199    EI7KD         599 415    0
QSO: 14000 CW 2016-05-29 1411 DG8KAD        599 200    TM7XX         599 029    0
QSO: 28000 CW 2016-05-29 1457 DG8KAD        599 201    LZ9W          599 975    0
QSO: 28000 CW 2016-05-29 1459 DG8KAD        599 202    SC0N          599 223    0
QSO: 28000 CW 2016-05-29 1502 DG8KAD        599 203    LY2NK         599 737    0
QSO: 28000 CW 2016-05-29 1505 DG8KAD        599 204    LY7Z          599 2032   0
QSO: 28000 CW 2016-05-29 1510 DG8KAD        599 205    ES5Q          599 1767   0
QSO: 28000 CW 2016-05-29 1527 DG8KAD        599 206    YR2X          599 273    0
QSO: 21000 CW 2016-05-29 1534 DG8KAD        599 207    IT9VDQ        599 1238   0
QSO: 21000 CW 2016-05-29 1537 DG8KAD        599 208    P33W          599 2023   0
QSO: 21000 CW 2016-05-29 1539 DG8KAD        599 209    OM5ZW         599 2738   0
QSO: 21000 CW 2016-05-29 1543 DG8KAD        599 210    LY4A          599 1433   0
QSO: 21000 CW 2016-05-29 1544 DG8KAD        599 211    YT5A          599 1260   0
QSO: 21000 CW 2016-05-29 1545 DG8KAD        599 212    IK7JWY        599 1277   0
QSO: 21000 CW 2016-05-29 1548 DG8KAD        599 213    OM2VL         599 2857   0
QSO: 21000 CW 2016-05-29 1551 DG8KAD        599 214    YT9A          599 064    0
QSO: 21000 CW 2016-05-29 1557 DG8KAD        599 215    OH3Z          599 627    0
QSO: 21000 CW 2016-05-29 1608 DG8KAD        599 216    ES5Q          599 1845   0
QSO: 21000 CW 2016-05-29 1611 DG8KAD        599 217    HG3R          599 2622   0
QSO: 28000 CW 2016-05-29 1618 DG8KAD        599 218    UT1DX         599 471    0
QSO: 14000 CW 2016-05-29 1629 DG8KAD        599 219    EB8AH         599 1951   0
QSO: 14000 CW 2016-05-29 1631 DG8KAD        599 220    OH0V          599 3550   0
QSO: 14000 CW 2016-05-29 1634 DG8KAD        599 221    UD3D          599 1686   0
QSO: 14000 CW 2016-05-29 1636 DG8KAD        599 222    ED2C          599 1444   0
QSO: 14000 CW 2016-05-29 1643 DG8KAD        599 223    UA7K          599 3252   0
QSO: 14000 CW 2016-05-29 1644 DG8KAD        599 224    9A4WY         599 643    0
QSO: 14000 CW 2016-05-29 1646 DG8KAD        599 225    EF2A          599 2307   0
QSO: 14000 CW 2016-05-29 1649 DG8KAD        599 226    CR2X          599 3621   0
QSO: 14000 CW 2016-05-29 1652 DG8KAD        599 227    E7DX          599 2902   0
QSO: 14000 CW 2016-05-29 1655 DG8KAD        599 228    RM5A          599 4216   0
QSO: 14000 CW 2016-05-29 1656 DG8KAD        599 230    CS2C          599        0
QSO: 14000 CW 2016-05-29 1657 DG8KAD        599 229    UZ2M          599 3337   0
QSO: 14000 CW 2016-05-29 1700 DG8KAD        599 230    4O3A          599 2779   0
QSO: 14000 CW 2016-05-29 1707 DG8KAD        599 231    HG3R          599 2712   0
QSO: 14000 CW 2016-05-29 1709 DG8KAD        599 232    A60A          599 2714   0
QSO: 14000 CW 2016-05-29 1717 DG8KAD        599 233    OE3K          599 2786   0
QSO: 14000 CW 2016-05-29 1720 DG8KAD        599 234    UA6CC         599 1577   0
QSO: 14000 CW 2016-05-29 1722 DG8KAD        599 235    UP0L          599 3655   0
QSO: 14000 CW 2016-05-29 1725 DG8KAD        599 237    UW1M          599        0
QSO: 21000 CW 2016-05-29 1738 DG8KAD        599 236    SP1NQN        599 857    0
QSO: 21000 CW 2016-05-29 1741 DG8KAD        599 237    LZ9W          599 1649   0
QSO: 21000 CW 2016-05-29 1742 DG8KAD        599 239    YT5L          599        0
QSO:  7000 CW 2016-05-29 1751 DG8KAD        599 238    S53EO         599 1879   0
QSO:  7000 CW 2016-05-29 1752 DG8KAD        599 239    G8SRS         599 604    0
QSO:  7000 CW 2016-05-29 1754 DG8KAD        599 240    SC0N          599 2316   0
QSO:  7000 CW 2016-05-29 1755 DG8KAD        599 241    OK7AW         599 1264   0
QSO:  7000 CW 2016-05-29 1756 DG8KAD        599 242    S51F          599 1383   0
QSO:  7000 CW 2016-05-29 1858 DG8KAD        599 243    YU8A          599 1545   0
QSO:  7000 CW 2016-05-29 1901 DG8KAD        599 244    UW9I          599 2036   0
QSO:  7000 CW 2016-05-29 1902 DG8KAD        599 245    OK2QA         599 1013   0
QSO:  7000 CW 2016-05-29 1904 DG8KAD        599 246    SD6N          599 125    0
QSO:  7000 CW 2016-05-29 1908 DG8KAD        599 247    SO7M          599 1082   0
QSO:  7000 CW 2016-05-29 1910 DG8KAD        599 248    SM9MT         599 970    0
QSO:  7000 CW 2016-05-29 1911 DG8KAD        599 249    HG3R          599 2904   0
QSO:  7000 CW 2016-05-29 1914 DG8KAD        599 250    OM3ZWA        599 809    0
QSO:  7000 CW 2016-05-29 1915 DG8KAD        599 251    9A77A         599 2388   0
QSO:  7000 CW 2016-05-29 1918 DG8KAD        599 253    OE3KAB        599 449    0
QSO:  7000 CW 2016-05-29 1920 DG8KAD        599 254    EI7M          599 2789   0
QSO:  7000 CW 2016-05-29 1922 DG8KAD        599 255    EF2A          599 2458   0
QSO:  7000 CW 2016-05-29 1923 DG8KAD        599 256    G5W           599 2831   0
QSO:  7000 CW 2016-05-29 1934 DG8KAD        599 257    SZ1A          599 1151   0
QSO:  7000 CW 2016-05-29 1935 DG8KAD        599 258    OG7O          599 2852   0
QSO:  7000 CW 2016-05-29 1936 DG8KAD        599 259    DL6KVA        599 1859   0
QSO:  7000 CW 2016-05-29 1937 DG8KAD        599 260    OM8AA         599 304    0
QSO:  7000 CW 2016-05-29 1939 DG8KAD        599 261    OZ6TL         599 631    0
QSO:  7000 CW 2016-05-29 1942 DG8KAD        599 262    OK1RZ         599 812    0
QSO:  7000 CW 2016-05-29 1943 DG8KAD        599 264    SP6OJE        599        0
QSO:  7000 CW 2016-05-29 1945 DG8KAD        599 263    IB3C          599 860    0
QSO:  7000 CW 2016-05-29 1946 DG8KAD        599 264    DP5W          599 924    0
QSO:  7000 CW 2016-05-29 1952 DG8KAD        599 265    OL1M          599 304    0
QSO:  7000 CW 2016-05-29 1954 DG8KAD        599 266    RU1A          599 4960   0
QSO:  7000 CW 2016-05-29 1955 DG8KAD        599 267    IR4X          599 2625   0
QSO:  7000 CW 2016-05-29 1957 DG8KAD        599 268    HB2T          599 1181   0
QSO:  7000 CW 2016-05-29 1959 DG8KAD        599 269    GW9J          599 105    0
QSO:  7000 CW 2016-05-29 2011 DG8KAD        599 270    HA8TP         599 984    0
QSO:  7000 CW 2016-05-29 2017 DG8KAD        599 271    PI4DX         599 3314   0
QSO:  3500 CW 2016-05-29 2022 DG8KAD        599 272    PE7T          599 1360   0
QSO:  3500 CW 2016-05-29 2023 DG8KAD        599 273    DF3AX         599 1444   0
QSO:  3500 CW 2016-05-29 2025 DG8KAD        599 274    DD0CC         599 585    0
QSO:  3500 CW 2016-05-29 2026 DG8KAD        599 275    YL3F          599 718    0
QSO:  3500 CW 2016-05-29 2059 DG8KAD        599 276    RV3FW         599 347    0
QSO:  3500 CW 2016-05-29 2102 DG8KAD        599 277    LY9A          599 515    0
QSO:  3500 CW 2016-05-29 2104 DG8KAD        599 278    SO9Q          599 343    0
QSO:  3500 CW 2016-05-29 2105 DG8KAD        599 279    IO3CA         599 219    0
QSO:  3500 CW 2016-05-29 2107 DG8KAD        599 280    HG7T          599 509    0
QSO:  3500 CW 2016-05-29 2108 DG8KAD        599 281    LY5I          599 597    0
QSO:  3500 CW 2016-05-29 2115 DG8KAD        599 282    EO25F         599 933    0
QSO:  3500 CW 2016-05-29 2117 DG8KAD        599 283    PA2W          599 653    0
QSO:  3500 CW 2016-05-29 2120 DG8KAD        599 284    UR8RF         599 1071   0
QSO:  3500 CW 2016-05-29 2122 DG8KAD        599 285    OK1YM         599 107    0
QSO:  3500 CW 2016-05-29 2123 DG8KAD        599 286    PA4O          599 1439   0
QSO:  3500 CW 2016-05-29 2124 DG8KAD        599 287    SQ65HSC       599 109    0
QSO:  3500 CW 2016-05-29 2126 DG8KAD        599 288    OK1DX         599 482    0
QSO:  3500 CW 2016-05-29 2128 DG8KAD        599 289    IR3C          599 1340   0
QSO:  3500 CW 2016-05-29 2129 DG8KAD        599 290    OL4A          599 738    0
QSO:  3500 CW 2016-05-29 2130 DG8KAD        599 292    OK2HBR        599        0
QSO:  1800 CW 2016-05-29 2133 DG8KAD        599 291    LY52BC        599 301    0
QSO:  1800 CW 2016-05-29 2135 DG8KAD        599 292    ES5Q          599 2237   0
QSO:  1800 CW 2016-05-29 2138 DG8KAD        599 293    ON7PQ         599 625    0
