START-OF-LOG: 3.0
LOCATION: SCV
CALLSIGN: N6TU
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 24-HOURS
CLAIMED-SCORE: 654784
CLUB: Northern California Contest Club
CONTEST: CQ-WW-CW
CREATED-BY: WriteLog V10.70C
NAME: Bruce Swearingen
OPERATORS: N6TU
SOAPBOX: The goal for this part-time effort was to work DXCC.
SOAPBOX:  Ended with 132 unique countries over all the bands.
SOAPBOX: Running in "assisted" category I enjoyed the friendly
SOAPBOX: joust with other local stations arriving on a spot freq
SOAPBOX: at the same time.
SOAPBOX:
SOAPBOX: Good conditions on the high bands. Local broadband
SOAPBOX: noise source makes 40 meters a challenge.
QSO: 28005 CW 2013-11-23 0123 N6TU          599      3 JR4OZR        599     25
QSO: 28023 CW 2013-11-23 0126 N6TU          599      3 ZL3TE         599     32
QSO: 28031 CW 2013-11-23 0127 N6TU          599      3 VK2IM         599     30
QSO: 28018 CW 2013-11-23 0128 N6TU          599      3 KH7XX         599     31
QSO: 28033 CW 2013-11-23 0129 N6TU          599      3 JA1PNA        599     25
QSO: 28035 CW 2013-11-23 0130 N6TU          599      3 JA3YBK        599     25
QSO: 28037 CW 2013-11-23 0132 N6TU          599      3 DX1J          599     27
QSO: 28054 CW 2013-11-23 0132 N6TU          599      3 JA6LCJ        599     25
QSO: 21017 CW 2013-11-23 0135 N6TU          599      3 XV9NPS        599     26
QSO: 21026 CW 2013-11-23 0136 N6TU          599      3 RT0C          599     19
QSO: 21032 CW 2013-11-23 0136 N6TU          599      3 KL7RA         599      1
QSO: 21039 CW 2013-11-23 0137 N6TU          599      3 9M6NA         599     28
QSO: 21041 CW 2013-11-23 0138 N6TU          599      3 KH6LC         599     31
QSO: 21051 CW 2013-11-23 0141 N6TU          599      3 BG2AUE        599     24
QSO: 21064 CW 2013-11-23 0142 N6TU          599      3 VR2UW         599     24
QSO: 21069 CW 2013-11-23 0143 N6TU          599      3 AH0BT         599     27
QSO: 21003 CW 2013-11-23 0144 N6TU          599      3 RA/KE5JA      599     19
QSO: 21008 CW 2013-11-23 0146 N6TU          599      3 BY1CW         599     24
QSO: 21013 CW 2013-11-23 0147 N6TU          599      3 JF1SQC        599     25
QSO: 21082 CW 2013-11-23 0202 N6TU          599      3 3D2R          599     32
QSO: 21064 CW 2013-11-23 0205 N6TU          599      3 JR3EOI        599     25
QSO: 21052 CW 2013-11-23 0208 N6TU          599      3 JA2FJP        599     25
QSO: 21051 CW 2013-11-23 0210 N6TU          599      3 JF2FIU        599     25
QSO: 21045 CW 2013-11-23 0211 N6TU          599      3 JN2AMD        599     25
QSO: 21045 CW 2013-11-23 0212 N6TU          599      3 JA1PNA        599     25
QSO: 14011 CW 2013-11-23 0220 N6TU          599      3 ZS6JM         599     38
QSO: 14005 CW 2013-11-23 0221 N6TU          599      3 P40L          599      9
QSO: 14023 CW 2013-11-23 0222 N6TU          599      3 LU1DZ         599     13
QSO: 14039 CW 2013-11-23 0225 N6TU          599      3 OC4CW         599     10
QSO: 14044 CW 2013-11-23 0225 N6TU          599      3 V47T          599      8
QSO: 14045 CW 2013-11-23 0226 N6TU          599      3 P40F          599      9
QSO: 14032 CW 2013-11-23 0228 N6TU          599      3 HK1NA         599      9
