START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: VK7CW
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 760677
CLUB: VK Contest Club
OPERATORS: VK7CW
NAME: Steve Salvia
CREATED-BY: N1MM Logger V13.11.0
QSO: 28026 CW 2013-11-23 0002 VK7CW         599 30     JA4OPW        599 25
QSO: 28026 CW 2013-11-23 0003 VK7CW         599 30     K0KX          599 04
QSO: 28026 CW 2013-11-23 0004 VK7CW         599 30     K7GS          599 03
QSO: 28026 CW 2013-11-23 0006 VK7CW         599 30     W7FI          599 03
QSO: 28026 CW 2013-11-23 0006 VK7CW         599 30     N0UY          599 04
QSO: 28026 CW 2013-11-23 0008 VK7CW         599 30     W6WVW         599 03
QSO: 28026 CW 2013-11-23 0009 VK7CW         599 30     W7VJ          599 03
QSO: 28026 CW 2013-11-23 0009 VK7CW         599 30     VE7GL         599 03
QSO: 28026 CW 2013-11-23 0010 VK7CW         599 30     W7LGG         599 03
QSO: 28028 CW 2013-11-23 0012 VK7CW         599 30     JR6EZE        599 25
QSO: 28028 CW 2013-11-23 0013 VK7CW         599 30     K6AR          599 03
QSO: 28028 CW 2013-11-23 0013 VK7CW         599 30     K4WI          599 04
QSO: 28028 CW 2013-11-23 0013 VK7CW         599 30     W6KY          599 03
QSO: 28028 CW 2013-11-23 0014 VK7CW         599 30     JE4CIL        599 25
QSO: 28028 CW 2013-11-23 0014 VK7CW         599 30     K5NA          599 04
QSO: 28028 CW 2013-11-23 0015 VK7CW         599 30     N6ED          599 03
QSO: 28028 CW 2013-11-23 0015 VK7CW         599 30     N7IP          599 04
QSO: 28028 CW 2013-11-23 0015 VK7CW         599 30     N6DA          599 03
QSO: 28028 CW 2013-11-23 0016 VK7CW         599 30     AE6C          599 03
QSO: 28028 CW 2013-11-23 0016 VK7CW         599 30     XE2B          599 06
QSO: 28028 CW 2013-11-23 0016 VK7CW         599 30     K7JE          599 03
QSO: 28028 CW 2013-11-23 0017 VK7CW         599 30     K5TR          599 04
QSO: 28028 CW 2013-11-23 0017 VK7CW         599 30     VE5UF         599 04
QSO: 28028 CW 2013-11-23 0017 VK7CW         599 30     N6ML          599 03
QSO: 28028 CW 2013-11-23 0019 VK7CW         599 30     W7OM          599 03
QSO: 28028 CW 2013-11-23 0019 VK7CW         599 30     AL9A          599 01
QSO: 28028 CW 2013-11-23 0019 VK7CW         599 30     K7FA          599 03
QSO: 28028 CW 2013-11-23 0021 VK7CW         599 30     W7AT          599 03
QSO: 28028 CW 2013-11-23 0021 VK7CW         599 30     JM1LWY        599 25
QSO: 28028 CW 2013-11-23 0022 VK7CW         599 30     W5GWH         599 04
QSO: 28028 CW 2013-11-23 0022 VK7CW         599 30     W6RKC         599 03
QSO: 28028 CW 2013-11-23 0024 VK7CW         599 30     VE6RST        599 04
QSO: 28028 CW 2013-11-23 0025 VK7CW         599 30     W2RS          599 03
QSO: 28028 CW 2013-11-23 0026 VK7CW         599 30     N3BUO         599 04
QSO: 28028 CW 2013-11-23 0027 VK7CW         599 30     KG5OA         599 04
QSO: 28028 CW 2013-11-23 0027 VK7CW         599 30     N6QQ          599 03
QSO: 28028 CW 2013-11-23 0028 VK7CW         599 30     K7JPF         599 03
QSO: 28028 CW 2013-11-23 0029 VK7CW         599 30     K7TR          599 03
QSO: 28028 CW 2013-11-23 0030 VK7CW         599 30     KE0UI         599 04
QSO: 28028 CW 2013-11-23 0030 VK7CW         599 30     VE7CA         599 03
QSO: 28028 CW 2013-11-23 0031 VK7CW         599 30     N5AW          599 04
QSO: 28028 CW 2013-11-23 0031 VK7CW         599 30     K6UM          599 03
QSO: 28028 CW 2013-11-23 0032 VK7CW         599 30     NT5O          599 04
QSO: 28028 CW 2013-11-23 0033 VK7CW         599 30     KA6BIM        599 03
QSO: 28028 CW 2013-11-23 0034 VK7CW         599 30     N0KV          599 04
QSO: 28028 CW 2013-11-23 0035 VK7CW         599 30     JA8CXY        599 25
QSO: 28029 CW 2013-11-23 0037 VK7CW         599 30     N6ZI          599 03
QSO: 28029 CW 2013-11-23 0037 VK7CW         599 30     VE5KS         599 04
QSO: 28029 CW 2013-11-23 0038 VK7CW         599 30     R0FA          599 19
QSO: 28029 CW 2013-11-23 0038 VK7CW         599 30     N6JV          599 03
QSO: 28037 CW 2013-11-23 0503 VK7CW         599 30     JI3BFC        599 25
QSO: 28020 CW 2013-11-23 0506 VK7CW         599 30     JK2VOC        599 25
QSO: 28020 CW 2013-11-23 0506 VK7CW         599 30     JR3RWB        599 25
QSO: 28020 CW 2013-11-23 0507 VK7CW         599 30     JA1DVN        599 25
QSO: 28020 CW 2013-11-23 0507 VK7CW         599 30     RK9AD         599 17
QSO: 28020 CW 2013-11-23 0508 VK7CW         599 30     JH7IPR/6      599 25
