START-OF-LOG: 3.0
CREATED-BY: DXLog.net v1.1.14
CONTEST: CQ-WW-CW
CALLSIGN: Z33A
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-OVERLAY:
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CLAIMED-SCORE: 153710
CLUB:
NAME: GEORGE ANDONOV
OPERATORS:
SOAPBOX:
QSO: 28000 CW 2013-11-23 0711 Z33A          599 15     A61IM         599 21     0
QSO: 21000 CW 2013-11-23 0719 Z33A          599 15     LY5D          599 15     0
QSO: 21000 CW 2013-11-23 0720 Z33A          599 15     GW5R          599 14     0
QSO: 21000 CW 2013-11-23 0721 Z33A          599 15     TM1A          599 14     0
QSO: 21000 CW 2013-11-23 0722 Z33A          599 15     ED6A          599 14     0
QSO: 21000 CW 2013-11-23 0723 Z33A          599 15     JH3CUL        599 25     0
QSO: 21000 CW 2013-11-23 0723 Z33A          599 15     OL3Z          599 15     0
QSO: 21000 CW 2013-11-23 0724 Z33A          599 15     OP4K          599 14     0
QSO: 21000 CW 2013-11-23 0726 Z33A          599 15     S59ABC        599 15     0
QSO: 21000 CW 2013-11-23 0727 Z33A          599 15     D4C           599 35     0
QSO: 21000 CW 2013-11-23 0731 Z33A          599 15     JA3YBK        599 25     0
QSO: 21000 CW 2013-11-23 0732 Z33A          599 15     LY4A          599 15     0
QSO: 21000 CW 2013-11-23 0733 Z33A          599 15     PA6NB         599 14     0
QSO: 21000 CW 2013-11-23 0735 Z33A          599 15     ZL4MDM        599 32     0
QSO: 21000 CW 2013-11-23 0736 Z33A          599 15     YU7EE         599 15     0
QSO: 21000 CW 2013-11-23 0739 Z33A          599 15     JY9FC         599 20     0
QSO: 21000 CW 2013-11-23 0740 Z33A          599 15     RV9XE         599 17     0
QSO: 21000 CW 2013-11-23 0741 Z33A          599 15     UA6EED        599 16     0
QSO: 21000 CW 2013-11-23 0811 Z33A          599 15     RZ0SR         599 18     0
QSO: 21000 CW 2013-11-23 0813 Z33A          599 15     JE4CIL        599 25     0
QSO: 21000 CW 2013-11-23 0814 Z33A          599 15     EU5M          599 16     0
