START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: HA8TP
CLUB: None
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: 10M
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 560511
OPERATORS: HA8TP
NAME: JENO MODOK
CREATED-BY: N1MM Logger V13.10.1
QSO: 28000 CW 2013-11-23 0923 HA8TP         599 15     DO1CTL        599 14
QSO: 28000 CW 2013-11-23 0924 HA8TP         599 15     UA0SBQ        599 18
QSO: 28000 CW 2013-11-23 0925 HA8TP         599 15     R8XF          599 17
QSO: 28000 CW 2013-11-23 0926 HA8TP         599 15     RW9UY         599 18
QSO: 28000 CW 2013-11-23 0927 HA8TP         599 15     R8MD          599 17
QSO: 28000 CW 2013-11-23 0927 HA8TP         599 15     DL5ARM        599 14
QSO: 28000 CW 2013-11-23 0928 HA8TP         599 15     BV1EK         599 24
QSO: 28000 CW 2013-11-23 0930 HA8TP         599 15     OH1CH         599 15
QSO: 28000 CW 2013-11-23 0932 HA8TP         599 15     R9QQ          599 17
QSO: 28000 CW 2013-11-23 0933 HA8TP         599 15     YC3TKH        599 28
QSO: 28000 CW 2013-11-23 0933 HA8TP         599 15     OK2MBP        599 15
QSO: 28000 CW 2013-11-23 0934 HA8TP         599 15     UA4YA         599 16
QSO: 28000 CW 2013-11-23 0936 HA8TP         599 15     RA3FD         599 16
QSO: 28000 CW 2013-11-23 0936 HA8TP         599 15     RA4DR         599 16
QSO: 28000 CW 2013-11-23 0937 HA8TP         599 15     PA6NB         599 14
QSO: 28000 CW 2013-11-23 0937 HA8TP         599 15     9A2R          599 15
QSO: 28000 CW 2013-11-23 0937 HA8TP         599 15     UN7JX         599 17
QSO: 28000 CW 2013-11-23 0940 HA8TP         599 15     R8US          599 18
QSO: 28000 CW 2013-11-23 0943 HA8TP         599 15     AH2R          599 27
QSO: 28000 CW 2013-11-23 0943 HA8TP         599 15     DM3SU         599 14
QSO: 28000 CW 2013-11-23 0944 HA8TP         599 15     RV9YK         599 18
QSO: 28000 CW 2013-11-23 0944 HA8TP         599 15     HS0ZEE        599 26
QSO: 28000 CW 2013-11-23 0945 HA8TP         599 15     RK3SWB        599 16
QSO: 28000 CW 2013-11-23 0946 HA8TP         599 15     P33W          599 20
QSO: 28000 CW 2013-11-23 0946 HA8TP         599 15     OK2SGY        599 15
QSO: 28000 CW 2013-11-23 0947 HA8TP         599 15     R9SG          599 16
