START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      PG200NL
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-ASSISTED:  NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER:  LOW
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER:  ONE
LOCATION:      DX
CLAIMED-SCORE: 131480
NAME:          Fred Weidema
OPERATORS:     PA0FAW
SOAPBOX:       condx good on 40 otherbands quite ok on Saturday but
SOAPBOX:       not good on Sunday. Was pleased with 500+ qso's, as it
SOAPBOX:       is difficult for me to use 80.
QSO: 7000  CW 2013-11-23 0749 PG200NL        599 14     HF9Q          599 15
QSO: 7000  CW 2013-11-23 0752 PG200NL        599 14     DF1IAQ        599 14
QSO: 7000  CW 2013-11-23 0753 PG200NL        599 14     S52AW         599 15
QSO: 7000  CW 2013-11-23 0753 PG200NL        599 14     YT3A          599 15
QSO: 7000  CW 2013-11-23 0754 PG200NL        599 14     K3CR          599 05
QSO: 7000  CW 2013-11-23 0755 PG200NL        599 14     KC1XX         599 05
QSO: 7000  CW 2013-11-23 0759 PG200NL        599 14     K5ZD          599 05
QSO: 7000  CW 2013-11-23 0800 PG200NL        599 14     DF0HQ         599 14
QSO: 7000  CW 2013-11-23 0802 PG200NL        599 14     WA2Y          599 05
QSO: 7000  CW 2013-11-23 0803 PG200NL        599 14     S57G          599 15
QSO: 7000  CW 2013-11-23 0803 PG200NL        599 14     ON4CAU        599 14
QSO: 7000  CW 2013-11-23 0804 PG200NL        599 14     M7A           599 14
QSO: 7000  CW 2013-11-23 0808 PG200NL        599 14     SN5T          599 15
QSO: 7000  CW 2013-11-23 0809 PG200NL        599 14     OM0AA         599 15
QSO: 7000  CW 2013-11-23 0810 PG200NL        599 14     OL4W          599 15
QSO: 7000  CW 2013-11-23 0810 PG200NL        599 14     9A1A          599 15
QSO: 7000  CW 2013-11-23 0811 PG200NL        599 14     HA30S         599 15
QSO: 7000  CW 2013-11-23 0812 PG200NL        599 14     LA3S          599 14
QSO: 7000  CW 2013-11-23 0814 PG200NL        599 14     OE2E          599 15
QSO: 7000  CW 2013-11-23 0818 PG200NL        599 14     VY2TT         599 05
QSO: 7000  CW 2013-11-23 0819 PG200NL        599 14     K1ZR          599 05
QSO: 7000  CW 2013-11-23 0820 PG200NL        599 14     HK1NA         599 09
QSO: 7000  CW 2013-11-23 0824 PG200NL        599 14     V47T          599 08
QSO: 7000  CW 2013-11-23 0836 PG200NL        599 14     EW2A          599 16
QSO: 7000  CW 2013-11-23 0838 PG200NL        599 14     G3TBK         599 14
QSO: 7000  CW 2013-11-23 0839 PG200NL        599 14     KP2M          599 08
QSO: 7000  CW 2013-11-23 0848 PG200NL        599 14     GD6IA         599 14
QSO: 7000  CW 2013-11-23 0850 PG200NL        599 14     DF8AE         599 14
QSO: 7000  CW 2013-11-23 0853 PG200NL        599 14     G4IIY         599 14
QSO: 7000  CW 2013-11-23 0854 PG200NL        599 14     OM0M          599 15
QSO: 28000 CW 2013-11-23 0858 PG200NL        599 14     RA1OT         599 16
QSO: 28000 CW 2013-11-23 0859 PG200NL        599 14     RM4F          599 16
QSO: 28000 CW 2013-11-23 0901 PG200NL        599 14     RU9MX         599 17
QSO: 21000 CW 2013-11-23 0903 PG200NL        599 14     RG6G          599 16
QSO: 14000 CW 2013-11-23 0905 PG200NL        599 14     9A1A          599 15
QSO: 14000 CW 2013-11-23 0905 PG200NL        599 14     RT5G          599 16
QSO: 14000 CW 2013-11-23 0906 PG200NL        599 14     MM3T          599 14
QSO: 14000 CW 2013-11-23 1021 PG200NL        599 14     HG4I          599 15
QSO: 14000 CW 2013-11-23 1023 PG200NL        599 14     YT1A          599 15
QSO: 14000 CW 2013-11-23 1024 PG200NL        599 14     HA7GN         599 15
QSO: 14000 CW 2013-11-23 1025 PG200NL        599 14     IZ4DYX        599 15
QSO: 14000 CW 2013-11-23 1027 PG200NL        599 14     SE0X          599 14
QSO: 14000 CW 2013-11-23 1029 PG200NL        599 14     HA6OA         599 15
QSO: 14000 CW 2013-11-23 1030 PG200NL        599 14     ES9C          599 15
QSO: 14000 CW 2013-11-23 1031 PG200NL        599 14     OL9Z          599 15
QSO: 14000 CW 2013-11-23 1032 PG200NL        599 14     YT1T          599 15
QSO: 14000 CW 2013-11-23 1033 PG200NL        599 14     SP9A          599 15
QSO: 14000 CW 2013-11-23 1034 PG200NL        599 14     OH0Z          599 15
QSO: 7000  CW 2013-11-23 1035 PG200NL        599 14     OK7Y          599 15
QSO: 7000  CW 2013-11-23 1037 PG200NL        599 14     IR2R          599 15
QSO: 7000  CW 2013-11-23 1040 PG200NL        599 14     DR1A          599 14
QSO: 7000  CW 2013-11-23 1042 PG200NL        599 14     OK2RRR        599 15
QSO: 28000 CW 2013-11-23 1046 PG200NL        599 14     RA1AL         599 16
QSO: 28000 CW 2013-11-23 1049 PG200NL        599 14     P3Z           599 20
QSO: 28000 CW 2013-11-23 1050 PG200NL        599 14     P3N           599 20
QSO: 28000 CW 2013-11-23 1052 PG200NL        599 14     UA1T          599 16
QSO: 28000 CW 2013-11-23 1053 PG200NL        599 14     UA3QGT        599 16
QSO: 28000 CW 2013-11-23 1056 PG200NL        599 14     UT7E          599 16
QSO: 28000 CW 2013-11-23 1057 PG200NL        599 14     UT2IV         599 16
QSO: 28000 CW 2013-11-23 1059 PG200NL        599 14     P3F           599 20
QSO: 28000 CW 2013-11-23 1100 PG200NL        599 14     RL6M          599 16
QSO: 28000 CW 2013-11-23 1101 PG200NL        599 14     UA6LUQ        599 16
QSO: 28000 CW 2013-11-23 1103 PG200NL        599 14     UA1OMS        599 16
QSO: 21000 CW 2013-11-23 1104 PG200NL        599 14     4L8A          599 21
QSO: 21000 CW 2013-11-23 1105 PG200NL        599 14     OH2BH         599 15
QSO: 21000 CW 2013-11-23 1107 PG200NL        599 14     ED5O          599 14
QSO: 21000 CW 2013-11-23 1110 PG200NL        599 14     LY7Z          599 15
QSO: 21000 CW 2013-11-23 1113 PG200NL        599 14     RL9I          599 18
QSO: 21000 CW 2013-11-23 1114 PG200NL        599 14     EU6AF         599 16
QSO: 21000 CW 2013-11-23 1116 PG200NL        599 14     YU1AHW        599 15
QSO: 21000 CW 2013-11-23 1119 PG200NL        599 14     UA3XAO        599 16
QSO: 21000 CW 2013-11-23 1120 PG200NL        599 14     OH1F          599 15
QSO: 21000 CW 2013-11-23 1122 PG200NL        599 14     RA4FW         599 16
QSO: 21000 CW 2013-11-23 1123 PG200NL        599 14     P33W          599 20
QSO: 21000 CW 2013-11-23 1124 PG200NL        599 14     R7AB          599 16
QSO: 21000 CW 2013-11-23 1125 PG200NL        599 14     R7LV          599 16
QSO: 14000 CW 2013-11-23 1128 PG200NL        599 14     S58P          599 15
QSO: 14000 CW 2013-11-23 1131 PG200NL        599 14     II1A          599 15
QSO: 14000 CW 2013-11-23 1132 PG200NL        599 14     IR2C          599 15
QSO: 14000 CW 2013-11-23 1135 PG200NL        599 14     IR4X          599 15
QSO: 14000 CW 2013-11-23 1138 PG200NL        599 14     HG3M          599 15
QSO: 14000 CW 2013-11-23 1140 PG200NL        599 14     YP9W          599 20
QSO: 14000 CW 2013-11-23 1142 PG200NL        599 14     9A5Y          599 15
QSO: 14000 CW 2013-11-23 1143 PG200NL        599 14     HA8IH         599 15
QSO: 14000 CW 2013-11-23 1145 PG200NL        599 14     SP9KAO        599 15
QSO: 14000 CW 2013-11-23 1145 PG200NL        599 14     HA8JV         599 15
QSO: 7000  CW 2013-11-23 1148 PG200NL        599 14     G3V           599 14
QSO: 7000  CW 2013-11-23 1149 PG200NL        599 14     LZ5K          599 20
QSO: 7000  CW 2013-11-23 1151 PG200NL        599 14     M3C           599 14
QSO: 7000  CW 2013-11-23 1153 PG200NL        599 14     DJ2RG         599 14
QSO: 7000  CW 2013-11-23 1157 PG200NL        599 14     F4GBW         599 14
QSO: 7000  CW 2013-11-23 1159 PG200NL        599 14     ES9C          599 15
QSO: 7000  CW 2013-11-23 1200 PG200NL        599 14     TM1A          599 14
QSO: 7000  CW 2013-11-23 1203 PG200NL        599 14     DL2ZBO        599 14
QSO: 7000  CW 2013-11-23 1243 PG200NL        599 14     OL1C          599 15
QSO: 7000  CW 2013-11-23 1247 PG200NL        599 14     OL1M          599 15
QSO: 7000  CW 2013-11-23 1248 PG200NL        599 14     G4DBW         599 14
QSO: 7000  CW 2013-11-23 1251 PG200NL        599 14     OK1FPS        599 15
QSO: 28000 CW 2013-11-23 1253 PG200NL        599 14     RN3AKK        599 16
QSO: 28000 CW 2013-11-23 1254 PG200NL        599 14     R7AY          599 16
QSO: 28000 CW 2013-11-23 1256 PG200NL        599 14     RK3ER         599 16
QSO: 28000 CW 2013-11-23 1257 PG200NL        599 14     UX4E          599 16
QSO: 28000 CW 2013-11-23 1259 PG200NL        599 14     NY3A          599 05
QSO: 28000 CW 2013-11-23 1301 PG200NL        599 14     RL3A          599 16
QSO: 28000 CW 2013-11-23 1304 PG200NL        599 14     RN3F          599 16
QSO: 28000 CW 2013-11-23 1306 PG200NL        599 14     UA6AK         599 16
QSO: 21000 CW 2013-11-23 1314 PG200NL        599 14     UA5C          599 16
QSO: 21000 CW 2013-11-23 1316 PG200NL        599 14     UZ4I          599 16
QSO: 21000 CW 2013-11-23 1321 PG200NL        599 14     SP8CUR        599 15
QSO: 21000 CW 2013-11-23 1322 PG200NL        599 14     R7AW          599 16
QSO: 21000 CW 2013-11-23 1323 PG200NL        599 14     UW5Y          599 16
QSO: 21000 CW 2013-11-23 1324 PG200NL        599 14     YU1UN         599 15
QSO: 21000 CW 2013-11-23 1325 PG200NL        599 14     UP2L          599 17
QSO: 21000 CW 2013-11-23 1326 PG200NL        599 14     YT5A          599 15
QSO: 21000 CW 2013-11-23 1327 PG200NL        599 14     HA8JV         599 15
QSO: 21000 CW 2013-11-23 1330 PG200NL        599 14     P33P          599 20
QSO: 21000 CW 2013-11-23 1330 PG200NL        599 14     ES9C          599 15
QSO: 21000 CW 2013-11-23 1331 PG200NL        599 14     LY8O          599 15
QSO: 21000 CW 2013-11-23 1332 PG200NL        599 14     RF9C          599 17
QSO: 21000 CW 2013-11-23 1333 PG200NL        599 14     E71A          599 15
QSO: 21000 CW 2013-11-23 1335 PG200NL        599 14     R4RT          599 16
QSO: 21000 CW 2013-11-23 1335 PG200NL        599 14     R9FT          599 17
QSO: 21000 CW 2013-11-23 1336 PG200NL        599 14     UA9XF         599 17
QSO: 21000 CW 2013-11-23 1337 PG200NL        599 14     E74A          599 15
QSO: 21000 CW 2013-11-23 1339 PG200NL        599 14     LZ5R          599 20
QSO: 21000 CW 2013-11-23 1340 PG200NL        599 14     UA1OMS        599 16
QSO: 21000 CW 2013-11-23 1341 PG200NL        599 14     II0K          599 15
QSO: 21000 CW 2013-11-23 1342 PG200NL        599 14     4Z4DX         599 20
QSO: 21000 CW 2013-11-23 1344 PG200NL        599 14     YT5M/QRP      599 15
QSO: 21000 CW 2013-11-23 1427 PG200NL        599 14     YU7EE         599 15
QSO: 21000 CW 2013-11-23 1428 PG200NL        599 14     UR5IFB        599 16
QSO: 14000 CW 2013-11-23 1437 PG200NL        599 14     R4WDX         599 16
QSO: 14000 CW 2013-11-23 1439 PG200NL        599 14     9A2AJ         599 15
QSO: 14000 CW 2013-11-23 1440 PG200NL        599 14     YU5R          599 15
QSO: 14000 CW 2013-11-23 1442 PG200NL        599 14     LN3Z          599 14
QSO: 14000 CW 2013-11-23 1443 PG200NL        599 14     RK9QWM        599 17
QSO: 14000 CW 2013-11-23 1445 PG200NL        599 14     YU1DW         599 15
