START-OF-LOG: 3.0
CALLSIGN: AA3CS
CLAIMED-SCORE: 10540
CLUB:
CONTEST: CQ-WW-CW
NAME: Charles Shefflette
SOAPBOX: Had a great time. First time with my new KX3. Band
SOAPBOX: conditions were great!
LOCATION: MDC
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
QSO:  3502 CW 2013-11-24 2240 AA3CS         599 5      W3LPL         599 5      0
QSO:  3532 CW 2013-11-24 2238 AA3CS         599 5      C6AKQ         599 8      0
QSO:  3549 CW 2013-11-24 2233 AA3CS         599 5      WE3C          599 5      0
QSO:  7023 CW 2013-11-24 2230 AA3CS         599 5      S51F          599 15     0
QSO:  7030 CW 2013-11-24 2228 AA3CS         599 5      IR4M          599 15     0
QSO:  7033 CW 2013-11-24 2227 AA3CS         599 5      SO4M          599 15     0
QSO:  7033 CW 2013-11-24 2226 AA3CS         599 5      HA30S         599 15     0
QSO:  7035 CW 2013-11-24 2225 AA3CS         599 5      DL1A          599 14     0
QSO:  7055 CW 2013-11-24 2221 AA3CS         599 5      P33W          599 20     0
QSO: 14066 CW 2013-11-24 2220 AA3CS         599 5      CS2C          599 14     0
QSO: 14057 CW 2013-11-24 2216 AA3CS         599 5      VP9I          599 5      0
QSO: 14047 CW 2013-11-24 2215 AA3CS         599 5      K2VV          599 4      0
QSO: 14036 CW 2013-11-24 2213 AA3CS         599 5      K0MD          599 4      0
QSO: 14031 CW 2013-11-24 2211 AA3CS         599 5      EA7PP         599 14     0
QSO: 14028 CW 2013-11-24 2210 AA3CS         599 5      PJ2T          599 9      0
QSO: 14025 CW 2013-11-24 2208 AA3CS         599 5      EA1FA         599 14     0
QSO: 14006 CW 2013-11-24 2056 AA3CS         599 5      VE3JM         599 4      0
QSO: 14012 CW 2013-11-24 2055 AA3CS         599 5      N7AT          599 3      0
QSO: 14014 CW 2013-11-24 2053 AA3CS         599 5      VA2WA         599 5      0
QSO: 14027 CW 2013-11-24 2050 AA3CS         599 5      HK1NA         599 9      0
QSO: 14034 CW 2013-11-24 2048 AA3CS         599 5      EI7M          599 14     0
QSO: 14038 CW 2013-11-24 2047 AA3CS         599 5      K5TR          599 4      0
QSO: 14039 CW 2013-11-24 2046 AA3CS         599 5      K4RO          599 4      0
QSO: 14050 CW 2013-11-24 2044 AA3CS         599 5      AC4CA         599 4      0
QSO: 14065 CW 2013-11-24 2042 AA3CS         599 5      VE7WO         599 3      0
QSO: 14063 CW 2013-11-24 2039 AA3CS         599 5      NK7U          599 3      0
QSO: 14051 CW 2013-11-24 2036 AA3CS         599 5      CR3E          599 5      0
QSO: 14049 CW 2013-11-24 2034 AA3CS         599 5      VY2SS         599 5      0
QSO: 14048 CW 2013-11-24 2032 AA3CS         599 5      CR3L          599 33     0
QSO: 14043 CW 2013-11-24 2030 AA3CS         599 5      AD4ES         599 5      0
QSO: 14037 CW 2013-11-24 2027 AA3CS         599 5      VA2III        599 5      0
QSO: 14039 CW 2013-11-24 2026 AA3CS         599 5      KJ9C          599 4      0
QSO: 28046 CW 2013-11-24 2020 AA3CS         599 5      PY4HO         599 11     0
QSO: 21027 CW 2013-11-24 2015 AA3CS         599 5      PT2CM         599 11     0
QSO: 21016 CW 2013-11-24 2013 AA3CS         599 5      TF3CW         599 40     0
