START-OF-LOG: 3.0
CALLSIGN: AA3CS
CLAIMED-SCORE: 10540
CLUB:
CONTEST: CQ-WW-CW
NAME: Charles Shefflette
SOAPBOX: Had a great time. First time with my new KX3. Band
QSO: 21002 CW 2013-11-24 2012 AA3CS         599 5      FY5FY         599 9      0
QSO: 21031 CW 2013-11-24 2005 AA3CS         599 5      D4C           599 35     0
QSO: 21033 CW 2013-11-24 2004 AA3CS         599 5      K0RF          599 4      0
QSO: 21039 CW 2013-11-24 2002 AA3CS         599 5      N0OJ          599 4      0
QSO: 21044 CW 2013-11-24 2000 AA3CS         599 5      VP2MMM        599 8      0
QSO: 21045 CW 2013-11-24 1957 AA3CS         599 5      DL1IAO        599 14     0
QSO: 21057 CW 2013-11-24 1500 AA3CS         599 5      LY8O          599 15     0
QSO: 21043 CW 2013-11-24 1458 AA3CS         599 5      R7AB          599 16     0
QSO: 21039 CW 2013-11-24 1454 AA3CS         599 5      SP8CUR        599 15     0
QSO: 21038 CW 2013-11-24 1452 AA3CS         599 5      SN2M          599 15     0
QSO: 21037 CW 2013-11-24 1451 AA3CS         599 5      SK5LW         599 14     0
QSO: 21035 CW 2013-11-24 1449 AA3CS         599 5      YT5A          599 15     0
QSO: 21032 CW 2013-11-24 1446 AA3CS         599 5      SK3W          599 14     0
QSO: 21025 CW 2013-11-24 1414 AA3CS         599 5      GM3VUX        599 14     0
QSO: 14039 CW 2013-11-24 1408 AA3CS         599 5      K5AX          599 4      0
QSO: 14042 CW 2013-11-24 1408 AA3CS         599 5      ES9C          599 15     0
QSO: 14046 CW 2013-11-24 1405 AA3CS         599 5      N5NU          599 4      0
QSO: 14053 CW 2013-11-24 1404 AA3CS         599 5      HK1NA         599 9      0
QSO: 14053 CW 2013-11-23 2235 AA3CS         599 5      IK0YUT        599 15     0
QSO: 14051 CW 2013-11-23 2234 AA3CS         599 5      HA8IH         599 15     0
QSO: 14044 CW 2013-11-23 2232 AA3CS         599 5      D4C           599 35     0
QSO: 14043 CW 2013-11-23 2231 AA3CS         599 5      9A1A          599 15     0
QSO: 14042 CW 2013-11-23 2230 AA3CS         599 5      E7DX          599 15     0
QSO: 14034 CW 2013-11-23 2228 AA3CS         599 5      EI7M          599 14     0
QSO: 14023 CW 2013-11-23 2226 AA3CS         599 5      9A7A          599 15     0
QSO: 14041 CW 2013-11-23 2219 AA3CS         599 5      PJ4Q          599 9      0
QSO: 21015 CW 2013-11-23 2210 AA3CS         599 5      WA6O          599 3      0
QSO: 21041 CW 2013-11-23 2208 AA3CS         599 5      PJ4Q          599 9      0
QSO: 21042 CW 2013-11-23 2205 AA3CS         599 5      P40F          599 9      0
QSO: 21055 CW 2013-11-23 2201 AA3CS         599 5      VP5CW         599 8      0
QSO: 21083 CW 2013-11-23 2154 AA3CS         599 5      PY1MT         599 11     0
QSO: 21089 CW 2013-11-23 2150 AA3CS         599 5      CO8LY         599 8      0
QSO:  7069 CW 2013-11-23 2147 AA3CS         599 5      W4RM          599 5      0
QSO:  7066 CW 2013-11-23 2146 AA3CS         599 5      K1ZR          599 5      0
QSO:  7061 CW 2013-11-23 2143 AA3CS         599 5      W3EF          599 5      0
QSO:  7059 CW 2013-11-23 2140 AA3CS         599 5      DJ7UC         599 14     0
QSO:  7053 CW 2013-11-23 2136 AA3CS         599 5      HG7T          599 15     0
QSO:  7052 CW 2013-11-23 2136 AA3CS         599 5      N4WW          599 5      0
QSO:  7035 CW 2013-11-23 2129 AA3CS         599 5      GW3KDB        599 14     0
QSO:  7035 CW 2013-11-23 2128 AA3CS         599 5      IR2R          599 15     0
QSO:  7039 CW 2013-11-23 2126 AA3CS         599 5      KC1XX         599 5      0
QSO:  7040 CW 2013-11-23 2124 AA3CS         599 5      W1AJT         599 5      0
QSO:  7043 CW 2013-11-23 2124 AA3CS         599 5      K4ZW          599 5      0
QSO:  7044 CW 2013-11-23 2122 AA3CS         599 5      W2FU          599 5      0
QSO:  7046 CW 2013-11-23 2121 AA3CS         599 5      W2BC          599 5      0
QSO:  7048 CW 2013-11-23 2117 AA3CS         599 5      K2QMF         599 5      0
QSO:  7049 CW 2013-11-23 2115 AA3CS         599 5      KB1H          599 5      0
QSO:  7050 CW 2013-11-23 2114 AA3CS         599 5      W1WEF         599 5      0
END-OF-LOG:
