START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-CW
LOCATION: DX
CALLSIGN: EI7M
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 13492800
OPERATORS: EI3DP EI3KD EI3JZ EI4BZ EI5GM EI5KF EI6BT EI8IR EI3JE
NAME: East Cork Radio Group
SOAPBOX: Very good weekend at EI7M - we managed to improve on last years score
SOAPBOX: by 3 million points so it shows very good progress. Band conditions
SOAPBOX: good but not like SSB contest.  We did have some problems with our 40m
SOAPBOX: antenna - rotator faulty (twice) and then a lifting pulley broke - but
SOAPBOX: it didn't impact on our score too much thanks to the on-site
SOAPBOX: maintenance crew.  We also had some CAT problems on the mult station
SOAPBOX: rig which made logging a little tricky. Special thanks to Ger EI5KF
SOAPBOX: (the rotator guru!) and Jeremy EI5GM who joined us for the first time.
SOAPBOX: Hopefully we will all do it again for ARRL CW.
QSO:  3558 CW 2013-11-23 0023 EI7M          599 14     OZ4UN         599 14     1
QSO:  7024 CW 2013-11-23 0024 EI7M          599 14     VE3HG         599 04     0
QSO:  3523 CW 2013-11-23 0024 EI7M          599 14     RA6CA         599 16     1
QSO:  7024 CW 2013-11-23 0024 EI7M          599 14     K3IE          599 04     0
QSO:  7024 CW 2013-11-23 0024 EI7M          599 14     SP2LNW        599 15     0
QSO:  7024 CW 2013-11-23 0025 EI7M          599 14     OM3CWY        599 15     0
QSO:  7024 CW 2013-11-23 0025 EI7M          599 14     SP7UWL        599 15     0
QSO:  7024 CW 2013-11-23 0025 EI7M          599 14     N3EN          599 05     0
QSO:  7024 CW 2013-11-23 0026 EI7M          599 14     UT3IA         599 16     0
QSO:  3546 CW 2013-11-23 0026 EI7M          599 14     YO5OHO        599 20     1
QSO:  7024 CW 2013-11-23 0026 EI7M          599 14     UY3QW         599 16     0
QSO:  7024 CW 2013-11-23 0026 EI7M          599 14     IK4EWX        599 15     0
QSO:  3513 CW 2013-11-23 0027 EI7M          599 14     RW0A          599 18     1
QSO:  7024 CW 2013-11-23 0027 EI7M          599 14     YR1A          599 20     0
QSO:  7024 CW 2013-11-23 0028 EI7M          599 14     HA3OU         599 15     0
QSO:  7024 CW 2013-11-23 0029 EI7M          599 14     RT3F          599 16     0
QSO:  7024 CW 2013-11-23 0029 EI7M          599 14     LZ3ZZ         599 20     0
QSO:  7024 CW 2013-11-23 0030 EI7M          599 14     AB9H          599 04     0
QSO:  7024 CW 2013-11-23 0031 EI7M          599 14     YO6DBL        599 20     0
QSO:  7024 CW 2013-11-23 0031 EI7M          599 14     RA9A          599 17     0
QSO:  7024 CW 2013-11-23 0031 EI7M          599 14     N2MF          599 05     0
QSO:  3529 CW 2013-11-23 0031 EI7M          599 14     NP4A          599 08     1
QSO:  7024 CW 2013-11-23 0031 EI7M          599 14     NF4A          599 05     0
QSO:  7024 CW 2013-11-23 0032 EI7M          599 14     VE3BZ         599 04     0
QSO:  7024 CW 2013-11-23 0032 EI7M          599 14     OK1NI         599 15     0
QSO:  7024 CW 2013-11-23 0032 EI7M          599 14     W1GD          599 05     0
QSO:  7024 CW 2013-11-23 0032 EI7M          599 14     K9OM          599 04     0
QSO:  7024 CW 2013-11-23 0033 EI7M          599 14     OK1GS         599 15     0
QSO:  7024 CW 2013-11-23 0033 EI7M          599 14     SP4JCQ        599 15     0
QSO:  3532 CW 2013-11-23 0033 EI7M          599 14     CR3L          599 33     1
QSO:  7024 CW 2013-11-23 0034 EI7M          599 14     IK1QFP        599 15     0
QSO:  7024 CW 2013-11-23 0034 EI7M          599 14     W9GE          599 05     0
QSO:  7024 CW 2013-11-23 0035 EI7M          599 14     HG5D          599 15     0
QSO:  7024 CW 2013-11-23 0035 EI7M          599 14     NB1N          599 05     0
QSO:  7024 CW 2013-11-23 0035 EI7M          599 14     WA0MHJ        599 04     0
QSO:  7024 CW 2013-11-23 0037 EI7M          599 14     K3ND          599 05     0
QSO:  3531 CW 2013-11-23 0037 EI7M          599 14     UP2L          599 17     1
QSO:  7024 CW 2013-11-23 0037 EI7M          599 14     N4TZ          599 04     0
QSO:  7024 CW 2013-11-23 0038 EI7M          599 14     AB1QP         599 05     0
QSO:  7024 CW 2013-11-23 0038 EI7M          599 14     VA2III        599 05     0
QSO:  7024 CW 2013-11-23 0038 EI7M          599 14     N5TJ          599 04     0
QSO:  7024 CW 2013-11-23 0039 EI7M          599 14     N8BJQ         599 04     0
QSO:  3501 CW 2013-11-23 0039 EI7M          599 14     4K7Z          599 21     1
QSO:  7024 CW 2013-11-23 0040 EI7M          599 14     9A5ADH        599 15     0
QSO:  7024 CW 2013-11-23 0040 EI7M          599 14     LA5EKA        599 14     0
QSO:  7024 CW 2013-11-23 0041 EI7M          599 14     9A7ZZ         599 15     0
QSO:  7024 CW 2013-11-23 0042 EI7M          599 14     LZ0M          599 20     0
QSO:  7024 CW 2013-11-23 0042 EI7M          599 14     OK2SG         599 15     0
QSO:  7024 CW 2013-11-23 0042 EI7M          599 14     R3OM          599 16     0
QSO:  3536 CW 2013-11-23 0042 EI7M          599 14     US1U          599 16     1
QSO:  7024 CW 2013-11-23 0043 EI7M          599 14     RT5G          599 16     0
QSO:  7024 CW 2013-11-23 0043 EI7M          599 14     UA4M          599 16     0
QSO:  7024 CW 2013-11-23 0043 EI7M          599 14     SP2PUT        599 15     0
QSO:  7024 CW 2013-11-23 0044 EI7M          599 14     KG5VK         599 04     0
QSO:  1829 CW 2013-11-23 0044 EI7M          599 14     G4X           599 14     1
QSO:  7024 CW 2013-11-23 0044 EI7M          599 14     N1DC          599 05     0
QSO:  7024 CW 2013-11-23 0045 EI7M          599 14     W8WD          599 04     0
QSO:  7024 CW 2013-11-23 0045 EI7M          599 14     NE0U          599 04     0
QSO:  7024 CW 2013-11-23 0045 EI7M          599 14     LX7I          599 14     0
QSO:  7024 CW 2013-11-23 0046 EI7M          599 14     6Y7W          599 08     0
QSO:  7024 CW 2013-11-23 0046 EI7M          599 14     WC1M          599 05     0
QSO:  7024 CW 2013-11-23 0047 EI7M          599 14     R4SA          599 16     0
QSO:  7024 CW 2013-11-23 0047 EI7M          599 14     RL3A          599 16     0
QSO:  7024 CW 2013-11-23 0048 EI7M          599 14     S57Q          599 15     0
QSO:  7024 CW 2013-11-23 0048 EI7M          599 14     OE1SZW        599 15     0
QSO:  7024 CW 2013-11-23 0049 EI7M          599 14     EA3FAR        599 14     0
QSO:  7024 CW 2013-11-23 0049 EI7M          599 14     K0ZR          599 05     0
QSO:  7024 CW 2013-11-23 0049 EI7M          599 14     W9OP          599 04     0
QSO:  7024 CW 2013-11-23 0050 EI7M          599 14     W3SQ          599 05     0
QSO:  7024 CW 2013-11-23 0050 EI7M          599 14     K3NK          599 05     0
QSO:  7024 CW 2013-11-23 0051 EI7M          599 14     AE1N          599 05     0
QSO:  7024 CW 2013-11-23 0051 EI7M          599 14     W1WEF         599 05     0
QSO:  7024 CW 2013-11-23 0051 EI7M          599 14     EA5XY         599 14     0
QSO:  7024 CW 2013-11-23 0051 EI7M          599 14     KB1W          599 05     0
QSO:  7024 CW 2013-11-23 0052 EI7M          599 14     WK2BM         599 05     0
QSO:  7024 CW 2013-11-23 0052 EI7M          599 14     W3OU          599 05     0
QSO:  7024 CW 2013-11-23 0053 EI7M          599 14     LZ2AO         599 20     0
QSO:  1822 CW 2013-11-23 0053 EI7M          599 14     F5UTN         599 14     1
QSO:  7024 CW 2013-11-23 0053 EI7M          599 14     NA2M          599 05     0
QSO:  7024 CW 2013-11-23 0054 EI7M          599 14     W0IMD         599 05     0
QSO:  7024 CW 2013-11-23 0054 EI7M          599 14     K5AX          599 04     0
QSO:  7024 CW 2013-11-23 0055 EI7M          599 14     K0OU          599 04     0
QSO:  7024 CW 2013-11-23 0055 EI7M          599 14     S55O          599 15     0
QSO:  1822 CW 2013-11-23 0055 EI7M          599 14     OH6MW         599 15     1
QSO:  7024 CW 2013-11-23 0056 EI7M          599 14     OK2BGN        599 15     0
QSO:  1820 CW 2013-11-23 0056 EI7M          599 14     RM4F          599 16     1
QSO:  7024 CW 2013-11-23 0056 EI7M          599 14     N3AM          599 05     0
QSO:  7024 CW 2013-11-23 0056 EI7M          599 14     OK1SI         599 15     0
QSO:  7024 CW 2013-11-23 0057 EI7M          599 14     W0SK          599 04     0
QSO:  3534 CW 2013-11-23 0057 EI7M          599 14     HK1NA         599 09     1
QSO:  7024 CW 2013-11-23 0057 EI7M          599 14     K3ZM          599 05     0
QSO:  7024 CW 2013-11-23 0057 EI7M          599 14     K3CR          599 05     0
QSO:  7024 CW 2013-11-23 0058 EI7M          599 14     W2TA          599 05     0
QSO:  7024 CW 2013-11-23 0058 EI7M          599 14     W4AG          599 05     0
QSO:  7024 CW 2013-11-23 0058 EI7M          599 14     LY3B          599 15     0
QSO:  7024 CW 2013-11-23 0059 EI7M          599 14     RA6CZ         599 16     0
QSO:  7024 CW 2013-11-23 0059 EI7M          599 14     OM5WW         599 15     0
QSO:  7024 CW 2013-11-23 0059 EI7M          599 14     W4RX          599 05     0
QSO:  7024 CW 2013-11-23 0100 EI7M          599 14     NE3H          599 05     0
QSO:  7024 CW 2013-11-23 0100 EI7M          599 14     K3UL          599 05     0
QSO:  7024 CW 2013-11-23 0100 EI7M          599 14     R3ZV          599 16     0
QSO:  7024 CW 2013-11-23 0101 EI7M          599 14     R8US          599 18     0
QSO:  3547 CW 2013-11-23 0101 EI7M          599 14     HA7JJS        599 15     1
QSO:  7024 CW 2013-11-23 0101 EI7M          599 14     W2FU          599 05     0
QSO:  7024 CW 2013-11-23 0101 EI7M          599 14     K1TH          599 05     0
QSO:  7024 CW 2013-11-23 0101 EI7M          599 14     W2XB          599 05     0
QSO:  3506 CW 2013-11-23 0101 EI7M          599 14     OK5T          599 15     1
QSO:  7024 CW 2013-11-23 0102 EI7M          599 14     CT3BD         599 33     0
QSO:  7024 CW 2013-11-23 0102 EI7M          599 14     DL7UMK        599 14     0
QSO:  3503 CW 2013-11-23 0102 EI7M          599 14     II1A          599 15     1
QSO:  3528 CW 2013-11-23 0103 EI7M          599 14     SK3W          599 14     1
QSO:  7024 CW 2013-11-23 0103 EI7M          599 14     YO4BEW        599 20     0
QSO:  7024 CW 2013-11-23 0103 EI7M          599 14     LA2HFA        599 14     0
QSO:  7024 CW 2013-11-23 0104 EI7M          599 14     K2AX          599 05     0
QSO:  3535 CW 2013-11-23 0104 EI7M          599 14     GW3KDB        599 14     1
QSO:  3530 CW 2013-11-23 0104 EI7M          599 14     YL2KO         599 15     1
QSO:  7024 CW 2013-11-23 0104 EI7M          599 14     VE2FK         599 05     0
QSO:  7024 CW 2013-11-23 0105 EI7M          599 14     SP4Z          599 15     0
QSO:  7024 CW 2013-11-23 0105 EI7M          599 14     EB5CS         599 14     0
QSO:  7024 CW 2013-11-23 0105 EI7M          599 14     YR8I          599 20     0
QSO:  7024 CW 2013-11-23 0106 EI7M          599 14     HA5BWW        599 15     0
QSO:  7024 CW 2013-11-23 0106 EI7M          599 14     R2OM          599 16     0
QSO:  3522 CW 2013-11-23 0106 EI7M          599 14     C6AKQ         599 08     1
QSO:  7024 CW 2013-11-23 0106 EI7M          599 14     N1YC          599 05     0
QSO:  7024 CW 2013-11-23 0107 EI7M          599 14     W6XR          599 05     0
QSO:  7024 CW 2013-11-23 0107 EI7M          599 14     SP4EOO        599 15     0
QSO:  7024 CW 2013-11-23 0107 EI7M          599 14     LZ2PS         599 20     0
QSO:  7024 CW 2013-11-23 0108 EI7M          599 14     K0RF          599 04     0
QSO:  7024 CW 2013-11-23 0108 EI7M          599 14     K5NA          599 04     0
QSO:  7024 CW 2013-11-23 0109 EI7M          599 14     UW1M          599 16     0
QSO:  3516 CW 2013-11-23 0109 EI7M          599 14     ES4RX         599 15     1
QSO:  7024 CW 2013-11-23 0109 EI7M          599 14     NQ4I          599 05     0
QSO:  7024 CW 2013-11-23 0109 EI7M          599 14     K1HT          599 05     0
QSO:  7024 CW 2013-11-23 0110 EI7M          599 14     W4PG          599 05     0
QSO:  3555 CW 2013-11-23 0110 EI7M          599 14     G5O           599 14     1
QSO:  7024 CW 2013-11-23 0110 EI7M          599 14     N1YX          599 05     0
QSO:  7024 CW 2013-11-23 0110 EI7M          599 14     K3ZZ          599 05     0
QSO:  7024 CW 2013-11-23 0110 EI7M          599 14     VE3KZ         599 04     0
QSO:  3558 CW 2013-11-23 0111 EI7M          599 14     S50L          599 15     1
QSO:  7024 CW 2013-11-23 0111 EI7M          599 14     DK3YD         599 14     0
QSO:  3508 CW 2013-11-23 0111 EI7M          599 14     LX7I          599 14     1
QSO:  7024 CW 2013-11-23 0112 EI7M          599 14     RM1Q          599 16     0
QSO:  3511 CW 2013-11-23 0112 EI7M          599 14     LY5R          599 15     1
QSO:  7024 CW 2013-11-23 0112 EI7M          599 14     SM2ODB        599 14     0
QSO:  3511 CW 2013-11-23 0112 EI7M          599 14     HB9CA         599 14     1
QSO:  7024 CW 2013-11-23 0113 EI7M          599 14     R9XT          599 17     0
QSO:  7024 CW 2013-11-23 0113 EI7M          599 14     WE3C          599 05     0
QSO:  3533 CW 2013-11-23 0113 EI7M          599 14     GZ3F          599 14     1
QSO:  7024 CW 2013-11-23 0113 EI7M          599 14     S52W          599 15     0
QSO:  7024 CW 2013-11-23 0114 EI7M          599 14     HA2MN         599 15     0
QSO:  3502 CW 2013-11-23 0114 EI7M          599 14     TC0A          599 20     1
QSO:  7024 CW 2013-11-23 0115 EI7M          599 14     WD5K          599 04     0
QSO:  7024 CW 2013-11-23 0115 EI7M          599 14     K1AR          599 05     0
QSO:  3526 CW 2013-11-23 0115 EI7M          599 14     VE1OP         599 05     1
QSO:  7024 CW 2013-11-23 0116 EI7M          599 14     NP2P          599 08     0
QSO:  3502 CW 2013-11-23 0116 EI7M          599 14     IR9Y          599 15     1
QSO:  7024 CW 2013-11-23 0116 EI7M          599 14     IK3ORD        599 15     0
QSO:  3524 CW 2013-11-23 0117 EI7M          599 14     PI4CC         599 14     1
QSO:  7024 CW 2013-11-23 0117 EI7M          599 14     K1LI          599 05     0
QSO:  7024 CW 2013-11-23 0118 EI7M          599 14     IK3JBP        599 15     0
QSO:  7024 CW 2013-11-23 0118 EI7M          599 14     OM3RP         599 15     0
QSO:  7024 CW 2013-11-23 0118 EI7M          599 14     W1CCE         599 05     0
QSO:  3512 CW 2013-11-23 0119 EI7M          599 14     LZ5R          599 20     1
QSO:  7024 CW 2013-11-23 0119 EI7M          599 14     EA5UF         599 14     0
QSO:  7024 CW 2013-11-23 0119 EI7M          599 14     OL6A          599 15     0
QSO:  3531 CW 2013-11-23 0119 EI7M          599 14     TM4Q          599 14     1
QSO:  3551 CW 2013-11-23 0120 EI7M          599 14     OM3ZWA        599 15     1
QSO:  7024 CW 2013-11-23 0120 EI7M          599 14     OM3YDX        599 15     0
X-QSO:  3509 CW 2013-11-23 0121 EI7M          599 14     VY2TT         599 05     1
QSO:  7024 CW 2013-11-23 0121 EI7M          599 14     VE6WQ         599 04     0
QSO:  3504 CW 2013-11-23 0121 EI7M          599 14     YU5R          599 15     1
QSO:  7024 CW 2013-11-23 0122 EI7M          599 14     LZ6Z          599 20     0
QSO:  7024 CW 2013-11-23 0122 EI7M          599 14     Z33F          599 15     0
QSO:  7024 CW 2013-11-23 0122 EI7M          599 14     W4ML          599 05     0
QSO:  7024 CW 2013-11-23 0123 EI7M          599 14     NN3W          599 05     0
QSO:  3526 CW 2013-11-23 0123 EI7M          599 14     ED6A          599 14     1
QSO:  7024 CW 2013-11-23 0123 EI7M          599 14     N2AA          599 05     0
QSO:  7024 CW 2013-11-23 0123 EI7M          599 14     K3PH          599 05     0
QSO:  7024 CW 2013-11-23 0123 EI7M          599 14     VE3KI         599 04     0
QSO:  3514 CW 2013-11-23 0124 EI7M          599 14     4U1ITU        599 14     1
QSO:  7024 CW 2013-11-23 0124 EI7M          599 14     VE3GFN        599 04     0
QSO:  7024 CW 2013-11-23 0124 EI7M          599 14     NQ4I          599 05     0
QSO:  3516 CW 2013-11-23 0125 EI7M          599 14     OH0V          599 15     1
QSO:  7024 CW 2013-11-23 0126 EI7M          599 14     W7THY         599 03     0
QSO:  3572 CW 2013-11-23 0126 EI7M          599 14     EW2A          599 16     1
QSO:  3501 CW 2013-11-23 0126 EI7M          599 14     CN2AA         599 33     1
QSO:  7024 CW 2013-11-23 0126 EI7M          599 14     K2MK          599 05     0
QSO:  3538 CW 2013-11-23 0127 EI7M          599 14     EI5IX         599 14     1
QSO:  7024 CW 2013-11-23 0127 EI7M          599 14     YU5T          599 15     0
QSO:  3569 CW 2013-11-23 0127 EI7M          599 14     SO4R          599 15     1
QSO:  7024 CW 2013-11-23 0128 EI7M          599 14     LZ1MG         599 20     0
QSO:  7024 CW 2013-11-23 0128 EI7M          599 14     LZ1OJ         599 20     0
QSO:  3529 CW 2013-11-23 0128 EI7M          599 14     E70A          599 15     1
QSO:  7024 CW 2013-11-23 0128 EI7M          599 14     K3ZZ          599 05     0
QSO:  3530 CW 2013-11-23 0129 EI7M          599 14     GM3WUX        599 14     1
QSO:  7024 CW 2013-11-23 0129 EI7M          599 14     N4NA          599 04     0
QSO:  7024 CW 2013-11-23 0130 EI7M          599 14     AC4CA         599 04     0
QSO:  7024 CW 2013-11-23 0130 EI7M          599 14     W9IU          599 04     0
QSO:  7024 CW 2013-11-23 0130 EI7M          599 14     OK1AWC        599 15     0
QSO:  7024 CW 2013-11-23 0131 EI7M          599 14     W3BC          599 05     0
QSO:  7024 CW 2013-11-23 0131 EI7M          599 14     UT4LW         599 16     0
QSO:  7024 CW 2013-11-23 0131 EI7M          599 14     K6XT          599 04     0
QSO:  3544 CW 2013-11-23 0132 EI7M          599 14     PY1ZV         599 11     1
QSO:  7024 CW 2013-11-23 0132 EI7M          599 14     N3ZA          599 05     0
QSO:  7024 CW 2013-11-23 0132 EI7M          599 14     W2YK          599 05     0
QSO:  7024 CW 2013-11-23 0133 EI7M          599 14     K2XR          599 05     0
QSO:  3509 CW 2013-11-23 0133 EI7M          599 14     SV2JAO        599 20     1
QSO:  7024 CW 2013-11-23 0133 EI7M          599 14     9A9R          599 15     0
QSO:  7024 CW 2013-11-23 0135 EI7M          599 14     W2EN          599 05     0
QSO:  7024 CW 2013-11-23 0135 EI7M          599 14     AB9YC         599 04     0
QSO:  7024 CW 2013-11-23 0135 EI7M          599 14     K1RV          599 05     0
QSO:  7024 CW 2013-11-23 0136 EI7M          599 14     LZ1FJ         599 20     0
QSO:  7024 CW 2013-11-23 0136 EI7M          599 14     N4NX          599 05     0
QSO:  7024 CW 2013-11-23 0138 EI7M          599 14     W8MJ          599 04     0
QSO:  7024 CW 2013-11-23 0138 EI7M          599 14     W8MJ          599 04     0
QSO:  7024 CW 2013-11-23 0138 EI7M          599 14     WJ2D          599 05     0
QSO:  7024 CW 2013-11-23 0139 EI7M          599 14     K3IPK         599 05     0
QSO:  7024 CW 2013-11-23 0139 EI7M          599 14     IZ3KKE        599 15     0
QSO:  3571 CW 2013-11-23 0139 EI7M          599 14     OE8TED        599 15     1
QSO:  7024 CW 2013-11-23 0139 EI7M          599 14     N2WK          599 05     0
QSO:  7024 CW 2013-11-23 0140 EI7M          599 14     N5JR          599 04     0
QSO:  3569 CW 2013-11-23 0140 EI7M          599 14     4L0A          599 21     1
QSO:  7024 CW 2013-11-23 0140 EI7M          599 14     W9OP          599 04     0
QSO:  7024 CW 2013-11-23 0141 EI7M          599 14     W1ZR          599 05     0
QSO:  3564 CW 2013-11-23 0142 EI7M          599 14     IS0AFM        599 15     1
QSO:  7024 CW 2013-11-23 0142 EI7M          599 14     SP8CGU        599 15     0
QSO:  7024 CW 2013-11-23 0143 EI7M          599 14     RM4I          599 16     0
QSO:  7024 CW 2013-11-23 0143 EI7M          599 14     UA9CES        599 17     0
QSO:  7024 CW 2013-11-23 0144 EI7M          599 14     NW3Y          599 05     0
QSO:  3534 CW 2013-11-23 0144 EI7M          599 14     D4C           599 35     1
QSO:  7024 CW 2013-11-23 0144 EI7M          599 14     N5KD          599 04     0
QSO:  7024 CW 2013-11-23 0145 EI7M          599 14     W4RJC         599 05     0
QSO:  3533 CW 2013-11-23 0145 EI7M          599 14     CJ3T          599 04     1
QSO:  7024 CW 2013-11-23 0145 EI7M          599 14     K3LR          599 05     0
QSO:  7024 CW 2013-11-23 0146 EI7M          599 14     N2GA          599 05     0
QSO:  3502 CW 2013-11-23 0146 EI7M          599 14     OG1M          599 15     1
QSO:  7024 CW 2013-11-23 0146 EI7M          599 14     KP2JS         599 08     0
QSO:  7024 CW 2013-11-23 0147 EI7M          599 14     DJ2BC         599 14     0
QSO:  3549 CW 2013-11-23 0147 EI7M          599 14     PJ2T          599 09     1
QSO:  7024 CW 2013-11-23 0147 EI7M          599 14     DJ3WE         599 14     0
QSO:  7024 CW 2013-11-23 0148 EI7M          599 14     S52X          599 15     0
QSO:  7024 CW 2013-11-23 0148 EI7M          599 14     YO4RXX        599 20     0
QSO:  7024 CW 2013-11-23 0148 EI7M          599 14     RK9CR         599 17     0
QSO:  7024 CW 2013-11-23 0149 EI7M          599 14     UR4IZ         599 16     0
QSO:  3543 CW 2013-11-23 0149 EI7M          599 14     VC2R          599 02     1
QSO:  7024 CW 2013-11-23 0150 EI7M          599 14     UA6XDX        599 16     0
QSO:  7024 CW 2013-11-23 0151 EI7M          599 14     UW2ZL         599 16     0
QSO:  7024 CW 2013-11-23 0151 EI7M          599 14     LY5I          599 15     0
QSO:  7024 CW 2013-11-23 0152 EI7M          599 14     K0RC          599 04     0
QSO:  3556 CW 2013-11-23 0152 EI7M          599 14     4X/UU8J       599 20     1
QSO:  7024 CW 2013-11-23 0152 EI7M          599 14     N3QO          599 05     0
QSO:  7024 CW 2013-11-23 0152 EI7M          599 14     K3MJW         599 05     0
QSO:  7024 CW 2013-11-23 0153 EI7M          599 14     N7AT          599 03     0
QSO:  7024 CW 2013-11-23 0153 EI7M          599 14     R7MM          599 16     0
QSO:  7024 CW 2013-11-23 0154 EI7M          599 14     N3LFC         599 05     0
QSO:  7024 CW 2013-11-23 0154 EI7M          599 14     AA4R          599 05     0
QSO:  7024 CW 2013-11-23 0154 EI7M          599 14     W5RU          599 04     0
