START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.243 [RUS]
CALLSIGN: R3PA
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 300572
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
OPERATORS: R3PA
NAME: Victor P. Kanayev
SOAPBOX: TS-850SAT 100 watts.
CATEGORY-TRANSMITTER: ONE
QSO:  3534 CW 2013-11-23 0002 R3PA          599 16     DR1A          599 14
QSO:  3536 CW 2013-11-23 0002 R3PA          599 16     US1U          599 16
QSO:  3538 CW 2013-11-23 0002 R3PA          599 16     YP5T          599 20
QSO:  3540 CW 2013-11-23 0003 R3PA          599 16     RA6CA         599 16
QSO:  3541 CW 2013-11-23 0004 R3PA          599 16     DR1D          599 14
QSO:  3542 CW 2013-11-23 0004 R3PA          599 16     OL1C          599 15
QSO:  3548 CW 2013-11-23 0007 R3PA          599 16     YT4A          599 15
QSO:  3500 CW 2013-11-23 0008 R3PA          599 16     OL7M          599 15
QSO:  3504 CW 2013-11-23 0011 R3PA          599 16     YU5R          599 15
QSO:  3506 CW 2013-11-23 0012 R3PA          599 16     RC9O          599 18
QSO:  3507 CW 2013-11-23 0014 R3PA          599 16     JT5DX         599 23
QSO:  3508 CW 2013-11-23 0014 R3PA          599 16     MZ5B          599 14
QSO:  3509 CW 2013-11-23 0016 R3PA          599 16     LX7I          599 14
QSO:  3511 CW 2013-11-23 0017 R3PA          599 16     YT2T          599 15
QSO:  3512 CW 2013-11-23 0018 R3PA          599 16     LZ5R          599 20
QSO:  3513 CW 2013-11-23 0019 R3PA          599 16     R8TR          599 16
QSO:  3513 CW 2013-11-23 0019 R3PA          599 16     DL9GFB        599 14
QSO:  3514 CW 2013-11-23 0020 R3PA          599 16     4U1ITU        599 14
QSO:  3516 CW 2013-11-23 0021 R3PA          599 16     RW9QA         599 17
QSO:  3518 CW 2013-11-23 0021 R3PA          599 16     UA0ACG        599 18
QSO:  3519 CW 2013-11-23 0022 R3PA          599 16     G4MKP         599 14
QSO:  3522 CW 2013-11-23 0025 R3PA          599 16     UA2FL         599 15
QSO:  3523 CW 2013-11-23 0026 R3PA          599 16     HF9Q          599 15
QSO:  3524 CW 2013-11-23 0027 R3PA          599 16     SK3W          599 14
QSO:  3525 CW 2013-11-23 0028 R3PA          599 16     DF0HQ         599 14
QSO:  3526 CW 2013-11-23 0028 R3PA          599 16     DM7C          599 14
QSO:  3528 CW 2013-11-23 0029 R3PA          599 16     LY2W          599 15
QSO:  3529 CW 2013-11-23 0030 R3PA          599 16     E70A          599 15
