START-OF-LOG: 3.0
CREATED-BY: DXKEEPER 11.4.8
CALLSIGN: K8SIA
CLUB: Mad River Radio Club
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 4
OPERATORS: K8SIA
NAME: Jim Besancon
SOAPBOX: A lot of S&P fun. Enjoyed 80M on Saturday PM.
LOCATION: MI
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
QSO:  3516 CW 2013-11-23 1159 K8SIA         599    4    KH7XX         599     31
QSO:  3522 CW 2013-11-23 1200 K8SIA         599    4    C6AKQ         599      8
QSO:  3531 CW 2013-11-23 1203 K8SIA         599    4    KH6LC         599     31
QSO:  7020 CW 2013-11-23 1209 K8SIA         599    4    C6AUM         599      8
QSO:  7010 CW 2013-11-23 1212 K8SIA         599    4    VE6WQ         599      4
QSO:  7029 CW 2013-11-23 1219 K8SIA         599    4    CO7ES         599      8
QSO:  7038 CW 2013-11-23 1222 K8SIA         599    4    VA7KO         599      3
QSO:  7021 CW 2013-11-23 1241 K8SIA         599    4    XE2S          599      6
QSO:  7020 CW 2013-11-23 1244 K8SIA         599    4    VK2IM         599     30
QSO:  3537 CW 2013-11-23 1253 K8SIA         599    4    VE3CX         599      4
QSO:  3528 CW 2013-11-23 1308 K8SIA         599    4    VE4EA         599      4
QSO:  3526 CW 2013-11-23 1309 K8SIA         599    4    VE7UF         599      3
QSO:  3515 CW 2013-11-23 1314 K8SIA         599    4    VE6WZ         599      4
QSO:  7017 CW 2013-11-23 1318 K8SIA         599    4    VX7SV         599      3
QSO:  7019 CW 2013-11-23 1319 K8SIA         599    4    AH0K          599     27
QSO: 28050 CW 2013-11-23 1619 K8SIA         599    4    EA3KU         599     14
QSO: 28048 CW 2013-11-23 1620 K8SIA         599    4    EI1Y          599     14
QSO: 28046 CW 2013-11-23 1623 K8SIA         599    4    FY5KE         599      9
QSO: 28038 CW 2013-11-23 1625 K8SIA         599    4    EI7M          599     14
QSO: 28036 CW 2013-11-23 1625 K8SIA         599    4    EA7OT         599     14
QSO: 28035 CW 2013-11-23 1627 K8SIA         599    4    EF8X          599     33
QSO: 28034 CW 2013-11-23 1627 K8SIA         599    4    9A1P          599     15
QSO: 28025 CW 2013-11-23 1630 K8SIA         599    4    DF0HQ         599     14
QSO: 28022 CW 2013-11-23 1631 K8SIA         599    4    LX7I          599     14
QSO: 28020 CW 2013-11-23 1633 K8SIA         599    4    DL1A          599     14
QSO: 28020 CW 2013-11-23 1640 K8SIA         599    4    F8DGY         599     14
QSO: 28019 CW 2013-11-23 1642 K8SIA         599    4    TM2Y          599     14
QSO: 28018 CW 2013-11-23 1643 K8SIA         599    4    ED6A          599     14
QSO: 28016 CW 2013-11-23 1644 K8SIA         599    4    EA5RS         599     14
QSO: 28013 CW 2013-11-23 1646 K8SIA         599    4    EF5F          599     14
QSO: 28034 CW 2013-11-23 1648 K8SIA         599    4    DD1A          599     14
