START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WW-CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 43700
CREATED-BY: Homebrew System
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO: 28031 CW 2013-11-23 0004 JN3DMJ        599 25     W7ZR          599 03
QSO: 28031 CW 2013-11-23 0008 JN3DMJ        599 25     W7RN          599 03
QSO: 28032 CW 2013-11-23 0011 JN3DMJ        599 25     N6RO          599 03
QSO: 28013 CW 2013-11-23 0027 JN3DMJ        599 25     N2NS          599 03
QSO: 28019 CW 2013-11-23 0031 JN3DMJ        599 25     N7BV          599 03
QSO: 21005 CW 2013-11-23 0040 JN3DMJ        599 25     K2YY          599 03
QSO: 21010 CW 2013-11-23 0046 JN3DMJ        599 25     N5FO          599 04
QSO: 21011 CW 2013-11-23 0049 JN3DMJ        599 25     KN7T          599 03
QSO: 21013 CW 2013-11-23 0059 JN3DMJ        599 25     W7VJ          599 03
QSO: 21017 CW 2013-11-23 0105 JN3DMJ        599 25     VE7GL         599 03
QSO: 21019 CW 2013-11-23 0107 JN3DMJ        599 25     K0MD          599 04
QSO: 21023 CW 2013-11-23 0112 JN3DMJ        599 25     WA6O          599 03
QSO: 21073 CW 2013-11-23 0119 JN3DMJ        599 25     JH8SLS        599 25
QSO: 21081 CW 2013-11-23 0123 JN3DMJ        599 25     VY1EI         599 01
QSO: 21001 CW 2013-11-23 0138 JN3DMJ        599 25     BD4FM         599 24
QSO: 21003 CW 2013-11-23 0146 JN3DMJ        599 25     RA/KE5JA      599 19
QSO: 21007 CW 2013-11-23 0149 JN3DMJ        599 25     NH2DX         599 27
QSO: 21009 CW 2013-11-23 0153 JN3DMJ        599 25     VE6JY         599 04
X-QSO: 21014 CW 2013-11-23 0200 JN3DMJ        599 25     RZ0CWA        599 19
QSO: 21016 CW 2013-11-23 0213 JN3DMJ        599 25     KL7SB         599 01
QSO: 21026 CW 2013-11-23 0221 JN3DMJ        599 25     RT0C          599 19
QSO: 21030 CW 2013-11-23 0223 JN3DMJ        599 25     RM0F          599 19
QSO: 21031 CW 2013-11-23 0225 JN3DMJ        599 25     BA4VE         599 24
QSO: 21032 CW 2013-11-23 0227 JN3DMJ        599 25     XV2RZ         599 26
QSO: 21037 CW 2013-11-23 0232 JN3DMJ        599 25     B4TB          599 24
QSO: 21042 CW 2013-11-23 0240 JN3DMJ        599 25     DX1J          599 27
QSO: 28010 CW 2013-11-23 0254 JN3DMJ        599 25     JT1CD         599 23
QSO: 28011 CW 2013-11-23 0258 JN3DMJ        599 25     BA8AG         599 24
X-QSO: 28013 CW 2013-11-23 0301 JN3DMJ        599 25     BD8ASG        599 24
QSO: 28030 CW 2013-11-23 0307 JN3DMJ        599 25     JT1BV         599 23
QSO: 28032 CW 2013-11-23 0309 JN3DMJ        599 25     ZM1A          599 32
QSO: 28033 CW 2013-11-23 0311 JN3DMJ        599 25     AH0K          599 27
QSO: 28034 CW 2013-11-23 0313 JN3DMJ        599 25     ZM4T          599 32
QSO: 28035 CW 2013-11-23 0316 JN3DMJ        599 25     RZ9UO         599 18
QSO: 28052 CW 2013-11-23 0319 JN3DMJ        599 25     JA3QOS        599 25
QSO: 14008 CW 2013-11-23 0323 JN3DMJ        599 25     N7RO          599 03
QSO: 14010 CW 2013-11-23 0327 JN3DMJ        599 25     K7RL          599 03
QSO: 14025 CW 2013-11-23 0333 JN3DMJ        599 25     RT0C          599 19
QSO: 14030 CW 2013-11-23 0338 JN3DMJ        599 25     BY5CD         599 24
QSO: 14043 CW 2013-11-23 0347 JN3DMJ        599 25     JA7FTR        599 25
QSO: 21005 CW 2013-11-23 0403 JN3DMJ        599 25     AH0K          599 27
QSO: 21008 CW 2013-11-23 0416 JN3DMJ        599 25     BY1CW         599 24
QSO: 21011 CW 2013-11-23 0427 JN3DMJ        599 25     RW4W          599 16
QSO: 21020 CW 2013-11-23 0435 JN3DMJ        599 25     UA3R          599 16
QSO: 21026 CW 2013-11-23 0444 JN3DMJ        599 25     BA8AT         599 24
QSO: 21030 CW 2013-11-23 0451 JN3DMJ        599 25     9M2SM         599 28
QSO: 21042 CW 2013-11-23 0459 JN3DMJ        599 25     LU1DZ         599 13
QSO: 21043 CW 2013-11-23 0503 JN3DMJ        599 25     RZ0SR         599 18
QSO: 21045 CW 2013-11-23 0506 JN3DMJ        599 25     ZM4T          599 32
QSO: 21047 CW 2013-11-23 0508 JN3DMJ        599 25     BY1OK         599 24
QSO: 21051 CW 2013-11-23 0512 JN3DMJ        599 25     CX7CO         599 13
QSO: 21054 CW 2013-11-23 0517 JN3DMJ        599 25     NH2T          599 27
QSO: 28001 CW 2013-11-23 0539 JN3DMJ        599 25     CW5W          599 13
QSO: 28005 CW 2013-11-23 0548 JN3DMJ        599 25     RW4W          599 16
QSO: 28012 CW 2013-11-23 0551 JN3DMJ        599 25     RT4RO         599 16
QSO: 28016 CW 2013-11-23 0559 JN3DMJ        599 25     LT1F          599 13
QSO: 28035 CW 2013-11-23 0623 JN3DMJ        599 25     RL3A          599 16
QSO: 28043 CW 2013-11-23 0629 JN3DMJ        599 25     HG3R          599 15
QSO: 28050 CW 2013-11-23 0636 JN3DMJ        599 25     RK0UT         599 18
QSO: 28052 CW 2013-11-23 0639 JN3DMJ        599 25     RJ9J          599 17
QSO: 28062 CW 2013-11-23 0643 JN3DMJ        599 25     AH2R          599 27
QSO: 21005 CW 2013-11-23 0705 JN3DMJ        599 25     SN5X          599 15
QSO: 21017 CW 2013-11-23 0722 JN3DMJ        599 25     YT5A          599 15
QSO: 21024 CW 2013-11-23 0736 JN3DMJ        599 25     SM5INC        599 14
QSO: 21009 CW 2013-11-23 0834 JN3DMJ        599 25     UZ4I          599 16
QSO: 21028 CW 2013-11-23 0842 JN3DMJ        599 25     RT6A          599 16
QSO:  1820 CW 2013-11-23 0919 JN3DMJ        599 25     JI3KDH        599 25
QSO:  7028 CW 2013-11-23 0934 JN3DMJ        599 25     RT0C          599 19
QSO: 21025 CW 2013-11-23 0947 JN3DMJ        599 25     YB8HZ         599 28
QSO:  7005 CW 2013-11-23 1003 JN3DMJ        599 25     K6XX          599 03
QSO:  7007 CW 2013-11-23 1025 JN3DMJ        599 25     W7RN          599 03
QSO:  7030 CW 2013-11-23 1036 JN3DMJ        599 25     BY5CD         599 24
QSO:  7008 CW 2013-11-23 1158 JN3DMJ        599 25     N6MA          599 03
QSO:  7002 CW 2013-11-23 1231 JN3DMJ        599 25     W6XB          599 03
QSO:  3504 CW 2013-11-23 1252 JN3DMJ        599 25     JH1AEP        599 25
