START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DL9GTB
CLAIMED-SCORE: 129181
CREATED-BY: RCKLog V3.26
OPERATORS: DL9GTB
CLUB: Bavarian Contest Club
NAME: Torsten Ernst
SOAPBOX: IC-7400, ME1200-H   Ant: G5RV, Vertical f. 80m, Vertcal Delta Loop f.
QSO:  7054 CW 2013-11-23 2124 DL9GTB        599 14     4L0A          599 21     0
QSO:  7051 CW 2013-11-23 2125 DL9GTB        599 14     ES9C          599 15     0
QSO:  7045 CW 2013-11-23 2128 DL9GTB        599 14     EF8O          599 33     0
QSO:  7044 CW 2013-11-23 2130 DL9GTB        599 14     4X/UU8J       599 20     0
QSO:  7042 CW 2013-11-23 2134 DL9GTB        599 14     PJ2T          599 09     0
QSO:  7035 CW 2013-11-23 2138 DL9GTB        599 14     GW3KDB        599 14     0
QSO:  7015 CW 2013-11-23 2144 DL9GTB        599 14     PI4CC         599 14     0
QSO:  7065 CW 2013-11-23 2152 DL9GTB        599 14     YY4DNN        599 09     0
QSO:  7069 CW 2013-11-23 2153 DL9GTB        599 14     YR1A          599 20     0
QSO:  7052 CW 2013-11-23 2155 DL9GTB        599 14     HK1NA         599 09     0
QSO:  7033 CW 2013-11-23 2157 DL9GTB        599 14     OH8L          599 15     0
QSO:  7085 CW 2013-11-23 2203 DL9GTB        599 14     8P5A          599 08     0
QSO:  7082 CW 2013-11-23 2204 DL9GTB        599 14     4Z4DX         599 20     0
QSO:  7003 CW 2013-11-23 2207 DL9GTB        599 14     SX8M          599 20     0
QSO:  3506 CW 2013-11-23 2215 DL9GTB        599 14     YL2QN         599 15     0
QSO:  3510 CW 2013-11-23 2216 DL9GTB        599 14     LY6A          599 15     0
QSO:  3510 CW 2013-11-23 2217 DL9GTB        599 14     UX0FF         599 16     0
QSO:  3514 CW 2013-11-23 2220 DL9GTB        599 14     M6T           599 14     0
QSO:  3514 CW 2013-11-23 2222 DL9GTB        599 14     HG7T          599 15     0
QSO:  3516 CW 2013-11-23 2223 DL9GTB        599 14     UA2FL         599 15     0
QSO:  3516 CW 2013-11-23 2224 DL9GTB        599 14     S59DKR        599 15     0
QSO:  3517 CW 2013-11-23 2225 DL9GTB        599 14     HB9LCW        599 14     0
QSO:  3517 CW 2013-11-23 2226 DL9GTB        599 14     EI1Y          599 14     0
QSO:  3517 CW 2013-11-23 2227 DL9GTB        599 14     PA6Y          599 14     0
QSO:  3518 CW 2013-11-23 2230 DL9GTB        599 14     4O3A          599 15     0
QSO:  3519 CW 2013-11-23 2232 DL9GTB        599 14     OL5Y          599 15     0
QSO:  3519 CW 2013-11-23 2233 DL9GTB        599 14     LX7I          599 14     0
QSO:  3520 CW 2013-11-23 2234 DL9GTB        599 14     LY7A          599 15     0
QSO:  3521 CW 2013-11-23 2235 DL9GTB        599 14     UZ2M          599 16     0
QSO:  3522 CW 2013-11-23 2235 DL9GTB        599 14     UN7CW         599 17     0
QSO:  3523 CW 2013-11-23 2237 DL9GTB        599 14     OT4A          599 14     0
QSO:  3524 CW 2013-11-23 2241 DL9GTB        599 14     PI4CC         599 14     0
QSO:  3527 CW 2013-11-23 2244 DL9GTB        599 14     Z35T          599 15     0
QSO:  3529 CW 2013-11-23 2246 DL9GTB        599 14     NP4A          599 08     0
QSO:  3530 CW 2013-11-23 2247 DL9GTB        599 14     G3VMW         599 14     0
QSO:  3534 CW 2013-11-23 2248 DL9GTB        599 14     ES9C          599 15     0
QSO:  3537 CW 2013-11-23 2253 DL9GTB        599 14     IQ9UI         599 15     0
QSO:  3519 CW 2013-11-23 2255 DL9GTB        599 14     RN3AKK        599 16     0
QSO:  3536 CW 2013-11-23 2256 DL9GTB        599 14     IZ5NFD        599 15     0
QSO:  3531 CW 2013-11-23 2257 DL9GTB        599 14     OL7M          599 15     0
QSO:  3539 CW 2013-11-23 2259 DL9GTB        599 14     LY2W          599 15     0
QSO:  3535 CW 2013-11-23 2300 DL9GTB        599 14     YR8D          599 20     0
QSO:  3540 CW 2013-11-23 2303 DL9GTB        599 14     IR9Y          599 15     0
QSO:  3551 CW 2013-11-23 2306 DL9GTB        599 14     OH1F          599 15     0
QSO:  3558 CW 2013-11-23 2307 DL9GTB        599 14     OK2BUT        599 15     0
QSO:  3530 CW 2013-11-23 2313 DL9GTB        599 14     4U1ITU        599 14     0
QSO:  3534 CW 2013-11-23 2316 DL9GTB        599 14     SM6E          599 14     0
QSO:  3541 CW 2013-11-23 2318 DL9GTB        599 14     E77R          599 15     0
QSO:  3548 CW 2013-11-23 2319 DL9GTB        599 14     UA4M          599 16     0
QSO:  3559 CW 2013-11-23 2320 DL9GTB        599 14     OM5M          599 15     0
QSO:  3564 CW 2013-11-23 2321 DL9GTB        599 14     UA3R          599 16     0
QSO:  3565 CW 2013-11-23 2323 DL9GTB        599 14     LA1J          599 14     0
QSO:  3567 CW 2013-11-23 2324 DL9GTB        599 14     OG6N          599 15     0
QSO:  3508 CW 2013-11-23 2326 DL9GTB        599 14     OL1C          599 15     0
QSO:  3503 CW 2013-11-23 2332 DL9GTB        599 14     P33W          599 20     0
QSO:  3518 CW 2013-11-23 2334 DL9GTB        599 14     UX3IO         599 16     0
QSO:  3527 CW 2013-11-23 2336 DL9GTB        599 14     F5JVP         599 14     0
QSO:  3543 CW 2013-11-23 2338 DL9GTB        599 14     OH2BH         599 15     0
QSO:  3545 CW 2013-11-23 2341 DL9GTB        599 14     CR3E          599 33     0
QSO:  3548 CW 2013-11-23 2342 DL9GTB        599 14     HB9CA         599 14     0
QSO:  3558 CW 2013-11-23 2343 DL9GTB        599 14     YL9T          599 15     0
QSO:  3560 CW 2013-11-23 2343 DL9GTB        599 14     HG6N          599 15     0
QSO:  3561 CW 2013-11-23 2344 DL9GTB        599 14     LY2N          599 15     0
QSO:  3565 CW 2013-11-23 2345 DL9GTB        599 14     UA9JLL        599 17     0
QSO:  3570 CW 2013-11-23 2346 DL9GTB        599 14     OH0Z          599 15     0
QSO:  3516 CW 2013-11-23 2353 DL9GTB        599 14     3V8BB         599 33     0
QSO:  3510 CW 2013-11-23 2355 DL9GTB        599 14     UT8IA         599 16     0
QSO:  3506 CW 2013-11-23 2358 DL9GTB        599 14     OK5A          599 15     0
QSO:  3547 CW 2013-11-24 0017 DL9GTB        599 14     GI5I          599 14     0
QSO:  3507 CW 2013-11-24 0018 DL9GTB        599 14     TK1LZ         599 15     0
QSO:  3500 CW 2013-11-24 0021 DL9GTB        599 14     K3LR          599 05     0
QSO:  3531 CW 2013-11-24 0024 DL9GTB        599 14     9A1A          599 15     0
QSO:  3561 CW 2013-11-24 0031 DL9GTB        599 14     LY2GW         599 15     0
QSO:  3507 CW 2013-11-24 0033 DL9GTB        599 14     OQ5A          599 14     0
QSO:  3550 CW 2013-11-24 0034 DL9GTB        599 14     EW8DJ         599 16     0
QSO:  3541 CW 2013-11-24 0036 DL9GTB        599 14     S53APR        599 15     0
QSO:  3536 CW 2013-11-24 0036 DL9GTB        599 14     YT8A          599 15     0
QSO:  3524 CW 2013-11-24 0038 DL9GTB        599 14     ED5O          599 14     0
QSO:  3520 CW 2013-11-24 0039 DL9GTB        599 14     4L0A          599 21     0
QSO:  3529 CW 2013-11-24 0042 DL9GTB        599 14     E70A          599 15     0
QSO:  3523 CW 2013-11-24 0043 DL9GTB        599 14     GM6NX         599 14     0
QSO:  7001 CW 2013-11-24 0051 DL9GTB        599 14     4U1ITU        599 14     0
QSO:  7066 CW 2013-11-24 0058 DL9GTB        599 14     P40L          599 09     0
QSO:  7031 CW 2013-11-24 0059 DL9GTB        599 14     ZF1A          599 08     0
QSO:  7068 CW 2013-11-24 0101 DL9GTB        599 14     3V8BB         599 33     0
QSO:  7043 CW 2013-11-24 0101 DL9GTB        599 14     P3F           599 20     0
QSO:  7029 CW 2013-11-24 0102 DL9GTB        599 14     HI3A          599 08     0
QSO:  7011 CW 2013-11-24 0104 DL9GTB        599 14     JT5DX         599 23     0
QSO:  7008 CW 2013-11-24 0109 DL9GTB        599 14     PJ4A          599 09     0
QSO:  7070 CW 2013-11-24 0111 DL9GTB        599 14     PV8DX         599 11     0
QSO:  7005 CW 2013-11-24 0117 DL9GTB        599 14     PJ7W          599 08     0
QSO:  7065 CW 2013-11-24 0120 DL9GTB        599 14     C6AUM         599 08     0
QSO:  7073 CW 2013-11-24 0124 DL9GTB        599 14     6Y7W          599 08     0
QSO:  7088 CW 2013-11-24 0128 DL9GTB        599 14     P40F          599 09     0
QSO:  7062 CW 2013-11-24 0130 DL9GTB        599 14     J73A          599 08     0
QSO:  7065 CW 2013-11-24 0131 DL9GTB        599 14     V25A          599 08     0
QSO:  7079 CW 2013-11-24 0131 DL9GTB        599 14     EF8X          599 33     0
QSO:  7078 CW 2013-11-24 0132 DL9GTB        599 14     Z33F          599 15     0
QSO:  7042 CW 2013-11-24 0136 DL9GTB        599 14     HK3O          599 09     0
QSO:  7027 CW 2013-11-24 0138 DL9GTB        599 14     EI7M          599 14     0
QSO:  7056 CW 2013-11-24 0145 DL9GTB        599 14     NP4Z          599 08     0
QSO:  3502 CW 2013-11-24 0155 DL9GTB        599 14     NR4M          599 05     0
QSO:  3535 CW 2013-11-24 0156 DL9GTB        599 14     VE3JM         599 04     0
QSO:  3557 CW 2013-11-24 0158 DL9GTB        599 14     4Z4DX         599 20     0
QSO:  3557 CW 2013-11-24 0212 DL9GTB        599 14     F4VPX         599 14     0
QSO:  3520 CW 2013-11-24 0215 DL9GTB        599 14     SM3EVR        599 14     0
QSO:  3542 CW 2013-11-24 0219 DL9GTB        599 14     OK5W          599 15     0
QSO:  3563 CW 2013-11-24 0220 DL9GTB        599 14     EU1A          599 16     0
QSO:  7000 CW 2013-11-24 0232 DL9GTB        599 14     PJ4Q          599 09     0
QSO:  7051 CW 2013-11-24 0233 DL9GTB        599 14     EF8U          599 33     0
QSO:  7053 CW 2013-11-24 0238 DL9GTB        599 14     CE1/K7CA      599 12     0
QSO:  7056 CW 2013-11-24 0239 DL9GTB        599 14     VP5CW         599 08     0
QSO:  7057 CW 2013-11-24 0243 DL9GTB        599 14     GJ2A          599 14     0
QSO:  7077 CW 2013-11-24 0246 DL9GTB        599 14     KB1W          599 05     0
QSO:  7073 CW 2013-11-24 0247 DL9GTB        599 14     EI1Y          599 14     0
QSO:  7092 CW 2013-11-24 0254 DL9GTB        599 14     5C5T          599 33     0
QSO:  7062 CW 2013-11-24 0301 DL9GTB        599 14     TO7A          599 08     0
QSO:  7042 CW 2013-11-24 0311 DL9GTB        599 14     HC1WDT        599 10     0
QSO:  7003 CW 2013-11-24 0316 DL9GTB        599 14     OH5Z          599 15     0
QSO:  3505 CW 2013-11-24 0320 DL9GTB        599 14     C4W           599 20     0
QSO:  3511 CW 2013-11-24 0710 DL9GTB        599 14     HB0/DF4SA     599 14     0
QSO:  3562 CW 2013-11-24 0716 DL9GTB        599 14     GD6IA         599 14     0
QSO:  3516 CW 2013-11-24 0720 DL9GTB        599 14     PJ4A          599 09     0
QSO:  7045 CW 2013-11-24 0732 DL9GTB        599 14     9Y4/VE3EY     599 09     0
QSO:  7022 CW 2013-11-24 0736 DL9GTB        599 14     K5ZD          599 05     0
QSO:  7036 CW 2013-11-24 0745 DL9GTB        599 14     HD2T          599 10     0
QSO:  7042 CW 2013-11-24 0749 DL9GTB        599 14     EF2A          599 14     0
QSO:  7033 CW 2013-11-24 0752 DL9GTB        599 14     OM0CS         599 15     0
QSO:  7052 CW 2013-11-24 0826 DL9GTB        599 14     KP2B          599 08     0
QSO:  7039 CW 2013-11-24 0840 DL9GTB        599 14     KH6LC         599 31     0
QSO:  7059 CW 2013-11-24 0844 DL9GTB        599 14     MI0BPB        599 14     0
QSO:  7024 CW 2013-11-24 0856 DL9GTB        599 14     PG2AA         599 14     0
QSO:  7027 CW 2013-11-24 0857 DL9GTB        599 14     9A1A          599 15     0
QSO: 21038 CW 2013-11-24 0902 DL9GTB        599 14     CR3L          599 33     0
QSO: 21089 CW 2013-11-24 0912 DL9GTB        599 14     UN5C          599 17     0
QSO: 21049 CW 2013-11-24 0926 DL9GTB        599 14     9X0NH         599 36     0
QSO: 21062 CW 2013-11-24 0944 DL9GTB        599 14     4Z5IW         599 20     0
QSO: 21049 CW 2013-11-24 0945 DL9GTB        599 14     OK5W          599 15     0
QSO: 21043 CW 2013-11-24 1016 DL9GTB        599 14     BU2AW         599 24     0
QSO: 21049 CW 2013-11-24 1017 DL9GTB        599 14     P33P          599 20     0
QSO: 21085 CW 2013-11-24 1019 DL9GTB        599 14     CE3CT         599 12     0
QSO: 21094 CW 2013-11-24 1021 DL9GTB        599 14     TF3CW         599 40     0
QSO: 21100 CW 2013-11-24 1051 DL9GTB        599 14     CR3E          599 33     0
QSO: 21086 CW 2013-11-24 1053 DL9GTB        599 14     YR1A          599 20     0
QSO: 21079 CW 2013-11-24 1104 DL9GTB        599 14     IS0AFM        599 15     0
QSO: 21080 CW 2013-11-24 1107 DL9GTB        599 14     P40F          599 09     0
QSO: 21081 CW 2013-11-24 1109 DL9GTB        599 14     Z60WW         599 15     0
QSO: 21082 CW 2013-11-24 1110 DL9GTB        599 14     Z320R         599 15     0
QSO: 21084 CW 2013-11-24 1113 DL9GTB        599 14     GM5X          599 14     0
QSO: 21047 CW 2013-11-24 1150 DL9GTB        599 14     HK1NA         599 09     0
QSO: 21014 CW 2013-11-24 1159 DL9GTB        599 14     BD7LMD        599 24     0
QSO: 21069 CW 2013-11-24 1202 DL9GTB        599 14     PJ2T          599 09     0
QSO: 21033 CW 2013-11-24 1204 DL9GTB        599 14     5H3EE         599 37     0
QSO: 21110 CW 2013-11-24 1207 DL9GTB        599 14     FY5FY         599 09     0
QSO: 21066 CW 2013-11-24 1210 DL9GTB        599 14     4U1ITU        599 14     0
QSO: 28065 CW 2013-11-24 1218 DL9GTB        599 14     D4C           599 35     0
QSO: 28067 CW 2013-11-24 1218 DL9GTB        599 14     V47T          599 08     0
QSO: 28060 CW 2013-11-24 1219 DL9GTB        599 14     V26K          599 08     0
QSO: 28078 CW 2013-11-24 1225 DL9GTB        599 14     8P5A          599 08     0
QSO: 28054 CW 2013-11-24 1233 DL9GTB        599 14     SU9AF         599 34     0
QSO: 14032 CW 2013-11-24 1245 DL9GTB        599 14     ZF1A          599 08     0
QSO: 14068 CW 2013-11-24 1250 DL9GTB        599 14     LY7Z          599 15     0
QSO: 14073 CW 2013-11-24 1256 DL9GTB        599 14     KL7RA         599 01     0
QSO:  7006 CW 2013-11-24 1540 DL9GTB        599 14     KL7RA         599 01     0
QSO:  7030 CW 2013-11-24 1548 DL9GTB        599 14     KH7XX         599 31     0
QSO: 28028 CW 2013-11-24 1601 DL9GTB        599 14     ZF1A          599 08     0
QSO: 28026 CW 2013-11-24 1601 DL9GTB        599 14     NP3A          599 08     0
QSO: 28001 CW 2013-11-24 1606 DL9GTB        599 14     CW5W          599 13     0
QSO:  7001 CW 2013-11-24 1826 DL9GTB        599 14     P33W          599 20     0
QSO:  7009 CW 2013-11-24 1829 DL9GTB        599 14     TC0A          599 20     0
QSO:  7056 CW 2013-11-24 1836 DL9GTB        599 14     SZ1A          599 20     0
QSO:  7064 CW 2013-11-24 1847 DL9GTB        599 14     C37AC         599 14     0
QSO:  7064 CW 2013-11-24 1848 DL9GTB        599 14     ED4T          599 14     0
QSO:  7008 CW 2013-11-24 1900 DL9GTB        599 14     4Z5TK         599 20     0
QSO:  3537 CW 2013-11-24 1906 DL9GTB        599 14     YO2LIW        599 20     0
QSO:  3536 CW 2013-11-24 1907 DL9GTB        599 14     RT6A          599 16     0
QSO:  3538 CW 2013-11-24 1907 DL9GTB        599 14     UX1VT         599 16     0
QSO:  3535 CW 2013-11-24 1908 DL9GTB        599 14     YO3FRI        599 20     0
QSO:  3521 CW 2013-11-24 1910 DL9GTB        599 14     9A7A          599 15     0
QSO:  3518 CW 2013-11-24 1911 DL9GTB        599 14     YO9BPX        599 20     0
QSO:  3527 CW 2013-11-24 1913 DL9GTB        599 14     HB9CXZ        599 14     0
QSO:  3524 CW 2013-11-24 1914 DL9GTB        599 14     E7DX          599 15     0
QSO:  3523 CW 2013-11-24 1915 DL9GTB        599 14     OH0V          599 15     0
QSO:  3520 CW 2013-11-24 1917 DL9GTB        599 14     MZ5B          599 14     0
QSO:  3510 CW 2013-11-24 1919 DL9GTB        599 14     SP1MHZ        599 15     0
QSO:  3506 CW 2013-11-24 1919 DL9GTB        599 14     OH6MW         599 15     0
QSO:  3564 CW 2013-11-24 1921 DL9GTB        599 14     SV2JAO        599 20     0
QSO:  3567 CW 2013-11-24 1922 DL9GTB        599 14     YU7RL         599 15     0
QSO:  3546 CW 2013-11-24 1923 DL9GTB        599 14     G4AQG         599 14     0
QSO:  3529 CW 2013-11-24 1924 DL9GTB        599 14     LA1TV         599 14     0
QSO:  3508 CW 2013-11-24 1925 DL9GTB        599 14     R7NW          599 16     0
QSO:  3514 CW 2013-11-24 1929 DL9GTB        599 14     OH8L          599 15     0
QSO:  3514 CW 2013-11-24 1930 DL9GTB        599 14     SJ2W          599 14     0
QSO:  3510 CW 2013-11-24 1931 DL9GTB        599 14     UW3U          599 16     0
QSO:  3508 CW 2013-11-24 1931 DL9GTB        599 14     HG1R          599 15     0
QSO:  3501 CW 2013-11-24 1933 DL9GTB        599 14     UW5U          599 16     0
QSO:  3544 CW 2013-11-24 1935 DL9GTB        599 14     IW0FFK        599 15     0
QSO:  3546 CW 2013-11-24 1949 DL9GTB        599 14     OK2SAR        599 15     0
QSO:  3566 CW 2013-11-24 1952 DL9GTB        599 14     LY4T          599 15     0
QSO:  3509 CW 2013-11-24 1957 DL9GTB        599 14     DF1LX         599 14     0
QSO:  3507 CW 2013-11-24 1958 DL9GTB        599 14     HB9LL         599 14     0
QSO:  3504 CW 2013-11-24 2004 DL9GTB        599 14     JT5DX         599 23     0
QSO:  3516 CW 2013-11-24 2009 DL9GTB        599 14     SV9DJO        599 20     0
QSO:  3519 CW 2013-11-24 2011 DL9GTB        599 14     G8DX          599 14     0
QSO:  7026 CW 2013-11-24 2026 DL9GTB        599 14     OH0V          599 15     0
QSO:  7041 CW 2013-11-24 2044 DL9GTB        599 14     CN8WW         599 33     0
QSO:  3545 CW 2013-11-24 2111 DL9GTB        599 14     9H3TX         599 15     0
QSO:  3573 CW 2013-11-24 2114 DL9GTB        599 14     C37AC         599 14     0
QSO:  3576 CW 2013-11-24 2115 DL9GTB        599 14     M3W           599 14     0
QSO:  3510 CW 2013-11-24 2120 DL9GTB        599 14     S55OO         599 15     0
QSO:  3511 CW 2013-11-24 2129 DL9GTB        599 14     DL9GFB        599 14     0
QSO:  3520 CW 2013-11-24 2130 DL9GTB        599 14     HB9HFN        599 14     0
QSO:  3567 CW 2013-11-24 2133 DL9GTB        599 14     OQ5M          599 14     0
QSO:  3570 CW 2013-11-24 2133 DL9GTB        599 14     G6PZ          599 14     0
END-OF-LOG:
