START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.248
CALLSIGN: UA6HFI
CONTEST: CQ-WW-CW
CLAIMED-SCORE: 197633
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: UA6HFI
CLUB: RUSSIAN CW CLUB
LOCATION: 16
NAME: Nick Smetanin
SOAPBOX: RIG: FT920  100W  ANTENNAS: DIPOL-160, 80; GP- 40; RQ32- 20,15,10
QSO:  7000 CW 2013-11-23 0445 UA6HFI        599 16     LZ5R          599 20
QSO:  7001 CW 2013-11-23 0448 UA6HFI        599 16     W3LPL         599 5
QSO:  7002 CW 2013-11-23 0449 UA6HFI        599 16     US7IID        599 16
QSO:  7003 CW 2013-11-23 0452 UA6HFI        599 16     N2MM          599 5
QSO:  7009 CW 2013-11-23 0455 UA6HFI        599 16     SN7Q          599 15
QSO:  7010 CW 2013-11-23 0455 UA6HFI        599 16     W1WEF         599 5
QSO:  7011 CW 2013-11-23 0457 UA6HFI        599 16     ED5O          599 14
QSO:  7012 CW 2013-11-23 0459 UA6HFI        599 16     UT7E          599 16
QSO:  7014 CW 2013-11-23 0500 UA6HFI        599 16     HG7T          599 15
QSO:  7014 CW 2013-11-23 0501 UA6HFI        599 16     OU2W          599 14
QSO:  7015 CW 2013-11-23 0502 UA6HFI        599 16     K3LR          599 5
QSO:  7016 CW 2013-11-23 0503 UA6HFI        599 16     UA6XDX        599 16
QSO:  7016 CW 2013-11-23 0503 UA6HFI        599 16     HG5D          599 15
QSO:  7018 CW 2013-11-23 0507 UA6HFI        599 16     OL1M          599 15
QSO:  7018 CW 2013-11-23 0507 UA6HFI        599 16     KB1H          599 5
QSO:  7019 CW 2013-11-23 0508 UA6HFI        599 16     HF9Q          599 15
QSO:  7019 CW 2013-11-23 0508 UA6HFI        599 16     HB9EHJ        599 14
QSO:  7020 CW 2013-11-23 0509 UA6HFI        599 16     OK5W          599 15
QSO:  7021 CW 2013-11-23 0509 UA6HFI        599 16     LY5R          599 15
QSO:  7022 CW 2013-11-23 0510 UA6HFI        599 16     HA2ERO        599 15
QSO:  7023 CW 2013-11-23 0511 UA6HFI        599 16     WK1Q          599 5
QSO:  7034 CW 2013-11-23 0524 UA6HFI        599 16     SZ1A          599 20
QSO:  7037 CW 2013-11-23 0525 UA6HFI        599 16     OM7M          599 15
QSO:  7038 CW 2013-11-23 0527 UA6HFI        599 16     IR2R          599 15
QSO:  7040 CW 2013-11-23 0528 UA6HFI        599 16     YT6T          599 15
QSO:  7041 CW 2013-11-23 0528 UA6HFI        599 16     IR9Y          599 15
QSO:  7042 CW 2013-11-23 0529 UA6HFI        599 16     HA7A          599 15
QSO:  7044 CW 2013-11-23 0536 UA6HFI        599 16     OK7FL         599 15
QSO:  7044 CW 2013-11-23 0537 UA6HFI        599 16     E73ESP        599 15
QSO:  7046 CW 2013-11-23 0538 UA6HFI        599 16     4X/UU8J       599 20
QSO:  7046 CW 2013-11-23 0539 UA6HFI        599 16     YT3A          599 15
QSO:  7048 CW 2013-11-23 0540 UA6HFI        599 16     UT2UB         599 16
QSO:  7048 CW 2013-11-23 0541 UA6HFI        599 16     DF9GR         599 14
QSO:  7049 CW 2013-11-23 0541 UA6HFI        599 16     CR3L          599 33
QSO:  7049 CW 2013-11-23 0542 UA6HFI        599 16     W1VE          599 5
QSO:  7052 CW 2013-11-23 0543 UA6HFI        599 16     LY7A          599 15
QSO:  7055 CW 2013-11-23 0544 UA6HFI        599 16     OK5T          599 15
QSO:  7055 CW 2013-11-23 0545 UA6HFI        599 16     OP7B          599 14
QSO:  7056 CW 2013-11-23 0546 UA6HFI        599 16     D4C           599 35
QSO:  7058 CW 2013-11-23 0547 UA6HFI        599 16     TM6X          599 14
QSO:  7060 CW 2013-11-23 0547 UA6HFI        599 16     LY2W          599 15
QSO:  7061 CW 2013-11-23 0548 UA6HFI        599 16     OM5M          599 15
QSO:  7065 CW 2013-11-23 0549 UA6HFI        599 16     UT0RM         599 16
QSO:  7068 CW 2013-11-23 0549 UA6HFI        599 16     OH0V          599 15
QSO:  7069 CW 2013-11-23 0550 UA6HFI        599 16     9A2L          599 15
QSO:  7069 CW 2013-11-23 0552 UA6HFI        599 16     TC0A          599 20
QSO:  7070 CW 2013-11-23 0553 UA6HFI        599 16     LY5I          599 15
QSO:  7071 CW 2013-11-23 0554 UA6HFI        599 16     UA5C          599 16
QSO:  7073 CW 2013-11-23 0554 UA6HFI        599 16     LY2PX         599 15
QSO:  7074 CW 2013-11-23 0555 UA6HFI        599 16     HG1R          599 15
QSO:  7078 CW 2013-11-23 0557 UA6HFI        599 16     YO4RDW        599 20
QSO:  7079 CW 2013-11-23 0600 UA6HFI        599 16     YO4RXX        599 20
QSO:  7081 CW 2013-11-23 0601 UA6HFI        599 16     K1ZR          599 5
QSO:  7083 CW 2013-11-23 0603 UA6HFI        599 16     W9RE          599 4
QSO:  7085 CW 2013-11-23 0607 UA6HFI        599 16     HK1NA         599 9
QSO: 14009 CW 2013-11-23 1515 UA6HFI        599 16     HA7GN         599 15
QSO: 14016 CW 2013-11-23 1517 UA6HFI        599 16     YU1DW         599 15
QSO: 14030 CW 2013-11-23 1521 UA6HFI        599 16     OK7AW         599 15
QSO: 14034 CW 2013-11-23 1525 UA6HFI        599 16     HG4F          599 15
QSO: 14035 CW 2013-11-23 1526 UA6HFI        599 16     OH8L          599 15
QSO: 14039 CW 2013-11-23 1528 UA6HFI        599 16     9A5Y          599 15
QSO: 14040 CW 2013-11-23 1529 UA6HFI        599 16     S53EO         599 15
QSO: 14040 CW 2013-11-23 1530 UA6HFI        599 16     DR1A          599 14
QSO: 14047 CW 2013-11-23 1532 UA6HFI        599 16     EA8AH         599 33
QSO: 14050 CW 2013-11-23 1535 UA6HFI        599 16     IB3C          599 15
QSO: 14051 CW 2013-11-23 1536 UA6HFI        599 16     G3V           599 14
QSO: 14055 CW 2013-11-23 1537 UA6HFI        599 16     ES9C          599 15
QSO: 14056 CW 2013-11-23 1538 UA6HFI        599 16     SJ2W          599 14
QSO: 14064 CW 2013-11-23 1540 UA6HFI        599 16     A65BP         599 21
QSO: 14066 CW 2013-11-23 1541 UA6HFI        599 16     IQ0PG         599 15
QSO: 14067 CW 2013-11-23 1542 UA6HFI        599 16     LY7A          599 15
QSO: 14074 CW 2013-11-23 1543 UA6HFI        599 16     CS2C          599 14
QSO: 14086 CW 2013-11-23 1544 UA6HFI        599 16     EW6GF         599 16
QSO: 14093 CW 2013-11-23 1544 UA6HFI        599 16     OK5T          599 15
QSO: 14000 CW 2013-11-23 1553 UA6HFI        599 16     K7RL          599 3
QSO: 14000 CW 2013-11-23 1554 UA6HFI        599 16     W2FU          599 5
QSO: 14002 CW 2013-11-23 1557 UA6HFI        599 16     NR4M          599 5
QSO: 14003 CW 2013-11-23 1558 UA6HFI        599 16     KV2K          599 5
QSO: 14009 CW 2013-11-23 1601 UA6HFI        599 16     W3LPL         599 5
QSO: 14011 CW 2013-11-23 1604 UA6HFI        599 16     YT1A          599 15
QSO: 14012 CW 2013-11-23 1607 UA6HFI        599 16     DL0AO         599 14
QSO: 14018 CW 2013-11-23 1612 UA6HFI        599 16     K0RF          599 4
QSO: 14019 CW 2013-11-23 1612 UA6HFI        599 16     IR9Y          599 15
QSO: 14019 CW 2013-11-23 1614 UA6HFI        599 16     G5O           599 14
QSO: 14021 CW 2013-11-23 1614 UA6HFI        599 16     DF0HQ         599 14
QSO: 14023 CW 2013-11-23 1615 UA6HFI        599 16     OH5YU         599 15
QSO: 14024 CW 2013-11-23 1615 UA6HFI        599 16     DK0BM         599 14
QSO: 14026 CW 2013-11-23 1616 UA6HFI        599 16     3Z5W          599 15
QSO: 14029 CW 2013-11-23 1617 UA6HFI        599 16     LN3Z          599 14
QSO: 14032 CW 2013-11-23 1619 UA6HFI        599 16     ES2BH         599 15
QSO: 14035 CW 2013-11-23 1619 UA6HFI        599 16     SP3HRN        599 15
QSO: 14042 CW 2013-11-23 1621 UA6HFI        599 16     K1JB          599 5
QSO: 14045 CW 2013-11-23 1622 UA6HFI        599 16     SP5OXJ        599 15
QSO: 14054 CW 2013-11-23 1632 UA6HFI        599 16     9M8DX         599 28
QSO: 14086 CW 2013-11-23 1634 UA6HFI        599 16     VU2PAI        599 22
QSO: 14066 CW 2013-11-23 1636 UA6HFI        599 16     DD2ML         599 14
QSO: 14056 CW 2013-11-23 1637 UA6HFI        599 16     OU4X          599 14
QSO: 14049 CW 2013-11-23 1644 UA6HFI        599 16     VK6LW         599 29
QSO: 14048 CW 2013-11-23 1645 UA6HFI        599 16     S55O          599 15
QSO: 14004 CW 2013-11-23 1651 UA6HFI        599 16     W3KL          599 5
QSO: 14006 CW 2013-11-23 1652 UA6HFI        599 16     WE3C          599 5
QSO: 14010 CW 2013-11-23 1653 UA6HFI        599 16     W1CSM         599 5
QSO: 14044 CW 2013-11-23 1655 UA6HFI        599 16     D4C           599 35
QSO: 14050 CW 2013-11-23 1656 UA6HFI        599 16     IK0YUT        599 15
QSO: 14053 CW 2013-11-23 1657 UA6HFI        599 16     PA2PKZ        599 14
QSO: 14054 CW 2013-11-23 1659 UA6HFI        599 16     PA9CW         599 14
QSO:  7000 CW 2013-11-23 1700 UA6HFI        599 16     UN0L          599 17
QSO:  7004 CW 2013-11-23 1701 UA6HFI        599 16     YT2AAA        599 15
QSO:  7006 CW 2013-11-23 1701 UA6HFI        599 16     OM0M          599 15
QSO:  7007 CW 2013-11-23 1702 UA6HFI        599 16     SO4M          599 15
QSO:  7008 CW 2013-11-23 1703 UA6HFI        599 16     IG9W          599 33
QSO:  7009 CW 2013-11-23 1703 UA6HFI        599 16     S57Z          599 15
QSO:  7010 CW 2013-11-23 1704 UA6HFI        599 16     S52AW         599 15
QSO:  7011 CW 2013-11-23 1704 UA6HFI        599 16     RW0A          599 18
QSO:  7013 CW 2013-11-23 1705 UA6HFI        599 16     SE0X          599 14
QSO:  7014 CW 2013-11-23 1707 UA6HFI        599 16     JN2AMD        599 25
QSO:  7015 CW 2013-11-23 1708 UA6HFI        599 16     RC9O          599 18
QSO:  7016 CW 2013-11-23 1708 UA6HFI        599 16     DL1NEO        599 14
QSO:  7016 CW 2013-11-23 1709 UA6HFI        599 16     DD3D          599 14
QSO:  7018 CW 2013-11-23 1709 UA6HFI        599 16     TM1A          599 14
QSO:  7020 CW 2013-11-23 1710 UA6HFI        599 16     UP2L          599 17
QSO:  7023 CW 2013-11-23 1711 UA6HFI        599 16     YT7A          599 15
QSO:  7025 CW 2013-11-23 1711 UA6HFI        599 16     BY5CD         599 24
QSO:  7026 CW 2013-11-23 1712 UA6HFI        599 16     9A1A          599 15
QSO:  7027 CW 2013-11-23 1713 UA6HFI        599 16     DF0GEB        599 14
QSO:  7029 CW 2013-11-23 1713 UA6HFI        599 16     RK9AX         599 17
QSO:  7030 CW 2013-11-23 1714 UA6HFI        599 16     HA30S         599 15
QSO:  7030 CW 2013-11-23 1714 UA6HFI        599 16     LY1M          599 15
QSO:  7031 CW 2013-11-23 1714 UA6HFI        599 16     SE2I          599 14
QSO:  7032 CW 2013-11-23 1715 UA6HFI        599 16     LZ9W          599 20
QSO:  7034 CW 2013-11-23 1719 UA6HFI        599 16     JA3YBK        599 25
QSO:  7041 CW 2013-11-23 1721 UA6HFI        599 16     JN4MMO        599 25
QSO:  7045 CW 2013-11-23 1722 UA6HFI        599 16     DD1A          599 14
QSO:  7046 CW 2013-11-23 1724 UA6HFI        599 16     BY4IIG        599 24
QSO:  7047 CW 2013-11-23 1725 UA6HFI        599 16     JT5DX         599 23
QSO:  7048 CW 2013-11-23 1726 UA6HFI        599 16     UN6P          599 17
QSO:  7049 CW 2013-11-23 1726 UA6HFI        599 16     LZ1EV         599 20
QSO:  7053 CW 2013-11-23 1727 UA6HFI        599 16     ED4T          599 14
