START-OF-LOG: 3.0
CONTEST: CQ-WW-CW
CALLSIGN: DL2F
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 158420
CREATED-BY: UcxLog 7.31
OPERATORS: DL2FDL
NAME: MICHAEL PIMEISL
CLUB:  
SOAPBOX: Hello, unfortunately I could participate in this year only partially a
SOAPBOX: and only at low power from home. I hope the coming year I can
SOAPBOX: use a club station. 73 MIKE
CATEGORY-ASSISTED: ASSISTED
QSO: 28000 CW 2013-11-23 1207 DL2F          599 14     RK4FM         599 16     0
QSO: 28000 CW 2013-11-23 1212 DL2F          599 14     RK3AQW        599 16     0
QSO: 28000 CW 2013-11-23 1216 DL2F          599 14     VA1CSW        599 05     0
QSO: 28000 CW 2013-11-23 1221 DL2F          599 14     RL3A          599 16     0
QSO: 28000 CW 2013-11-23 1222 DL2F          599 14     RA3FD         599 16     0
QSO: 28000 CW 2013-11-23 1223 DL2F          599 14     RA3D          599 16     0
QSO: 28000 CW 2013-11-23 1226 DL2F          599 14     RA3XCZ        599 16     0
QSO: 28000 CW 2013-11-23 1227 DL2F          599 14     RT7N          599 16     0
QSO: 28000 CW 2013-11-23 1229 DL2F          599 14     UA4M          599 16     0
QSO: 28000 CW 2013-11-23 1229 DL2F          599 14     UA4CNJ        599 16     0
QSO: 28000 CW 2013-11-23 1230 DL2F          599 14     US2IZ         599 16     0
QSO: 28000 CW 2013-11-23 1235 DL2F          599 14     RN3ZR         599 16     0
QSO: 28000 CW 2013-11-23 1237 DL2F          599 14     UA5D          599 16     0
QSO: 28000 CW 2013-11-23 1238 DL2F          599 14     RL6M          599 16     0
QSO: 28000 CW 2013-11-23 1244 DL2F          599 14     R4WT          599 16     0
QSO: 28000 CW 2013-11-23 1247 DL2F          599 14     R3VO          599 16     0
QSO: 28000 CW 2013-11-23 1248 DL2F          599 14     P33W          599 20     0
QSO: 28000 CW 2013-11-23 1248 DL2F          599 14     RZ1OK         599 16     0
QSO: 28000 CW 2013-11-23 1254 DL2F          599 14     W8V           599 04     0
QSO: 28000 CW 2013-11-23 1255 DL2F          599 14     NB3R          599 05     0
QSO: 28000 CW 2013-11-23 1301 DL2F          599 14     RA6CU         599 16     0
QSO: 28000 CW 2013-11-23 1302 DL2F          599 14     RA5FB         599 16     0
QSO: 28000 CW 2013-11-23 1303 DL2F          599 14     PX2W          599 11     0
QSO: 28000 CW 2013-11-23 1309 DL2F          599 14     UU4JO         599 16     0
