START-OF-LOG: 3.0
CREATED-BY:    SD by EI5DI
CONTEST:       CQ-WW-CW
CALLSIGN:      G4IUF
CLAIMED-SCORE: 65262
LOCATION:      DX
NAME:          Mike Parker
OPERATORS:     G4IUF
SOAPBOX:       Small solar storm Sunday, auroral signals, no JAs in lo
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
QSO:  3500 CW 2013-11-23 0623 G4IUF         599 14     W1WMU         599 05
QSO:  3501 CW 2013-11-23 0624 G4IUF         599 14     K3LR          599 05
QSO:  3502 CW 2013-11-23 0625 G4IUF         599 14     AA1K          599 05
QSO:  3504 CW 2013-11-23 0625 G4IUF         599 14     W3LPL         599 05
QSO:  3506 CW 2013-11-23 0627 G4IUF         599 14     NR3M          599 05
QSO:  3577 CW 2013-11-23 0634 G4IUF         599 14     PJ2T          599 09
QSO:  3576 CW 2013-11-23 0635 G4IUF         599 14     5C5T          599 33
QSO:  1820 CW 2013-11-23 0640 G4IUF         599 14     9A1A          599 15
QSO:  1837 CW 2013-11-23 0649 G4IUF         599 14     VE3JM         599 04
QSO:  1832 CW 2013-11-23 0650 G4IUF         599 14     8S0DX         599 14
QSO:  1826 CW 2013-11-23 0653 G4IUF         599 14     EF8S          599 33
QSO:  1840 CW 2013-11-23 0659 G4IUF         599 14     K1ZM          599 05
QSO:  1836 CW 2013-11-23 0702 G4IUF         599 14     D4C           599 35
QSO:  3561 CW 2013-11-23 0705 G4IUF         599 14     NX2X          599 05
QSO:  3553 CW 2013-11-23 0711 G4IUF         599 14     VE3JM         599 04
QSO:  3545 CW 2013-11-23 0714 G4IUF         599 14     ED6A          599 14
QSO:  3503 CW 2013-11-23 0716 G4IUF         599 14     KC1XX         599 05
QSO:  3502 CW 2013-11-23 0801 G4IUF         599 14     W1KM          599 05
QSO:  3550 CW 2013-11-23 0806 G4IUF         599 14     9Y4/VE3EY     599 09
QSO:  3535 CW 2013-11-23 0808 G4IUF         599 14     D4C           599 35
QSO:  3530 CW 2013-11-23 0811 G4IUF         599 14     NP4A          599 08
QSO:  7002 CW 2013-11-23 0925 G4IUF         599 14     W2FU          599 05
QSO:  7039 CW 2013-11-23 0931 G4IUF         599 14     9Y4/VE3EY     599 09
QSO:  7026 CW 2013-11-23 0947 G4IUF         599 14     P40L          599 09
QSO: 28001 CW 2013-11-23 1038 G4IUF         599 14     Z81R          599 34
QSO: 28070 CW 2013-11-23 1048 G4IUF         599 14     3DA0ET        599 38
QSO: 28010 CW 2013-11-23 1114 G4IUF         599 14     A61BP         599 21
QSO: 28010 CW 2013-11-23 1115 G4IUF         599 14     RW0A          599 18
QSO: 28010 CW 2013-11-23 1331 G4IUF         599 14     LY3D          599 15
QSO: 28010 CW 2013-11-23 1331 G4IUF         599 14     SP4ZE         599 15
QSO: 28010 CW 2013-11-23 1332 G4IUF         599 14     KE3MX         599 05
QSO: 28010 CW 2013-11-23 1332 G4IUF         599 14     N4UP          599 05
QSO: 28010 CW 2013-11-23 1333 G4IUF         599 14     W2EN          599 05
QSO: 28010 CW 2013-11-23 1333 G4IUF         599 14     YO2IS         599 20
