START-OF-LOG: 3.0
CONTEST: ARRL-10-GHZ
LOCATION: SJV
CALLSIGN: N9JIM
CATEGORY-BAND: ALL
OPERATORS: N9JIM
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: MIXED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: ROVER
CATEGORY-TIME: 24-HOURS
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-OVERLAY: CLASSIC
CLUB: THE 50MHZ AND UP GROUP OF NORTHERN CALIFORNIA
QSO: 10G PH 2020-09-20 1705 N9JIM CM97KH K6WCI CM96WF
QSO: 10G PH 2020-09-20 1705 N9JIM CM97KH W6QIW CM96WF
QSO: 10G PH 2020-09-20 1735 N9JIM CM97KH W6SR CM98MR
QSO: 10G PH 2020-09-20 1832 N9JIM CM97KH WA6JBD DM14FR
QSO: 10G PH 2020-09-20 1837 N9JIM CM97KH W6DL DM14FR
QSO: 10G PH 2020-09-20 1855 N9JIM CM97KH KD6W DM06DE
QSO: 10G PH 2020-09-20 1940 N9JIM CM97KH W6QIW CM96WK
QSO: 24G PH 2020-09-20 1952 N9JIM CM97KH W6QIW CM96WK
QSO: 10G PH 2020-09-20 2021 N9JIM CM97KH KD6W DM06CB
QSO: 10G PH 2020-09-20 2026 N9JIM CM97KH N6TEB DM06AE
QSO: 10G PH 2020-09-20 2026 N9JIM CM97KH K6WCI DM06AE
QSO: 10G PH 2020-09-20 2255 N9JIM CM87XI WA6QDP CM97AV
END-OF-LOG:
