START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: WA3YZD
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: WA3YZD
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 14071 RY 2015-03-14 2153 WA3YZD        599 001 EE7Y          599 H
QSO: 14071 PS 2015-03-14 2158 WA3YZD        599 0001 EA1GA         599 PO
QSO: 14072 RY 2015-03-14 2159 WA3YZD        599 001 CS2EPC        599 052
QSO: 14068 PM 2015-03-14 2205 WA3YZD        599 004 CO2RQ         599 068
QSO: 14070 PS 2015-03-14 2214 WA3YZD        599 0006 ED1B          599 O
QSO: 14070 PS 2015-03-14 2306 WA3YZD        599 019 CO3GD         599 139
QSO: 14070 PS 2015-03-14 2315 WA3YZD        599 020 CO6HZ         599 095
QSO: 14072 PM 2015-03-14 2325 WA3YZD        599 023 A61DJ         599 183
QSO: 14071 RY 2015-03-14 2334 WA3YZD        599 025 LU7HEO        599 029
QSO: 14073 RY 2015-03-14 2345 WA3YZD        599 026 FG/DB4BJ      599 059
QSO: 14070 PS 2015-03-14 2349 WA3YZD        599 0027 CO2WL         599 0133
QSO:  7041 RY 2015-03-15 0023 WA3YZD        599 031 CM8IH         599 028
QSO:  7042 PM 2015-03-15 0030 WA3YZD        599 032 EA8TC         599 TF
QSO:  7042 PS 2015-03-15 0036 WA3YZD        599 0033 EA4DVE        599 001
QSO:  7042 PS 2015-03-15 0116 WA3YZD        599 0036 VE2NMB        599 0063
QSO:  7036 PS 2015-03-15 0148 WA3YZD        599 0038 EC1CTV        599 LU
QSO:  7040 RY 2015-03-15 0153 WA3YZD        599 0 EA5IIK        599 CS
QSO:  7039 PM 2015-03-15 0223 WA3YZD        599 041 CO2RQ         599 126
QSO:  7043 RY 2015-03-15 0230 WA3YZD        599 042 EA1SB         599 LE
QSO:  7041 PS 2015-03-15 0257 WA3YZD        599 0042 S50P          599 0190
QSO:  7044 PM 2015-03-15 0305 WA3YZD        599 044 SP5UUD        599 215
END-OF-LOG:
