START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: DF9EY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DF9EY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 14069 PM 2015-03-14 1844 DF9EY         599 001 EA2KK         599 BI
QSO: 14068 PS 2015-03-14 1847 DF9EY         599 002 EC7AMY        599 SE
QSO: 14069 PM 2015-03-14 1847 DF9EY         599 002 EA2BER        599 BI
QSO: 14069 PS 2015-03-14 1848 DF9EY         599 0003 ED1B          599 O
QSO: 14070 RY 2015-03-14 1849 DF9EY         599 004 EA2XR         599 BI
QSO: 14070 RY 2015-03-14 1850 DF9EY         599 005 EA6ALW        599 IB
QSO: 14070 RY 2015-03-14 1851 DF9EY         599 006 EA5RW         599 V
QSO: 14070 PS 2015-03-14 1852 DF9EY         599 0007 EA4DVE        599 001
QSO: 14070 PS 2015-03-14 1854 DF9EY         599 0008 EB5CUZ        599 CS
QSO: 14000 PS 2015-03-14 1857 DF9EY         599 009 ED4R          599 M
QSO: 14072 PS 2015-03-14 1858 DF9EY         599 010 EC5JC         599 A
QSO: 14072 PK 2015-03-14 1900 DF9EY         599 001 EA4URE        599 HQ
QSO: 14071 PS 2015-03-14 1903 DF9EY         599 012 EA1AUS        599 SA
QSO: 14000 PK 2015-03-14 1907 DF9EY         599 013 E21YDP        599 068
QSO: 14079 PM 2015-03-14 1913 DF9EY         599 014 A61DJ         599 101
QSO: 14072 PM 2015-03-14 1918 DF9EY         599 015 EA7HY         599 CA
QSO: 14069 RY 2015-03-14 1920 DF9EY         599 016 TA7JE         599 016
QSO:  7040 PS 2015-03-15 0713 DF9EY         599 0017 EA5ICP        599 MU
QSO:  7043 PS 2015-03-15 0715 DF9EY         599 019 F4GWY         599 131
QSO:  7041 PM 2015-03-15 0717 DF9EY         599 020 ON2AD         599 109
QSO:  7042 RY 2015-03-15 0726 DF9EY         599 022 EA3GBA        599 B
QSO:  7040 PM 2015-03-15 0730 DF9EY         599 024 SP9CTS        599 132
QSO:  7000 PM 2015-03-15 0732 DF9EY         599 25 YU7AOP        599 252
QSO:  7000 PS 2015-03-15 0734 DF9EY         599 026 ED3Y          599 GI
QSO:  7052 PS 2015-03-15 0738 DF9EY         599 0027 LY2PAD        599 0182
QSO:  7041 PS 2015-03-15 0748 DF9EY         599 0029 ED3D          599 GI
QSO:  7043 PS 2015-03-15 0752 DF9EY         599 030 F4FVW         599 024
QSO:  7040 PS 2015-03-15 0753 DF9EY         599 0031 S50P          599 0254
