START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: IT9PZM
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IT9PZM
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 14000 PK 2015-03-14 2022 IT9PZM        599 002 E21YDP        599 099
QSO: 14070 PM 2015-03-14 2022 IT9PZM        599 003 CU5AQ         599 106
QSO: 14069 RY 2015-03-14 2023 IT9PZM        599 004 EA8PT         599 GC
QSO: 14072 PM 2015-03-14 2217 IT9PZM        599 007 A61DJ         599 142
QSO: 14071 PS 2015-03-14 2239 IT9PZM        599 008 W4UEF         599 151
QSO:  7047 RY 2015-03-14 2242 IT9PZM        599 009 RN4HFJ        599 180
QSO:  7000 PK 2015-03-14 2245 IT9PZM        599 010 RD3ZQ         599 216
QSO:  7043 RY 2015-03-14 2247 IT9PZM        599 011 DG7EKJ        599 157
QSO:  7000 PS 2015-03-14 2252 IT9PZM        599 013 EB4ERS        599 M
QSO:  7047 RY 2015-03-14 2253 IT9PZM        599 015 EB3EFU        599 GI
QSO:  7047 RY 2015-03-14 2255 IT9PZM        599 014 EA2XR         599 BI
QSO:  7047 PM 2015-03-14 2256 IT9PZM        599 0016 HB9BUN        599 0067
QSO:  7047 PS 2015-03-14 2257 IT9PZM        599 017 EA7YT         599 MA
QSO:  7049 PS 2015-03-14 2303 IT9PZM        599 0018 OK1PMA        599 0119
QSO:  7048 PS 2015-03-14 2308 IT9PZM        599 019 SQ1BVG/2      599 132
QSO:  7048 PS 2015-03-14 2309 IT9PZM        599 0020 DL5HF         599 0047
