START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: RZ4AZ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: RZ4AZ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 28000 PS 2015-03-15 0742 RZ4AZ         599 001 EA3GUO        599 GI
QSO: 28121 RY 2015-03-15 0749 RZ4AZ         599 007 EF3C          599 B
QSO: 28122 RY 2015-03-15 0803 RZ4AZ         599 007 EA6ALW        599 IB
QSO: 14073 PM 2015-03-15 0825 RZ4AZ         599 027 R8XF          599 124
QSO: 14076 PS 2015-03-15 0829 RZ4AZ         599 0027 PA4PS         599 0209
QSO: 14000 PM 2015-03-15 0942 RZ4AZ         599 027 LY2EW         599 155
QSO: 14074 PM 2015-03-15 0942 RZ4AZ         599 027 UT5EPP        599 233
QSO: 28002 PS 2015-03-15 0946 RZ4AZ         599 0027 PD70BZH       027 0139
QSO: 28125 PS 2015-03-15 0950 RZ4AZ         599 0027 PI4CG         599 0551
QSO: 28120 PM 2015-03-15 1018 RZ4AZ         599 0027 IQ2CJ         599 0204
QSO: 28120 PS 2015-03-15 1019 RZ4AZ         599 0027 IN3BFW        599 0139
QSO: 28080 PS 2015-03-15 1021 RZ4AZ         599 0027 S57DX         599 0160
QSO: 21071 PS 2015-03-15 1033 RZ4AZ         599 0027 EC1DBO        599 PO
QSO: 21071 PM 2015-03-15 1035 RZ4AZ         599 027 RW0SR         599 147
QSO: 21071 PS 2015-03-15 1035 RZ4AZ         599 0027 YO3CBZ        599 0211
QSO: 21073 RY 2015-03-15 1037 RZ4AZ         599 034 SP9BGS        599 110
QSO: 21071 PM 2015-03-15 1537 RZ4AZ         599 034 UA1ZGK        599 165
QSO: 21071 PM 2015-03-15 1539 RZ4AZ         599 034 EA8TC         599 TF
QSO: 21000 PM 2015-03-15 1541 RZ4AZ         599 034 HA6NL         599 597
END-OF-LOG:
