START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: KO9V
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KO9V
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 21070 RY 2015-03-14 1918 KO9V          599 001 EA5BN         599 MU
QSO: 21072 RY 2015-03-14 1922 KO9V          599 002 EA2RCF        599 VI
QSO: 21074 PS 2015-03-14 1925 KO9V          599 0003 EF3P          599 T
QSO: 21073 PS 2015-03-14 1927 KO9V          599 0004 EC7RC         599 AL
QSO: 14070 PS 2015-03-14 1938 KO9V          599 0005 UT5UDX        599 0160
QSO: 14070 RY 2015-03-14 2124 KO9V          599 7 EA3FYO        599 B
QSO: 14071 PS 2015-03-14 2126 KO9V          599 0008 S50P          599 0125
QSO: 14074 RY 2015-03-14 2138 KO9V          599 009 EA2XR         599 BI
QSO: 14075 PS 2015-03-14 2140 KO9V          599 0011 EF3P          599 T
QSO: 14073 PS 2015-03-14 2327 KO9V          599 0012 ED1B          599 O
QSO: 14072 PM 2015-03-14 2328 KO9V          599 013 A61DJ         599 184
QSO: 14073 RY 2015-03-15 1224 KO9V          599 014 DH6BH         599 086
QSO: 21068 PS 2015-03-15 1411 KO9V          599 0015 EA5FQ         599 V
QSO: 21072 PS 2015-03-15 1412 KO9V          599 0016 R7AB          599 0480
QSO: 21073 PS 2015-03-15 1419 KO9V          599 0017 UT5UDX        599 0635
QSO: 21073 PS 2015-03-15 1441 KO9V          599 0018 EB2RA         599 HU
QSO: 21069 RY 2015-03-15 1442 KO9V          599 019 US4LPY        599 249
QSO: 21071 PS 2015-03-15 1447 KO9V          599 0020 EC1DBO        599 PO
QSO: 21075 PM 2015-03-15 1450 KO9V          599 022 UT6HX         599 276
QSO: 21073 PS 2015-03-15 1451 KO9V          599 0021 YO2RR         599 0212
END-OF-LOG:
