START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: OK1GSB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: OK1GSB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 21071 PS 2015-03-14 1736 OK1GSB        599 0001 ED1B          599 O
QSO: 21072 RY 2015-03-14 1737 OK1GSB        599 002 EA5HDX        599 MU
QSO: 21075 PM 2015-03-14 1742 OK1GSB        599 003 EA8TC         599 TF
QSO: 21073 PS 2015-03-14 1744 OK1GSB        599 0004 EA5FQ         599 V
QSO: 21075 RY 2015-03-14 1745 OK1GSB        599 005 EA2XR         599 BI
QSO: 21076 RY 2015-03-14 1752 OK1GSB        599 006 EA1MI         599 SG
QSO: 21071 PS 2015-03-14 1753 OK1GSB        599 008 EC5JC         599 A
QSO: 21076 PS 2015-03-14 1753 OK1GSB        599 0007 EE5H          599 V
QSO: 21072 PM 2015-03-14 1754 OK1GSB        599 009 EA7HY         599 CA
QSO: 21072 RY 2015-03-14 1755 OK1GSB        599 010 EA2RCF        599 VI
QSO: 21080 RY 2015-03-14 1759 OK1GSB        599 011 EA5FIV        599 A
QSO: 21070 PS 2015-03-14 1800 OK1GSB        599 012 EA7KZ         599 J
QSO: 21071 PM 2015-03-14 1805 OK1GSB        599 013 EA2BER        599 BI
QSO: 21073 PM 2015-03-14 1808 OK1GSB        599 015 EA1AHY        599 S
QSO: 21073 PS 2015-03-14 1808 OK1GSB        599 0014 EA3KU         599 T
QSO: 21072 PS 2015-03-14 1809 OK1GSB        599 0016 EA7ZY         599 H
QSO: 21073 PS 2015-03-14 1810 OK1GSB        599 0017 EC1DBO        599 PO
QSO: 21073 PS 2015-03-14 1812 OK1GSB        599 018 EA5EV         599 MU
QSO: 21074 PS 2015-03-14 1820 OK1GSB        599 019 EA4FJL        599 M
QSO: 21072 PS 2015-03-14 1829 OK1GSB        599 0022 EA1BAF        599 OU
QSO: 21072 PM 2015-03-14 1834 OK1GSB        599 023 CO2QM         599 066
QSO: 21073 PS 2015-03-14 1945 OK1GSB        599 0024 VE2EBK        599 0017
QSO: 21072 PM 2015-03-14 1946 OK1GSB        599 25 OK1BA         599 054
QSO: 21072 RY 2015-03-14 1955 OK1GSB        599 026 NO4Y          599 070
QSO: 21075 PS 2015-03-14 2001 OK1GSB        599 0027 KE8M          599 0080
QSO: 14076 PM 2015-03-14 2007 OK1GSB        599 028 EA8TC         599 TF
QSO: 14001 PS 2015-03-14 2011 OK1GSB        599 0029 EA1GT/QRP     599 C
QSO: 14069 RY 2015-03-14 2022 OK1GSB        599 030 EA8PT         599 GC
QSO: 14072 PS 2015-03-14 2022 OK1GSB        599 0031 EA1IFU        599 C
QSO: 14070 RY 2015-03-14 2027 OK1GSB        599 032 EE7Y          599 H
QSO: 14074 PS 2015-03-14 2028 OK1GSB        599 0033 EA7ZY         599 H
QSO: 14074 PS 2015-03-14 2029 OK1GSB        599 0034 EA1IEU        599 OU
QSO: 14070 PM 2015-03-14 2033 OK1GSB        599 035 CU5AQ         599 110
QSO:  7046 PM 2015-03-14 2039 OK1GSB        599 036 UA3PI         599 158
QSO:  7045 PS 2015-03-14 2040 OK1GSB        599 037 UT2GA         599 150
QSO:  7000 PS 2015-03-14 2042 OK1GSB        599 039 EA4EN         599 TO
QSO:  7045 PM 2015-03-14 2042 OK1GSB        599 038 UX7QV         599 160
QSO:  7040 PM 2015-03-14 2046 OK1GSB        599 040 UA6XES        599 138
QSO:  7040 PS 2015-03-14 2050 OK1GSB        599 0041 IZ8JFL/1      599 0064
QSO:  7041 RY 2015-03-14 2055 OK1GSB        599 043 EA2XR         599 BI
QSO:  7042 PK 2015-03-14 2055 OK1GSB        599 001 EA4URE        599 HQ
QSO:  7041 PS 2015-03-14 2100 OK1GSB        599 0045 UT5UDX        599 0237
QSO:  7045 PM 2015-03-14 2105 OK1GSB        599 046 OH2NT         599 090
QSO:  7000 PM 2015-03-15 1049 OK1GSB        599 047 DB2BJT        599 115
QSO:  7044 PM 2015-03-15 1051 OK1GSB        599 048 SP5UUD        599 307
QSO:  7041 PS 2015-03-15 1052 OK1GSB        599 0049 S50P          599 0298
