START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: ON6DP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: ON6DP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 21073 PS 2015-03-14 1726 ON6DP         599 0005 UA6CE         599 0059
QSO: 21072 RY 2015-03-14 1727 ON6DP         599 003 UR5FOA        599 034
QSO: 21080 RY 2015-03-14 1728 ON6DP         599 004 TA7JE         599 011
QSO: 21072 PM 2015-03-14 1729 ON6DP         599 005 UR5FBM        599 052
QSO: 21074 PS 2015-03-14 1817 ON6DP         599 007 CM6ISG        599 016
QSO: 21071 RY 2015-03-14 1819 ON6DP         599 008 EA9BO         599 CE
QSO: 21070 PS 2015-03-14 1820 ON6DP         599 0010 CO2WL         599 0028
QSO: 21071 RY 2015-03-14 1820 ON6DP         599 009 EA5BN         599 MU
QSO: 21072 RY 2015-03-14 1822 ON6DP         599 011 EA5HDX        599 MU
QSO: 21071 PS 2015-03-14 1823 ON6DP         599 0012 EA7GV         599 GR
QSO: 21073 PS 2015-03-14 1824 ON6DP         599 013 RA9AU         599 059
QSO: 21073 PS 2015-03-14 1828 ON6DP         599 0015 VE2NMB        599 0016
QSO: 21072 PSK 2015-03-14 1830 ON6DP         599 0014 HK3Q          599 0024
QSO: 21075 PM 2015-03-14 1833 ON6DP         599 018 EA8TC         599 TF
QSO: 21075 RY 2015-03-14 1833 ON6DP         599 019 EA8PT         599 GC
QSO: 21073 PS 2015-03-14 1834 ON6DP         599 0020 EC7RC         599 AL
QSO: 21072 PS 2015-03-14 1836 ON6DP         599 0021 ED1B          599 O
QSO: 14070 PM 2015-03-14 1908 ON6DP         599 022 UR5FBM        599 084
QSO: 14070 RY 2015-03-14 1910 ON6DP         599 023 UR3AC         599 093
QSO: 14072 PS 2015-03-14 1911 ON6DP         599 0024 SE4E          599 0094
QSO: 14069 RY 2015-03-14 1912 ON6DP         599 026 TA7JE         599 013
QSO: 14070 PM 2015-03-14 1912 ON6DP         599 025 R3EK          599 047
QSO: 14070 PS 2015-03-14 1914 ON6DP         599 0027 OH3OJ         599 0137
QSO: 14070 PM 2015-03-14 1919 ON6DP         599 028 A61DJ         599 103
QSO: 14070 PM 2015-03-14 1920 ON6DP         599 029 EW6DM         599 067
QSO: 14070 PS 2015-03-14 1920 ON6DP         599 0030 RN3ZMX        599 0052
QSO: 14076 PM 2015-03-14 1924 ON6DP         599 031 RT3P          599 176
QSO: 14075 RY 2015-03-14 1925 ON6DP         599 032 EA8JT         599 TF
QSO: 14070 PS 2015-03-14 1926 ON6DP         599 0033 YB1BML        599 0087
QSO: 14070 PS 2015-03-14 1930 ON6DP         599 0035 OH2GI         599 0001
QSO: 14071 RY 2015-03-14 1932 ON6DP         599 036 UX5IQ         599 078
QSO: 14071 PS 2015-03-14 1933 ON6DP         599 037 RN4HGJ/1      599 085
QSO: 14000 RY 2015-03-14 1934 ON6DP         599 038 RZ3LA         599 042
QSO: 14073 PS 2015-03-14 1935 ON6DP         599 0039 EA7ZY         599 H
QSO:  7042 PM 2015-03-14 2333 ON6DP         599 039 UX0DL         599 217
QSO:  7041 PM 2015-03-14 2334 ON6DP         599 041 HA7LW         599 186
QSO:  7051 PS 2015-03-14 2335 ON6DP         599 0042 LY2PAD        599 0140
QSO:  7042 PM 2015-03-14 2337 ON6DP         599 043 UT0FC         599 032
QSO:  7042 RY 2015-03-14 2338 ON6DP         599 045 EA7JOY        599 SE
QSO:  7043 RY 2015-03-14 2338 ON6DP         599 044 SV1PMH        599 146
QSO:  7000 PS 2015-03-14 2339 ON6DP         599 046 EA4FYX        599 M
QSO:  7042 PS 2015-03-14 2339 ON6DP         599 0047 OH3OJ         599 0287
QSO:  7041 PS 2015-03-14 2341 ON6DP         599 048 EA5ERA        599 V
END-OF-LOG:
