START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: ON6UF
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: ON6UF
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO:  7042 PM 2015-03-14 1654 ON6UF         599 001 EA2KK         599 BI
QSO:  7041 RY 2015-03-14 1708 ON6UF         599 002 DD9WG         599 022
QSO:  7042 PM 2015-03-14 1711 ON6UF         599 003 DL9NO         599 040
QSO:  7040 PS 2015-03-14 1716 ON6UF         599 0004 EA3JW         599 B
QSO:  7040 PS 2015-03-14 1723 ON6UF         599 0005 S50P          599 0037
QSO:  7042 PS 2015-03-14 1725 ON6UF         599 006 SQ1BVG/2      599 031
QSO:  7038 RY 2015-03-14 1726 ON6UF         599 008 EA3GBA        599 B
QSO:  7043 PS 2015-03-14 1726 ON6UF         599 0007 S53F          599 0042
QSO:  7044 PM 2015-03-14 1754 ON6UF         599 009 RT3P          599 109
QSO:  7044 PM 2015-03-14 1755 ON6UF         599 010 SP5UUD        599 053
QSO:  7042 RY 2015-03-14 2308 ON6UF         599 011 EA2RCF        599 VI
QSO:  7041 PM 2015-03-14 2312 ON6UF         599 012 HA7LW         599 173
QSO: 28124 PM 2015-03-15 1023 ON6UF         599 013 EA8CNR        599 GC
QSO: 28122 PS 2015-03-15 1024 ON6UF         599 0014 UY2IF         599 0077
QSO: 28125 PS 2015-03-15 1025 ON6UF         599 0015 US6IQ         599 0084
QSO: 28080 PM 2015-03-15 1042 ON6UF         599 016 R6LAQ         599 183
QSO: 21072 PK 2015-03-15 1047 ON6UF         599 001 EA4URE        599 HQ
QSO: 21073 RY 2015-03-15 1053 ON6UF         599 019 UA4FX         599 144
QSO: 21074 PM 2015-03-15 1053 ON6UF         599 018 RA1ALC        599 573
END-OF-LOG:
