START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: DK8EY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DK8EY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 14070 PS 2015-03-14 1659 DK8EY         599 0002 EA4DVE        599 001
QSO: 14070 RY 2015-03-14 1701 DK8EY         599 003 SP4TXI        599 051
QSO: 14076 PM 2015-03-14 1704 DK8EY         599 005 UT5EPP        599 073
QSO: 14070 RY 2015-03-14 1705 DK8EY         599 007 EE7Y          599 H
QSO: 14071 PM 2015-03-14 1705 DK8EY         599 006 ES4RD         599 069
QSO: 14074 PS 2015-03-14 1708 DK8EY         599 0008 OH3OJ         599 0038
QSO: 14073 PS 2015-03-14 1709 DK8EY         599 0009 IN3BFW        599 0060
QSO: 14073 PS 2015-03-14 1710 DK8EY         599 0010 EA7GV         599 GR
QSO: 14075 PM 2015-03-14 1711 DK8EY         599 011 RT3P          599 073
QSO: 14075 PS 2015-03-14 1711 DK8EY         599 0012 YL5X          599 0062
QSO: 14070 PM 2015-03-14 1714 DK8EY         599 013 G3LHJ         599 059
QSO: 14077 PS 2015-03-14 1716 DK8EY         599 0014 OH3FM         599 0045
QSO: 14074 PS 2015-03-14 1718 DK8EY         599 0016 YL2NN         599 0042
QSO: 14076 PM 2015-03-14 1718 DK8EY         599 015 F5RD          599 061
QSO: 14075 RY 2015-03-14 1719 DK8EY         599 017 UZ5U          599 052
QSO: 14072 PM 2015-03-14 1721 DK8EY         599 018 S57YK         599 037
QSO: 14073 PS 2015-03-14 1723 DK8EY         599 019 UT2GA         599 054
QSO: 14071 PM 2015-03-14 1725 DK8EY         599 20 YU7AOP        599 051
QSO: 14071 PS 2015-03-14 1726 DK8EY         599 0021 S50P          599 0052
QSO: 14071 PM 2015-03-14 1730 DK8EY         599 023 A92AA         599 050
END-OF-LOG:
