START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: GI7AXB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: GI7AXB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 21071 PM 2015-03-14 1643 GI7AXB        599 001 SP4CJA        599 032
QSO: 21071 RY 2015-03-14 1646 GI7AXB        599 002 RU3XB         599 012
QSO: 21071 RY 2015-03-14 1647 GI7AXB        599 003 SQ7B          599 028
QSO: 21071 PM 2015-03-14 1648 GI7AXB        599 004 RA1ALC        599 039
QSO: 21000 PM 2015-03-14 1649 GI7AXB        599 005 YL3ID         599 014
QSO: 21071 PS 2015-03-14 1649 GI7AXB        599 0006 OK2BHD        599 0017
QSO: 21071 PM 2015-03-14 1650 GI7AXB        599 007 RA3E          599 022
QSO: 21072 PM 2015-03-14 1652 GI7AXB        599 008 EA2DDE        599 NA
QSO: 21000 PS 2015-03-14 1653 GI7AXB        599 0009 IK2MXM        599 0013
QSO: 21071 PS 2015-03-14 1654 GI7AXB        599 0010 OK2EA         599 0016
QSO: 21071 PM 2015-03-14 1655 GI7AXB        599 0011 IZ4DZD        599 005
QSO: 21071 PM 2015-03-14 1656 GI7AXB        599 013 UR5FBM        599 037
QSO: 21071 PM 2015-03-14 1656 GI7AXB        599 0012 YO5BLA        599 025
QSO: 21070 PS 2015-03-14 1658 GI7AXB        599 0014 WB2COY        599 0009
QSO: 21070 PS 2015-03-14 1701 GI7AXB        599 0014 SP6EIY        599 0031
QSO: 21071 PM 2015-03-14 1702 GI7AXB        599 015 UR5SAU        599 024
QSO: 21071 RY 2015-03-14 1703 GI7AXB        599 015 EA8PT         599 GC
QSO: 21070 RY 2015-03-14 1704 GI7AXB        599 022 EA4EQD        599 M
QSO: 21000 PM 2015-03-14 1706 GI7AXB        599 017 LY2TS         599 006
QSO: 21070 PS 2015-03-14 1706 GI7AXB        599 0019 RV3F          599 0003
QSO: 21071 PM 2015-03-14 1707 GI7AXB        599 021 OK1BA         599 005
QSO: 21071 PS 2015-03-14 1707 GI7AXB        599 0020 S57YX         599 0011
QSO: 21072 PS 2015-03-14 1710 GI7AXB        599 022 UT3RS         599 040
QSO: 21000 PS 2015-03-14 1711 GI7AXB        599 023 OK1FHI        599 028
QSO: 21071 PM 2015-03-14 1712 GI7AXB        599 024 EU2TT         599 018
QSO: 14073 RY 2015-03-14 1916 GI7AXB        599 029 SP9BGS        599 040
QSO: 14070 PM 2015-03-14 1917 GI7AXB        599 026 SP6JZP        599 071
QSO: 14070 PM 2015-03-14 1917 GI7AXB        599 027 YU7AOP        599 104
QSO: 14072 PM 2015-03-14 1917 GI7AXB        599 028 EA1IPH        599 BU
QSO: 14071 PS 2015-03-14 1918 GI7AXB        599 030 EE4EA         599 GU
QSO: 14069 RY 2015-03-14 1920 GI7AXB        599 031 SP6GBP        599 009
QSO: 14072 PM 2015-03-14 1920 GI7AXB        599 032 UX0DL         599 103
QSO: 14072 RY 2015-03-14 1923 GI7AXB        599 033 EA1GHH        599 015
QSO: 14074 PM 2015-03-14 1924 GI7AXB        599 013 IQ2CU         599 110
QSO: 14074 PS 2015-03-14 1925 GI7AXB        599 0034 EA1IFU        599 C
QSO: 14072 RY 2015-03-14 1926 GI7AXB        599 035 SP4TXI        599 116
QSO: 14070 PS 2015-03-14 1927 GI7AXB        599 0036 S50P          599 0102
QSO:  7042 PM 2015-03-15 0720 GI7AXB        599 039 M0NPQ         599 233
QSO:  7041 PS 2015-03-15 0722 GI7AXB        599 0040 UT5UDX        599 0351
QSO:  7049 RY 2015-03-15 0723 GI7AXB        599 041 LA5LJA        599 224
QSO:  7041 PS 2015-03-15 0725 GI7AXB        599 0042 G0HDV         599 0195
QSO:  7043 PS 2015-03-15 0725 GI7AXB        599 043 F4FVW         599 018
QSO:  7000 PS 2015-03-15 0727 GI7AXB        599 045 EA7IRI        599 J
QSO:  7044 PS 2015-03-15 0727 GI7AXB        599 0044 SE4E          599 0265
QSO:  7000 PM 2015-03-15 0728 GI7AXB        599 047 IW1FRD        599 118
QSO:  7042 PM 2015-03-15 0728 GI7AXB        599 046 SP5UUD        599 270
QSO:  7042 PM 2015-03-15 0733 GI7AXB        599 048 PA3DBS        599 214
QSO:  7042 RY 2015-03-15 0733 GI7AXB        599 49 EA1GHH        599 074
QSO: 14071 PS 2015-03-15 0737 GI7AXB        599 0050 OK2BHD        599 0072
QSO: 14073 PM 2015-03-15 0737 GI7AXB        599 051 RA1ALC        599 468
QSO: 14073 PM 2015-03-15 0738 GI7AXB        599 052 OK1VPO        599 046
QSO: 14071 PS 2015-03-15 0740 GI7AXB        599 054 YL3FW         599 104
QSO: 14073 PS 2015-03-15 0741 GI7AXB        599 055 UY5TE         599 089
QSO: 14074 PS 2015-03-15 0743 GI7AXB        599 0056 UR4CU         599 0084
QSO: 14071 RY 2015-03-15 0744 GI7AXB        599 059 EE7Y          599 H
QSO: 14073 PS 2015-03-15 0744 GI7AXB        599 058 UT2GA         599 278
QSO: 14074 PM 2015-03-15 0744 GI7AXB        599 057 EA2DDE        599 NA
QSO: 14073 PM 2015-03-15 0746 GI7AXB        599 061 OH2MQ         599 319
QSO: 14072 RY 2015-03-15 0747 GI7AXB        599 062 SM5OSZ        599 023
QSO: 14074 PS 2015-03-15 0748 GI7AXB        599 0063 EA8AQV        599 GC
QSO: 14073 PM 2015-03-15 0751 GI7AXB        599 066 EW6DM         599 125
QSO: 14072 RY 2015-03-15 0752 GI7AXB        599 067 UA4FX         599 060
QSO: 14088 Ps 2015-03-15 0752 GI7AXB        599 065 SM7BHM        599 0116
QSO: 14074 PS 2015-03-15 0754 GI7AXB        599 0068 SE4E          599 0273
QSO: 14074 PS 2015-03-15 0755 GI7AXB        599 0069 RV3ZN         599 0099
QSO: 21000 PS 2015-03-15 0757 GI7AXB        599 070 EA7IZZ        599 CA
QSO: 14000 PM 2015-03-15 0857 GI7AXB        599 071 R2EA          599 300
QSO: 14000 PM 2015-03-15 0859 GI7AXB        599 072 DL7UDA        599 063
QSO: 14069 RY 2015-03-15 0900 GI7AXB        599 074 EA1LN         599 O
QSO: 14071 PM 2015-03-15 0900 GI7AXB        599 073 OK2DW         599 163
QSO: 14000 PS 2015-03-15 0904 GI7AXB        599 076 EA7URA        599 CA
QSO: 21072 PM 2015-03-15 0906 GI7AXB        599 077 EW8OM         599 203
QSO: 21070 PS 2015-03-15 0907 GI7AXB        599 0078 SQ8KEZ        599 0138
QSO: 21072 PM 2015-03-15 0908 GI7AXB        599 079 RD3FV         599 119
QSO:  7042 PM 2015-03-15 0913 GI7AXB        599 081 DL7UXG        599 371
QSO:  7040 PM 2015-03-15 0914 GI7AXB        599 082 G3LHJ         599 260
QSO:  7043 PM 2015-03-15 0917 GI7AXB        599 084 DL4ME         599 089
QSO:  7042 PS 2015-03-15 0918 GI7AXB        599 086 SQ1BVG/2      599 250
QSO:  7043 RY 2015-03-15 0919 GI7AXB        599 085 DG0CG         599 202
QSO:  7042 PS 2015-03-15 0921 GI7AXB        599 0087 G4OGB         599 0106
QSO: 14000 RY 2015-03-15 0924 GI7AXB        599 088 SP3UY         599 063
QSO: 21073 RY 2015-03-15 1243 GI7AXB        599 089 SP9BGS        599 120
QSO: 21072 PM 2015-03-15 1245 GI7AXB        599 090 UA1ZGK        599 095
QSO: 21072 PM 2015-03-15 1246 GI7AXB        599 091 RX6BH         599 238
QSO: 21000 PM 2015-03-15 1248 GI7AXB        599 092 EU6AA         599 094
QSO: 21072 PM 2015-03-15 1249 GI7AXB        599 093 YO5NY         599 139
QSO: 21000 RY 2015-03-15 1250 GI7AXB        599 094 LY3IV         599 050
QSO: 21070 PM 2015-03-15 1251 GI7AXB        599 095 SP6JZP        599 238
QSO: 21072 PM 2015-03-15 1253 GI7AXB        599 096 UN7GDQ        599 226
QSO: 21000 PS 2015-03-15 1256 GI7AXB        599 98 EA4GQS        599 GU
QSO: 21072 RY 2015-03-15 1257 GI7AXB        599 099 US4LPY        599 231
QSO: 21071 RY 2015-03-15 1258 GI7AXB        599 010 UA4FX         599 205
QSO: 21074 PM 2015-03-15 1441 GI7AXB        599 0101 UX1IW         599 178
END-OF-LOG:
