START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA PSK63 Contest
CALLSIGN: W0GLB
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W0GLB
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA PSK63 Contest URE/EAPSK63/2015.
QSO: 28000 PS 2015-03-14 1708 W0GLB         599 001 CO6HK         599 011
QSO: 21071 PS 2015-03-14 1720 W0GLB         599 0002 ON6NL         599 0064
QSO: 21081 RY 2015-03-14 1721 W0GLB         599 003 CM8IH         599 004
QSO: 21071 PM 2015-03-14 1728 W0GLB         599 005 CO2QM         599 028
QSO: 21073 PS 2015-03-14 1734 W0GLB         599 0005 R7AB          599 0090
QSO: 21073 PS 2015-03-14 1739 W0GLB         599 0006 YO2RR         599 0068
QSO: 21078 PS 2015-03-14 1740 W0GLB         599 0007 PI4CG         599 0072
QSO: 21070 PM 2015-03-14 1741 W0GLB         599 008 UT6HX         599 070
QSO: 21069 PS 2015-03-14 1753 W0GLB         599 0009 LZ137LO       599 0087
QSO: 21073 PS 2015-03-14 2007 W0GLB         599 0012 EC1DBO        599 PO
QSO: 28080 PM 2015-03-14 2008 W0GLB         599 013 CO2RQ         599 033
QSO: 28122 RY 2015-03-14 2020 W0GLB         599 014 LU7HEO        599 018
QSO: 21071 RY 2015-03-14 2031 W0GLB         599 015 CS2EPC        599 023
QSO: 21073 PM 2015-03-14 2034 W0GLB         599 016 CO2RVA        599 042
QSO: 21000 PS 2015-03-14 2035 W0GLB         599 017 YV5AAX        599 0066
QSO: 21000 PS 2015-03-14 2038 W0GLB         599 0018 KK4HEG        599 0041
QSO: 21075 PS 2015-03-14 2038 W0GLB         599 0019 KE8M          599 0084
QSO: 21073 PS 2015-03-14 2040 W0GLB         599 0020 EC1DBO        599 PO
QSO: 14070 PM 2015-03-14 2056 W0GLB         599 0021 IQ2CJ         599 0076
QSO: 21000 PSK63 2015-03-14 2238 W0GLB         599 002 7L4VYK        599 020
END-OF-LOG:
