START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DIGI
CALLSIGN: KB6ZA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KB6ZA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DIGI ARRL/arrl_international_digital_contest/2026.
QSO: 21076 DG 2026-06-06 1915 KB6ZA         CM88 KD9V          EM69
QSO: 21074 DG 2026-06-06 1940 KB6ZA         CM88 KT3X          EM20
QSO: 14075 DG 2026-06-06 2037 KB6ZA         CM88 KD6FIL        CM88
QSO: 14075 DG 2026-06-06 2049 KB6ZA         CM88 KA5WSS        CM88
QSO: 14076 DG 2026-06-06 2131 KB6ZA         CM88 KD9V          EM69
QSO: 14074 DG 2026-06-06 2232 KB6ZA         CM88 VA7USD        CN88
QSO:  7048 DG 2026-06-07 0248 KB6ZA         CM88 K6KM          CM97
QSO:  7049 DG 2026-06-07 0249 KB6ZA         CM88 K7GIO         DM25
QSO:  7049 DG 2026-06-07 0253 KB6ZA         CM88 NP4DX         FK68
QSO:  7048 DG 2026-06-07 0259 KB6ZA         CM88 KN4DS         EM82
QSO:  7048 DG 2026-06-07 0317 KB6ZA         CM88 W0ZA          EN00
QSO:  7047 DG 2026-06-07 0321 KB6ZA         CM88 KZ5DX         EM52
QSO:  7049 DG 2026-06-07 0324 KB6ZA         CM88 W4IDX         DM24
QSO:  7048 DG 2026-06-07 0340 KB6ZA         CM88 N3LH          FM19
QSO:  7048 DG 2026-06-07 0341 KB6ZA         CM88 K8BL          EN91
QSO:  7049 DG 2026-06-07 0345 KB6ZA         CM88 W9AV          EN43
QSO:  7047 DG 2026-06-07 0349 KB6ZA         CM88 K9NW          EM79
QSO:  7049 DG 2026-06-07 0353 KB6ZA         CM88 N4NJJ         DM26
QSO:  7049 DG 2026-06-07 0358 KB6ZA         CM88 KD5DBP        EM25
QSO:  7075 DG 2026-06-07 0424 KB6ZA         CM88 N8HRZ         EN91
QSO:  7049 DG 2026-06-07 0434 KB6ZA         CM88 KE5ZBG        DM75AQ
QSO:  7075 DG 2026-06-07 1221 KB6ZA         CM88 KF5O          EM12
QSO: 14076 DG 2026-06-07 1329 KB6ZA         CM88 KA5WSS        CM88
QSO: 14080 DG 2026-06-07 1707 KB6ZA         CM88 W4IDX         DM24
QSO: 14080 DG 2026-06-07 1725 KB6ZA         CM88 WA0LIF        EN35
END-OF-LOG:
