START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DIGI
CALLSIGN: KE6KYI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KE6KYI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DIGI ARRL/arrl_international_digital_contest/2026.
QSO: 14081 DG 2026-06-06 2006 KE6KYI        CM97 WB6AGE        CN86
QSO: 14082 DG 2026-06-06 2007 KE6KYI        CM97 AE5FM         EM13
QSO: 14082 DG 2026-06-06 2017 KE6KYI        CM97 KA2D          FN30
QSO: 14000 DG 2026-06-06 2227 KE6KYI        CM97 XE2N          DL95
QSO: 14081 DG 2026-06-06 2228 KE6KYI        CM97 W0ZA          EN00
QSO: 14082 DG 2026-06-06 2237 KE6KYI        CM97 K4QQG         EM92
QSO: 14081 DG 2026-06-06 2239 KE6KYI        CM97 W9RJC         EN71
QSO: 14082 DG 2026-06-06 2239 KE6KYI        CM97 AF0F          EM28
QSO: 14080 DG 2026-06-06 2245 KE6KYI        CM97 KP2B          FK77
QSO: 14082 DG 2026-06-06 2247 KE6KYI        CM97 WB8SIG        EN91
QSO: 14081 DG 2026-06-06 2249 KE6KYI        CM97 XQ3SK         FF46
QSO: 14080 DG 2026-06-06 2309 KE6KYI        CM97 N0KRE         DM43
QSO: 14080 DG 2026-06-06 2313 KE6KYI        CM97 W9AV          EN43
QSO: 14080 DG 2026-06-06 2317 KE6KYI        CM97 N0AT          EN34
QSO: 14081 DG 2026-06-06 2320 KE6KYI        CM97 K0ERR         EN35
QSO: 14082 DG 2026-06-06 2330 KE6KYI        CM97 KD5DBP        EM25
QSO:  7090 DG 2026-06-07 0341 KE6KYI        CM97 KH6JRB        CM87
QSO:  7075 DG 2026-06-07 0350 KE6KYI        CM97 KB3Z          FN20
QSO:  7075 DG 2026-06-07 0401 KE6KYI        CM97 6Y5PW         FK08
QSO:  7075 DG 2026-06-07 0407 KE6KYI        CM97 K8VGL         EM69
QSO:  7092 DG 2026-06-07 0411 KE6KYI        CM97 K3MM          FM19
QSO:  7091 DG 2026-06-07 0412 KE6KYI        CM97 N3QE          FM19
QSO:  7092 DG 2026-06-07 0414 KE6KYI        CM97 KP4PR         FK68XK
QSO:  7090 DG 2026-06-07 0416 KE6KYI        CM97 CA1OGG        FG57
QSO:  7091 DG 2026-06-07 0428 KE6KYI        CM97 KF6JXM        DM13
QSO:  7091 DG 2026-06-07 0429 KE6KYI        CM97 WB6AGE        CN86
QSO:  7090 DG 2026-06-07 0430 KE6KYI        CM97 K9NW          EM79
QSO:  7092 DG 2026-06-07 0433 KE6KYI        CM97 KE4TT         FM05
QSO:  7092 DG 2026-06-07 0435 KE6KYI        CM97 KC3NDU        FN21
QSO:  7091 DG 2026-06-07 0437 KE6KYI        CM97 OA4DOS        FH17
QSO:  7092 DG 2026-06-07 0438 KE6KYI        CM97 WB5BHS        EM35
QSO:  7091 DG 2026-06-07 0439 KE6KYI        CM97 VA6CR         DO21
QSO:  7091 DG 2026-06-07 0442 KE6KYI        CM97 KB2TDH        FN12
QSO:  7092 DG 2026-06-07 0442 KE6KYI        CM97 KO6BFD        CM99
QSO:  7092 DG 2026-06-07 0444 KE6KYI        CM97 KC2WUF        FN20
QSO:  7091 DG 2026-06-07 0445 KE6KYI        CM97 K6DAV         DM06
QSO:  7092 DG 2026-06-07 0447 KE6KYI        CM97 KE6MYA        DM12
END-OF-LOG:
