START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DIGI
CALLSIGN: XV9DL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: XV9DL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DIGI ARRL/arrl_international_digital_contest/2026.
QSO: 14081 DG 2026-06-06 1811 XV9DL         OK41 RU5X          KO84
QSO: 14082 DG 2026-06-06 1817 XV9DL         OK41 PA4O          JO33
QSO: 14081 DG 2026-06-06 1818 XV9DL         OK41 SM5EPO        JP80
QSO: 14080 DG 2026-06-06 1846 XV9DL         OK41 EW6DM         KO35
QSO: 14081 DG 2026-06-06 1854 XV9DL         OK41 OP5T          JO21
QSO: 14081 DG 2026-06-06 1903 XV9DL         OK41 YB2FAJ        OI42
QSO: 14081 DG 2026-06-06 1907 XV9DL         OK41 PD2PKM        JO21
QSO: 14081 DG 2026-06-06 1910 XV9DL         OK41 A92AE         LL56
QSO: 14081 DG 2026-06-06 1914 XV9DL         OK41 A92AE         LL56
QSO: 14082 DG 2026-06-06 1917 XV9DL         OK41 SE4E          JP70
QSO: 14090 DG 2026-06-06 1924 XV9DL         OK41 5B4AMM        KM64
QSO: 14090 DG 2026-06-06 1925 XV9DL         OK41 IW2NEF        JN46
QSO: 14090 DG 2026-06-06 1925 XV9DL         OK41 YB2CPO        OI52
QSO: 14091 DG 2026-06-06 1930 XV9DL         OK41 PD1BJO        JO32
QSO: 14090 DG 2026-06-06 1933 XV9DL         OK41 R5BD          KO75
QSO: 14092 DG 2026-06-06 1936 XV9DL         OK41 YB2FAJ        OI42
QSO: 14091 DG 2026-06-06 1938 XV9DL         OK41 RG0S          OO22
QSO: 14091 DG 2026-06-06 1941 XV9DL         OK41 RG0S          OO22
QSO: 14091 DG 2026-06-06 1942 XV9DL         OK41 9A6KFA        JN85
QSO:  7092 DG 2026-06-06 2004 XV9DL         OK41 VU3ZTN        MK82SW
QSO:  7092 DG 2026-06-06 2005 XV9DL         OK41 YD2GYO        OI43
QSO:  7091 DG 2026-06-06 2008 XV9DL         OK41 JA5NSR        PM73
QSO:  7092 DG 2026-06-06 2009 XV9DL         OK41 YB2FAJ        OI42
QSO:  7091 DG 2026-06-06 2017 XV9DL         OK41 JA5NSR        PM73
QSO: 14092 DG 2026-06-06 2057 XV9DL         OK41 OH1LXF        KP20
QSO: 14090 DG 2026-06-06 2100 XV9DL         OK41 RN3DKE        KO85
QSO: 14090 DG 2026-06-06 2110 XV9DL         OK41 SP4LO         KO13
QSO: 14091 DG 2026-06-06 2114 XV9DL         OK41 OH5KNL        KP30
QSO: 14091 DG 2026-06-06 2117 XV9DL         OK41 4Z1MS         KM72
QSO: 14093 DG 2026-06-06 2118 XV9DL         OK41 VR2CO         OL72
QSO: 14090 DG 2026-06-06 2121 XV9DL         OK41 IT9FTP        JM68
