START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DIGI
CALLSIGN: KF6HI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KF6HI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DIGI ARRL/arrl_international_digital_contest/2026.
QSO: 14091 DG 2026-06-06 1811 KF6HI         EN61 KG5SLX        FN43BD
QSO: 14092 DG 2026-06-06 1811 KF6HI         EN61 N0OJ          EL98
QSO: 14092 DG 2026-06-06 1816 KF6HI         EN61 N4IW          FM07
QSO: 14091 DG 2026-06-06 1818 KF6HI         EN61 W7PP          DM33
QSO: 14091 DG 2026-06-06 1819 KF6HI         EN61 K0AUG         EN25
QSO: 14090 DG 2026-06-06 1820 KF6HI         EN61 KE0NRE        DM79
QSO: 14092 DG 2026-06-06 1919 KF6HI         EN61 AF0F          EM28
QSO: 14092 DG 2026-06-06 1919 KF6HI         EN61 W4UTZ         EM95
QSO: 14091 DG 2026-06-06 1922 KF6HI         EN61 KA2G          EM93
QSO: 14092 DG 2026-06-06 1923 KF6HI         EN61 KC2GOW        FN20
QSO: 14092 DG 2026-06-06 1930 KF6HI         EN61 WM7C          DM05
QSO: 14091 DG 2026-06-06 1931 KF6HI         EN61LM KI6BTY        DM04
QSO: 14092 DG 2026-06-06 1932 KF6HI         EN61 WB6AGE        CN86
QSO: 14092 DG 2026-06-06 1933 KF6HI         EN61 KH6JRB        CM87
QSO: 14000 DG 2026-06-06 2129 KF6HI         EN61 KC1ERO        FN31
QSO: 14092 DG 2026-06-06 2134 KF6HI         EN61 NR4O          FM05
QSO: 14091 DG 2026-06-06 2136 KF6HI         EN61 AA3B          FN20
QSO: 14091 DG 2026-06-06 2137 KF6HI         EN61 K6RO          FN43
QSO: 14093 DG 2026-06-06 2138 KF6HI         EN61 AA1NK         FN42
QSO:  7092 DG 2026-06-07 1107 KF6HI         EN61 KO4ENO        FM16
QSO:  7092 DG 2026-06-07 1110 KF6HI         EN61 AE5FM         EM13
QSO:  7091 DG 2026-06-07 1111 KF6HI         EN61 WA2BOT        FN32
QSO:  7090 DG 2026-06-07 1112 KF6HI         EN61 KH6RDO        BK29
QSO:  7092 DG 2026-06-07 1112 KF6HI         EN61 VK4AFU        QG61
QSO:  7092 DG 2026-06-07 1114 KF6HI         EN61 VE2EBK        FN46
QSO:  7090 DG 2026-06-07 1115 KF6HI         EN61 NN5T          EM12
QSO:  7091 DG 2026-06-07 1117 KF6HI         EN61 KC2GOW        FN20
QSO:  7093 DG 2026-06-07 1119 KF6HI         EN61 N3QE          FM19
QSO:  7091 DG 2026-06-07 1121 KF6HI         EN61 WA2CP         FN20
QSO:  7091 DG 2026-06-07 1124 KF6HI         EN61 AC9S          EN50
QSO:  7090 DG 2026-06-07 1146 KF6HI         EN61 VK4VCC        QG62
QSO:  7091 DG 2026-06-07 1150 KF6HI         EN61 K7GIO         DM25
QSO:  7091 DG 2026-06-07 1152 KF6HI         EN61 KU4V          FM05
QSO:  7091 DG 2026-06-07 1153 KF6HI         EN61 K6NCC         CN80
QSO:  7091 DG 2026-06-07 1155 KF6HI         EN61 W2FCP         FN24
QSO:  7092 DG 2026-06-07 1157 KF6HI         EN61 KD2JOE        FM29PT
QSO:  7093 DG 2026-06-07 1200 KF6HI         EN61 K5HDU         DN40
QSO:  7091 DG 2026-06-07 1201 KF6HI         EN61 W4JUU         EM74
QSO:  7091 DG 2026-06-07 1202 KF6HI         EN61 KD2QWM        FN32
QSO:  7092 DG 2026-06-07 1204 KF6HI         EN61 KT9L          EM69
QSO:  7092 DG 2026-06-07 1208 KF6HI         EN61 NA7TB         DM52
QSO:  7091 DG 2026-06-07 1214 KF6HI         EN61 N7PMS         DN28
QSO:  7090 DG 2026-06-07 1233 KF6HI         EN61 WB8NXR        EN91
QSO:  7092 DG 2026-06-07 1233 KF6HI         EN61 K4HXM         FM07
QSO:  7091 DG 2026-06-07 1236 KF6HI         EN61 AF0G          EM28
QSO:  7092 DG 2026-06-07 1236 KF6HI         EN61 K5KVN         EM26
QSO:  7091 DG 2026-06-07 1239 KF6HI         EN61 KE0NRE        DM79
QSO:  7091 DG 2026-06-07 1241 KF6HI         EN61 W0ZA          EN00
QSO: 14090 DG 2026-06-07 1242 KF6HI         EN61 N3FCP         FM29
QSO: 21092 DG 2026-06-07 1349 KF6HI         EN61 NP4DX         FK68
QSO: 21091 DG 2026-06-07 1350 KF6HI         EN61 NA7TB         DM52
QSO: 21090 DG 2026-06-07 1352 KF6HI         EN61 NN5T          EM12
QSO: 21092 DG 2026-06-07 1729 KF6HI         EN61 NA5M          EM11
QSO: 21091 DG 2026-06-07 1730 KF6HI         EN61 K4EA          EM74
QSO: 28091 DG 2026-06-07 1733 KF6HI         EN61 N4SVC         EM80
QSO: 14092 DG 2026-06-07 1918 KF6HI         EN61 N4TFN         EM73
QSO: 14092 DG 2026-06-07 1919 KF6HI         EN61 NA5M          EM11
QSO: 14090 DG 2026-06-07 1920 KF6HI         EN61 K6UFO         CM97
QSO: 14091 DG 2026-06-07 1920 KF6HI         EN61 N6IMY         CM87
QSO: 14092 DG 2026-06-07 1923 KF6HI         EN61 W6ILO         CM97
QSO: 14092 DG 2026-06-07 1925 KF6HI         EN61 KW6S          CM96
END-OF-LOG:
