START-OF-LOG: 3.0
CREATED-BY: vhfmanager-downloader
CONTEST: ZRS novembrsko UKV tekmovanje - Official results - VHFManager
CALLSIGN: IQ4KD
CATEGORY: 145 MHz - checklog
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 144100 CW 2023-11-04 1400 IQ4KD         59  1 JN54PF   ERROR         59  0         
QSO: 144100 CW 2023-11-04 1402 IQ4KD         599 2 JN54PF   I3MTM         599 1 JN55PP  
QSO: 144100 CW 2023-11-04 1403 IQ4KD         599 3 JN54PF   9A6A          599 2 JN83GE  
QSO: 144100 CW 2023-11-04 1405 IQ4KD         599 4 JN54PF   DJ4WT         599 3 JN49EL  
QSO: 144100 CW 2023-11-04 1406 IQ4KD         599 5 JN54PF   DL5SE         599 3 JO50XL  
QSO: 144100 CW 2023-11-04 1407 IQ4KD         599 6 JN54PF   9A2YF         599 3 JN85OO  
QSO: 144100 CW 2023-11-04 1408 IQ4KD         599 7 JN54PF   DK1KC/P       559 6 JN58QH  
QSO: 144100 CW 2023-11-04 1409 IQ4KD         599 8 JN54PF   IZ2OOS        599 1 JN45OM  
QSO: 144100 CW 2023-11-04 1410 IQ4KD         599 9 JN54PF   DD5M          599 3 JN58VC  
QSO: 144100 CW 2023-11-04 1411 IQ4KD         599 10 JN54PF  DL2MDU        599 6 JN58RF  
QSO: 144100 CW 2023-11-04 1412 IQ4KD         599 11 JN54PF  DF2AJ         599 5 JN48MW  
QSO: 144100 CW 2023-11-04 1413 IQ4KD         599 12 JN54PF  HB9N          599 3 JN37KB  
QSO: 144100 CW 2023-11-04 1414 IQ4KD         599 13 JN54PF  9A1N          599 8 JN85LI  
QSO: 144100 CW 2023-11-04 1415 IQ4KD         599 14 JN54PF  9A4QV         599 2 JN75BB  
QSO: 144100 CW 2023-11-04 1416 IQ4KD         599 15 JN54PF  IU2OQK        599 2 JN45XM  
QSO: 144100 CW 2023-11-04 1417 IQ4KD         599 16 JN54PF  9A2PT         599 3 JN75JD  
QSO: 144100 CW 2023-11-04 1419 IQ4KD         599 17 JN54PF  I1BPU         599 7 JN45BQ  
QSO: 144100 CW 2023-11-04 1420 IQ4KD         599 18 JN54PF  IK4MTF        599 3 JN45UA  
QSO: 144100 CW 2023-11-04 1421 IQ4KD         599 19 JN54PF  IK2XRL        599 5 JN45NR  
QSO: 144100 CW 2023-11-04 1422 IQ4KD         599 20 JN54PF  I2JIN         599 6 JN45NT  
QSO: 144100 CW 2023-11-04 1423 IQ4KD         599 21 JN54PF  S50TA         599 6 JN76HD  
QSO: 144100 CW 2023-11-04 1423 IQ4KD         599 22 JN54PF  OK3A          599 9 JO70PO  
QSO: 144100 CW 2023-11-04 1424 IQ4KD         599 23 JN54PF  DL2NBU        599 11 JN59KQ 
QSO: 144100 CW 2023-11-04 1426 IQ4KD         599 24 JN54PF  YU1LA         599 9 KN04FR  
QSO: 144100 CW 2023-11-04 1427 IQ4KD         599 25 JN54PF  IW3FQT        599 1 JN55VC  
QSO: 144100 CW 2023-11-04 1428 IQ4KD         599 26 JN54PF  HA4XN         599 5 JN96LX  
QSO: 144100 CW 2023-11-04 1430 IQ4KD         599 27 JN54PF  HA8AR         599 6 KN06MQ  
QSO: 144100 CW 2023-11-04 1431 IQ4KD         599 28 JN54PF  IK1XPK        599 8 JN44BX  
QSO: 144100 CW 2023-11-04 1432 IQ4KD         599 29 JN54PF  IZ3PZI        599 3 JN55NK  
QSO: 144100 CW 2023-11-04 1434 IQ4KD         599 30 JN54PF  I3LGP         599 17 JN55VK 
QSO: 144100 CW 2023-11-04 1436 IQ4KD         599 31 JN54PF  OK2KCN        599 10 JN89OI 
QSO: 144100 CW 2023-11-04 1438 IQ4KD         599 32 JN54PF  9A2KD         599 13 JN85EM 
QSO: 144100 CW 2023-11-04 1439 IQ4KD         599 33 JN54PF  HB9NE         599 15 JN37JC 
QSO: 144100 CW 2023-11-04 1440 IQ4KD         599 34 JN54PF  OK2KRT        599 12 JN99BK 
QSO: 144100 CW 2023-11-04 1441 IQ4KD         599 35 JN54PF  DQ7A          599 3 JN59RJ  
QSO: 144100 CW 2023-11-04 1442 IQ4KD         599 36 JN54PF  OK2KOJ        599 16 JN89GF 
QSO: 144100 CW 2023-11-04 1444 IQ4KD         599 37 JN54PF  OK5ET         599 11 JO70WE 
QSO: 144100 CW 2023-11-04 1445 IQ4KD         599 38 JN54PF  OK2AF         599 16 JN89AR 
QSO: 144100 CW 2023-11-04 1447 IQ4KD         599 39 JN54PF  IZ2XCV        599 3 JN45NT  
