START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.4.1
CONTEST: EA-RTTY
CALLSIGN: 9A5D
CATEGORY: SINGLE-OP 15M
CLAIMED-SCORE: 58512
CLUB: 
NAME: Radioklub Dubrovnik
OPERATORS: 9A3FRD
SOAPBOX: 
QSO: 21082 RY 2025-04-05 1217 9A5D          599 0001 EA7KY         599 AL   
QSO: 21096 RY 2025-04-06 0808 9A5D          599 0258 PA2TA         599 0073 
QSO: 21096 RY 2025-04-06 0809 9A5D          599 0259 PA7LV         599 0282 
QSO: 21096 RY 2025-04-06 0810 9A5D          599 0260 EA5DF         599 V    
QSO: 21096 RY 2025-04-06 0810 9A5D          599 0261 G4JBA         599 0003 
QSO: 21096 RY 2025-04-06 0811 9A5D          599 0262 PA5N          599 0053 
QSO: 21096 RY 2025-04-06 0811 9A5D          599 0263 DF2UA         599 0028 
QSO: 21096 RY 2025-04-06 0812 9A5D          599 0264 SE4E          599 0240 
QSO: 21096 RY 2025-04-06 0813 9A5D          599 0265 UA4FX         599 0202 
QSO: 21096 RY 2025-04-06 0813 9A5D          599 0266 F5MMB         599 0053 
QSO: 21096 RY 2025-04-06 0814 9A5D          599 0267 DJ4WT         599 0049 
QSO: 21096 RY 2025-04-06 0814 9A5D          599 0268 F4IBJ         599 0212 
QSO: 21096 RY 2025-04-06 0815 9A5D          599 0269 ON4AMP        599 0012 
QSO: 21096 RY 2025-04-06 0819 9A5D          599 0270 JQ1CIV        599 0024 
QSO: 21096 RY 2025-04-06 0819 9A5D          599 0271 SP6AXW        599 0215 
QSO: 21096 RY 2025-04-06 0821 9A5D          599 0272 UA3XO         599 0077 
QSO: 21096 RY 2025-04-06 0822 9A5D          599 0273 JH2RIH        599 0005 
QSO: 21096 RY 2025-04-06 0823 9A5D          599 0274 G0FGI         599 0203 
QSO: 21096 RY 2025-04-06 0824 9A5D          599 0275 DL5MHX        599 0191 
QSO: 21096 RY 2025-04-06 0825 9A5D          599 0276 DL3SYA        599 0305 
QSO: 21096 RY 2025-04-06 0826 9A5D          599 0277 EA3HCJ        599 T    
QSO: 21096 RY 2025-04-06 0826 9A5D          599 0278 SP2FNC        599 0022 
QSO: 21096 RY 2025-04-06 0827 9A5D          599 0279 SQ6PLE        599 0068 
QSO: 21096 RY 2025-04-06 0828 9A5D          599 0280 UZ1WW         599 0088 
QSO: 21096 RY 2025-04-06 0831 9A5D          599 0281 DL0MFL        599 0117 
QSO: 21096 RY 2025-04-06 0835 9A5D          599 0282 DL3DRN        599 0114 
QSO: 21096 RY 2025-04-06 0841 9A5D          599 0283 EE2A          599 VI   
QSO: 21096 RY 2025-04-06 0842 9A5D          599 0284 EA1IYK        599 O    
QSO: 21096 RY 2025-04-06 0843 9A5D          599 0285 DF7EFM        599 0041 
QSO: 21096 RY 2025-04-06 0844 9A5D          599 0286 DL6UD         599 0127 
QSO: 21096 RY 2025-04-06 0845 9A5D          599 0287 DL6RG         599 0005 
QSO: 21096 RY 2025-04-06 0846 9A5D          599 0288 F5TFW         599 0208 
QSO: 21096 RY 2025-04-06 0848 9A5D          599 0289 PA4GDR        599 0094 
QSO: 21096 RY 2025-04-06 0848 9A5D          599 0290 IV3HAX        599 0123 
QSO: 21096 RY 2025-04-06 0849 9A5D          599 0291 JO7KMB        599 0044 
QSO: 21096 RY 2025-04-06 0850 9A5D          599 0292 OE9NRH        599 0016 
QSO: 21096 RY 2025-04-06 0850 9A5D          599 0293 PA3ARM        599 0116 
QSO: 21096 RY 2025-04-06 0851 9A5D          599 0294 PA3EWG        599 0099 
QSO: 21096 RY 2025-04-06 0852 9A5D          599 0295 DL1IAV        599 0007 
QSO: 21096 RY 2025-04-06 0853 9A5D          599 0296 PC7E          599 0024 
QSO: 21096 RY 2025-04-06 0853 9A5D          599 0297 DK2VM         599 0068 
QSO: 21096 RY 2025-04-06 0854 9A5D          599 0298 DH4BM         599 0060 
QSO: 21096 RY 2025-04-06 0855 9A5D          599 0299 JR4VEV        599 0044 
QSO: 21096 RY 2025-04-06 0855 9A5D          599 0300 GW5NF         599 0104 
QSO: 21096 RY 2025-04-06 0856 9A5D          599 0301 EA7LAV        599 CA   
QSO: 21096 RY 2025-04-06 0857 9A5D          599 0302 DO1MAW        599 0026 
QSO: 21096 RY 2025-04-06 0857 9A5D          599 0303 JA1IE         599 0026 
QSO: 21096 RY 2025-04-06 0858 9A5D          599 0304 BH3BBJ        599 0009 
QSO: 21096 RY 2025-04-06 0859 9A5D          599 0305 SV1ABB        599 0112 
QSO: 21096 RY 2025-04-06 0859 9A5D          599 0306 ON5GQ         599 0330 
QSO: 21096 RY 2025-04-06 0900 9A5D          599 0307 HB9BGF        599 0017 
QSO: 21096 RY 2025-04-06 0900 9A5D          599 0308 DJ7TW         599 0083 
QSO: 21096 RY 2025-04-06 0903 9A5D          599 0309 EB5CS         599 CS   
QSO: 21096 RY 2025-04-06 0905 9A5D          599 0310 OZ9GA         599 0092 
QSO: 21096 RY 2025-04-06 0906 9A5D          599 0311 DF4WC         599 0064 
QSO: 21096 RY 2025-04-06 0907 9A5D          599 0312 SP2HHX        599 0074 
QSO: 21096 RY 2025-04-06 0908 9A5D          599 0313 F8FUA         599 0032 
QSO: 21096 RY 2025-04-06 0914 9A5D          599 0314 EA2AUK        599 TE   
QSO: 21096 RY 2025-04-06 0917 9A5D          599 0315 OK1VK         599 0044 
QSO: 21096 RY 2025-04-06 0917 9A5D          599 0316 SE6F          599 0088 
