START-OF-LOG: 3.0
CREATED-BY: DXLog.net v2.4.1
CONTEST: EA-RTTY
CALLSIGN: 9A5D
CATEGORY: SINGLE-OP 15M
CLAIMED-SCORE: 58512
CLUB: 
NAME: Radioklub Dubrovnik
OPERATORS: 9A3FRD
SOAPBOX: 
QSO: 21082 RY 2025-04-05 1217 9A5D          599 0001 EA7KY         599 AL   
QSO: 21090 RY 2025-04-05 1222 9A5D          599 0002 EE4Y          599 TO   
QSO: 21086 RY 2025-04-05 1223 9A5D          599 0003 4Z5FI         599 0022 
QSO: 21089 RY 2025-04-05 1226 9A5D          599 0004 RA9AU         599 0027 
QSO: 21098 RY 2025-04-05 1231 9A5D          599 0005 UN3M          599 0025 
QSO: 21100 RY 2025-04-05 1305 9A5D          599 0006 9N7AA         599 0045 
QSO: 21092 RY 2025-04-05 1305 9A5D          599 0007 RN4HAB        599 0021 
QSO: 21084 RY 2025-04-05 1306 9A5D          599 0008 EA5WU         599 CS   
QSO: 21095 RY 2025-04-05 1309 9A5D          599 0009 HA5GF         599 0014 
QSO: 21095 RY 2025-04-05 1309 9A5D          599 0010 YB3BLJ        599 0014 
QSO: 21095 RY 2025-04-05 1311 9A5D          599 0011 RZ9A          599 0040 
QSO: 21095 RY 2025-04-05 1311 9A5D          599 0012 G9D           599 0010 
QSO: 21095 RY 2025-04-05 1313 9A5D          599 0013 KU2M          599 0003 
QSO: 21095 RY 2025-04-05 1315 9A5D          599 0014 VJ3A          599 0031 
QSO: 21095 RY 2025-04-05 1316 9A5D          599 0015 VU2DED        599 0032 
QSO: 21095 RY 2025-04-05 1317 9A5D          599 0016 EA1X          599 C    
QSO: 21095 RY 2025-04-05 1318 9A5D          599 0017 YF3AQV        599 0014 
QSO: 21095 RY 2025-04-05 1321 9A5D          599 0018 PY5QW         599 0003 
QSO: 21095 RY 2025-04-05 1321 9A5D          599 0019 N4TB          599 0003 
QSO: 21095 RY 2025-04-05 1324 9A5D          599 0020 YB9ELS        599 0042 
QSO: 21095 RY 2025-04-05 1326 9A5D          599 0021 ED4J          599 CR   
QSO: 21095 RY 2025-04-05 1327 9A5D          599 0022 HB9CAL        599 0014 
QSO: 21095 RY 2025-04-05 1328 9A5D          599 0023 LZ1GU         599 0034 
QSO: 21095 RY 2025-04-05 1330 9A5D          599 0024 DJ5FS         599 0028 
QSO: 21095 RY 2025-04-05 1330 9A5D          599 0025 W6ZD          599 0010 
QSO: 21095 RY 2025-04-05 1332 9A5D          599 0026 F5GKW         599 0027 
QSO: 21103 RY 2025-04-05 1337 9A5D          599 0027 EA8DED        599 TF   
QSO: 21085 RY 2025-04-05 1338 9A5D          599 0028 EA5O          599 V    
QSO: 21085 RY 2025-04-05 1339 9A5D          599 0029 EA7KI         599 MA   
QSO: 21094 RY 2025-04-05 1340 9A5D          599 0030 OZ11A         599 0043 
QSO: 21085 RY 2025-04-05 1341 9A5D          599 0031 EA8ZS         599 GC   
QSO: 21102 RY 2025-04-05 1342 9A5D          599 0032 ED1B          599 O    
QSO: 21095 RY 2025-04-05 1344 9A5D          599 0033 DL1DTL        599 0027 
QSO: 21095 RY 2025-04-05 1345 9A5D          599 0034 JA6GCE        599 0034 
QSO: 21095 RY 2025-04-05 1348 9A5D          599 0035 JH6QIL        599 0019 
QSO: 21095 RY 2025-04-05 1350 9A5D          599 0036 PA0FVH        599 0019 
QSO: 21095 RY 2025-04-05 1351 9A5D          599 0037 R4RB          599 0040 
QSO: 21095 RY 2025-04-05 1352 9A5D          599 0038 RW0SR         599 0032 
QSO: 21095 RY 2025-04-05 1352 9A5D          599 0039 WM5DX         599 0022 
QSO: 21095 RY 2025-04-05 1353 9A5D          599 0040 PA2VS         599 0023 
QSO: 21095 RY 2025-04-05 1355 9A5D          599 0041 F6EQZ         599 0019 
QSO: 21095 RY 2025-04-05 1356 9A5D          599 0042 N4KXO         599 0002 
QSO: 21087 RY 2025-04-05 1359 9A5D          599 0043 EA1URO        599 OU   
QSO: 21092 RY 2025-04-05 1401 9A5D          599 0044 EA7Z          599 H    
QSO: 21095 RY 2025-04-05 1407 9A5D          599 0045 YG3CJU        599 0001 
QSO: 21095 RY 2025-04-05 1408 9A5D          599 0046 N2ESP         599 0004 
QSO: 21095 RY 2025-04-05 1409 9A5D          599 0047 W3FIZ         599 0006 
QSO: 21095 RY 2025-04-05 1410 9A5D          599 0048 UK7AL         599 0003 
QSO: 21095 RY 2025-04-05 1410 9A5D          599 0049 DL1EHG        599 0015 
QSO: 21095 RY 2025-04-05 1411 9A5D          599 0050 DF5BX         599 0029 
QSO: 21095 RY 2025-04-05 1411 9A5D          599 0051 DK5PD         599 0026 
QSO: 21095 RY 2025-04-05 1412 9A5D          599 0052 G1SCT         599 0001 
QSO: 21095 RY 2025-04-05 1414 9A5D          599 0053 YG3CJU        599 0001 
QSO: 21091 RY 2025-04-05 1415 9A5D          599 0054 K1LZ          599 0057 
QSO: 21095 RY 2025-04-05 1417 9A5D          599 0055 G0JSP         599 0002 
QSO: 21095 RY 2025-04-05 1417 9A5D          599 0056 DG2BAR        599 0032 
QSO: 21095 RY 2025-04-05 1418 9A5D          599 0057 ED1R          599 AV   
QSO: 21096 RY 2025-04-05 1419 9A5D          599 0058 EE4M          599 M    
QSO: 21095 RY 2025-04-05 1419 9A5D          599 0059 K5KLA         599 0013 
QSO: 21086 RY 2025-04-05 1423 9A5D          599 0060 CT1BXT        599 0024 
QSO: 21095 RY 2025-04-05 1423 9A5D          599 0061 VE2BVV        599 0001 
QSO: 21100 RY 2025-04-05 1426 9A5D          599 0062 RF9C          599 0008 
QSO: 21095 RY 2025-04-05 1427 9A5D          599 0063 DG6ME         599 0027 
QSO: 21095 RY 2025-04-05 1429 9A5D          599 0064 PA4O          599 0091 
QSO: 21086 RY 2025-04-05 1430 9A5D          599 0065 EA1O          599 SG   
QSO: 21095 RY 2025-04-05 1431 9A5D          599 0066 EA8BW         599 TF   
QSO: 21095 RY 2025-04-05 1431 9A5D          599 0067 DL7DZ         599 0042 
QSO: 21095 RY 2025-04-05 1432 9A5D          599 0068 KK5OQ         599 0012 
QSO: 21095 RY 2025-04-05 1435 9A5D          599 0069 YU5R          599 0169 
QSO: 21095 RY 2025-04-05 1435 9A5D          599 0070 4Z4DX         599 0033 
QSO: 21095 RY 2025-04-05 1436 9A5D          599 0071 EA8AQV        599 GC   
QSO: 21095 RY 2025-04-05 1438 9A5D          599 0072 AA2EQ         599 0009 
QSO: 21096 RY 2025-04-05 1442 9A5D          599 0073 YL2CI         599 0025 
QSO: 21095 RY 2025-04-05 1442 9A5D          599 0074 UT4LW         599 0186 
QSO: 21095 RY 2025-04-05 1443 9A5D          599 0075 PA5WT         599 0052 
QSO: 21095 RY 2025-04-05 1449 9A5D          599 0076 OL4D          599 0103 
QSO: 21095 RY 2025-04-05 1451 9A5D          599 0077 EA7FRX        599 CO   
QSO: 21095 RY 2025-04-05 1451 9A5D          599 0078 HI3K          599 0019 
QSO: 21095 RY 2025-04-05 1452 9A5D          599 0079 EA8C          599 TF   
QSO: 21095 RY 2025-04-05 1453 9A5D          599 0080 W2IUC         599 0080 
QSO: 21095 RY 2025-04-05 1456 9A5D          599 0081 DF8JK         599 0034 
QSO: 21095 RY 2025-04-05 1456 9A5D          599 0082 EA4DUT        599 M    
QSO: 21095 RY 2025-04-05 1459 9A5D          599 0083 F4HRM         599 0013 
QSO: 21095 RY 2025-04-05 1501 9A5D          599 0084 KN3C          599 0011 
QSO: 21095 RY 2025-04-05 1501 9A5D          599 0085 WT2J          599 0011 
QSO: 21095 RY 2025-04-05 1504 9A5D          599 0086 PC2F          599 0020 
QSO: 21095 RY 2025-04-05 1505 9A5D          599 0087 KI6DY         599 0003 
QSO: 21084 RY 2025-04-05 1508 9A5D          599 0088 EE7R          599 MA   
QSO: 21088 RY 2025-04-05 1514 9A5D          599 0089 EF5T          599 MU   
QSO: 21091 RY 2025-04-05 1514 9A5D          599 0090 EA7OR         599 CO   
QSO: 21089 RY 2025-04-05 1519 9A5D          599 0091 YO9SW         599 0021 
QSO: 21088 RY 2025-04-05 1523 9A5D          599 0092 EA5FID        599 A    
QSO: 21083 RY 2025-04-05 1527 9A5D          599 0093 LZ4T          599 0041 
QSO: 21095 RY 2025-04-05 1529 9A5D          599 0094 WN8Y          599 0001 
QSO: 21095 RY 2025-04-05 1530 9A5D          599 0095 DJ1YF         599 0017 
QSO: 21095 RY 2025-04-05 1532 9A5D          599 0096 LZ2HA         599 0042 
QSO: 21095 RY 2025-04-05 1535 9A5D          599 0097 I3TXV         599 0047 
QSO: 21095 RY 2025-04-05 1536 9A5D          599 0098 PY2PLL        599 0069 
QSO: 21091 RY 2025-04-05 1538 9A5D          599 0099 EA7GE         599 CO   
QSO: 21095 RY 2025-04-05 1540 9A5D          599 0100 AI9T          599 0039 
QSO: 21095 RY 2025-04-05 1541 9A5D          599 0101 N2NF          599 0058 
QSO: 21095 RY 2025-04-05 1542 9A5D          599 0102 EA1BDX        599 C    
QSO: 21095 RY 2025-04-05 1543 9A5D          599 0103 I4JEE         599 0005 
QSO: 21095 RY 2025-04-05 1544 9A5D          599 0104 DL6SFR        599 0035 
QSO: 21099 RY 2025-04-05 1545 9A5D          599 0105 EA2CC         599 TE   
QSO: 21095 RY 2025-04-05 1548 9A5D          599 0106 ON4DN         599 0063 
QSO: 21095 RY 2025-04-05 1549 9A5D          599 0107 PP1KV         599 0001 
QSO: 21095 RY 2025-04-05 1550 9A5D          599 0108 IZ3KNK        599 0025 
QSO: 21095 RY 2025-04-05 1552 9A5D          599 0109 IV3IPS        599 0014 
QSO: 21095 RY 2025-04-05 1553 9A5D          599 0110 W5AP          599 0009 
QSO: 21095 RY 2025-04-05 1557 9A5D          599 0111 DL3SYA        599 0118 
QSO: 21095 RY 2025-04-05 1558 9A5D          599 0112 LZ6K          599 0125 
QSO: 21095 RY 2025-04-05 1601 9A5D          599 0113 YR100IARU     599 0148 
QSO: 21095 RY 2025-04-05 1604 9A5D          599 0114 WJ2D          599 0041 
QSO: 21095 RY 2025-04-05 1606 9A5D          599 0115 DL7AUO        599 0010 
QSO: 21095 RY 2025-04-05 1607 9A5D          599 0116 EA8BW         599 TF   
QSO: 21095 RY 2025-04-05 1608 9A5D          599 0117 EU4E          599 0100 
QSO: 21086 RY 2025-04-05 1611 9A5D          599 0118 EA7ZC         599 CO   
QSO: 21084 RY 2025-04-05 1612 9A5D          599 0119 EA7TG         599 GR   
QSO: 21093 RY 2025-04-05 1617 9A5D          599 0120 EA5XU         599 V    
QSO: 21100 RY 2025-04-05 1618 9A5D          599 0121 EF5Q          599 CS   
QSO: 21095 RY 2025-04-05 1620 9A5D          599 0122 WB8SIG        599 0034 
QSO: 21095 RY 2025-04-05 1620 9A5D          599 0123 EB5CUN        599 V    
QSO: 21095 RY 2025-04-05 1621 9A5D          599 0124 9A1CCY        599 0110 
QSO: 21095 RY 2025-04-05 1621 9A5D          599 0125 EA4Z          599 M    
QSO: 21095 RY 2025-04-05 1622 9A5D          599 0126 N8HHG         599 0020 
QSO: 21095 RY 2025-04-05 1624 9A5D          599 0127 9A925T        599 0097 
QSO: 21088 RY 2025-04-05 1626 9A5D          599 0128 N2HMM         599 0025 
QSO: 21089 RY 2025-04-05 1629 9A5D          599 0129 EA4URE        599 HQ   
QSO: 21087 RY 2025-04-05 1630 9A5D          599 0130 W1QK          599 0004 
QSO: 21087 RY 2025-04-05 1631 9A5D          599 0131 EB5R          599 V    
QSO: 21088 RY 2025-04-05 1633 9A5D          599 0132 PY5AMF        599 0088 
QSO: 21090 RY 2025-04-05 1634 9A5D          599 0133 EA5R          599 MU   
QSO: 21095 RY 2025-04-05 1637 9A5D          599 0134 W4TM          599 0006 
QSO: 21095 RY 2025-04-05 1638 9A5D          599 0135 EA5DO         599 V    
QSO: 21095 RY 2025-04-05 1640 9A5D          599 0136 YB1KK         599 0027 
QSO: 21095 RY 2025-04-05 1642 9A5D          599 0137 PA6AA         599 0032 
QSO: 21095 RY 2025-04-05 1643 9A5D          599 0138 EA1EWY        599 O    
QSO: 21095 RY 2025-04-05 1645 9A5D          599 0139 EA1AY         599 C    
QSO: 21095 RY 2025-04-05 1647 9A5D          599 0140 KA8G          599 0010 
QSO: 21095 RY 2025-04-05 1648 9A5D          599 0141 EC7AKV        599 SE   
QSO: 21095 RY 2025-04-05 1649 9A5D          599 0142 EU8U          599 0070 
QSO: 21095 RY 2025-04-05 1650 9A5D          599 0143 PY2VM         599 0022 
QSO: 21095 RY 2025-04-05 1650 9A5D          599 0144 WB2COY        599 0005 
QSO: 21095 RY 2025-04-05 1651 9A5D          599 0145 N2YNF         599 0005 
QSO: 21095 RY 2025-04-05 1652 9A5D          599 0146 DM5TI         599 0006 
QSO: 21095 RY 2025-04-05 1654 9A5D          599 0147 K4SO          599 0014 
QSO: 21095 RY 2025-04-05 1656 9A5D          599 0148 IZ8EYP        599 0057 
QSO: 21086 RY 2025-04-05 1657 9A5D          599 0149 NW3L          599 0070 
QSO: 21095 RY 2025-04-05 1703 9A5D          599 0150 EA5TS         599 V    
QSO: 21095 RY 2025-04-05 1703 9A5D          599 0151 W4SDX         599 0014 
QSO: 21095 RY 2025-04-05 1706 9A5D          599 0152 EA4FME        599 M    
QSO: 21099 RY 2025-04-05 1713 9A5D          599 0153 PV2K          599 0094 
QSO: 21093 RY 2025-04-05 1723 9A5D          599 0154 VA2CZ         599 0001 
QSO: 21083 RY 2025-04-05 1730 9A5D          599 0155 EA2XR         599 BI   
QSO: 21093 RY 2025-04-05 1735 9A5D          599 0156 EC6DX         599 IB   
QSO: 21092 RY 2025-04-05 1745 9A5D          599 0157 IK2UJS        599 0021 
QSO: 21105 RY 2025-04-05 1750 9A5D          599 0158 EA1L          599 O    
QSO: 21097 RY 2025-04-05 1752 9A5D          599 0159 S51I          599 0013 
QSO: 21107 RY 2025-04-05 1753 9A5D          599 0160 ZD7BG         599 0020 
QSO: 21101 RY 2025-04-05 1755 9A5D          599 0161 K7OM          599 0001 
QSO: 21101 RY 2025-04-05 1758 9A5D          599 0162 ON1BW         599 0051 
QSO: 21101 RY 2025-04-05 1801 9A5D          599 0163 K3MM          599 0026 
QSO: 21101 RY 2025-04-05 1805 9A5D          599 0164 DK4FP         599 0027 
QSO: 21101 RY 2025-04-05 1805 9A5D          599 0165 N1SOH         599 0024 
QSO: 21109 RY 2025-04-05 1808 9A5D          599 0166 IT9STX        599 0113 
QSO: 21101 RY 2025-04-05 1809 9A5D          599 0167 KA4JRY        599 0014 
QSO: 21101 RY 2025-04-05 1811 9A5D          599 0168 SP6JZP        599 0097 
QSO: 21101 RY 2025-04-05 1814 9A5D          599 0169 KE8JVX        599 0004 
QSO: 21084 RY 2025-04-05 1818 9A5D          599 0170 AA2Q          599 0087 
QSO: 21092 RY 2025-04-05 1823 9A5D          599 0171 IK8IOO        599 0094 
QSO: 21092 RY 2025-04-05 1824 9A5D          599 0172 WO9B          599 0008 
QSO: 21092 RY 2025-04-05 1825 9A5D          599 0173 EA8AQD        599 TF   
QSO: 21092 RY 2025-04-05 1826 9A5D          599 0174 DL6NAV        599 0022 
QSO: 21092 RY 2025-04-05 1829 9A5D          599 0175 KA1C          599 0007 
QSO: 21092 RY 2025-04-05 1829 9A5D          599 0176 EA8W          599 GC   
QSO: 21092 RY 2025-04-05 1830 9A5D          599 0177 EA3L          599 B    
QSO: 21092 RY 2025-04-05 1833 9A5D          599 0178 DF8XC         599 0001 
QSO: 21092 RY 2025-04-05 1834 9A5D          599 0179 N0IRM         599 0002 
QSO: 21092 RY 2025-04-05 1834 9A5D          599 0180 PA3BUD        599 0020 
QSO: 21092 RY 2025-04-05 1835 9A5D          599 0181 W0TY          599 0011 
QSO: 21092 RY 2025-04-05 1836 9A5D          599 0182 L71D          599 0001 
QSO: 21092 RY 2025-04-05 1838 9A5D          599 0183 VE3EIB        599 0011 
QSO: 21092 RY 2025-04-05 1838 9A5D          599 0184 K2MK          599 0021 
QSO: 21092 RY 2025-04-05 1839 9A5D          599 0185 KF4FMQ        599 0007 
QSO: 21092 RY 2025-04-05 1843 9A5D          599 0186 HI6M          599 0028 
QSO: 21092 RY 2025-04-05 1848 9A5D          599 0187 DQ9Y          599 0007 
QSO: 21092 RY 2025-04-05 1851 9A5D          599 0188 EA7AKE        599 CO   
QSO: 21092 RY 2025-04-05 1852 9A5D          599 0189 WB4CW         599 0030 
QSO: 21092 RY 2025-04-05 1854 9A5D          599 0190 N1NQD         599 0012 
QSO: 21089 RY 2025-04-06 0529 9A5D          599 0191 UA6Y          599 0147 
QSO: 21089 RY 2025-04-06 0533 9A5D          599 0192 UC6N          599 0101 
QSO: 21089 RY 2025-04-06 0545 9A5D          599 0193 BG5BAA        599 0073 
QSO: 21089 RY 2025-04-06 0548 9A5D          599 0194 RT6DI         599 0076 
QSO: 21097 RY 2025-04-06 0557 9A5D          599 0195 UA4CC         599 0063 
QSO: 21096 RY 2025-04-06 0609 9A5D          599 0196 R7MM          599 0209 
QSO: 21091 RY 2025-04-06 0626 9A5D          599 0197 UN7DT         599 0020 
QSO: 21096 RY 2025-04-06 0650 9A5D          599 0198 9J2FI         599 0048 
QSO: 21096 RY 2025-04-06 0655 9A5D          599 0199 R6KEE         599 0006 
QSO: 21096 RY 2025-04-06 0657 9A5D          599 0200 UT2EF         599 0049 
QSO: 21096 RY 2025-04-06 0657 9A5D          599 0201 LY2F          599 0561 
QSO: 21096 RY 2025-04-06 0659 9A5D          599 0202 UT5EPP        599 0413 
QSO: 21096 RY 2025-04-06 0700 9A5D          599 0203 EA8AQM        599 GC   
QSO: 21096 RY 2025-04-06 0701 9A5D          599 0204 R5KH          599 0076 
QSO: 21096 RY 2025-04-06 0703 9A5D          599 0205 S53F          599 0100 
QSO: 21096 RY 2025-04-06 0705 9A5D          599 0206 JA4DLF        599 0009 
QSO: 21096 RY 2025-04-06 0705 9A5D          599 0207 SQ8YHF        599 0207 
QSO: 21096 RY 2025-04-06 0706 9A5D          599 0208 SO5E          599 0089 
QSO: 21096 RY 2025-04-06 0706 9A5D          599 0209 EA2ESU        599 NA   
QSO: 21096 RY 2025-04-06 0708 9A5D          599 0210 JJ3TQO        599 0012 
QSO: 21096 RY 2025-04-06 0710 9A5D          599 0211 US3EW         599 0014 
QSO: 21096 RY 2025-04-06 0710 9A5D          599 0212 DM3W          599 0480 
QSO: 21096 RY 2025-04-06 0711 9A5D          599 0213 EA1ACP        599 SO   
QSO: 21096 RY 2025-04-06 0715 9A5D          599 0214 OH2HAN        599 0286 
QSO: 21096 RY 2025-04-06 0717 9A5D          599 0215 OH2HOD        599 0016 
QSO: 21096 RY 2025-04-06 0717 9A5D          599 0216 F6FDR         599 0037 
QSO: 21096 RY 2025-04-06 0720 9A5D          599 0217 7N2UQC        599 0080 
QSO: 21096 RY 2025-04-06 0721 9A5D          599 0218 UR4CU         599 0092 
QSO: 21096 RY 2025-04-06 0722 9A5D          599 0219 LA5LJA        599 0045 
QSO: 21096 RY 2025-04-06 0722 9A5D          599 0220 JN1THL        599 0042 
QSO: 21096 RY 2025-04-06 0723 9A5D          599 0221 RK7X          599 0100 
QSO: 21096 RY 2025-04-06 0724 9A5D          599 0222 EU6AX         599 0031 
QSO: 21096 RY 2025-04-06 0724 9A5D          599 0223 YL2PJ         599 0097 
QSO: 21096 RY 2025-04-06 0725 9A5D          599 0224 UC0A          599 0031 
QSO: 21096 RY 2025-04-06 0725 9A5D          599 0225 DJ4WM         599 0099 
QSO: 21096 RY 2025-04-06 0725 9A5D          599 0226 JG1LFR        599 0115 
QSO: 21096 RY 2025-04-06 0727 9A5D          599 0227 JA1RYC        599 0017 
QSO: 21096 RY 2025-04-06 0728 9A5D          599 0228 JA1RYC        599 0017 
QSO: 21096 RY 2025-04-06 0729 9A5D          599 0229 JH1BHW        599 0017 
QSO: 21096 RY 2025-04-06 0730 9A5D          599 0230 HF3A          599 0056 
QSO: 21096 RY 2025-04-06 0731 9A5D          599 0231 UN7CN         599 0046 
QSO: 21096 RY 2025-04-06 0732 9A5D          599 0232 JF1TEU        599 0006 
QSO: 21096 RY 2025-04-06 0733 9A5D          599 0233 SB7A          599 0229 
QSO: 21096 RY 2025-04-06 0735 9A5D          599 0234 R4CU          599 0036 
QSO: 21096 RY 2025-04-06 0736 9A5D          599 0235 RU5X          599 0136 
QSO: 21096 RY 2025-04-06 0738 9A5D          599 0236 JE5HTN        599 0035 
QSO: 21096 RY 2025-04-06 0739 9A5D          599 0237 LY2SA         599 0026 
QSO: 21096 RY 2025-04-06 0739 9A5D          599 0238 JH7RTQ        599 0094 
QSO: 21096 RY 2025-04-06 0741 9A5D          599 0239 RZ3Z          599 0186 
QSO: 21096 RY 2025-04-06 0743 9A5D          599 0240 DG8DBW        599 0040 
QSO: 21096 RY 2025-04-06 0744 9A5D          599 0241 SQ4CTS        599 0051 
QSO: 21096 RY 2025-04-06 0745 9A5D          599 0242 PE1RWL        599 0036 
QSO: 21096 RY 2025-04-06 0747 9A5D          599 0243 DL4DRG        599 0053 
QSO: 21096 RY 2025-04-06 0749 9A5D          599 0244 EW8DX         599 0424 
QSO: 21096 RY 2025-04-06 0749 9A5D          599 0245 YL2TD         599 0189 
QSO: 21096 RY 2025-04-06 0750 9A5D          599 0246 PH3T          599 0009 
QSO: 21096 RY 2025-04-06 0751 9A5D          599 0247 JA9LX         599 0011 
QSO: 21096 RY 2025-04-06 0753 9A5D          599 0248 DL7YS         599 0081 
QSO: 21096 RY 2025-04-06 0753 9A5D          599 0249 JA2HYD        599 0075 
QSO: 21096 RY 2025-04-06 0754 9A5D          599 0250 LB2WD         599 0052 
QSO: 21096 RY 2025-04-06 0754 9A5D          599 0251 DL8LDN        599 0067 
QSO: 21096 RY 2025-04-06 0755 9A5D          599 0252 JA1BVY        599 0015 
QSO: 21096 RY 2025-04-06 0758 9A5D          599 0253 SD1A          599 0002 
QSO: 21096 RY 2025-04-06 0759 9A5D          599 0254 SP9DTE        599 0279 
QSO: 21096 RY 2025-04-06 0800 9A5D          599 0255 UA3UBT        599 0056 
QSO: 21095 RY 2025-04-06 0804 9A5D          599 0256 DO1SSB        599 0051 
QSO: 21096 RY 2025-04-06 0805 9A5D          599 0257 EB5F          599 A    
