START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: OK2QP
CATEGORY: SINGLE-OP ALL LOW
CLUB: 
CONTEST: EA-RTTY
CLAIMED-SCORE: 15045
OPERATORS: OK2QP
NAME: Robert Sanetrnik
SOAPBOX: rig TS-570D, ant wire 21 m length 26 m up
CREATED-BY: My Hands
QSO: 14112 RY 2025-04-05 1337 OK2QP         599 001    OH5YL         599 33
QSO: 14104 RY 2025-04-05 1338 OK2QP         599 002    RZ3Z          599 055
QSO: 14096 RY 2025-04-05 1340 OK2QP         599 003    RA3GZ         599 041
QSO: 14091 RY 2025-04-05 1341 OK2QP         599 004    N2NF          599 028
QSO: 14090 RY 2025-04-05 1342 OK2QP         599 005    I0WBX         599 031
QSO: 14088 RY 2025-04-05 1343 OK2QP         599 006    OH8RA         599 063
QSO: 14087 RY 2025-04-05 1344 OK2QP         599 007    RC5Z          599 062
QSO: 14084 RY 2025-04-05 1346 OK2QP         599 008    ED1B          599 O
QSO: 14084 RY 2025-04-05 1347 OK2QP         599 009    EA3CS         599 B
QSO:  3590 RY 2025-04-05 2325 OK2QP         599 010    IK2YCW        599 140
QSO:  3587 RY 2025-04-05 2326 OK2QP         599 011    EA1DA         599 LO
QSO:  3586 RY 2025-04-05 2328 OK2QP         599 012    DO1SSB        599 35
QSO:  3584 RY 2025-04-05 2328 OK2QP         599 013    S53X          599 191
QSO:  3582 RY 2025-04-05 2331 OK2QP         599 014    E79D          599 114
QSO:  3583 RY 2025-04-05 2332 OK2QP         599 015    ED1R          599 AV
QSO:  3584 RY 2025-04-05 2333 OK2QP         599 016    YU5R          599 560
QSO:  3586 RY 2025-04-05 2334 OK2QP         599 017    K1LZ          599 517
QSO:  3587 RY 2025-04-05 2335 OK2QP         599 018    F5GKW         599 240
QSO:  3588 RY 2025-04-05 2337 OK2QP         599 019    OL4D          599 297
QSO:  3590 RY 2025-04-05 2338 OK2QP         599 020    LY2F          599 457
QSO:  3585 RY 2025-04-05 2342 OK2QP         599 021    SP9DTE        599 215
QSO:  3583 RY 2025-04-05 2344 OK2QP         599 022    ON7ET         599 118
QSO:  3578 RY 2025-04-06 0415 OK2QP         599 023    DJ1OJ         599 204
QSO:  3586 RY 2025-04-06 0417 OK2QP         599 024    IT9VCE        599 132
QSO:  3589 RY 2025-04-06 0419 OK2QP         599 025    YO9HP         599 089
QSO:  3590 RY 2025-04-06 0421 OK2QP         599 026    EA3F          599 L
QSO:  3592 RY 2025-04-06 0424 OK2QP         599 027    EE4Y          599 TO
QSO:  3594 RY 2025-04-06 0427 OK2QP         599 028    IV3UHL        599 175
QSO:  3594 RY 2025-04-06 0428 OK2QP         599 029    EF5Q          599 CS
QSO:  3594 RY 2025-04-06 0429 OK2QP         599 030    ON5GQ         599 240
QSO:  7059 RY 2025-04-06 0432 OK2QP         599 031    EE4Y          599 TO
QSO:  7039 RY 2025-04-06 0435 OK2QP         599 032    OH2HAN        599 204
QSO:  7040 RY 2025-04-06 0435 OK2QP         599 033    YO4NF         599 449
QSO:  7041 RY 2025-04-06 0436 OK2QP         599 034    YO9HP         599 102
QSO:  7040 RY 2025-04-06 0522 OK2QP         599 035    DQ9Y          599 121
QSO:  7044 RY 2025-04-06 0538 OK2QP         599 036    EW8DX         599 379
QSO:  7045 RY 2025-04-06 0539 OK2QP         599 037    ON5GQ         599 245
QSO:  7051 RY 2025-04-06 0541 OK2QP         599 038    I0WBX         599 454
QSO:  7053 RY 2025-04-06 0541 OK2QP         599 039    LA1TV         599 196
QSO:  7055 RY 2025-04-06 0544 OK2QP         599 040    IV3IPS        599 137
QSO:  7055 RY 2025-04-06 0544 OK2QP         599 041    PA3DUU        599 155
QSO:  7057 RY 2025-04-06 0545 OK2QP         599 042    LA9TY         599 035
QSO:  7058 RY 2025-04-06 0546 OK2QP         599 043    F4PAN         599 188
QSO:  7059 RY 2025-04-06 0547 OK2QP         599 044    IK5FKF        599 136
QSO:  7062 RY 2025-04-06 0548 OK2QP         599 045    IK3ORD        599 004
QSO:  7061 RY 2025-04-06 0550 OK2QP         599 046    UR5YAF        599 078
QSO:  7044 RY 2025-04-06 0555 OK2QP         599 047    SB7A          599 203
QSO:  7043 RY 2025-04-06 0556 OK2QP         599 048    ED1B          599 O
QSO:  7040 RY 2025-04-06 0557 OK2QP         599 049    YT5W          599 175
QSO: 14081 RY 2025-04-06 0600 OK2QP         599 050    RA6LIS        599 095
QSO: 14083 RY 2025-04-06 0600 OK2QP         599 051    IG9ITO        599 136
QSO: 14086 RY 2025-04-06 0603 OK2QP         599 052    R7MM          599 204
QSO: 14087 RY 2025-04-06 0604 OK2QP         599 053    F5MMB         599 041
QSO: 14090 RY 2025-04-06 0605 OK2QP         599 054    VK2PN         599 52
QSO: 14090 RY 2025-04-06 0605 OK2QP         599 055    EE4Y          599 TO
QSO: 14093 RY 2025-04-06 0607 OK2QP         599 056    R8XF          599 021
QSO: 14096 RY 2025-04-06 0608 OK2QP         599 057    RW0SR         599 054
QSO: 14097 RY 2025-04-06 0610 OK2QP         599 058    F4HRG         599 153
QSO: 14098 RY 2025-04-06 0611 OK2QP         599 059    RD6AY         599 237
QSO: 14111 RY 2025-04-06 0741 OK2QP         599 060    RF9C          599 100
QSO: 14107 RY 2025-04-06 0742 OK2QP         599 061    EE4M          599 M
QSO: 14108 RY 2025-04-06 0743 OK2QP         599 062    EA2CC         599 TE
QSO: 14106 RY 2025-04-06 0744 OK2QP         599 063    ON5GQ         599 296
QSO: 14103 RY 2025-04-06 0745 OK2QP         599 064    EA1WH         599 S
QSO: 14101 RY 2025-04-06 0746 OK2QP         599 065    ED3D          599 GI
QSO: 14096 RY 2025-04-06 0747 OK2QP         599 066    YT3X          599 494
QSO: 14094 RY 2025-04-06 0748 OK2QP         599 067    EA8BW         599 TF
QSO: 14090 RY 2025-04-06 0749 OK2QP         599 068    EA5ET         599 V
QSO: 14089 RY 2025-04-06 0750 OK2QP         599 069    ED1R          599 AV
QSO: 14088 RY 2025-04-06 0752 OK2QP         599 070    IK1RGK        599 195
QSO: 14083 RY 2025-04-06 0754 OK2QP         599 071    F4PAN         599 253
QSO: 14082 RY 2025-04-06 0755 OK2QP         599 072    IU1MRH        599 047
QSO: 14110 RY 2025-04-06 0926 OK2QP         599 073    I1NVU         599 062
QSO: 14107 RY 2025-04-06 0926 OK2QP         599 074    IK2SND        599 080
QSO: 14105 RY 2025-04-06 0927 OK2QP         599 075    IT9WDC        599 143
QSO: 14104 RY 2025-04-06 0928 OK2QP         599 076    IZ6BXQ        599 155
QSO: 14103 RY 2025-04-06 0930 OK2QP         599 077    YO4NF         599 583
QSO: 14101 RY 2025-04-06 0931 OK2QP         599 078    DH6BH         599 120
QSO: 14097 RY 2025-04-06 0934 OK2QP         599 079    OK2HBR        599 120
QSO: 14096 RY 2025-04-06 0935 OK2QP         599 080    PI4X          599 164
QSO: 14093 RY 2025-04-06 0936 OK2QP         599 081    ED7O          599 J
QSO: 14092 RY 2025-04-06 0937 OK2QP         599 082    EA8DED        599 TF
QSO: 14090 RY 2025-04-06 0938 OK2QP         599 083    F4HRM         599 124
QSO: 14087 RY 2025-04-06 0939 OK2QP         599 084    PA4O          599 322
QSO: 14087 RY 2025-04-06 0940 OK2QP         599 085    RT2H          599 181
QSO: 14086 RY 2025-04-06 0941 OK2QP         599 086    YO4NT         599 138
QSO: 14082 RY 2025-04-06 0945 OK2QP         599 087    LZ1GU         599 347
QSO: 21104 RY 2025-04-06 0949 OK2QP         599 088    UN3M          599 213
QSO: 21102 RY 2025-04-06 0950 OK2QP         599 089    ED1B          599 O
QSO: 21100 RY 2025-04-06 0950 OK2QP         599 090    EA1ACP        599 SO
QSO: 21098 RY 2025-04-06 0951 OK2QP         599 091    ED7O          599 J
QSO: 21092 RY 2025-04-06 0954 OK2QP         599 092    EA5ET         599 V
QSO: 21089 RY 2025-04-06 0957 OK2QP         599 093    RZ9A          599 154
QSO: 21109 RY 2025-04-06 1002 OK2QP         599 094    IT9STX        599 248
QSO: 21103 RY 2025-04-06 1003 OK2QP         599 095    EA8DED        599 TF
QSO: 21100 RY 2025-04-06 1004 OK2QP         599 096    EA7Z          599 H
QSO: 21099 RY 2025-04-06 1011 OK2QP         599 097    EF5Q          599 CS
QSO: 21097 RY 2025-04-06 1013 OK2QP         599 098    RC5Z          599 455
QSO: 21097 RY 2025-04-06 1014 OK2QP         599 099    RN3QQT        599 033
QSO: 21090 RY 2025-04-06 1020 OK2QP         599 100    ED1R          599 AV
QSO: 21085 RY 2025-04-06 1025 OK2QP         599 101    RA9AU         599 182
QSO: 21082 RY 2025-04-06 1026 OK2QP         599 102    RZ3Z          599 276
QSO: 21080 RY 2025-04-06 1027 OK2QP         599 103    EA8ZS         599 GC
QSO: 14110 RY 2025-04-06 1056 OK2QP         599 104    K1LZ          599 677
QSO: 14096 RY 2025-04-06 1101 OK2QP         599 105    GU0SUP        599 143
QSO: 14081 RY 2025-04-06 1104 OK2QP         599 106    EA2XR         599 BI
QSO: 14082 RY 2025-04-06 1105 OK2QP         599 107    EA4URE        599 HQ
QSO: 14087 RY 2025-04-06 1108 OK2QP         599 108    EB3EFU        599 GI
QSO: 14089 RY 2025-04-06 1109 OK2QP         599 109    OG66X         599 015
QSO: 14090 RY 2025-04-06 1109 OK2QP         599 110    M3E           599 031
QSO: 14092 RY 2025-04-06 1111 OK2QP         599 111    G0GQT         599 195
QSO: 14096 RY 2025-04-06 1114 OK2QP         599 112    RW4HBG        599 281
QSO: 14097 RY 2025-04-06 1115 OK2QP         599 113    OH2HAN        599 382
QSO: 14101 RY 2025-04-06 1117 OK2QP         599 114    IK4RVY        599 200
QSO: 14108 RY 2025-04-06 1118 OK2QP         599 115    OH7L          599 156
END-OF-LOG:
