START-OF-LOG: 3.0
CREATED-BY: ua9qcq-russian-dx-ubn-downloader
CONTEST: RUSSIAN-DX
CALLSIGN: F6IRA
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-ASSISTED: 
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: 
CATEGORY-POWER: HIGH
OPERATORS: F6IRA
QSO: 21037 CW 2026-03-21 1209 F6IRA         599 0001   R6SX          599 ZP    
QSO: 21037 CW 2026-03-21 1210 F6IRA         599 0002   UA4Z          599 CU    
QSO: 21037 CW 2026-03-21 1210 F6IRA         599 0003   RW3DY         599 MO    
QSO: 21037 CW 2026-03-21 1210 F6IRA         599 0004   RM5F          599 MO    
QSO: 21037 CW 2026-03-21 1211 F6IRA         599 0005   YU3A          599 0012  
QSO: 21037 CW 2026-03-21 1211 F6IRA         599 0006   HA3SX         599 0009  
QSO: 21037 CW 2026-03-21 1211 F6IRA         599 0007   R5DV          599 MO    
QSO: 21037 CW 2026-03-21 1212 F6IRA         599 0008   RU3XY         599 KG    
QSO: 21037 CW 2026-03-21 1213 F6IRA         599 0009   SN7O          599 0013  
QSO: 21037 CW 2026-03-21 1213 F6IRA         599 0010   RT3C          599 MO    
QSO: 21037 CW 2026-03-21 1213 F6IRA         599 0011   UA3RBR        599 TB    
QSO: 21037 CW 2026-03-21 1214 F6IRA         599 0012   UI3F          599 MO    
QSO: 21037 CW 2026-03-21 1215 F6IRA         599 0013   R3LC          599 SM    
QSO: 21037 CW 2026-03-21 1215 F6IRA         599 0014   LZ2RS         599 0010  
QSO: 21037 CW 2026-03-21 1215 F6IRA         599 0015   YO2IS         599 0010  
QSO: 21001 CW 2026-03-21 1216 F6IRA         599 0016   R9GM          599 KR    
QSO: 21006 CW 2026-03-21 1217 F6IRA         599 0017   RC3W          599 KU    
QSO: 21006 CW 2026-03-21 1218 F6IRA         599 0018   UA9W          599 BA    
QSO: 21008 CW 2026-03-21 1218 F6IRA         599 0019   RL4A          599 VG    
QSO: 21009 CW 2026-03-21 1219 F6IRA         599 0020   RW7F          599 ST    
QSO: 21010 CW 2026-03-21 1219 F6IRA         599 0021   UA4S          599 MR    
QSO: 21008 CW 2026-03-21 1219 F6IRA         599 0022   UA4W          599 UD    
QSO: 21007 CW 2026-03-21 1220 F6IRA         599 0023   RM3A          599 MA    
QSO: 21013 CW 2026-03-21 1221 F6IRA         599 0024   RU1A          599 LO    
QSO: 21015 CW 2026-03-21 1222 F6IRA         599 0025   IQ1AO         599 0034  
QSO: 21043 CW 2026-03-21 1224 F6IRA         599 0026   RD4F          599 PE    
QSO: 21039 CW 2026-03-21 1225 F6IRA         599 0027   R7MM          599 RO    
QSO: 21041 CW 2026-03-21 1226 F6IRA         599 0028   KH0/N9YU      599 0006  
QSO: 21049 CW 2026-03-21 1226 F6IRA         599 0029   R3ZP          599 BO    
QSO: 21047 CW 2026-03-21 1227 F6IRA         599 0030   R5KV          599 VR    
QSO: 21021 CW 2026-03-21 1228 F6IRA         599 0031   RA1QD         599 VO    
QSO: 21017 CW 2026-03-21 1228 F6IRA         599 0032   RM9A          599 CB    
QSO: 21034 CW 2026-03-21 1229 F6IRA         599 0033   UA4C          599 SA    
QSO: 21034 CW 2026-03-21 1230 F6IRA         599 0034   UA6GO         599 ST    
QSO: 21034 CW 2026-03-21 1230 F6IRA         599 0035   R2ZU          599 BO    
QSO: 21034 CW 2026-03-21 1230 F6IRA         599 0036   RC2R          599 TB    
QSO: 21034 CW 2026-03-21 1231 F6IRA         599 0037   UA6AA         599 KR    
QSO: 21034 CW 2026-03-21 1231 F6IRA         599 0038   OM4DU         599 0013  
QSO: 21034 CW 2026-03-21 1231 F6IRA         599 0039   HA3DX         599 0013  
QSO: 21034 CW 2026-03-21 1233 F6IRA         599 0040   R1WAB         599 PS    
QSO: 21034 CW 2026-03-21 1233 F6IRA         599 0041   OG7F          599 0042  
QSO: 21034 CW 2026-03-21 1233 F6IRA         599 0042   RM1F          599 SP    
QSO: 21034 CW 2026-03-21 1234 F6IRA         599 0043   YO4NT         599 0028  
QSO: 21034 CW 2026-03-21 1234 F6IRA         599 0044   R6DM          599 KR    
QSO: 21034 CW 2026-03-21 1234 F6IRA         599 0045   RK3P          599 TL    
QSO: 21034 CW 2026-03-21 1235 F6IRA         599 0046   UF5A          599 MA    
QSO: 21034 CW 2026-03-21 1236 F6IRA         599 0047   R3BDF         599 MA    
QSO: 21034 CW 2026-03-21 1237 F6IRA         599 0048   YO4DW         599 0012  
QSO: 21034 CW 2026-03-21 1238 F6IRA         599 0049   R1QE          599 VO    
QSO: 21034 CW 2026-03-21 1239 F6IRA         599 0050   UA1TES        599 NV    
QSO: 21034 CW 2026-03-21 1239 F6IRA         599 0051   HA6NL         599 0040  
QSO: 21034 CW 2026-03-21 1240 F6IRA         599 0052   RK1AA         599 NV    
QSO: 21034 CW 2026-03-21 1240 F6IRA         599 0053   YU1AT         599 0026  
QSO: 21034 CW 2026-03-21 1241 F6IRA         599 0054   OH7MFO        599 0003  
QSO: 21034 CW 2026-03-21 1241 F6IRA         599 0055   HA5MA         599 0008  
QSO: 21034 CW 2026-03-21 1241 F6IRA         599 0056   EW8G          599 0019  
QSO: 21034 CW 2026-03-21 1242 F6IRA         599 0057   UA4AGT        599 VG    
QSO: 21034 CW 2026-03-21 1242 F6IRA         599 0058   IU8RQW        599 0040  
QSO: 21034 CW 2026-03-21 1243 F6IRA         599 0059   R6DM          599 KR    
QSO: 21034 CW 2026-03-21 1244 F6IRA         599 0060   RA3DS         599 MO    
QSO: 21034 CW 2026-03-21 1244 F6IRA         599 0061   RG3R          599 TB    
QSO: 21034 CW 2026-03-21 1245 F6IRA         599 0062   RU6CO         599 KR    
QSO: 21017 CW 2026-03-21 1246 F6IRA         599 0063   E77EA         599 0116  
QSO: 21016 CW 2026-03-21 1247 F6IRA         599 0064   UA4M          599 UL    
QSO: 21030 CW 2026-03-21 1248 F6IRA         599 0065   IT9WDC        599 0056  
QSO: 21029 CW 2026-03-21 1248 F6IRA         599 0066   SV8OVJ        599 0081  
QSO: 21030 CW 2026-03-21 1250 F6IRA         599 0067   F5SDD         599 0066  
QSO: 21027 CW 2026-03-21 1251 F6IRA         599 0068   UB7K          599 RK    
QSO: 21027 CW 2026-03-21 1251 F6IRA         599 0069   DR1D          599 0027  
QSO: 21045 CW 2026-03-21 1254 F6IRA         599 0070   PA5WT         599 0050  
QSO: 21047 CW 2026-03-21 1254 F6IRA         599 0071   9V1YC         599 0043  
QSO: 21052 CW 2026-03-21 1255 F6IRA         599 0072   RL6M/6        599 KM    
QSO: 21046 CW 2026-03-21 1256 F6IRA         599 0073   Z33C          599 0098  
QSO: 21016 CW 2026-03-21 1256 F6IRA         599 0074   RA5G          599 LP    
QSO: 21008 CW 2026-03-21 1257 F6IRA         599 0075   RX3N          599 KS    
QSO: 21018 CW 2026-03-21 1257 F6IRA         599 0076   YU5R          599 0069  
QSO: 21022 CW 2026-03-21 1258 F6IRA         599 0077   P3N           599 0300  
QSO: 21035 CW 2026-03-21 1259 F6IRA         599 0078   RC6U          599 AO    
QSO: 21039 CW 2026-03-21 1301 F6IRA         599 0079   EK/DL2JRM     599 0065  
QSO: 21047 CW 2026-03-21 1302 F6IRA         599 0080   UA3YMO        599 BR    
QSO: 21032 CW 2026-03-21 1304 F6IRA         599 0081   R7KZ          599 RK    
QSO: 21032 CW 2026-03-21 1304 F6IRA         599 0082   YL3NU         599 0013  
QSO: 21032 CW 2026-03-21 1305 F6IRA         599 0083   RL2H          599 MO    
QSO: 21032 CW 2026-03-21 1305 F6IRA         599 0084   RU3A          599 MA    
QSO: 21032 CW 2026-03-21 1306 F6IRA         599 0085   ZA1F          599 0009  
QSO: 21032 CW 2026-03-21 1306 F6IRA         599 0086   HA5JI         599 0172  
QSO: 21032 CW 2026-03-21 1307 F6IRA         599 0087   YP3X          599 0101  
QSO: 21032 CW 2026-03-21 1307 F6IRA         599 0088   RD7KW         599 RK    
QSO: 21032 CW 2026-03-21 1308 F6IRA         599 0089   RX6FJ         599 ST    
QSO: 21008 CW 2026-03-21 1310 F6IRA         599 0090   RZ1OA         599 AR    
QSO: 21032 CW 2026-03-21 1311 F6IRA         599 0091   R7OF          599 DO    
QSO: 21032 CW 2026-03-21 1312 F6IRA         599 0092   R7KX          599 RK    
QSO: 21032 CW 2026-03-21 1313 F6IRA         599 0093   RN4SC         599 MR    
QSO: 21032 CW 2026-03-21 1313 F6IRA         599 0094   UA6LCJ        599 RO    
QSO: 21032 CW 2026-03-21 1314 F6IRA         599 0095   R3QA          599 VR    
QSO: 21032 CW 2026-03-21 1314 F6IRA         599 0096   IT9VDQ        599 0098  
QSO: 21032 CW 2026-03-21 1314 F6IRA         599 0097   YU7KW         599 0159  
QSO: 21032 CW 2026-03-21 1315 F6IRA         599 0098   R3OM          599 VR    
QSO: 21032 CW 2026-03-21 1315 F6IRA         599 0099   R3ZZ          599 BO    
QSO: 21032 CW 2026-03-21 1315 F6IRA         599 0100   RU5X          599 KG    
QSO: 21015 CW 2026-03-21 1319 F6IRA         599 0101   RK9AXV        599 CB    
QSO: 21022 CW 2026-03-21 1323 F6IRA         599 0102   R4YT          599 CU    
QSO: 21034 CW 2026-03-21 1324 F6IRA         599 0103   R7AT          599 KR    
QSO: 21012 CW 2026-03-21 1326 F6IRA         599 0104   R3VR          599 VL    
QSO: 21028 CW 2026-03-21 1327 F6IRA         599 0105   OT2A          599 0168  
QSO: 21031 CW 2026-03-21 1328 F6IRA         599 0106   RT4M          599 UL    
QSO: 21033 CW 2026-03-21 1328 F6IRA         599 0107   RU3DX         599 TV    
QSO: 21003 CW 2026-03-21 1331 F6IRA         599 0108   R2FK          599 KA    
QSO: 21009 CW 2026-03-21 1332 F6IRA         599 0109   CR3DX         599 0198  
QSO: 21012 CW 2026-03-21 1333 F6IRA         599 0110   R5DC          599 MO    
QSO: 21017 CW 2026-03-21 1334 F6IRA         599 0111   R3MAI         599 YR    
QSO: 21019 CW 2026-03-21 1334 F6IRA         599 0112   RM2U          599 IV    
QSO: 21048 CW 2026-03-21 1335 F6IRA         599 0113   RM6Y          599 AD    
QSO: 21020 CW 2026-03-21 1336 F6IRA         599 0114   R6OF          599 DO    
QSO: 21025 CW 2026-03-21 1337 F6IRA         599 0115   UA6AK         599 KR    
QSO: 21030 CW 2026-03-21 1339 F6IRA         599 0116   RW6PA         599 CN    
QSO: 14041 CW 2026-03-21 1342 F6IRA         599 0117   R3AQ          599 MA    
QSO: 14041 CW 2026-03-21 1343 F6IRA         599 0118   RN6A          599 KR    
QSO: 14041 CW 2026-03-21 1343 F6IRA         599 0119   OG7F          599 0131  
QSO: 14041 CW 2026-03-21 1343 F6IRA         599 0120   UA1T          599 NV    
QSO: 14041 CW 2026-03-21 1344 F6IRA         599 0121   R4YT          599 CU    
QSO: 14041 CW 2026-03-21 1344 F6IRA         599 0122   OK6OK         599 0045  
QSO: 14041 CW 2026-03-21 1345 F6IRA         599 0123   RC8SA         599 OB    
QSO: 14041 CW 2026-03-21 1345 F6IRA         599 0124   RG3R          599 TB    
QSO: 14041 CW 2026-03-21 1346 F6IRA         599 0125   HG8K          599 0018  
QSO: 14041 CW 2026-03-21 1346 F6IRA         599 0126   RA2FO         599 KA    
QSO: 14041 CW 2026-03-21 1346 F6IRA         599 0127   RT4M          599 UL    
QSO: 14041 CW 2026-03-21 1347 F6IRA         599 0128   RN6MA         599 RO    
QSO: 14041 CW 2026-03-21 1347 F6IRA         599 0129   K3WW          599 0121  
QSO: 14041 CW 2026-03-21 1347 F6IRA         599 0130   RU3XY         599 KG    
QSO: 14041 CW 2026-03-21 1347 F6IRA         599 0131   RM1F          599 SP    
QSO: 14041 CW 2026-03-21 1348 F6IRA         599 0132   OM4AY         599 0024  
QSO: 14041 CW 2026-03-21 1348 F6IRA         599 0133   RK9A          599 CB    
QSO: 14041 CW 2026-03-21 1348 F6IRA         599 0134   RA6AR         599 KR    
QSO: 14041 CW 2026-03-21 1349 F6IRA         599 0135   UN2E          599 0041  
QSO: 14041 CW 2026-03-21 1349 F6IRA         599 0136   N5XZ          599 0006  
QSO: 14041 CW 2026-03-21 1350 F6IRA         599 0137   YT1XC         599 0026  
QSO: 14041 CW 2026-03-21 1350 F6IRA         599 0138   HA6IAM        599 0055  
