START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-DX-SSB
CALLSIGN: DF2BO
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DF2BO
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-DX-SSB ARRL/arrl_international_dx_phone_contest/2023.
QSO:  3790 PH 2023-03-04 0411 DF2BO         59 KW K1LZ          59 ME
QSO:  3790 PH 2023-03-04 0413 DF2BO         59 K N2NKX         59 NY
QSO:  3790 PH 2023-03-04 0414 DF2BO         59 KW K3RL          59 PA
QSO:  3790 PH 2023-03-04 0414 DF2BO         59 K KG2MM         59 FL
QSO:  3789 PH 2023-03-04 0416 DF2BO         59 KW W3NO          59 PA
QSO:  3790 PH 2023-03-04 0416 DF2BO         59 K K3MM          59 MD
QSO:  3789 PH 2023-03-04 0417 DF2BO         59 KW W3LPL         59 MD
QSO:  3790 PH 2023-03-04 0417 DF2BO         59 K N2SR          59 NJ
QSO:  3790 PH 2023-03-04 0418 DF2BO         59 K K3LR          59 PA
QSO:  3790 PH 2023-03-04 0418 DF2BO         59 K N2AA          59 NJ
QSO:  3790 PH 2023-03-04 0419 DF2BO         59 K K2AX          59 NJ
QSO:  3790 PH 2023-03-04 0420 DF2BO         59 KW N4RV          59 VA
QSO:  3790 PH 2023-03-04 0420 DF2BO         59 1000 WG3J          59 MD
QSO:  3790 PH 2023-03-04 0421 DF2BO         59 K K3ZU          59 MD
QSO:  3790 PH 2023-03-04 0421 DF2BO         59 K K4BBH         59 GA
QSO:  3790 PH 2023-03-04 0422 DF2BO         59 K N3RD          59 PA
QSO:  3790 PH 2023-03-04 0422 DF2BO         59 KW NR4O          59 NC
QSO: 03790 PH 2023-03-04 0423 DF2BO         59 K WB2ZAB        59 MD
QSO:  3789 PH 2023-03-04 0424 DF2BO         59 KW N2NL          59 FL
