START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.11.0-dev
CONTEST: CQ-WW-RTTY
LOCATION: DX
CALLSIGN: OG6N
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 535248
OPERATORS:
CLUB: Contest Club Finland
NAME: Teijo Murtovaara
SOAPBOX: I just worked for the fun and gave out a few points. I ended up with
SOAPBOX: more contacts than I thought because of the good propagation. Running
SOAPBOX: with 400W was good enough for some nice contacts. I wish the propagation
SOAPBOX: would be the same in the SSB leg.
QSO: 21075 RY 2013-09-28 1347 OG6N          599 15 DX  P49X          599 09 DX  0
QSO: 21078 RY 2013-09-28 1348 OG6N          599 15 DX  N7AT          599 03 AZ  0
QSO: 21082 RY 2013-09-28 1350 OG6N          599 15 DX  VE3FJB        599 04 ON  0
QSO: 21147 RY 2013-09-28 1355 OG6N          599 15 DX  R6DX          599 16 DX  0
QSO: 21147 RY 2013-09-28 1357 OG6N          599 15 DX  IW3RUA/9      599 15 DX  0
QSO: 21147 RY 2013-09-28 1358 OG6N          599 15 DX  VE3IAE        599 04 ON  0
QSO: 21147 RY 2013-09-28 1359 OG6N          599 15 DX  K0OB          599 04 MN  0
QSO: 21147 RY 2013-09-28 1400 OG6N          599 15 DX  K5WE          599 04 OK  0
QSO: 21147 RY 2013-09-28 1401 OG6N          599 15 DX  UN6LN         599 17 DX  0
QSO: 21147 RY 2013-09-28 1401 OG6N          599 15 DX  M0OSH         599 14 DX  0
QSO: 21147 RY 2013-09-28 1402 OG6N          599 15 DX  NF4A          599 05 FL  0
QSO: 21147 RY 2013-09-28 1404 OG6N          599 15 DX  IN3UFW        599 15 DX  0
QSO: 21147 RY 2013-09-28 1404 OG6N          599 15 DX  IK4UNH        599 15 DX  0
QSO: 21147 RY 2013-09-28 1406 OG6N          599 15 DX  W3OU          599 05 MD  0
QSO: 21147 RY 2013-09-28 1407 OG6N          599 15 DX  UW3L          599 16 DX  0
QSO: 21147 RY 2013-09-28 1409 OG6N          599 15 DX  W3MR          599 05 MD  0
QSO: 21147 RY 2013-09-28 1409 OG6N          599 15 DX  VE2AXO        599 05 QC  0
QSO: 21147 RY 2013-09-28 1410 OG6N          599 15 DX  IK2XRW        599 15 DX  0
QSO: 21147 RY 2013-09-28 1411 OG6N          599 15 DX  WQ9Z          599 04 IL  0
QSO: 21147 RY 2013-09-28 1413 OG6N          599 15 DX  YO3RU         599 20 DX  0
QSO: 21147 RY 2013-09-28 1413 OG6N          599 15 DX  KC0BMF        599 04 IA  0
QSO: 21147 RY 2013-09-28 1415 OG6N          599 15 DX  IW2FUT        599 15 DX  0
QSO: 21147 RY 2013-09-28 1415 OG6N          599 15 DX  AC0C          599 04 KS  0
QSO: 21147 RY 2013-09-28 1416 OG6N          599 15 DX  KZ2R          599 05 NY  0
QSO: 21147 RY 2013-09-28 1416 OG6N          599 15 DX  K7QQ          599 03 WA  0
QSO: 21147 RY 2013-09-28 1416 OG6N          599 15 DX  N3WZR         599 05 MD  0
QSO: 21147 RY 2013-09-28 1417 OG6N          599 15 DX  NA5C          599 04 TX  0
QSO: 21147 RY 2013-09-28 1417 OG6N          599 15 DX  K7QQ          599 03 WA  0
QSO: 21147 RY 2013-09-28 1418 OG6N          599 15 DX  IB2PDT        599 15 DX  0
QSO: 21147 RY 2013-09-28 1420 OG6N          599 15 DX  IZ7ECL        599 15 DX  0
QSO: 21147 RY 2013-09-28 1420 OG6N          599 15 DX  IZ0UME        599 15 DX  0
QSO: 21147 RY 2013-09-28 1421 OG6N          599 15 DX  K2YG          599 05 NJ  0
QSO: 21147 RY 2013-09-28 1422 OG6N          599 15 DX  VE2FK         599 05 QC  0
QSO: 21147 RY 2013-09-28 1422 OG6N          599 15 DX  IK7RVY        599 15 DX  0
QSO: 21147 RY 2013-09-28 1422 OG6N          599 15 DX  KB1LRL        599 05 MA  0
QSO: 21147 RY 2013-09-28 1423 OG6N          599 15 DX  VE2LX         599 05 QC  0
QSO: 21147 RY 2013-09-28 1425 OG6N          599 15 DX  W2YC          599 05 NJ  0
QSO: 21147 RY 2013-09-28 1426 OG6N          599 15 DX  I4DZ          599 15 DX  0
QSO: 21147 RY 2013-09-28 1428 OG6N          599 15 DX  K6XT          599 04 CO  0
QSO: 21098 RY 2013-09-28 1430 OG6N          599 15 DX  HB9/RV3DH     599 40 DX  0
QSO: 21098 RY 2013-09-28 1432 OG6N          599 15 DX  TF3AM         599 40 DX  0
QSO: 21074 RY 2013-09-28 1905 OG6N          599 15 DX  K1FWE         599 05 NH  0
QSO: 21080 RY 2013-09-28 1906 OG6N          599 15 DX  ED1R          599 14 DX  0
QSO: 21083 RY 2013-09-28 1908 OG6N          599 15 DX  9A1A          599 15 DX  0
QSO: 21084 RY 2013-09-28 1910 OG6N          599 15 DX  KE0L          599 04 MN  0
QSO: 21147 RY 2013-09-28 1916 OG6N          599 15 DX  KJ0P          599 04 MN  0
