START-OF-LOG: 3.0
LOCATION: WMA
CALLSIGN: K5ZD
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 2376150
CLUB: Yankee Clipper Contest Club
CONTEST: CQ-WW-RTTY
CREATED-BY: WriteLog V11.13J
NAME: Randy Thompson
OPERATORS: K5ZD
SOAPBOX: Best 60 minutes - 178 QSOs while running on 10 and 15m at same time.
SOAPBOX: Great conditions on all bands. Wish I could have spent more time.
QSO:  3594 RY 2013-09-28 0625 K5ZD          599     05 MA     K1FWE         599 5      NH
QSO:  7033 RY 2013-09-28 0625 K5ZD          599     05 MA     ED2Y          599 14     DX
QSO:  3596 RY 2013-09-28 0625 K5ZD          599     05 MA     K9CT          599 4      IL
QSO:  3595 RY 2013-09-28 0626 K5ZD          599     05 MA     W1UE          599 5      MA
QSO:  7033 RY 2013-09-28 0627 K5ZD          599     05 MA     K9IBM         599 4      WI
QSO:  7033 RY 2013-09-28 0627 K5ZD          599     05 MA     W5GDX         599 4      TX
QSO:  3590 RY 2013-09-28 0628 K5ZD          599     05 MA     P49X          599 9      DX
QSO:  3587 RY 2013-09-28 0629 K5ZD          599     05 MA     G3WVG         599 14     DX
QSO:  7033 RY 2013-09-28 0630 K5ZD          599     05 MA     IK7NXU        599 15     DX
QSO:  3586 RY 2013-09-28 0630 K5ZD          599     05 MA     AC4M          599 4      TN
QSO:  7033 RY 2013-09-28 0630 K5ZD          599     05 MA     NI7R          599 3      AZ
QSO:  3585 RY 2013-09-28 0631 K5ZD          599     05 MA     KA4RRU        599 5      VA
QSO:  7033 RY 2013-09-28 0631 K5ZD          599     05 MA     K7RI          599 3      WA
QSO:  7033 RY 2013-09-28 0632 K5ZD          599     05 MA     F2AR          599 14     DX
QSO:  7033 RY 2013-09-28 0632 K5ZD          599     05 MA     G4AMT         599 14     DX
QSO:  7033 RY 2013-09-28 0633 K5ZD          599     05 MA     OK2RVM        599 15     DX
QSO:  3584 RY 2013-09-28 0633 K5ZD          599     05 MA     AD5XD         599 4      TX
QSO:  7033 RY 2013-09-28 0634 K5ZD          599     05 MA     DJ1AA         599 14     DX
QSO:  7033 RY 2013-09-28 0634 K5ZD          599     05 MA     NN6XX         599 3      CA
QSO:  3582 RY 2013-09-28 0634 K5ZD          599     05 MA     W7RN          599 3      NV
QSO:  7033 RY 2013-09-28 0635 K5ZD          599     05 MA     YT2B          599 15     DX
QSO:  7033 RY 2013-09-28 0635 K5ZD          599     05 MA     RT2F          599 15     DX
QSO:  7033 RY 2013-09-28 0636 K5ZD          599     05 MA     S55OO         599 15     DX
QSO:  7033 RY 2013-09-28 0636 K5ZD          599     05 MA     ZV2K          599 11     DX
QSO:  7033 RY 2013-09-28 0637 K5ZD          599     05 MA     N6RO          599 3      CA
QSO:  3575 RY 2013-09-28 0637 K5ZD          599     05 MA     NK7U          599 3      OR
QSO:  7033 RY 2013-09-28 0638 K5ZD          599     05 MA     UT0RM         599 16     DX
QSO:  3573 RY 2013-09-28 0638 K5ZD          599     05 MA     N0NI          599 4      IA
QSO:  3572 RY 2013-09-28 0638 K5ZD          599     05 MA     N6RO          599 3      CA
QSO:  7033 RY 2013-09-28 0639 K5ZD          599     05 MA     DL9GS         599 14     DX
QSO:  3571 RY 2013-09-28 0639 K5ZD          599     05 MA     KS0AA         599 4      KS
QSO:  7033 RY 2013-09-28 0640 K5ZD          599     05 MA     F5CQ          599 14     DX
QSO:  7033 RY 2013-09-28 0640 K5ZD          599     05 MA     DM2DXA        599 14     DX
QSO:  3570 RY 2013-09-28 0640 K5ZD          599     05 MA     K9OM          599 4      WI
QSO:  7033 RY 2013-09-28 0641 K5ZD          599     05 MA     HB9AWS        599 14     DX
QSO:  7033 RY 2013-09-28 0642 K5ZD          599     05 MA     OM7AG         599 15     DX
QSO:  7033 RY 2013-09-28 0643 K5ZD          599     05 MA     SP8CGU        599 15     DX
QSO:  7033 RY 2013-09-28 0643 K5ZD          599     05 MA     RD1AR         599 16     DX
QSO:  7033 RY 2013-09-28 0644 K5ZD          599     05 MA     OK1MSP        599 15     DX
QSO:  3577 RY 2013-09-28 0644 K5ZD          599     05 MA     N2PA          599 5      NY
QSO:  7033 RY 2013-09-28 0645 K5ZD          599     05 MA     G8YTF         599 14     DX
QSO:  3575 RY 2013-09-28 0645 K5ZD          599     05 MA     VE7ACN        599 3      BC
QSO:  3599 RY 2013-09-28 0647 K5ZD          599     05 MA     NC6K          599 3      CA
QSO:  7033 RY 2013-09-28 0647 K5ZD          599     05 MA     GW0RYT        599 14     DX
QSO:  3599 RY 2013-09-28 0648 K5ZD          599     05 MA     N7ESU         599 3      ID
QSO:  3599 RY 2013-09-28 0649 K5ZD          599     05 MA     VP9I          599 5      DX
QSO:  7033 RY 2013-09-28 0649 K5ZD          599     05 MA     PA0TCA        599 14     DX
QSO:  3599 RY 2013-09-28 0649 K5ZD          599     05 MA     K0JJR         599 4      MN
QSO:  3599 RY 2013-09-28 0650 K5ZD          599     05 MA     KE8M          599 4      OH
QSO:  7033 RY 2013-09-28 0650 K5ZD          599     05 MA     DL4LAM        599 14     DX
QSO:  3599 RY 2013-09-28 0650 K5ZD          599     05 MA     W2RLK         599 5      NY
QSO:  7033 RY 2013-09-28 0650 K5ZD          599     05 MA     N2QT          599 5      VA
QSO:  7033 RY 2013-09-28 0651 K5ZD          599     05 MA     PA0WRS        599 14     DX
QSO:  7033 RY 2013-09-28 0651 K5ZD          599     05 MA     PA3DBS        599 14     DX
QSO:  3599 RY 2013-09-28 0652 K5ZD          599     05 MA     N6ED          599 3      CA
QSO:  7033 RY 2013-09-28 0652 K5ZD          599     05 MA     LA2HFA        599 14     DX
QSO:  7033 RY 2013-09-28 0652 K5ZD          599     05 MA     F4FEP         599 14     DX
QSO:  7033 RY 2013-09-28 0653 K5ZD          599     05 MA     G3P           599 14     DX
QSO:  7033 RY 2013-09-28 0654 K5ZD          599     05 MA     9A2EU         599 15     DX
QSO:  3599 RY 2013-09-28 0654 K5ZD          599     05 MA     AF6SA         599 3      CA
QSO:  7033 RY 2013-09-28 0654 K5ZD          599     05 MA     PA3EBP        599 14     DX
QSO:  7033 RY 2013-09-28 0655 K5ZD          599     05 MA     DG7EE         599 14     DX
QSO:  3592 RY 2013-09-28 0656 K5ZD          599     05 MA     AG4W          599 4      AL
QSO:  7033 RY 2013-09-28 0656 K5ZD          599     05 MA     SQ2WHH        599 15     DX
QSO:  7033 RY 2013-09-28 0657 K5ZD          599     05 MA     W9PA/4        599 5      NC
QSO:  3591 RY 2013-09-28 0657 K5ZD          599     05 MA     VE5MX         599 4      SK
QSO:  3590 RY 2013-09-28 0658 K5ZD          599     05 MA     WX4G          599 5      NC
QSO:  3588 RY 2013-09-28 0659 K5ZD          599     05 MA     NR4M          599 5      VA
QSO:  7033 RY 2013-09-28 0659 K5ZD          599     05 MA     OZ5TL         599 14     DX
QSO:  3587 RY 2013-09-28 0659 K5ZD          599     05 MA     N2QT          599 5      VA
QSO:  3586 RY 2013-09-28 0700 K5ZD          599     05 MA     W6SX          599 3      CA
QSO:  7033 RY 2013-09-28 0701 K5ZD          599     05 MA     W6SFK         599 3      CA
QSO:  7033 RY 2013-09-28 0701 K5ZD          599     05 MA     VE7ACN        599 3      BC
QSO:  3585 RY 2013-09-28 0701 K5ZD          599     05 MA     AA5AU         599 4      LA
QSO:  7033 RY 2013-09-28 0702 K5ZD          599     05 MA     DF1LON        599 14     DX
QSO:  7033 RY 2013-09-28 0703 K5ZD          599     05 MA     KD0FW         599 4      MO
QSO:  7033 RY 2013-09-28 0703 K5ZD          599     05 MA     OK1DBE        599 15     DX
QSO:  7033 RY 2013-09-28 0704 K5ZD          599     05 MA     IQ9UI         599 15     DX
QSO:  7033 RY 2013-09-28 0704 K5ZD          599     05 MA     OE6MDF        599 15     DX
QSO:  7033 RY 2013-09-28 0705 K5ZD          599     05 MA     IZ3SQW        599 15     DX
QSO:  7033 RY 2013-09-28 0706 K5ZD          599     05 MA     WJ2D          599 5      NC
QSO:  3596 RY 2013-09-28 0707 K5ZD          599     05 MA     KD4POJ        599 4      ND
QSO:  7033 RY 2013-09-28 0707 K5ZD          599     05 MA     K4WW          599 4      KY
QSO:  7033 RY 2013-09-28 0708 K5ZD          599     05 MA     W0LSD         599 4      CO
QSO:  7033 RY 2013-09-28 0708 K5ZD          599     05 MA     AD5XD         599 4      TX
QSO:  7033 RY 2013-09-28 0709 K5ZD          599     05 MA     9A5M          599 15     DX
QSO:  3588 RY 2013-09-28 0709 K5ZD          599     05 MA     K6LL          599 3      AZ
QSO:  7033 RY 2013-09-28 0709 K5ZD          599     05 MA     AF6SA         599 3      CA
QSO:  7033 RY 2013-09-28 0711 K5ZD          599     05 MA     NX0I          599 4      MO
QSO:  3583 RY 2013-09-28 0711 K5ZD          599     05 MA     N7UVH         599 3      ID
QSO:  7033 RY 2013-09-28 0711 K5ZD          599     05 MA     DH2PL         599 14     DX
QSO:  7033 RY 2013-09-28 0712 K5ZD          599     05 MA     KD6HQ         599 3      CA
QSO:  7033 RY 2013-09-28 0712 K5ZD          599     05 MA     W7RN          599 3      NV
QSO:  7033 RY 2013-09-28 0713 K5ZD          599     05 MA     NX9G          599 4      IL
QSO:  7033 RY 2013-09-28 0714 K5ZD          599     05 MA     ON3DI         599 14     DX
QSO:  7033 RY 2013-09-28 0714 K5ZD          599     05 MA     K7IA          599 4      NM
QSO:  7033 RY 2013-09-28 0714 K5ZD          599     05 MA     N6QQ          599 3      CA
QSO:  7033 RY 2013-09-28 0715 K5ZD          599     05 MA     DL3ARK        599 14     DX
QSO:  7033 RY 2013-09-28 0716 K5ZD          599     05 MA     K9HDE         599 4      IL
QSO:  7033 RY 2013-09-28 0716 K5ZD          599     05 MA     P49X          599 9      DX
QSO:  7033 RY 2013-09-28 0717 K5ZD          599     05 MA     W0JM          599 4      MN
QSO:  7033 RY 2013-09-28 0717 K5ZD          599     05 MA     DL2JIM        599 14     DX
QSO:  7033 RY 2013-09-28 0718 K5ZD          599     05 MA     WS9M/6        599 3      CA
QSO:  7033 RY 2013-09-28 0719 K5ZD          599     05 MA     DK2CH         599 14     DX
QSO: 14089 RY 2013-09-28 0720 K5ZD          599     05 MA     EF7R          599 14     DX
QSO:  7033 RY 2013-09-28 0720 K5ZD          599     05 MA     HA30S         599 15     DX
QSO:  7033 RY 2013-09-28 0721 K5ZD          599     05 MA     EA1GT         599 14     DX
QSO: 14086 RY 2013-09-28 0721 K5ZD          599     05 MA     I4DZ          599 15     DX
QSO:  7033 RY 2013-09-28 0722 K5ZD          599     05 MA     AG4W          599 4      AL
QSO: 14085 RY 2013-09-28 0723 K5ZD          599     05 MA     CW90A         599 13     DX
QSO:  7033 RY 2013-09-28 0724 K5ZD          599     05 MA     GM1J          599 14     DX
QSO:  7033 RY 2013-09-28 0726 K5ZD          599     05 MA     K7LFY         599 3      AZ
QSO:  7033 RY 2013-09-28 0727 K5ZD          599     05 MA     K9OM          599 4      WI
QSO:  7033 RY 2013-09-28 0729 K5ZD          599     05 MA     P49X          599 9      DX
QSO:  7035 RY 2013-09-28 0731 K5ZD          599     05 MA     NK7U          599 3      OR
QSO:  7042 RY 2013-09-28 0733 K5ZD          599     05 MA     WW4LL         599 5      GA
QSO: 14103 RY 2013-09-28 0734 K5ZD          599     05 MA     ZM4M          599 32     DX
QSO:  7044 RY 2013-09-28 0735 K5ZD          599     05 MA     F6AUS         599 14     DX
QSO: 14118 RY 2013-09-28 0736 K5ZD          599     05 MA     VK6IR         599 29     DX
QSO: 14101 RY 2013-09-28 0737 K5ZD          599     05 MA     HK1NA         599 9      DX
QSO:  7047 RY 2013-09-28 0737 K5ZD          599     05 MA     VE7CC         599 3      BC
QSO: 14093 RY 2013-09-28 0738 K5ZD          599     05 MA     NP3U          599 8      DX
QSO:  7048 RY 2013-09-28 0739 K5ZD          599     05 MA     ZM2B          599 32     DX
QSO:  7048 RY 2013-09-28 0739 K5ZD          599     05 MA     KD7PCE        599 3      WA
QSO:  7048 RY 2013-09-28 0740 K5ZD          599     05 MA     AC4M          599 4      TN
QSO:  7048 RY 2013-09-28 0741 K5ZD          599     05 MA     ZW8T          599 11     DX
QSO:  7048 RY 2013-09-28 0742 K5ZD          599     05 MA     N6AKI         599 3      CA
QSO:  7048 RY 2013-09-28 0742 K5ZD          599     05 MA     NK7Z          599 3      OR
QSO:  7048 RY 2013-09-28 0744 K5ZD          599     05 MA     K6SXA         599 4      TX
QSO:  7048 RY 2013-09-28 0744 K5ZD          599     05 MA     W2FU          599 5      NY
QSO:  7048 RY 2013-09-28 0745 K5ZD          599     05 MA     VE7SQ         599 3      BC
QSO:  7048 RY 2013-09-28 0746 K5ZD          599     05 MA     W4GV          599 5      FL
QSO: 14083 RY 2013-09-28 0747 K5ZD          599     05 MA     ZM1A          599 32     DX
QSO:  7048 RY 2013-09-28 0748 K5ZD          599     05 MA     NA7RH         599 3      AZ
QSO:  3593 RY 2013-09-28 0749 K5ZD          599     05 MA     WG0M          599 4      MN
QSO:  3586 RY 2013-09-28 0750 K5ZD          599     05 MA     WI7N          599 3      OR
QSO:  3582 RY 2013-09-28 0751 K5ZD          599     05 MA     KI1G          599 5      RI
QSO:  3592 RY 2013-09-28 0753 K5ZD          599     05 MA     VE7CC         599 3      BC
QSO:  7050 RY 2013-09-28 0754 K5ZD          599     05 MA     OH6R          599 15     DX
QSO:  7050 RY 2013-09-28 0755 K5ZD          599     05 MA     G0HDV         599 14     DX
QSO:  7053 RY 2013-09-28 0757 K5ZD          599     05 MA     IZ5DKO        599 15     DX
QSO:  7062 RY 2013-09-28 0759 K5ZD          599     05 MA     N1QD          599 5      MA
QSO:  7074 RY 2013-09-28 0800 K5ZD          599     05 MA     HK1NA         599 9      DX
QSO:  7077 RY 2013-09-28 0801 K5ZD          599     05 MA     W1UE          599 5      MA
QSO:  3580 RY 2013-09-28 0802 K5ZD          599     05 MA     HK1NA         599 9      DX
QSO:  7080 RY 2013-09-28 0803 K5ZD          599     05 MA     CO2VE         599 8      DX
QSO:  7086 RY 2013-09-28 0806 K5ZD          599     05 MA     K3MJW         599 5      PA
QSO:  7079 RY 2013-09-28 0807 K5ZD          599     05 MA     YW2LV         599 9      DX
QSO:  7056 RY 2013-09-28 0809 K5ZD          599     05 MA     DD1A          599 14     DX
QSO:  7047 RY 2013-09-28 0810 K5ZD          599     05 MA     WX4G          599 5      NC
QSO:  7041 RY 2013-09-28 0810 K5ZD          599     05 MA     WA1FCN        599 4      AL
QSO:  7040 RY 2013-09-28 0811 K5ZD          599     05 MA     CO2JD         599 8      DX
QSO:  7034 RY 2013-09-28 0812 K5ZD          599     05 MA     N6CK          599 3      CA
QSO:  7032 RY 2013-09-28 1100 K5ZD          599     05 MA     W0GJ          599 4      IA
QSO:  7032 RY 2013-09-28 1101 K5ZD          599     05 MA     K7WP          599 3      AZ
QSO:  7034 RY 2013-09-28 1102 K5ZD          599     05 MA     W9NGA         599 3      AZ
QSO:  7034 RY 2013-09-28 1103 K5ZD          599     05 MA     JH4UYB        599 25     DX
QSO:  7035 RY 2013-09-28 1104 K5ZD          599     05 MA     K0BJ          599 4      KS
QSO:  3596 RY 2013-09-28 1104 K5ZD          599     05 MA     AB4GG         599 4      TN
QSO:  7035 RY 2013-09-28 1104 K5ZD          599     05 MA     K5UO          599 4      TX
QSO:  7035 RY 2013-09-28 1105 K5ZD          599     05 MA     N4MM          599 5      VA
QSO:  7035 RY 2013-09-28 1106 K5ZD          599     05 MA     N4UEZ         599 5      NC
QSO:  3593 RY 2013-09-28 1106 K5ZD          599     05 MA     KU4V          599 5      NC
QSO:  7035 RY 2013-09-28 1106 K5ZD          599     05 MA     VK6GOM        599 29     DX
QSO:  7035 RY 2013-09-28 1107 K5ZD          599     05 MA     W3AG          599 5      PA
QSO:  7035 RY 2013-09-28 1110 K5ZD          599     05 MA     K3CWF         599 5      DE
QSO:  7035 RY 2013-09-28 1111 K5ZD          599     05 MA     W0QQG         599 5      VA
QSO:  7035 RY 2013-09-28 1111 K5ZD          599     05 MA     N4IJ          599 4      OK
QSO:  7035 RY 2013-09-28 1112 K5ZD          599     05 MA     WA1Z          599 5      NH
QSO:  7035 RY 2013-09-28 1112 K5ZD          599     05 MA     K3YP          599 4      OH
QSO: 14118 RY 2013-09-28 1113 K5ZD          599     05 MA     EO7U          599 16     DX
QSO: 14117 RY 2013-09-28 1115 K5ZD          599     05 MA     GM6NX         599 14     DX
QSO:  7037 RY 2013-09-28 1115 K5ZD          599     05 MA     KH7M          599 31     DX
QSO: 14114 RY 2013-09-28 1117 K5ZD          599     05 MA     LB8IB         599 14     DX
QSO:  7041 RY 2013-09-28 1118 K5ZD          599     05 MA     JR4OZR        599 25     DX
QSO: 14110 RY 2013-09-28 1118 K5ZD          599     05 MA     EI4KF         599 14     DX
QSO:  7041 RY 2013-09-28 1119 K5ZD          599     05 MA     VK6IR         599 29     DX
QSO: 14104 RY 2013-09-28 1120 K5ZD          599     05 MA     OG30OJ        599 15     DX
QSO:  7043 RY 2013-09-28 1122 K5ZD          599     05 MA     AB5K          599 4      TX
QSO: 14098 RY 2013-09-28 1123 K5ZD          599     05 MA     RA3GK         599 16     DX
QSO:  7045 RY 2013-09-28 1123 K5ZD          599     05 MA     NR4M          599 5      VA
QSO: 14098 RY 2013-09-28 1124 K5ZD          599     05 MA     UW0K          599 16     DX
QSO:  7046 RY 2013-09-28 1124 K5ZD          599     05 MA     W7TSQ         599 3      WA
QSO: 14097 RY 2013-09-28 1124 K5ZD          599     05 MA     UX1UX         599 16     DX
QSO:  7046 RY 2013-09-28 1125 K5ZD          599     05 MA     AA8R          599 4      MI
QSO: 14095 RY 2013-09-28 1126 K5ZD          599     05 MA     RK9LWA        599 17     DX
QSO: 14095 RY 2013-09-28 1126 K5ZD          599     05 MA     OH8A          599 15     DX
QSO:  7050 RY 2013-09-28 1128 K5ZD          599     05 MA     N0NI          599 4      IA
QSO: 14092 RY 2013-09-28 1128 K5ZD          599     05 MA     IQ9UI         599 15     DX
QSO: 14088 RY 2013-09-28 1129 K5ZD          599     05 MA     9A1A          599 15     DX
QSO:  7053 RY 2013-09-28 1130 K5ZD          599     05 MA     VE3BR         599 4      ON
QSO: 14086 RY 2013-09-28 1131 K5ZD          599     05 MA     OM5ZW         599 15     DX
QSO:  7054 RY 2013-09-28 1132 K5ZD          599     05 MA     KI4SP         599 4      AL
QSO: 14084 RY 2013-09-28 1132 K5ZD          599     05 MA     R5DT          599 16     DX
QSO:  7054 RY 2013-09-28 1132 K5ZD          599     05 MA     NB4M          599 4      TN
QSO: 14081 RY 2013-09-28 1133 K5ZD          599     05 MA     OH2K          599 15     DX
QSO:  7054 RY 2013-09-28 1134 K5ZD          599     05 MA     K2YG          599 5      NJ
QSO:  7054 RY 2013-09-28 1135 K5ZD          599     05 MA     N0BUI         599 4      MN
QSO: 14077 RY 2013-09-28 1135 K5ZD          599     05 MA     YQ6A          599 20     DX
QSO: 14076 RY 2013-09-28 1136 K5ZD          599     05 MA     LX7I          599 14     DX
QSO:  7056 RY 2013-09-28 1138 K5ZD          599     05 MA     VE2CSI        599 2      QC
QSO: 21101 RY 2013-09-28 1139 K5ZD          599     05 MA     I4DZ          599 15     DX
QSO: 21102 RY 2013-09-28 1139 K5ZD          599     05 MA     YR1A          599 20     DX
QSO: 21104 RY 2013-09-28 1140 K5ZD          599     05 MA     OL3A          599 15     DX
QSO: 21106 RY 2013-09-28 1141 K5ZD          599     05 MA     PI4CG         599 14     DX
QSO: 21107 RY 2013-09-28 1142 K5ZD          599     05 MA     UY7MM         599 16     DX
QSO: 21109 RY 2013-09-28 1143 K5ZD          599     05 MA     RW0A          599 18     DX
QSO: 21110 RY 2013-09-28 1144 K5ZD          599     05 MA     DJ6QT         599 14     DX
QSO: 21112 RY 2013-09-28 1145 K5ZD          599     05 MA     HB9CA         599 14     DX
QSO: 21113 RY 2013-09-28 1145 K5ZD          599     05 MA     RV1CC         599 16     DX
QSO: 21113 RY 2013-09-28 1146 K5ZD          599     05 MA     LZ2PG         599 20     DX
QSO: 21113 RY 2013-09-28 1146 K5ZD          599     05 MA     SM7BHM        599 14     DX
QSO: 21113 RY 2013-09-28 1147 K5ZD          599     05 MA     RA6HSM        599 16     DX
QSO: 14102 RY 2013-09-28 1147 K5ZD          599     05 MA     WW4LL         599 5      GA
QSO: 21113 RY 2013-09-28 1148 K5ZD          599     05 MA     S51JQ         599 15     DX
QSO: 21113 RY 2013-09-28 1148 K5ZD          599     05 MA     PJ4/G3TXF     599 9      DX
QSO: 21113 RY 2013-09-28 1149 K5ZD          599     05 MA     RX0SC         599 18     DX
QSO: 21113 RY 2013-09-28 1149 K5ZD          599     05 MA     SJ2W          599 14     DX
QSO: 21113 RY 2013-09-28 1150 K5ZD          599     05 MA     VA2UP         599 5      QC
QSO: 14105 RY 2013-09-28 1150 K5ZD          599     05 MA     OQ4B          599 14     DX
QSO: 21113 RY 2013-09-28 1150 K5ZD          599     05 MA     HA6NN         599 15     DX
QSO: 21113 RY 2013-09-28 1151 K5ZD          599     05 MA     DL6KVA        599 14     DX
QSO: 21113 RY 2013-09-28 1152 K5ZD          599     05 MA     EA7ZC         599 14     DX
QSO: 14106 RY 2013-09-28 1152 K5ZD          599     05 MA     K5CS          599 4      AR
QSO: 21113 RY 2013-09-28 1152 K5ZD          599     05 MA     UI9O          599 18     DX
QSO: 21113 RY 2013-09-28 1154 K5ZD          599     05 MA     UX3IW         599 16     DX
QSO: 21113 RY 2013-09-28 1155 K5ZD          599     05 MA     UT2IO         599 16     DX
QSO: 21113 RY 2013-09-28 1156 K5ZD          599     05 MA     DJ9KM         599 14     DX
QSO: 21113 RY 2013-09-28 1156 K5ZD          599     05 MA     DJ5FS         599 14     DX
QSO: 21113 RY 2013-09-28 1157 K5ZD          599     05 MA     SW9XB         599 20     DX
QSO: 14107 RY 2013-09-28 1157 K5ZD          599     05 MA     HG5D          599 15     DX
QSO: 21113 RY 2013-09-28 1158 K5ZD          599     05 MA     UT4UFU        599 16     DX
QSO: 14107 RY 2013-09-28 1158 K5ZD          599     05 MA     HA30S         599 15     DX
QSO: 21113 RY 2013-09-28 1158 K5ZD          599     05 MA     RA6AAW        599 16     DX
QSO: 21113 RY 2013-09-28 1159 K5ZD          599     05 MA     IK2HAB        599 15     DX
QSO: 21113 RY 2013-09-28 1159 K5ZD          599     05 MA     SQ2WHH        599 15     DX
QSO: 14109 RY 2013-09-28 1200 K5ZD          599     05 MA     OH3CV         599 15     DX
QSO: 21113 RY 2013-09-28 1200 K5ZD          599     05 MA     HA30S         599 15     DX
QSO: 21113 RY 2013-09-28 1201 K5ZD          599     05 MA     UT5EPP        599 16     DX
QSO: 21113 RY 2013-09-28 1201 K5ZD          599     05 MA     F2AR          599 14     DX
QSO: 21113 RY 2013-09-28 1202 K5ZD          599     05 MA     OK1BA         599 15     DX
QSO: 21113 RY 2013-09-28 1202 K5ZD          599     05 MA     YD1CSV        599 28     DX
QSO: 21113 RY 2013-09-28 1203 K5ZD          599     05 MA     OZ7DK         599 14     DX
QSO: 28094 RY 2013-09-28 1204 K5ZD          599     05 MA     IK4QJF        599 15     DX
QSO: 21113 RY 2013-09-28 1204 K5ZD          599     05 MA     UA7G          599 16     DX
QSO: 28093 RY 2013-09-28 1204 K5ZD          599     05 MA     OL3A          599 15     DX
QSO: 21113 RY 2013-09-28 1205 K5ZD          599     05 MA     EW1NM         599 16     DX
QSO: 28092 RY 2013-09-28 1205 K5ZD          599     05 MA     UX0FF         599 16     DX
QSO: 21113 RY 2013-09-28 1205 K5ZD          599     05 MA     EX2B          599 17     DX
QSO: 21113 RY 2013-09-28 1206 K5ZD          599     05 MA     IZ1DXS        599 15     DX
QSO: 21113 RY 2013-09-28 1206 K5ZD          599     05 MA     IZ3NVR        599 15     DX
QSO: 21113 RY 2013-09-28 1207 K5ZD          599     05 MA     R5ACQ         599 16     DX
QSO: 21113 RY 2013-09-28 1207 K5ZD          599     05 MA     DF2LH         599 14     DX
QSO: 21113 RY 2013-09-28 1207 K5ZD          599     05 MA     DM5JBN        599 14     DX
QSO: 28088 RY 2013-09-28 1208 K5ZD          599     05 MA     R3PV          599 16     DX
QSO: 21113 RY 2013-09-28 1208 K5ZD          599     05 MA     G3YNN         599 14     DX
QSO: 28086 RY 2013-09-28 1208 K5ZD          599     05 MA     HA30S         599 15     DX
QSO: 21113 RY 2013-09-28 1208 K5ZD          599     05 MA     M0NPQ         599 14     DX
QSO: 21113 RY 2013-09-28 1209 K5ZD          599     05 MA     G0SYP         599 14     DX
QSO: 21113 RY 2013-09-28 1209 K5ZD          599     05 MA     A92GE         599 21     DX
QSO: 28085 RY 2013-09-28 1209 K5ZD          599     05 MA     DJ3IW         599 14     DX
QSO: 21113 RY 2013-09-28 1210 K5ZD          599     05 MA     RQ5D          599 16     DX
QSO: 21113 RY 2013-09-28 1210 K5ZD          599     05 MA     PA0JHS        599 14     DX
QSO: 21113 RY 2013-09-28 1211 K5ZD          599     05 MA     IZ3GOM        599 15     DX
QSO: 21113 RY 2013-09-28 1211 K5ZD          599     05 MA     RC9A          599 17     DX
QSO: 21113 RY 2013-09-28 1212 K5ZD          599     05 MA     UK7AL         599 17     DX
QSO: 28079 RY 2013-09-28 1212 K5ZD          599     05 MA     SP2KPD        599 15     DX
QSO: 28078 RY 2013-09-28 1213 K5ZD          599     05 MA     ES9C          599 15     DX
QSO: 21113 RY 2013-09-28 1213 K5ZD          599     05 MA     G4GVB         599 14     DX
