START-OF-LOG: 3.0
CREATED-BY: TR4W v.4.234f
CALLSIGN: UT2UB
CONTEST: CQ-WW-RTTY
CLAIMED-SCORE: 682104
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLUB: Black Sea Contest Club
NAME: Andrej Lyakin UT2UB
QSO:  7038 RY 2013-09-28 0003 UT2UB         599 16 DX  OH5EHC        599 15 DX
QSO:  7039 RY 2013-09-28 0005 UT2UB         599 16 DX  I4DZ          599 15 DX
QSO:  7040 RY 2013-09-28 0006 UT2UB         599 16 DX  UA4M          599 16 DX
QSO:  7042 RY 2013-09-28 0008 UT2UB         599 16 DX  HK1NA         599 15 DX
QSO:  7043 RY 2013-09-28 0010 UT2UB         599 16 DX  OH2K          599 15 DX
QSO:  7043 RY 2013-09-28 0010 UT2UB         599 16 DX  DL7AU         599 14 DX
QSO:  7044 RY 2013-09-28 0010 UT2UB         599 16 DX  LX7I          599 14 DX
QSO:  7044 RY 2013-09-28 0013 UT2UB         599 16 DX  DR5N          599 14 DX
QSO:  7044 RY 2013-09-28 0013 UT2UB         599 16 DX  SX2AG         599 20 DX
QSO:  7045 RY 2013-09-28 0014 UT2UB         599 16 DX  NR4M          599 05 VA
QSO:  7046 RY 2013-09-28 0015 UT2UB         599 16 DX  RM4I          599 16 DX
QSO:  7049 RY 2013-09-28 0018 UT2UB         599 16 DX  IN3QBR        599 15 DX
QSO:  7069 RY 2013-09-28 0020 UT2UB         599 16 DX  F4SGU         599 14 DX
QSO:  7069 RY 2013-09-28 0022 UT2UB         599 16 DX  K1FWE         599 05 NH
QSO:  7070 RY 2013-09-28 0023 UT2UB         599 16 DX  4O/HG3IPA     599 15 DX
QSO:  7070 RY 2013-09-28 0024 UT2UB         599 16 DX  IK4CLF        599 15 DX
