START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.10.0
CONTEST: CQ-WW-RTTY
LOCATION: DX
CALLSIGN: LZ2FQ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 488180
OPERATORS:
NAME: Tsvetomir Tishevishki
SOAPBOX: A lot of fun. I worked US and Canada all night at 20m.
QSO:  7000 RY 2013-09-28 0307 LZ2FQ         599 20 DX  DL7VEE        599 14 DX  0
QSO:  3500 RY 2013-09-28 0322 LZ2FQ         599 20 DX  YO3CZW        599 20 DX  0
QSO:  7000 RY 2013-09-28 0346 LZ2FQ         599 20 DX  F8KGH         599 14 DX  0
QSO:  7000 RY 2013-09-28 0351 LZ2FQ         599 20 DX  K9NR          599 04 IL  0
QSO:  7000 RY 2013-09-28 0353 LZ2FQ         599 20 DX  VA2AM         599 05 QC  0
QSO:  7000 RY 2013-09-28 0354 LZ2FQ         599 20 DX  K9CT          599 04 IL  0
QSO:  7000 RY 2013-09-28 0357 LZ2FQ         599 20 DX  UA3QGT        599 16 DX  0
QSO:  7000 RY 2013-09-28 0409 LZ2FQ         599 20 DX  RA6GW         599 16 DX  0
QSO:  7000 RY 2013-09-28 0410 LZ2FQ         599 20 DX  OH2BBT        599 15 DX  0
QSO:  7000 RY 2013-09-28 0412 LZ2FQ         599 20 DX  SP5ELA        599 15 DX  0
QSO:  7000 RY 2013-09-28 0413 LZ2FQ         599 20 DX  EW1AK         599 16 DX  0
QSO:  7000 RY 2013-09-28 0416 LZ2FQ         599 20 DX  OH2K          599 16 DX  0
QSO:  7000 RY 2013-09-28 0418 LZ2FQ         599 20 DX  KI1G          599 05 RI  0
QSO:  7000 RY 2013-09-28 0419 LZ2FQ         599 20 DX  EO7U          599 16 DX  0
QSO:  7000 RY 2013-09-28 0421 LZ2FQ         599 20 DX  UV5U          599 20 DX  0
QSO:  7000 RY 2013-09-28 0424 LZ2FQ         599 20 DX  UT2II         599 16 DX  0
QSO:  7000 RY 2013-09-28 0426 LZ2FQ         599 20 DX  K5DU          599 04 TX  0
QSO:  7000 RY 2013-09-28 0432 LZ2FQ         599 20 DX  K4FJ          599 05 VA  0
QSO:  7000 RY 2013-09-28 0435 LZ2FQ         599 20 DX  TM1A          599 14 DX  0
QSO:  7000 RY 2013-09-28 0436 LZ2FQ         599 20 DX  LB8IB         599 14 DX  0
QSO:  7000 RY 2013-09-28 0443 LZ2FQ         599 20 DX  IK0CHU        599 15 DX  0
QSO:  7000 RY 2013-09-28 0445 LZ2FQ         599 20 DX  DJ6QT         599 14 DX  0
QSO:  7000 RY 2013-09-28 0448 LZ2FQ         599 20 DX  UT3RS         599 16 DX  0
QSO:  7000 RY 2013-09-28 0450 LZ2FQ         599 20 DX  PA7LV         599 14 DX  0
QSO: 14000 RY 2013-09-28 0454 LZ2FQ         599 20 DX  RT7N          599 16 DX  0
QSO:  7000 RY 2013-09-28 0458 LZ2FQ         599 20 DX  DL8SCG        599 14 DX  0
QSO:  7000 RY 2013-09-28 0501 LZ2FQ         599 20 DX  WW4LL         599 05 GA  0
QSO:  7000 RY 2013-09-28 0504 LZ2FQ         599 20 DX  OK1KSL        599 15 DX  0
QSO:  7000 RY 2013-09-28 0506 LZ2FQ         599 20 DX  DM5TI         599 14 DX  0
QSO:  7000 RY 2013-09-28 0511 LZ2FQ         599 20 DX  UY2UR         599 16 DX  0
QSO: 21000 RY 2013-09-28 0519 LZ2FQ         599 20 DX  RC9A          599 17 DX  0
QSO: 21000 RY 2013-09-28 0524 LZ2FQ         599 20 DX  UA0AYA        599 18 DX  0
QSO: 14000 RY 2013-09-28 0527 LZ2FQ         599 20 DX  RU6YK         599 16 DX  0
QSO: 14000 RY 2013-09-28 0529 LZ2FQ         599 20 DX  EW8DD         599 16 DX  0
QSO: 14000 RY 2013-09-28 0530 LZ2FQ         599 20 DX  US1IV         599 16 DX  0
QSO: 14000 RY 2013-09-28 0531 LZ2FQ         599 20 DX  UR0HQ         599 16 DX  0
QSO:  7000 RY 2013-09-28 0539 LZ2FQ         599 20 DX  IQ9UI         599 15 DX  0
QSO:  7000 RY 2013-09-28 0541 LZ2FQ         599 20 DX  OE6MDF        599 15 DX  0
QSO: 21000 RY 2013-09-28 0622 LZ2FQ         599 20 DX  JA1BPA        599 25 DX  0
QSO: 21000 RY 2013-09-28 0642 LZ2FQ         599 20 DX  R8JAA         599 17 DX  0
QSO: 21000 RY 2013-09-28 0645 LZ2FQ         599 20 DX  CT1EEK        599 14 DX  0
QSO: 21000 RY 2013-09-28 0645 LZ2FQ         599 20 DX  JR4OZR        599 25 DX  0
QSO: 21000 RY 2013-09-28 0646 LZ2FQ         599 20 DX  RW4WZ         599 16 DX  0
QSO: 21000 RY 2013-09-28 0646 LZ2FQ         599 20 DX  RX0AE         599 18 DX  0
QSO: 21000 RY 2013-09-28 0648 LZ2FQ         599 20 DX  JS3CTQ        599 25 DX  0
QSO: 21000 RY 2013-09-28 0650 LZ2FQ         599 20 DX  JF1OPL        599 25 DX  0
QSO: 21000 RY 2013-09-28 0651 LZ2FQ         599 20 DX  UA5C          599 16 DX  0
QSO: 21000 RY 2013-09-28 0652 LZ2FQ         599 20 DX  RN6MA         599 16 DX  0
QSO: 21000 RY 2013-09-28 0653 LZ2FQ         599 20 DX  RD0A          599 14 DX  0
QSO: 21000 RY 2013-09-28 0654 LZ2FQ         599 20 DX  LN5O          599 14 DX  0
QSO: 28000 RY 2013-09-28 0656 LZ2FQ         599 20 DX  RG9A          599 17 DX  0
QSO: 21000 RY 2013-09-28 0658 LZ2FQ         599 20 DX  RW0BG         599 18 DX  0
QSO: 21000 RY 2013-09-28 0702 LZ2FQ         599 20 DX  RX3Z          599 16 DX  0
QSO: 21000 RY 2013-09-28 0707 LZ2FQ         599 20 DX  RK3AW         599 16 DX  0
QSO: 21000 RY 2013-09-28 0709 LZ2FQ         599 20 DX  RC9J          599 17 DX  0
QSO: 21000 RY 2013-09-28 0710 LZ2FQ         599 20 DX  RM4I          599 16 DX  0
QSO: 14000 RY 2013-09-28 0714 LZ2FQ         599 20 DX  OH0V          599 15 DX  0
QSO: 21000 RY 2013-09-28 0719 LZ2FQ         599 20 DX  LX/OR5M       599 14 DX  0
QSO: 21000 RY 2013-09-28 0734 LZ2FQ         599 20 DX  UZ2M          599 16 DX  0
QSO: 21000 RY 2013-09-28 0744 LZ2FQ         599 20 DX  LA9TJA        599 14 DX  0
QSO: 21000 RY 2013-09-28 0745 LZ2FQ         599 20 DX  TM1A          599 14 DX  0
QSO: 21000 RY 2013-09-28 0745 LZ2FQ         599 20 DX  EE7Y          599 14 DX  0
QSO: 21000 RY 2013-09-28 0748 LZ2FQ         599 20 DX  HZ1PS         599 21 DX  0
QSO: 21000 RY 2013-09-28 0750 LZ2FQ         599 20 DX  RU0AT         599 18 DX  0
QSO: 21000 RY 2013-09-28 0751 LZ2FQ         599 20 DX  EA1AKS        599 14 DX  0
QSO: 21000 RY 2013-09-28 0752 LZ2FQ         599 20 DX  M0OXO         599 14 DX  0
QSO: 21000 RY 2013-09-28 0754 LZ2FQ         599 20 DX  ES1O          599 15 DX  0
QSO: 21000 RY 2013-09-28 0756 LZ2FQ         599 20 DX  UT1IM         599 16 DX  0
QSO: 28000 RY 2013-09-28 0800 LZ2FQ         599 20 DX  RT9S          599 16 DX  0
QSO: 14000 RY 2013-09-28 0802 LZ2FQ         599 20 DX  SP5T          599 15 DX  0
QSO: 14000 RY 2013-09-28 0805 LZ2FQ         599 20 DX  F8KGH         599 14 DX  0
QSO: 14000 RY 2013-09-28 0805 LZ2FQ         599 20 DX  I4DZ          599 15 DX  0
QSO: 14000 RY 2013-09-28 0808 LZ2FQ         599 20 DX  IQ4RN         599 15 DX  0
QSO: 14000 RY 2013-09-28 0809 LZ2FQ         599 20 DX  EB1IC         599 14 DX  0
QSO: 21000 RY 2013-09-28 0810 LZ2FQ         599 20 DX  EI3GC         599 14 DX  0
QSO: 21000 RY 2013-09-28 0811 LZ2FQ         599 20 DX  UN6LN         599 17 DX  0
QSO: 28000 RY 2013-09-28 0830 LZ2FQ         599 20 DX  JM1XCW        599 25 DX  0
QSO: 28000 RY 2013-09-28 0836 LZ2FQ         599 20 DX  JA1OVD        599 25 DX  0
QSO: 28000 RY 2013-09-28 0837 LZ2FQ         599 20 DX  RW9QA         599 17 DX  0
QSO: 28000 RY 2013-09-28 0839 LZ2FQ         599 20 DX  JA2HOL        599 25 DX  0
QSO: 21000 RY 2013-09-28 0844 LZ2FQ         599 20 DX  UR5CN         599 16 DX  0
QSO: 21000 RY 2013-09-28 0845 LZ2FQ         599 20 DX  ED1R          599 14 DX  0
QSO: 21000 RY 2013-09-28 0849 LZ2FQ         599 20 DX  OG30OJ        599 15 DX  0
QSO: 21000 RY 2013-09-28 0854 LZ2FQ         599 20 DX  SU9AF         599 34 DX  0
QSO: 14000 RY 2013-09-28 0856 LZ2FQ         599 20 DX  LX/OR5M       599 14 DX  0
QSO: 14000 RY 2013-09-28 0857 LZ2FQ         599 20 DX  LX7I          599 14 DX  0
QSO: 14000 RY 2013-09-28 0858 LZ2FQ         599 20 DX  RA6LIS        599 16 DX  0
QSO: 14000 RY 2013-09-28 0900 LZ2FQ         599 20 DX  ED2Y          599 14 DX  0
QSO: 14000 RY 2013-09-28 0904 LZ2FQ         599 20 DX  US7IS         599 16 DX  0
QSO: 21000 RY 2013-09-28 0914 LZ2FQ         599 20 DX  DK4LI         599 14 DX  0
QSO: 21000 RY 2013-09-28 0920 LZ2FQ         599 20 DX  HZ1XB         599 16 DX  0
QSO: 21000 RY 2013-09-28 0924 LZ2FQ         599 20 DX  OH1MA         599 15 DX  0
QSO: 21000 RY 2013-09-28 0931 LZ2FQ         599 20 DX  UA4M          599 16 DX  0
QSO: 28000 RY 2013-09-28 0943 LZ2FQ         599 20 DX  EI4KF         599 14 DX  0
QSO: 14000 RY 2013-09-28 0945 LZ2FQ         599 20 DX  YL2CI         599 15 DX  0
QSO: 14000 RY 2013-09-28 0947 LZ2FQ         599 20 DX  DP9A          599 14 DX  0
QSO: 14000 RY 2013-09-28 0957 LZ2FQ         599 20 DX  DR1D          599 14 DX  0
QSO: 14000 RY 2013-09-28 1016 LZ2FQ         599 20 DX  OL3A          599 15 DX  0
QSO: 14000 RY 2013-09-28 1017 LZ2FQ         599 20 DX  HA30S         599 15 DX  0
QSO: 21000 RY 2013-09-28 1021 LZ2FQ         599 20 DX  MJ5Z          599 14 DX  0
QSO: 21000 RY 2013-09-28 1022 LZ2FQ         599 20 DX  LX1NO         599 14 DX  0
QSO: 21000 RY 2013-09-28 1024 LZ2FQ         599 20 DX  RU4SO         599 16 DX  0
QSO: 21000 RY 2013-09-28 1025 LZ2FQ         599 20 DX  UA9FGJ        599 17 DX  0
QSO: 21000 RY 2013-09-28 1025 LZ2FQ         599 20 DX  UA4FQI        599 16 DX  0
QSO: 21000 RY 2013-09-28 1026 LZ2FQ         599 20 DX  OH2K          599 16 DX  0
QSO: 21000 RY 2013-09-28 1027 LZ2FQ         599 20 DX  RZ4HZW        599 16 DX  0
QSO: 21000 RY 2013-09-28 1028 LZ2FQ         599 20 DX  JA1OVD        599 25 DX  0
QSO: 21000 RY 2013-09-28 1030 LZ2FQ         599 20 DX  JM1XCW        599 25 DX  0
QSO: 21000 RY 2013-09-28 1031 LZ2FQ         599 20 DX  EA7KP         599 14 DX  0
QSO: 21000 RY 2013-09-28 1033 LZ2FQ         599 20 DX  ZV2K          599 11 DX  0
QSO: 21000 RY 2013-09-28 1035 LZ2FQ         599 20 DX  RK9UE         599 18 DX  0
QSO: 21000 RY 2013-09-28 1037 LZ2FQ         599 20 DX  RN6BN         599 16 DX  0
QSO: 21000 RY 2013-09-28 1039 LZ2FQ         599 20 DX  CR3A          599 33 DX  0
QSO: 21000 RY 2013-09-28 1041 LZ2FQ         599 20 DX  DL4MCF        599 14 DX  0
QSO: 28000 RY 2013-09-28 1042 LZ2FQ         599 20 DX  UN6P          599 17 DX  0
QSO: 28000 RY 2013-09-28 1049 LZ2FQ         599 20 DX  HZ1BW/QRP     599 21 DX  0
QSO: 14000 RY 2013-09-28 1050 LZ2FQ         599 20 DX  DD1A          599 14 DX  0
QSO: 14000 RY 2013-09-28 1054 LZ2FQ         599 20 DX  IK4GNI        599 15 DX  0
QSO: 14000 RY 2013-09-28 1055 LZ2FQ         599 20 DX  HB9ODP        599 14 DX  0
QSO: 21000 RY 2013-09-28 1059 LZ2FQ         599 20 DX  ON4TO         599 14 DX  0
QSO: 21000 RY 2013-09-28 1100 LZ2FQ         599 20 DX  UC0A          599 18 DX  0
QSO: 21000 RY 2013-09-28 1101 LZ2FQ         599 20 DX  UW1M          599 16 DX  0
QSO: 21000 RY 2013-09-28 1102 LZ2FQ         599 20 DX  ED2E          599 14 DX  0
QSO: 21000 RY 2013-09-28 1105 LZ2FQ         599 20 DX  RW0A          599 17 DX  0
QSO: 21000 RY 2013-09-28 1107 LZ2FQ         599 20 DX  EO3Q          599 16 DX  0
QSO: 21000 RY 2013-09-28 1113 LZ2FQ         599 20 DX  TF2R          599 40 DX  0
QSO: 21000 RY 2013-09-28 1115 LZ2FQ         599 20 DX  LX7I          599 14 DX  0
QSO: 21000 RY 2013-09-28 1117 LZ2FQ         599 20 DX  DD2ML         599 14 DX  0
QSO: 28000 RY 2013-09-28 1120 LZ2FQ         599 20 DX  YB0MWM        599 28 DX  0
QSO: 28000 RY 2013-09-28 1129 LZ2FQ         599 20 DX  KI1G          599 05 RI  0
QSO: 28000 RY 2013-09-28 1130 LZ2FQ         599 20 DX  HZ1HN         599 21 DX  0
QSO: 14000 RY 2013-09-28 1134 LZ2FQ         599 20 DX  3Z5W          599 15 DX  0
QSO: 14000 RY 2013-09-28 1136 LZ2FQ         599 20 DX  EF7R          599 14 DX  0
QSO: 14000 RY 2013-09-28 1137 LZ2FQ         599 20 DX  IQ9UI         599 15 DX  0
QSO: 14000 RY 2013-09-28 1138 LZ2FQ         599 20 DX  RA3GK         599 16 DX  0
QSO: 14000 RY 2013-09-28 1140 LZ2FQ         599 20 DX  DJ4WS         599 14 DX  0
QSO: 14000 RY 2013-09-28 1141 LZ2FQ         599 20 DX  IK1UGX        599 15 DX  0
QSO: 14000 RY 2013-09-28 1143 LZ2FQ         599 20 DX  LY1R          599 15 DX  0
QSO: 14000 RY 2013-09-28 1145 LZ2FQ         599 20 DX  DL7VEE        599 14 DX  0
QSO: 14000 RY 2013-09-28 1147 LZ2FQ         599 20 DX  LY2TS         599 15 DX  0
QSO: 14000 RY 2013-09-28 1148 LZ2FQ         599 20 DX  F6HKA         599 14 DX  0
QSO: 28000 RY 2013-09-28 1153 LZ2FQ         599 20 DX  VE1OP         599 05 NS  0
QSO: 21000 RY 2013-09-28 1155 LZ2FQ         599 20 DX  EA7RU         599 14 DX  0
QSO: 21000 RY 2013-09-28 1157 LZ2FQ         599 20 DX  DF2SD         599 14 DX  0
QSO: 21000 RY 2013-09-28 1159 LZ2FQ         599 20 DX  N2WQ/VE3      599 04 ON  0
QSO: 21000 RY 2013-09-28 1159 LZ2FQ         599 20 DX  RF9C          599 17 DX  0
QSO: 21000 RY 2013-09-28 1200 LZ2FQ         599 20 DX  AJ7G          599 05 FL  0
QSO: 21000 RY 2013-09-28 1200 LZ2FQ         599 20 DX  WA1Z          599 05 NH  0
QSO: 21000 RY 2013-09-28 1204 LZ2FQ         599 20 DX  BV60V         599 24 DX  0
QSO: 21000 RY 2013-09-28 1205 LZ2FQ         599 20 DX  W2FU          599 05 NY  0
QSO: 21000 RY 2013-09-28 1213 LZ2FQ         599 20 DX  K4TW          599 04 AL  0
QSO: 21000 RY 2013-09-28 1217 LZ2FQ         599 20 DX  A60A          599 21 DX  0
QSO: 21000 RY 2013-09-28 1218 LZ2FQ         599 20 DX  RA4HL         599 16 DX  0
QSO: 21000 RY 2013-09-28 1219 LZ2FQ         599 20 DX  W1DX          599 05 CT  0
QSO: 21000 RY 2013-09-28 1220 LZ2FQ         599 20 DX  PI4DX         599 14 DX  0
QSO: 21000 RY 2013-09-28 1221 LZ2FQ         599 20 DX  KI1G          599 05 RI  0
QSO: 21000 RY 2013-09-28 1228 LZ2FQ         599 20 DX  SM0BSO        599 14 DX  0
QSO: 21000 RY 2013-09-28 1229 LZ2FQ         599 20 DX  F5VKT         599 14 DX  0
QSO: 21000 RY 2013-09-28 1230 LZ2FQ         599 20 DX  F6HKA         599 14 DX  0
QSO: 14000 RY 2013-09-28 1232 LZ2FQ         599 20 DX  GW4SKA        599 14 DX  0
QSO: 14000 RY 2013-09-28 1247 LZ2FQ         599 20 DX  IK2LOL        599 14 DX  0
QSO: 14000 RY 2013-09-28 1247 LZ2FQ         599 20 DX  DM6DX         599 14 DX  0
QSO: 14000 RY 2013-09-28 1248 LZ2FQ         599 20 DX  DK2NPM        599 14 DX  0
QSO: 14000 RY 2013-09-28 1249 LZ2FQ         599 20 DX  OG30OJ        599 15 DX  0
QSO: 14000 RY 2013-09-28 1251 LZ2FQ         599 20 DX  IT9BYL        599 15 DX  0
QSO: 14000 RY 2013-09-28 1252 LZ2FQ         599 20 DX  PA3BWD        599 14 DX  0
QSO: 14000 RY 2013-09-28 1254 LZ2FQ         599 20 DX  UW1M          599 16 DX  0
QSO: 28000 RY 2013-09-28 1300 LZ2FQ         599 20 DX  N1QD          599 05 MA  0
QSO: 28000 RY 2013-09-28 1302 LZ2FQ         599 20 DX  K1FWE         599 05 NH  0
QSO: 28000 RY 2013-09-28 1310 LZ2FQ         599 20 DX  HZ1PS         599 21 DX  0
QSO: 21000 RY 2013-09-28 1317 LZ2FQ         599 20 DX  RV3TG         599 16 DX  0
QSO: 21000 RY 2013-09-28 1317 LZ2FQ         599 20 DX  OP7B          599 14 DX  0
QSO: 21000 RY 2013-09-28 1320 LZ2FQ         599 20 DX  7Z1SJ         599 21 DX  0
QSO: 21000 RY 2013-09-28 1323 LZ2FQ         599 20 DX  W2YC          599 05 NJ  0
QSO: 28000 RY 2013-09-28 1329 LZ2FQ         599 20 DX  K5ZD          599 05 MA  0
QSO: 28000 RY 2013-09-28 1332 LZ2FQ         599 20 DX  CR5D          599 14 DX  0
QSO: 28000 RY 2013-09-28 1336 LZ2FQ         599 20 DX  N2WK          599 05 NY  0
QSO: 28000 RY 2013-09-28 1339 LZ2FQ         599 20 DX  EF8U          599 33 DX  0
QSO: 28000 RY 2013-09-28 1341 LZ2FQ         599 20 DX  K4WI          599 04 AL  0
QSO: 14000 RY 2013-09-28 1344 LZ2FQ         599 20 DX  DJ9AO         599 14 DX  0
QSO: 14000 RY 2013-09-28 1346 LZ2FQ         599 20 DX  OH2ET         599 15 DX  0
QSO: 14000 RY 2013-09-28 1347 LZ2FQ         599 20 DX  RK3DXW        599 16 DX  0
QSO: 14000 RY 2013-09-28 1348 LZ2FQ         599 20 DX  SP1DOZ        599 15 DX  0
QSO: 14000 RY 2013-09-28 1350 LZ2FQ         599 20 DX  ZL3X          599 32 DX  0
QSO: 14000 RY 2013-09-28 1352 LZ2FQ         599 20 DX  DH7SA         599 14 DX  0
QSO: 14000 RY 2013-09-28 1354 LZ2FQ         599 20 DX  RX0AE         599 18 DX  0
QSO: 14000 RY 2013-09-28 1356 LZ2FQ         599 20 DX  IZ0PMV        599 15 DX  0
QSO: 14000 RY 2013-09-28 1357 LZ2FQ         599 20 DX  IK2SBB        599 15 DX  0
QSO: 14000 RY 2013-09-28 1359 LZ2FQ         599 20 DX  PA7LZ         599 14 DX  0
QSO: 14000 RY 2013-09-28 1401 LZ2FQ         599 20 DX  IZ3GOM        599 15 DX  0
QSO: 21000 RY 2013-09-28 1405 LZ2FQ         599 20 DX  M0OSH         599 14 DX  0
QSO: 21000 RY 2013-09-28 1409 LZ2FQ         599 20 DX  7Z1CQ         599 21 DX  0
QSO: 21000 RY 2013-09-28 1411 LZ2FQ         599 20 DX  G0GFQ         599 14 DX  0
QSO: 21000 RY 2013-09-28 1413 LZ2FQ         599 20 DX  KA4RRU        599 05 VA  0
QSO: 21000 RY 2013-09-28 1414 LZ2FQ         599 20 DX  A61ZX         599 21 DX  0
QSO: 21000 RY 2013-09-28 1419 LZ2FQ         599 20 DX  G5O           599 14 DX  0
QSO: 21000 RY 2013-09-28 1428 LZ2FQ         599 20 DX  G0BRC         599 14 DX  0
QSO: 21000 RY 2013-09-28 1432 LZ2FQ         599 20 DX  NR4M          599 05 VA  0
QSO: 14000 RY 2013-09-28 1439 LZ2FQ         599 20 DX  ZL1G          599 32 DX  0
QSO: 14000 RY 2013-09-28 1440 LZ2FQ         599 20 DX  SM5QU         599 14 DX  0
QSO: 14000 RY 2013-09-28 1444 LZ2FQ         599 20 DX  PA3DHR        599 14 DX  0
QSO: 14000 RY 2013-09-28 1446 LZ2FQ         599 20 DX  SV0XCC/9      599 20 DX  0
QSO: 14000 RY 2013-09-28 1448 LZ2FQ         599 20 DX  OQ4B          599 14 DX  0
QSO: 14000 RY 2013-09-28 1450 LZ2FQ         599 20 DX  UU7J          599 16 DX  0
QSO: 14000 RY 2013-09-28 1452 LZ2FQ         599 20 DX  YL2IP         599 15 DX  0
QSO: 14000 RY 2013-09-28 1453 LZ2FQ         599 20 DX  RG9A          599 17 DX  0
QSO: 21000 RY 2013-09-28 1502 LZ2FQ         599 20 DX  MW0CRI        599 14 DX  0
QSO: 21000 RY 2013-09-28 1504 LZ2FQ         599 20 DX  WW4LL         599 05 GA  0
QSO: 21000 RY 2013-09-28 1509 LZ2FQ         599 20 DX  F4FDA         599 14 DX  0
QSO: 21000 RY 2013-09-28 1514 LZ2FQ         599 20 DX  VE2CSI        599 02 QC  0
QSO: 21000 RY 2013-09-28 1518 LZ2FQ         599 20 DX  G4RCG         599 14 DX  0
QSO: 21000 RY 2013-09-28 1523 LZ2FQ         599 20 DX  M5LRO         599 14 DX  0
QSO: 21000 RY 2013-09-28 1527 LZ2FQ         599 20 DX  VE3JI         599 04 ON  0
QSO: 21000 RY 2013-09-28 1528 LZ2FQ         599 20 DX  N0NI          599 04 IA  0
QSO: 21000 RY 2013-09-28 1529 LZ2FQ         599 20 DX  EA8TC         599 33 DX  0
QSO: 21000 RY 2013-09-28 1530 LZ2FQ         599 20 DX  4Z5CP         599 20 DX  0
QSO: 28000 RY 2013-09-28 1534 LZ2FQ         599 20 DX  P49X          599 09 DX  0
QSO: 28000 RY 2013-09-28 1535 LZ2FQ         599 20 DX  VA2UP         599 05 QC  0
QSO: 21000 RY 2013-09-28 1541 LZ2FQ         599 20 DX  AB4GG         599 04 TN  0
QSO: 21000 RY 2013-09-28 1546 LZ2FQ         599 20 DX  YB0NDT        599 28 DX  0
QSO: 21000 RY 2013-09-28 1548 LZ2FQ         599 20 DX  K9CT          599 04 IL  0
QSO: 21000 RY 2013-09-28 1549 LZ2FQ         599 20 DX  LB8IB         599 14 DX  0
QSO: 21000 RY 2013-09-28 1550 LZ2FQ         599 20 DX  SJ2W          599 14 DX  0
QSO: 21000 RY 2013-09-28 1555 LZ2FQ         599 20 DX  F4FDR         599 14 DX  0
QSO: 21000 RY 2013-09-28 1558 LZ2FQ         599 20 DX  N7AT          599 03 AZ  0
QSO: 21000 RY 2013-09-28 1600 LZ2FQ         599 20 DX  SM4DQE        599 14 DX  0
QSO: 14000 RY 2013-09-28 1615 LZ2FQ         599 20 DX  OG3I          599 15 DX  0
QSO: 14000 RY 2013-09-28 1616 LZ2FQ         599 20 DX  RD0A          599 18 DX  0
QSO: 14000 RY 2013-09-28 1617 LZ2FQ         599 20 DX  IK1PMR        599 15 DX  0
QSO: 14000 RY 2013-09-28 1618 LZ2FQ         599 20 DX  SV5BYR        599 20 DX  0
QSO: 14000 RY 2013-09-28 1623 LZ2FQ         599 20 DX  PI4CG         599 14 DX  0
QSO: 14000 RY 2013-09-28 1625 LZ2FQ         599 20 DX  OH9VD         599 15 DX  0
QSO: 28000 RY 2013-09-28 1631 LZ2FQ         599 20 DX  EF7T          599 14 DX  0
QSO: 28000 RY 2013-09-28 1634 LZ2FQ         599 20 DX  AB1QB         599 05 NH  0
QSO: 28000 RY 2013-09-28 1635 LZ2FQ         599 20 DX  N8BJQ         599 04 OH  0
QSO: 28000 RY 2013-09-28 1638 LZ2FQ         599 20 DX  EA7GV         599 14 DX  0
QSO: 21000 RY 2013-09-28 1640 LZ2FQ         599 20 DX  W1UE          599 05 MA  0
QSO: 21000 RY 2013-09-28 1643 LZ2FQ         599 20 DX  EA1EVR        599 14 DX  0
QSO: 21000 RY 2013-09-28 1643 LZ2FQ         599 20 DX  EA1BD         599 14 DX  0
