START-OF-LOG: 3.0
CREATED-BY: QARTest 3.9.1
CONTEST: CQ-WW-RTTY
CALLSIGN: IW5EIJ
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: ASSISTED
CATEGORY-MODE: RTTY
CATEGORY-BAND: 80M
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 29812
NAME: Leonardo Villani
SOAPBOX: Just a night of fun on radio, thunderstorm and mains black-out let me
SOAPBOX: sleep some hour (and maybe lose some multi) My station: Yaesu FT950
SOAPBOX: + 3x811 PA + full size dipole home made.
QSO:  7000 RY 2013-09-28 1425 IW5EIJ        599 15 DX  IV3YER        599 15 DX
QSO: 14000 RY 2013-09-28 1458 IW5EIJ        599 15 DX  YP5T          599 20 DX
QSO: 14000 RY 2013-09-28 1458 IW5EIJ        599 15 DX  UA9TF         599 16 DX
QSO:  7000 RY 2013-09-28 1501 IW5EIJ        599 15 DX  9A1A          599 15 DX
QSO:  7000 RY 2013-09-28 1504 IW5EIJ        599 15 DX  UT0NN         599 16 DX
QSO:  7000 RY 2013-09-28 1505 IW5EIJ        599 15 DX  GW4MVA        599 14 DX
QSO:  7000 RY 2013-09-28 1508 IW5EIJ        599 15 DX  DL3HWD        599 14 DX
QSO:  7000 RY 2013-09-28 1509 IW5EIJ        599 15 DX  I1YGQ         599 15 DX
QSO:  7000 RY 2013-09-28 1516 IW5EIJ        599 15 DX  EO7U          599 16 DX
QSO:  7000 RY 2013-09-28 1516 IW5EIJ        599 15 DX  IN3QBR        599 15 DX
QSO:  7000 RY 2013-09-28 1518 IW5EIJ        599 15 DX  DL1ZBO        599 14 DX
QSO:  7000 RY 2013-09-28 1519 IW5EIJ        599 15 DX  9A6OY         599 15 DX
QSO:  7000 RY 2013-09-28 1520 IW5EIJ        599 15 DX  DL1ARJ        599 14 DX
QSO:  7000 RY 2013-09-28 1527 IW5EIJ        599 15 DX  SQ9NIS        599 15 DX
QSO:  7000 RY 2013-09-28 1528 IW5EIJ        599 15 DX  4Z5UN         599 20 DX
QSO:  7000 RY 2013-09-28 1532 IW5EIJ        599 15 DX  DL1FCU        599 14 DX
QSO:  7000 RY 2013-09-28 1533 IW5EIJ        599 15 DX  HB9VID        599 14 DX
QSO:  7000 RY 2013-09-28 1534 IW5EIJ        599 15 DX  EA2CRX        599 14 DX
QSO:  7000 RY 2013-09-28 1536 IW5EIJ        599 15 DX  G3P           599 14 DX
QSO:  7000 RY 2013-09-28 1537 IW5EIJ        599 15 DX  LA2IJ         599 14 DX
QSO:  7000 RY 2013-09-28 1540 IW5EIJ        599 15 DX  DK4WO         599 14 DX
QSO:  7000 RY 2013-09-28 1542 IW5EIJ        599 15 DX  DB2HG         599 14 DX
QSO:  7000 RY 2013-09-28 1546 IW5EIJ        599 15 DX  R9XC          599 17 DX
QSO:  7000 RY 2013-09-28 1548 IW5EIJ        599 15 DX  YT2B          599 15 DX
QSO:  7000 RY 2013-09-28 1548 IW5EIJ        599 15 DX  EA2DWG        599 14 DX
QSO:  7000 RY 2013-09-28 1550 IW5EIJ        599 15 DX  UT0RM         599 16 DX
QSO:  7000 RY 2013-09-28 1555 IW5EIJ        599 15 DX  EU1AZ         599 16 DX
QSO:  7000 RY 2013-09-28 1557 IW5EIJ        599 15 DX  PA7LV         599 14 DX
QSO:  3500 RY 2013-09-28 1605 IW5EIJ        599 15 DX  DL2SAX        599 14 DX
QSO:  3500 RY 2013-09-28 1607 IW5EIJ        599 15 DX  9A1A          599 15 DX
QSO:  3500 RY 2013-09-28 1608 IW5EIJ        599 15 DX  IT9RZU        599 15 DX
QSO:  3500 RY 2013-09-28 1609 IW5EIJ        599 15 DX  I4UUL         599 15 DX
QSO:  3500 RY 2013-09-28 1616 IW5EIJ        599 15 DX  IZ5NRF        599 15 DX
QSO:  3500 RY 2013-09-28 1617 IW5EIJ        599 15 DX  IZ5MOQ        599 15 DX
QSO:  3500 RY 2013-09-28 1620 IW5EIJ        599 15 DX  I1DXD         599 15 DX
QSO:  3500 RY 2013-09-28 1632 IW5EIJ        599 15 DX  OK2SAR        599 15 DX
QSO:  3500 RY 2013-09-28 1634 IW5EIJ        599 15 DX  II4K          599 15 DX
QSO:  3500 RY 2013-09-28 1637 IW5EIJ        599 15 DX  LZ2ZG         599 20 DX
QSO:  3500 RY 2013-09-28 1642 IW5EIJ        599 15 DX  DJ5TT         599 14 DX
QSO:  3500 RY 2013-09-28 1649 IW5EIJ        599 15 DX  DO1MGN        599 14 DX
QSO:  3500 RY 2013-09-28 1653 IW5EIJ        599 15 DX  OL9A          599 15 DX
QSO:  3500 RY 2013-09-28 1706 IW5EIJ        599 15 DX  UX5IO         599 16 DX
QSO:  3500 RY 2013-09-28 1706 IW5EIJ        599 15 DX  ES9C          599 15 DX
QSO:  3500 RY 2013-09-28 1708 IW5EIJ        599 15 DX  9A2G          599 15 DX
QSO:  3500 RY 2013-09-28 1709 IW5EIJ        599 15 DX  DL6ZXG        599 14 DX
QSO:  3500 RY 2013-09-28 1709 IW5EIJ        599 15 DX  HA1WD         599 15 DX
QSO:  3500 RY 2013-09-28 1710 IW5EIJ        599 15 DX  9A5BWW        599 15 DX
QSO:  3500 RY 2013-09-28 1711 IW5EIJ        599 15 DX  IZ7XNB        599 15 DX
QSO:  3500 RY 2013-09-28 1712 IW5EIJ        599 15 DX  DL3ANK        599 14 DX
QSO:  3500 RY 2013-09-28 1715 IW5EIJ        599 15 DX  ON4APU        599 14 DX
QSO:  3500 RY 2013-09-28 1719 IW5EIJ        599 15 DX  UT0RM         599 16 DX
QSO:  3500 RY 2013-09-28 1721 IW5EIJ        599 15 DX  OK2EA         599 15 DX
QSO:  3500 RY 2013-09-28 1722 IW5EIJ        599 15 DX  SP6EIY        599 15 DX
QSO:  3500 RY 2013-09-28 1725 IW5EIJ        599 15 DX  DF2KD         599 14 DX
QSO:  3500 RY 2013-09-28 1726 IW5EIJ        599 15 DX  DL8ZAW        599 14 DX
QSO:  3500 RY 2013-09-28 1728 IW5EIJ        599 15 DX  DL1TRK        599 14 DX
QSO:  3500 RY 2013-09-28 1732 IW5EIJ        599 15 DX  DO9PL         599 14 DX
QSO:  3500 RY 2013-09-28 1734 IW5EIJ        599 15 DX  ES2DJ         599 15 DX
QSO:  3500 RY 2013-09-28 1735 IW5EIJ        599 15 DX  IQ9UI         599 15 DX
QSO:  3500 RY 2013-09-28 1748 IW5EIJ        599 15 DX  IK0XBX        599 15 DX
QSO:  3500 RY 2013-09-28 1754 IW5EIJ        599 15 DX  SP8K          599 15 DX
QSO:  3500 RY 2013-09-28 1755 IW5EIJ        599 15 DX  DL5YM         599 14 DX
QSO:  3500 RY 2013-09-28 1759 IW5EIJ        599 15 DX  HA8BT         599 15 DX
QSO:  3500 RY 2013-09-28 1813 IW5EIJ        599 15 DX  G3VMY         599 14 DX
QSO:  3500 RY 2013-09-28 1814 IW5EIJ        599 15 DX  YU1XX         599 15 DX
QSO:  3500 RY 2013-09-28 1817 IW5EIJ        599 15 DX  E73X          599 15 DX
QSO:  3500 RY 2013-09-28 1822 IW5EIJ        599 15 DX  IC8TEM        599 15 DX
QSO:  3500 RY 2013-09-28 1822 IW5EIJ        599 15 DX  DK5WB         599 14 DX
QSO:  3500 RY 2013-09-28 1825 IW5EIJ        599 15 DX  UT8EL         599 16 DX
QSO:  3500 RY 2013-09-28 1826 IW5EIJ        599 15 DX  IK2RPE        599 15 DX
QSO:  3500 RY 2013-09-28 1828 IW5EIJ        599 15 DX  OK7V          599 15 DX
QSO:  3500 RY 2013-09-28 1833 IW5EIJ        599 15 DX  YL3CU         599 15 DX
QSO:  3500 RY 2013-09-28 1834 IW5EIJ        599 15 DX  OK3KW         599 15 DX
QSO:  3500 RY 2013-09-28 1834 IW5EIJ        599 15 DX  DL3DCC        599 14 DX
QSO:  3500 RY 2013-09-28 1835 IW5EIJ        599 15 DX  DD1JN         599 14 DX
QSO:  3500 RY 2013-09-28 1836 IW5EIJ        599 15 DX  II1FM         599 15 DX
QSO:  3500 RY 2013-09-28 1839 IW5EIJ        599 15 DX  LY6A          599 15 DX
QSO:  3500 RY 2013-09-28 1841 IW5EIJ        599 15 DX  DK0EE         599 14 DX
QSO:  3500 RY 2013-09-28 1842 IW5EIJ        599 15 DX  IK2YSJ        599 15 DX
QSO:  3500 RY 2013-09-28 1845 IW5EIJ        599 15 DX  HA3HZ         599 15 DX
QSO:  3500 RY 2013-09-28 1853 IW5EIJ        599 15 DX  OE3AIS        599 15 DX
QSO:  3500 RY 2013-09-28 1855 IW5EIJ        599 15 DX  YO3BL         599 20 DX
QSO:  3500 RY 2013-09-28 1857 IW5EIJ        599 15 DX  HB0/DL2JRM    599 14 DX
QSO:  3500 RY 2013-09-28 1858 IW5EIJ        599 15 DX  IN3VVK        599 15 DX
QSO:  3500 RY 2013-09-28 1859 IW5EIJ        599 15 DX  LX9WS         599 14 DX
QSO:  3500 RY 2013-09-28 1902 IW5EIJ        599 15 DX  HA30S         599 15 DX
QSO:  3500 RY 2013-09-28 1904 IW5EIJ        599 15 DX  DJ1TU         599 14 DX
QSO:  3500 RY 2013-09-28 1907 IW5EIJ        599 15 DX  DJ0JG         599 14 DX
QSO:  3500 RY 2013-09-28 1909 IW5EIJ        599 15 DX  HB0WR         599 14 DX
QSO:  3500 RY 2013-09-28 1910 IW5EIJ        599 15 DX  OK2PAD        599 15 DX
QSO:  3500 RY 2013-09-28 1912 IW5EIJ        599 15 DX  IK3SSJ        599 15 DX
QSO:  3500 RY 2013-09-28 1913 IW5EIJ        599 15 DX  UT3N          599 16 DX
QSO:  3500 RY 2013-09-28 1916 IW5EIJ        599 15 DX  I0GIA         599 15 DX
QSO:  3500 RY 2013-09-28 1917 IW5EIJ        599 15 DX  IT9STG        599 15 DX
QSO:  3500 RY 2013-09-28 1922 IW5EIJ        599 15 DX  SQ7B          599 15 DX
QSO:  3500 RY 2013-09-28 1923 IW5EIJ        599 15 DX  UT5DJ         599 16 DX
QSO:  3500 RY 2013-09-28 1925 IW5EIJ        599 15 DX  IK2LOL        599 15 DX
QSO:  3500 RY 2013-09-28 1926 IW5EIJ        599 15 DX  PA9CC         599 14 DX
QSO:  3500 RY 2013-09-28 1935 IW5EIJ        599 15 DX  LX1NO         599 14 DX
QSO:  3500 RY 2013-09-28 1937 IW5EIJ        599 15 DX  HB9CRV        599 14 DX
QSO:  3500 RY 2013-09-28 1939 IW5EIJ        599 15 DX  DL7VEE        599 14 DX
QSO:  3500 RY 2013-09-28 1940 IW5EIJ        599 15 DX  LZ5XQ         599 20 DX
QSO:  3500 RY 2013-09-28 1943 IW5EIJ        599 15 DX  TA1DX         599 20 DX
QSO:  3500 RY 2013-09-28 1945 IW5EIJ        599 15 DX  OK1BA         599 15 DX
QSO:  3500 RY 2013-09-28 1946 IW5EIJ        599 15 DX  HB9AWS        599 14 DX
QSO:  3500 RY 2013-09-28 1952 IW5EIJ        599 15 DX  DC2KN         599 14 DX
QSO:  3500 RY 2013-09-28 1954 IW5EIJ        599 15 DX  DK7UM         599 14 DX
QSO:  3500 RY 2013-09-28 1954 IW5EIJ        599 15 DX  IK7NXU        599 15 DX
QSO:  3500 RY 2013-09-28 1955 IW5EIJ        599 15 DX  DL9NO         599 14 DX
QSO:  3500 RY 2013-09-28 1956 IW5EIJ        599 15 DX  PA3T          599 14 DX
QSO:  3500 RY 2013-09-28 2008 IW5EIJ        599 15 DX  UR7GO         599 16 DX
QSO:  3500 RY 2013-09-28 2019 IW5EIJ        599 15 DX  SP5OXJ        599 15 DX
QSO:  3500 RY 2013-09-28 2021 IW5EIJ        599 15 DX  LX1ER         599 14 DX
QSO:  3500 RY 2013-09-28 2022 IW5EIJ        599 15 DX  YU1KT         599 15 DX
QSO:  3500 RY 2013-09-28 2027 IW5EIJ        599 15 DX  S57AW         599 15 DX
QSO:  3500 RY 2013-09-28 2027 IW5EIJ        599 15 DX  DK5QN         599 14 DX
QSO:  3500 RY 2013-09-28 2028 IW5EIJ        599 15 DX  IQ1RY         599 15 DX
QSO:  3500 RY 2013-09-28 2030 IW5EIJ        599 15 DX  DK6CQ         599 14 DX
QSO:  3500 RY 2013-09-28 2035 IW5EIJ        599 15 DX  SQ9NIS        599 15 DX
QSO:  3500 RY 2013-09-28 2038 IW5EIJ        599 15 DX  HB9HQX        599 14 DX
QSO:  3500 RY 2013-09-28 2041 IW5EIJ        599 15 DX  OE6MDF        599 15 DX
QSO:  3500 RY 2013-09-28 2042 IW5EIJ        599 15 DX  IN3UFW        599 15 DX
QSO:  3500 RY 2013-09-28 2044 IW5EIJ        599 15 DX  SM5CZQ        599 14 DX
QSO:  3500 RY 2013-09-28 2046 IW5EIJ        599 15 DX  IQ5LU         599 15 DX
QSO:  3500 RY 2013-09-28 2048 IW5EIJ        599 15 DX  OM0A          599 15 DX
QSO:  3500 RY 2013-09-28 2049 IW5EIJ        599 15 DX  DL8OH         599 14 DX
QSO:  3500 RY 2013-09-28 2052 IW5EIJ        599 15 DX  OM7RC         599 15 DX
QSO:  3500 RY 2013-09-28 2052 IW5EIJ        599 15 DX  IV3AVQ        599 15 DX
QSO:  3500 RY 2013-09-28 2053 IW5EIJ        599 15 DX  DL1ZBO        599 14 DX
QSO:  3500 RY 2013-09-28 2102 IW5EIJ        599 15 DX  OV1A          599 14 DX
QSO:  3500 RY 2013-09-28 2103 IW5EIJ        599 15 DX  EA8MT         599 33 DX
QSO:  3500 RY 2013-09-28 2108 IW5EIJ        599 15 DX  SV7CUD        599 20 DX
QSO:  3500 RY 2013-09-28 2111 IW5EIJ        599 15 DX  OE5CYL        599 15 DX
QSO:  3500 RY 2013-09-28 2111 IW5EIJ        599 15 DX  DF2SD         599 14 DX
QSO:  3500 RY 2013-09-28 2114 IW5EIJ        599 15 DX  EF7R          599 14 DX
QSO:  3500 RY 2013-09-28 2118 IW5EIJ        599 15 DX  SO4R          599 15 DX
QSO:  3500 RY 2013-09-28 2121 IW5EIJ        599 15 DX  OL3A          599 15 DX
QSO:  3500 RY 2013-09-28 2122 IW5EIJ        599 15 DX  YO3APJ        599 20 DX
QSO:  3500 RY 2013-09-28 2124 IW5EIJ        599 15 DX  SZ1A          599 20 DX
QSO:  3500 RY 2013-09-28 2125 IW5EIJ        599 15 DX  S55OO         599 15 DX
QSO:  3500 RY 2013-09-28 2126 IW5EIJ        599 15 DX  DK1AX         599 14 DX
QSO:  3500 RY 2013-09-28 2127 IW5EIJ        599 15 DX  DO9ST         599 14 DX
QSO:  3500 RY 2013-09-28 2128 IW5EIJ        599 15 DX  DL5MEV        599 14 DX
QSO:  3500 RY 2013-09-28 2129 IW5EIJ        599 15 DX  YO7ARY        599 20 DX
QSO:  3500 RY 2013-09-28 2132 IW5EIJ        599 15 DX  IS0LFZ        599 15 DX
QSO:  3500 RY 2013-09-28 2137 IW5EIJ        599 15 DX  F6AUS         599 14 DX
QSO:  3500 RY 2013-09-28 2138 IW5EIJ        599 15 DX  G0BRC         599 14 DX
QSO:  3500 RY 2013-09-28 2140 IW5EIJ        599 15 DX  M0VAA         599 14 DX
QSO:  3500 RY 2013-09-28 2141 IW5EIJ        599 15 DX  IW2MXY        599 15 DX
QSO:  3500 RY 2013-09-28 2142 IW5EIJ        599 15 DX  S53F          599 15 DX
QSO:  3500 RY 2013-09-28 2148 IW5EIJ        599 15 DX  9A7B          599 15 DX
QSO:  3500 RY 2013-09-28 2148 IW5EIJ        599 15 DX  ON3DI         599 14 DX
QSO:  3500 RY 2013-09-28 2149 IW5EIJ        599 15 DX  OH2HPX        599 15 DX
QSO:  3500 RY 2013-09-28 2152 IW5EIJ        599 15 DX  DD0VS         599 14 DX
QSO:  3500 RY 2013-09-28 2153 IW5EIJ        599 15 DX  HA5NB         599 15 DX
QSO:  3500 RY 2013-09-28 2154 IW5EIJ        599 15 DX  SP3DOF        599 15 DX
QSO:  3500 RY 2013-09-28 2155 IW5EIJ        599 15 DX  IK0TUM        599 15 DX
QSO:  3500 RY 2013-09-28 2155 IW5EIJ        599 15 DX  DL9GS         599 14 DX
QSO:  3500 RY 2013-09-28 2156 IW5EIJ        599 15 DX  DL6NDW        599 14 DX
QSO:  3500 RY 2013-09-28 2156 IW5EIJ        599 15 DX  UT5EPP        599 16 DX
QSO:  3500 RY 2013-09-28 2158 IW5EIJ        599 15 DX  YL3FW         599 15 DX
QSO:  3500 RY 2013-09-28 2201 IW5EIJ        599 15 DX  OZ4ACK        599 14 DX
QSO:  3500 RY 2013-09-28 2205 IW5EIJ        599 15 DX  SP2MKT        599 15 DX
QSO:  3500 RY 2013-09-28 2206 IW5EIJ        599 15 DX  DM6DX         599 14 DX
QSO:  3500 RY 2013-09-28 2207 IW5EIJ        599 15 DX  IW2MZX        599 15 DX
QSO:  3500 RY 2013-09-28 2209 IW5EIJ        599 15 DX  YO6DBL        599 20 DX
QSO:  3500 RY 2013-09-28 2209 IW5EIJ        599 15 DX  DF1IAQ        599 14 DX
QSO:  3500 RY 2013-09-28 2210 IW5EIJ        599 15 DX  LZ2ZY         599 20 DX
QSO:  3500 RY 2013-09-28 2210 IW5EIJ        599 15 DX  DL4ZA         599 14 DX
QSO:  3500 RY 2013-09-28 2211 IW5EIJ        599 15 DX  SP5ECC        599 15 DX
QSO:  3500 RY 2013-09-28 2211 IW5EIJ        599 15 DX  DL6SFR        599 14 DX
QSO:  3500 RY 2013-09-28 2212 IW5EIJ        599 15 DX  DL8NBJ        599 14 DX
QSO:  3500 RY 2013-09-28 2215 IW5EIJ        599 15 DX  DL7UGO        599 14 DX
QSO:  3500 RY 2013-09-28 2215 IW5EIJ        599 15 DX  SP9CXN        599 15 DX
QSO:  3500 RY 2013-09-28 2217 IW5EIJ        599 15 DX  DK4IO         599 14 DX
QSO:  3500 RY 2013-09-28 2222 IW5EIJ        599 15 DX  OK1KSL        599 15 DX
QSO:  3500 RY 2013-09-28 2223 IW5EIJ        599 15 DX  OK1HEH        599 15 DX
QSO:  3500 RY 2013-09-28 2224 IW5EIJ        599 15 DX  DG8AM         599 14 DX
QSO:  3500 RY 2013-09-28 2225 IW5EIJ        599 15 DX  PI4CC         599 14 DX
QSO:  3500 RY 2013-09-28 2227 IW5EIJ        599 15 DX  DM5WH         599 14 DX
QSO:  3500 RY 2013-09-28 2228 IW5EIJ        599 15 DX  YR1A          599 20 DX
QSO:  3500 RY 2013-09-28 2229 IW5EIJ        599 15 DX  DK7ZT         599 14 DX
QSO:  3500 RY 2013-09-28 2230 IW5EIJ        599 15 DX  EW8DD         599 16 DX
QSO:  3500 RY 2013-09-28 2231 IW5EIJ        599 15 DX  UA5C          599 16 DX
QSO:  3500 RY 2013-09-28 2234 IW5EIJ        599 15 DX  RG9A          599 17 DX
QSO:  3500 RY 2013-09-28 2236 IW5EIJ        599 15 DX  EA7AZA        599 14 DX
QSO:  3500 RY 2013-09-28 2240 IW5EIJ        599 15 DX  PB5DX         599 14 DX
QSO:  3500 RY 2013-09-28 2240 IW5EIJ        599 15 DX  UA4M          599 16 DX
QSO:  3500 RY 2013-09-28 2241 IW5EIJ        599 15 DX  G3TTJ         599 14 DX
QSO:  3500 RY 2013-09-28 2243 IW5EIJ        599 15 DX  UT7CA         599 16 DX
QSO:  3500 RY 2013-09-28 2248 IW5EIJ        599 15 DX  OK1PMA        599 15 DX
QSO:  3500 RY 2013-09-28 2248 IW5EIJ        599 15 DX  GM0FGI        599 14 DX
QSO:  3500 RY 2013-09-28 2249 IW5EIJ        599 15 DX  DK1KC         599 14 DX
QSO:  3500 RY 2013-09-28 2257 IW5EIJ        599 15 DX  OM7YL         599 15 DX
QSO:  3500 RY 2013-09-28 2258 IW5EIJ        599 15 DX  YT7AW         599 15 DX
QSO:  3500 RY 2013-09-28 2300 IW5EIJ        599 15 DX  G3RSD         599 14 DX
QSO:  3500 RY 2013-09-28 2302 IW5EIJ        599 15 DX  I0/S53R       599 15 DX
QSO:  3500 RY 2013-09-28 2303 IW5EIJ        599 15 DX  OH2ET         599 15 DX
QSO:  3500 RY 2013-09-28 2306 IW5EIJ        599 15 DX  ON6NL         599 14 DX
QSO:  3500 RY 2013-09-28 2308 IW5EIJ        599 15 DX  DH0GHU        599 14 DX
QSO:  3500 RY 2013-09-28 2311 IW5EIJ        599 15 DX  SP5UAF        599 15 DX
QSO:  3500 RY 2013-09-28 2316 IW5EIJ        599 15 DX  SP5TAZ        599 15 DX
QSO:  3500 RY 2013-09-28 2317 IW5EIJ        599 15 DX  UT2IO         599 16 DX
QSO:  3500 RY 2013-09-28 2321 IW5EIJ        599 15 DX  OM6RK         599 15 DX
QSO:  3500 RY 2013-09-28 2322 IW5EIJ        599 15 DX  DL5KUT        599 14 DX
QSO:  3500 RY 2013-09-28 2323 IW5EIJ        599 15 DX  EA1PO         599 14 DX
QSO:  3500 RY 2013-09-28 2323 IW5EIJ        599 15 DX  DL5ARM        599 14 DX
QSO:  3500 RY 2013-09-28 2324 IW5EIJ        599 15 DX  DF5BX         599 14 DX
QSO:  3500 RY 2013-09-28 2325 IW5EIJ        599 15 DX  DL7VOG        599 14 DX
QSO:  3500 RY 2013-09-28 2326 IW5EIJ        599 15 DX  IZ3SQW        599 15 DX
QSO:  3500 RY 2013-09-28 2331 IW5EIJ        599 15 DX  DF2LH         599 14 DX
QSO:  3500 RY 2013-09-28 2334 IW5EIJ        599 15 DX  DJ8EW         599 14 DX
QSO:  3500 RY 2013-09-28 2336 IW5EIJ        599 15 DX  DL1HTY        599 14 DX
QSO:  3500 RY 2013-09-28 2343 IW5EIJ        599 15 DX  SM4RLH        599 14 DX
QSO:  3500 RY 2013-09-28 2345 IW5EIJ        599 15 DX  IK4QJF        599 15 DX
QSO:  3500 RY 2013-09-28 2348 IW5EIJ        599 15 DX  UZ2M          599 16 DX
QSO:  3500 RY 2013-09-28 2349 IW5EIJ        599 15 DX  HG7T          599 15 DX
QSO:  3500 RY 2013-09-28 2352 IW5EIJ        599 15 DX  UU7J          599 16 DX
QSO:  3500 RY 2013-09-28 2354 IW5EIJ        599 15 DX  OM7AX         599 15 DX
QSO:  3500 RY 2013-09-28 2357 IW5EIJ        599 15 DX  F5RD          599 14 DX
QSO:  3500 RY 2013-09-29 0000 IW5EIJ        599 15 DX  DF9DD         599 14 DX
QSO:  3500 RY 2013-09-29 0004 IW5EIJ        599 15 DX  DQ4W          599 14 DX
QSO:  3500 RY 2013-09-29 0006 IW5EIJ        599 15 DX  ED1R          599 14 DX
QSO:  3500 RY 2013-09-29 0007 IW5EIJ        599 15 DX  DL1NEO        599 14 DX
QSO:  3500 RY 2013-09-29 0010 IW5EIJ        599 15 DX  LX/OR5M       599 14 DX
QSO:  3500 RY 2013-09-29 0011 IW5EIJ        599 15 DX  ED2E          599 14 DX
QSO:  3500 RY 2013-09-29 0013 IW5EIJ        599 15 DX  M7W           599 14 DX
QSO:  3500 RY 2013-09-29 0013 IW5EIJ        599 15 DX  9A3ZI         599 15 DX
