START-OF-LOG: 3.0
CALLSIGN: je7dmh
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: RTTY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CREATED-BY: zlistw(zLog)
NAME: Kazuhiro Umemura
CONTEST: CQ-WW-RTTY
QSO: 21000 RY 2013-09-28 1113 je7dmh        599 25	DX   IQ1RY         599 15	     IA
QSO: 21000 RY 2013-09-28 1125 je7dmh        599 25	DX   UA4M          599 16	     UA
QSO: 21000 RY 2013-09-28 1128 je7dmh        599 25	DX   EO3Q          599 16	     UR
QSO: 21000 RY 2013-09-28 1142 je7dmh        599 25	DX   ES9C          599 15	     ES
QSO: 21000 RY 2013-09-28 1146 je7dmh        599 25	DX   UZ2M          599 16	     UR
QSO: 14000 RY 2013-09-28 1212 je7dmh        599 25	DX   DU1/A61DJ     599 27	     DU
QSO: 14000 RY 2013-09-28 1217 je7dmh        599 25	DX   RK3AW         599 16	     UA
QSO:  7000 RY 2013-09-28 1226 je7dmh        599 25	DX   NK7U          599 3 	OR
QSO:  7000 RY 2013-09-28 1229 je7dmh        599 25	DX   DS5DNO        599 25	     HL
QSO:  7000 RY 2013-09-28 1250 je7dmh        599 25	DX   W9NGA         599 3	AZ
QSO:  7000 RY 2013-09-28 1256 je7dmh        599 25	DX   RW0A          599 18	     UA0
QSO: 14000 RY 2013-09-28 1419 je7dmh        599 25	DX   WH0RU         599 27	     KH0
QSO: 14000 RY 2013-09-28 1423 je7dmh        599 25	DX   RZ1ZZ         599 16	     UA
QSO: 14000 RY 2013-09-28 1432 je7dmh        599 25	DX   OG30OJ        599 15	     OH
QSO: 14000 RY 2013-09-28 1437 je7dmh        599 25	DX   UW4I          599 16	     UR
QSO: 14000 RY 2013-09-28 1440 je7dmh        599 25	DX   9A1A          599 15	     9A
QSO: 14000 RY 2013-09-28 1449 je7dmh        599 25	DX   ZL1G          599 32	     ZL
QSO: 14000 RY 2013-09-28 1456 je7dmh        599 25	DX   HL2ZBD/3      599 25	     HL
QSO: 21000 RY 2013-09-28 2326 je7dmh        599 25	DX   W7AR          599 3 	WA
QSO: 21000 RY 2013-09-28 2335 je7dmh        599 25	DX   YB2ECG        599 28	     YB
QSO: 14000 RY 2013-09-28 2340 je7dmh        599 25	DX   DV1JM         599 27	     DU
