START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: DJ3HW
CATEGORY-OVERLAY: TB-WIRES
CATEGORY-ASSISTED: ASSISTED
CLAIMED-SCORE: 114492
CREATED-BY: UcxLog 7.37
NAME: Joerg Jaehrig
CLUB: BAVARIAN CONTEST CLUB
SOAPBOX: Very good condx but only S&P due to less Power for
QSO: 28000 PH 2014-03-29 1241 DJ3HW         59  081    WN1GIV        59  315    0
QSO: 28000 PH 2014-03-29 1243 DJ3HW         59  082    EX8MAT        59  247    0
QSO: 28000 PH 2014-03-29 1515 DJ3HW         59  083    9M4DX         59  813    0
QSO: 28000 PH 2014-03-29 1516 DJ3HW         59  084    PP5FB         59  592    0
QSO: 28000 PH 2014-03-29 1518 DJ3HW         59  085    R4FD          59  190    0
QSO: 28000 PH 2014-03-29 1528 DJ3HW         59  086    WN2O          59  505    0
QSO: 28000 PH 2014-03-29 1528 DJ3HW         59  087    WQ2N          59  481    0
QSO: 28000 PH 2014-03-29 1529 DJ3HW         59  088    WP4SK         59  075    0
QSO: 28000 PH 2014-03-29 1530 DJ3HW         59  089    KM2O          59  523    0
QSO: 28000 PH 2014-03-29 1531 DJ3HW         59  090    W1WEF         59  122    0
QSO: 28000 PH 2014-03-29 1532 DJ3HW         59  091    K3MD          59  641    0
QSO: 28000 PH 2014-03-29 1537 DJ3HW         59  092    WX3B          59  424    0
QSO: 28000 PH 2014-03-29 1539 DJ3HW         59  093    EA8MT         59  1387   0
QSO: 28000 PH 2014-03-29 1539 DJ3HW         59  094    NW8U          59  381    0
QSO: 28000 PH 2014-03-29 1541 DJ3HW         59  095    PR5D          59  406    0
QSO: 28000 PH 2014-03-29 1542 DJ3HW         59  096    N6AR          59  480    0
QSO: 28000 PH 2014-03-29 1543 DJ3HW         59  097    W3EP          59  141    0
QSO: 28000 PH 2014-03-29 1546 DJ3HW         59  098    CQ8X          59  1614   0
QSO: 28000 PH 2014-03-29 1546 DJ3HW         59  099    NT3S          59  650    0
QSO: 28000 PH 2014-03-29 1547 DJ3HW         59  100    K3UA          59  340    0
QSO: 28000 PH 2014-03-29 1547 DJ3HW         59  101    DL2OE         59  201    0
QSO: 28000 PH 2014-03-29 1553 DJ3HW         59  102    AA3B          59  245    0
QSO: 28000 PH 2014-03-29 1555 DJ3HW         59  103    KB3WD         59  1429   0
QSO: 28000 PH 2014-03-29 1604 DJ3HW         59  104    KC1XX         59  309    0
QSO: 28000 PH 2014-03-29 1618 DJ3HW         59  105    PJ2T          59  769    0
QSO: 28000 PH 2014-03-29 1620 DJ3HW         59  106    HK1X          59  1320   0
QSO: 28000 PH 2014-03-29 1637 DJ3HW         59  107    ZF1A          59  841    0
QSO: 21000 PH 2014-03-29 1642 DJ3HW         59  108    PI4DX         59  854    0
QSO: 21000 PH 2014-03-29 1644 DJ3HW         59  109    EA1PP         59  431    0
QSO: 21000 PH 2014-03-29 2208 DJ3HW         59  110    DR1A          59  1071   0
QSO: 14000 PH 2014-03-29 2209 DJ3HW         59  111    DR1A          59  2593   0
QSO:  7000 PH 2014-03-29 2213 DJ3HW         59  112    DR1A          59  1120   0
QSO:  3500 PH 2014-03-30 0416 DJ3HW         59  113    CQ3L          59  2659   0
QSO:  3500 PH 2014-03-30 0419 DJ3HW         59  114    KV2M          59  162    0
QSO:  3500 PH 2014-03-30 0422 DJ3HW         59  115    WG3J          59  239    0
QSO:  3500 PH 2014-03-30 0423 DJ3HW         59  116    W3BGN         59  428    0
QSO:  3500 PH 2014-03-30 0424 DJ3HW         59  117    N3RR          59  1615   0
QSO:  3500 PH 2014-03-30 0435 DJ3HW         59  118    AB1OC         59  1178   0
QSO:  3500 PH 2014-03-30 0437 DJ3HW         59  119    SK3W          59  504    0
QSO:  3500 PH 2014-03-30 0437 DJ3HW         59  120    HB2T          59  441    0
QSO:  3500 PH 2014-03-30 0438 DJ3HW         59  121    DK9HN         59  364    0
QSO:  3500 PH 2014-03-30 0438 DJ3HW         59  122    PI4DX         59  525    0
QSO:  3500 PH 2014-03-30 0439 DJ3HW         59  123    IQ2MI         59  1257   0
QSO:  3500 PH 2014-03-30 0439 DJ3HW         59  124    SP8K          59  638    0
QSO:  7000 PH 2014-03-30 0440 DJ3HW         59  125    ED1R          59  3249   0
QSO:  7000 PH 2014-03-30 0442 DJ3HW         59  126    S52ZW         59  598    0
QSO:  7000 PH 2014-03-30 0442 DJ3HW         59  127    S51CK         59  929    0
QSO:  7000 PH 2014-03-30 0451 DJ3HW         59  128    E7A           59  3714   0
QSO:  7000 PH 2014-03-30 0452 DJ3HW         59  129    OE3K          59  812    0
QSO: 21000 PH 2014-03-30 1055 DJ3HW         59  130    ZM90DX        59  2188   0
QSO: 21000 PH 2014-03-30 1322 DJ3HW         59  131    VP2AVK        59  1215   0
QSO: 21000 PH 2014-03-30 1356 DJ3HW         59  132    HK1NA         59  2003   0
QSO: 21000 PH 2014-03-30 1357 DJ3HW         59  133    CR6P          59  1178   0
QSO: 28000 PH 2014-03-30 1400 DJ3HW         59  134    8P5A          59  4661   0
QSO: 28000 PH 2014-03-30 1401 DJ3HW         59  135    UA4PAN        59  719    0
QSO: 28000 PH 2014-03-30 1402 DJ3HW         59  136    NV1N          59  1964   0
QSO: 28000 PH 2014-03-30 1410 DJ3HW         59  137    WF4W          59  1714   0
QSO: 28000 PH 2014-03-30 1411 DJ3HW         59  138    VE3EK         59  348    0
QSO: 28000 PH 2014-03-30 1411 DJ3HW         59  139    N4ZZ          59  271    0
QSO: 28000 PH 2014-03-30 1412 DJ3HW         59  140    CR2T          59  1432   0
QSO: 28000 PH 2014-03-30 1413 DJ3HW         59  141    VA2EN         59  1705   0
QSO: 28000 PH 2014-03-30 1415 DJ3HW         59  142    KD4D          59  955    0
QSO: 28000 PH 2014-03-30 1418 DJ3HW         59  143    5E5E          59  5863   0
QSO: 28000 PH 2014-03-30 1421 DJ3HW         59  144    KQ2M          59  2220   0
QSO: 28000 PH 2014-03-30 1437 DJ3HW         59  145    RJ4P          59  3598   0
QSO: 28000 PH 2014-03-30 1442 DJ3HW         59  146    R22LUG        59  1587   0
QSO: 28000 PH 2014-03-30 1443 DJ3HW         59  147    CT9/R9DX      59  4296   0
QSO: 28000 PH 2014-03-30 1444 DJ3HW         59  148    WB8TLI        59  863    0
QSO: 28000 PH 2014-03-30 1444 DJ3HW         59  149    K9FY          59  1108   0
QSO: 28000 PH 2014-03-30 1445 DJ3HW         59  150    WX1S          59  781    0
QSO: 28000 PH 2014-03-30 1446 DJ3HW         59  151    K6ND          59  2769   0
QSO: 28000 PH 2014-03-30 1447 DJ3HW         59  152    CO6LC         59  1247   0
QSO: 28000 PH 2014-03-30 1448 DJ3HW         59  153    K2SSS         59  1332   0
QSO: 28000 PH 2014-03-30 1448 DJ3HW         59  154    K9CT          59  1273   0
QSO: 28000 PH 2014-03-30 1449 DJ3HW         59  155    NE9U          59  923    0
QSO: 28000 PH 2014-03-30 1450 DJ3HW         59  156    VE3OI         59  1996   0
QSO: 28000 PH 2014-03-30 1450 DJ3HW         59  157    NA8V          59  1323   0
QSO: 28000 PH 2014-03-30 1453 DJ3HW         59  158    N2BJ          59  943    0
QSO: 28000 PH 2014-03-30 1453 DJ3HW         59  159    NG1R          59  345    0
QSO: 28000 PH 2014-03-30 1453 DJ3HW         59  160    KS9K          59  1083   0
QSO: 28000 PH 2014-03-30 1454 DJ3HW         59  161    W9OP          59  660    0
QSO: 28000 PH 2014-03-30 1454 DJ3HW         59  162    RW4WA         59  1224   0
QSO: 28000 PH 2014-03-30 1550 DJ3HW         59  163    OH0JFP        59  1755   0
QSO: 28000 PH 2014-03-30 1550 DJ3HW         59  164    8P2K          59  1092   0
QSO: 28000 PH 2014-03-30 1551 DJ3HW         59  165    VA3YP         59  942    0
QSO: 28000 PH 2014-03-30 1552 DJ3HW         59  166    KT5J          59  3138   0
QSO: 28000 PH 2014-03-30 1552 DJ3HW         59  167    WI0WA         59  2138   0
QSO: 28000 PH 2014-03-30 1553 DJ3HW         59  168    RK7A          59  914    0
QSO: 28000 PH 2014-03-30 1553 DJ3HW         59  169    KI1G          59  1086   0
QSO: 28000 PH 2014-03-30 1554 DJ3HW         59  170    K0HA          59  487    0
QSO: 28000 PH 2014-03-30 1555 DJ3HW         59  171    WV1K          59  2508   0
QSO: 28000 PH 2014-03-30 1557 DJ3HW         59  172    UC7A          59  152    0
QSO: 28000 PH 2014-03-30 1602 DJ3HW         59  173    PX5E          59  3536   0
QSO: 28000 PH 2014-03-30 1603 DJ3HW         59  174    DR5N          59  1048   0
QSO: 28000 PH 2014-03-30 1752 DJ3HW         59  175    PX2C          59  2056   0
QSO: 28000 PH 2014-03-30 1753 DJ3HW         59  176    UA2F          59  1669   0
QSO: 28000 PH 2014-03-30 1754 DJ3HW         59  177    PY2TDX        59  496    0
QSO: 28000 PH 2014-03-30 1757 DJ3HW         59  178    N5RZ          59  233    0
QSO: 28000 PH 2014-03-30 1757 DJ3HW         59  179    KC2GFA        59  019    0
QSO: 28000 PH 2014-03-30 1800 DJ3HW         59  180    N9RV          59  1134   0
QSO: 28000 PH 2014-03-30 1805 DJ3HW         59  181    PR7AB         59  1191   0
QSO: 28000 PH 2014-03-30 1805 DJ3HW         59  182    CE3CT         59  1685   0
QSO: 28000 PH 2014-03-30 1806 DJ3HW         59  183    NA5NN         59  1596   0
QSO: 28000 PH 2014-03-30 1808 DJ3HW         59  184    K9NW          59  1508   0
QSO: 28000 PH 2014-03-30 1808 DJ3HW         59  185    NE1C          59  1294   0
QSO: 28000 PH 2014-03-30 1810 DJ3HW         59  186    CT5KAO        59  229    0
QSO: 21000 PH 2014-03-30 1811 DJ3HW         59  187    YV5KG         59  1010   0
QSO: 21000 PH 2014-03-30 1813 DJ3HW         59  188    PJ2T          59  2246   0
QSO: 21000 PH 2014-03-30 1813 DJ3HW         59  189    RJ22YY        59  1570   0
QSO: 21000 PH 2014-03-30 1814 DJ3HW         59  190    AK6W          59  1902   0
QSO: 21000 PH 2014-03-30 1815 DJ3HW         59  191    KC1XX         59  2055   0
QSO: 21000 PH 2014-03-30 1815 DJ3HW         59  192    KC4HW         59  355    0
QSO: 21000 PH 2014-03-30 1816 DJ3HW         59  193    EA7OT         59  3033   0
QSO: 21000 PH 2014-03-30 1816 DJ3HW         59  194    WX3B          59  1760   0
QSO: 21000 PH 2014-03-30 1817 DJ3HW         59  195    KU2M          59  2395   0
QSO: 21000 PH 2014-03-30 1818 DJ3HW         59  196    IT9SPB        59  1970   0
QSO: 21000 PH 2014-03-30 1818 DJ3HW         59  197    CN2AA         59  7985   0
QSO: 21000 PH 2014-03-30 1819 DJ3HW         59  198    II9P          59  2486   0
QSO: 21000 PH 2014-03-30 1820 DJ3HW         59  199    LZ9W          59  2175   0
QSO: 21000 PH 2014-03-30 1822 DJ3HW         59  200    SN8W          59  1913   0
QSO: 21000 PH 2014-03-30 1823 DJ3HW         59  201    DK1MM         59  2932   0
QSO: 21000 PH 2014-03-30 1824 DJ3HW         59  202    EC1DBO        59  3135   0
QSO: 21000 PH 2014-03-30 1827 DJ3HW         59  203    WI0WA         59  2264   0
QSO: 21000 PH 2014-03-30 1828 DJ3HW         59  204    DM0Y          59  2812   0
QSO: 14000 PH 2014-03-30 1834 DJ3HW         59  205    TA1CR         59  872    0
QSO: 14000 PH 2014-03-30 1835 DJ3HW         59  206    UZ5U          59  1188   0
QSO: 14000 PH 2014-03-30 1835 DJ3HW         59  207    TM0R          59  4391   0
QSO: 14000 PH 2014-03-30 1836 DJ3HW         59  208    YO3VU         59  1003   0
QSO:  7000 PH 2014-03-30 1844 DJ3HW         59  209    EA2VE         59  343    0
QSO:  7000 PH 2014-03-30 1845 DJ3HW         59  210    HG1S          59  1358   0
QSO:  7000 PH 2014-03-30 1845 DJ3HW         59  211    M4U           59  1558   0
QSO:  7000 PH 2014-03-30 1847 DJ3HW         59  212    OT5A          59  1743   0
QSO:  7000 PH 2014-03-30 1848 DJ3HW         59  213    OZ5GX         59  1235   0
QSO:  7000 PH 2014-03-30 1850 DJ3HW         59  214    EU1AZ         59  746    0
QSO:  7000 PH 2014-03-30 1851 DJ3HW         59  215    DM6DX         59  897    0
QSO:  7000 PH 2014-03-30 1851 DJ3HW         59  216    YT8A          59  1863   0
QSO:  7000 PH 2014-03-30 1852 DJ3HW         59  217    US1I          59  1531   0
QSO:  7000 PH 2014-03-30 1853 DJ3HW         59  218    S51A          59  975    0
QSO:  7000 PH 2014-03-30 1853 DJ3HW         59  219    RW1A          59  4334   0
QSO:  7000 PH 2014-03-30 1855 DJ3HW         59  220    PE1GRJ        59  066    0
QSO:  7000 PH 2014-03-30 1856 DJ3HW         59  221    IV3SKB        59  221    0
QSO:  7000 PH 2014-03-30 1857 DJ3HW         59  222    UP2L          59  756    0
QSO:  7000 PH 2014-03-30 1903 DJ3HW         59  223    DM5TI         59  1031   0
QSO:  7000 PH 2014-03-30 1903 DJ3HW         59  224    M4D           59  750    0
QSO:  7000 PH 2014-03-30 1904 DJ3HW         59  225    PD1RP         59  041    0
QSO:  7000 PH 2014-03-30 1905 DJ3HW         59  226    YT6T          59  2688   0
QSO:  7000 PH 2014-03-30 1906 DJ3HW         59  227    PA9M          59  1151   0
QSO:  7000 PH 2014-03-30 1909 DJ3HW         59  228    RV9UP         59  939    0
QSO:  7000 PH 2014-03-30 1912 DJ3HW         59  229    S57Z          59  349    0
QSO:  7000 PH 2014-03-30 1913 DJ3HW         59  230    IZ2DII        59  211    0
QSO:  3500 PH 2014-03-30 1915 DJ3HW         59  231    YT4A          59  299    0
QSO:  3500 PH 2014-03-30 1917 DJ3HW         59  232    IZ3IBL/2      59  218    0
QSO:  3500 PH 2014-03-30 1919 DJ3HW         59  233    E73ESP        59  595    0
QSO:  3500 PH 2014-03-30 1920 DJ3HW         59  234    YQ5Q          59  462    0
QSO:  3500 PH 2014-03-30 1921 DJ3HW         59  235    II9P          59  807    0
QSO:  3500 PH 2014-03-30 1923 DJ3HW         59  236    OM0WR         59  890    0
QSO:  3500 PH 2014-03-30 1923 DJ3HW         59  237    EW8DJ         59  631    0
QSO:  3500 PH 2014-03-30 1924 DJ3HW         59  238    PA4PS         59  1778   0
QSO:  3500 PH 2014-03-30 1924 DJ3HW         59  239    DQ5X          59  1348   0
QSO:  3500 PH 2014-03-30 1925 DJ3HW         59  240    DF0IA         59  064    0
END-OF-LOG:
