START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: R9AE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: R9AE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2020.
QSO: 14019 CW 2020-07-11 1609 R9AE          599 30 ER7HQ         599 ARM
QSO: 14005 CW 2020-07-12 0411 R9AE          599 30 RL3A          599 29
QSO: 14008 CW 2020-07-12 0412 R9AE          599 30 W6YX          599 6
QSO: 14038 CW 2020-07-12 0414 R9AE          599 30 7A1HQ         599 ORARI
QSO: 14056 CW 2020-07-12 0415 R9AE          599 30 RA7R          599 29
QSO: 14055 CW 2020-07-12 0416 R9AE          599 30 OZ1HQ         599 EDR
QSO: 14060 CW 2020-07-12 0416 R9AE          599 30 LY9A          599 29
QSO: 14062 CW 2020-07-12 0416 R9AE          599 30 OG6N          599 18
QSO: 14057 CW 2020-07-12 0417 R9AE          599 30 LY4L          599 29
QSO: 14048 CW 2020-07-12 0418 R9AE          599 30 9A1AA         599 28
QSO: 14049 CW 2020-07-12 0418 R9AE          599 30 UT5C          599 29
QSO: 14041 CW 2020-07-12 0420 R9AE          599 30 LY5E          599 29
QSO: 14043 CW 2020-07-12 0420 R9AE          599 30 YR0HQ         599 FRR
QSO: 14033 CW 2020-07-12 0421 R9AE          599 30 UZ5DX         599 29
QSO: 14035 CW 2020-07-12 0421 R9AE          599 30 UB3A          599 29
QSO: 14040 CW 2020-07-12 0421 R9AE          599 30 RG6G          599 29
QSO: 14000 CW 2020-07-12 0422 R9AE          599 30 LY0HQ         599 LRMD
QSO: 14032 CW 2020-07-12 0422 R9AE          599 30 DA0HQ         599 DARC
QSO: 14027 CW 2020-07-12 0423 R9AE          599 30 OH1VR         599 18
QSO: 14026 CW 2020-07-12 0424 R9AE          599 30 EF4HQ         599 URE
QSO: 14025 CW 2020-07-12 0425 R9AE          599 30 9A0HQ         599 HRS
QSO: 14020 CW 2020-07-12 0426 R9AE          599 30 LY5R          599 29
QSO: 14023 CW 2020-07-12 0426 R9AE          599 30 LZ0HQ         599 BFRA
QSO: 14016 CW 2020-07-12 0427 R9AE          599 30 YT5A          599 28
QSO: 14020 CW 2020-07-12 0427 R9AE          599 30 RU1A          599 29
QSO: 14011 CW 2020-07-12 0428 R9AE          599 30 SK9HQ         599 SSA
QSO: 14013 CW 2020-07-12 0428 R9AE          599 30 UF5A          599 29
QSO: 14016 CW 2020-07-12 0428 R9AE          599 30 PA3AAV        599 27
QSO: 14019 CW 2020-07-12 0431 R9AE          599 30 OG55W         599 18
QSO: 14025 CW 2020-07-12 0432 R9AE          599 30 US1Q          599 29
QSO: 14028 CW 2020-07-12 0432 R9AE          599 30 KP2M          599 11
QSO: 14031 CW 2020-07-12 0433 R9AE          599 30 DL9EE         599 28
QSO: 14035 CW 2020-07-12 0433 R9AE          599 30 OL5Y          599 28
QSO: 14037 CW 2020-07-12 0434 R9AE          599 30 ES5RR         599 29
QSO: 14037 CW 2020-07-12 0434 R9AE          599 30 LY5XX         599 29
QSO: 14039 CW 2020-07-12 0434 R9AE          599 30 OH8L          599 18
QSO: 14000 CW 2020-07-12 0435 R9AE          599 30 Z30HQ         599 RSM
QSO: 14039 CW 2020-07-12 0435 R9AE          599 30 RA3NC         599 29
QSO: 14043 CW 2020-07-12 0435 R9AE          599 30 HA1XU         599 28
QSO: 14045 CW 2020-07-12 0436 R9AE          599 30 SP1NY         599 28
QSO: 14046 CW 2020-07-12 0437 R9AE          599 30 RU3A          599 29
QSO: 14050 CW 2020-07-12 0437 R9AE          599 30 OH2HQ         599 SRAL
QSO: 14052 CW 2020-07-12 0437 R9AE          599 30 UW7LL         599 29
QSO: 14000 CW 2020-07-12 0438 R9AE          599 30 UR5EEW        599 29
QSO: 14000 CW 2020-07-12 0438 R9AE          599 30 YT4B          599 28
QSO: 14000 CW 2020-07-12 0439 R9AE          599 30 YO8BOD        599 28
QSO: 14056 CW 2020-07-12 0440 R9AE          599 30 EU1ST         599 29
QSO: 14056 CW 2020-07-12 0441 R9AE          599 30 N4AF          599 8
QSO: 14056 CW 2020-07-12 0441 R9AE          599 30 YO2MNZ        599 28
QSO: 14057 CW 2020-07-12 0441 R9AE          599 30 ES9A          599 ERAU
QSO: 14056 CW 2020-07-12 0442 R9AE          599 30 K6XX          599 06
QSO: 14056 CW 2020-07-12 0443 R9AE          599 30 LZ0M          599 28
QSO: 14056 CW 2020-07-12 0443 R9AE          599 30 SM5CIL        599 18
QSO: 14000 CW 2020-07-12 0445 R9AE          599 30 LZ7H          599 28
QSO: 14056 CW 2020-07-12 0446 R9AE          599 30 OH1EB         599 18
QSO: 14004 CW 2020-07-12 0919 R9AE          599 30 OL9R          599 28
QSO: 14001 CW 2020-07-12 0920 R9AE          599 30 RW2F          599 29
QSO: 14002 CW 2020-07-12 0920 R9AE          599 30 UA4W          599 30
QSO: 14002 CW 2020-07-12 0921 R9AE          599 30 OH6LI         599 18
QSO: 14005 CW 2020-07-12 0921 R9AE          599 30 OM3BH         599 28
QSO: 14013 CW 2020-07-12 0922 R9AE          599 30 G6T           599 27
QSO: 14013 CW 2020-07-12 0922 R9AE          599 30 UR5R          599 29
QSO: 14013 CW 2020-07-12 0923 R9AE          599 30 RT4G          599 29
QSO: 14014 CW 2020-07-12 0923 R9AE          599 30 HG6O          599 28
QSO: 14015 CW 2020-07-12 0923 R9AE          599 30 UA1F          599 19
QSO: 14016 CW 2020-07-12 0924 R9AE          599 30 EI0HQ         599 IRTS
QSO: 14019 CW 2020-07-12 0925 R9AE          599 30 LA8HGA        599 18
QSO: 14021 CW 2020-07-12 0926 R9AE          599 30 HG4I          599 28
QSO: 14023 CW 2020-07-12 0926 R9AE          599 30 3Z1K          599 28
QSO: 14028 CW 2020-07-12 0927 R9AE          599 30 OH2KW         599 18
QSO: 14029 CW 2020-07-12 0927 R9AE          599 30 IO5HQ         599 ARI
QSO: 14029 CW 2020-07-12 0927 R9AE          599 30 OM0R          599 28
QSO: 14027 CW 2020-07-12 0928 R9AE          599 30 LA0CX         599 18
QSO: 14028 CW 2020-07-12 0928 R9AE          599 30 R1NU          599 19
QSO: 14029 CW 2020-07-12 0928 R9AE          599 30 IO5HQ         599 ARI
QSO: 14031 CW 2020-07-12 0928 R9AE          599 30 RT4M          599 29
QSO: 14031 CW 2020-07-12 0929 R9AE          599 30 RT5C          599 29
QSO: 14035 CW 2020-07-12 0930 R9AE          599 30 SO0N          599 28
QSO: 14038 CW 2020-07-12 0931 R9AE          599 30 SP2LNW        599 28
QSO: 14000 CW 2020-07-12 0932 R9AE          599 30 DR5E          599 28
QSO: 14039 CW 2020-07-12 0932 R9AE          599 30 LZ5DB         599 28
QSO: 14041 CW 2020-07-12 0932 R9AE          599 30 EU8U          599 29
QSO: 14044 CW 2020-07-12 0933 R9AE          599 30 SN7Q          599 28
QSO: 14045 CW 2020-07-12 0933 R9AE          599 30 DF4XX         599 28
QSO: 14046 CW 2020-07-12 0933 R9AE          599 30 HA5X          599 28
QSO: 14047 CW 2020-07-12 0934 R9AE          599 30 SE5E          599 18
QSO: 14051 CW 2020-07-12 0935 R9AE          599 30 R4GM          599 29
QSO: 14052 CW 2020-07-12 0935 R9AE          599 30 DF3VM         599 28
QSO: 14054 CW 2020-07-12 0935 R9AE          599 30 DJ5MW         599 28
QSO: 14056 CW 2020-07-12 0935 R9AE          599 30 EU1DX         599 29
QSO: 14055 CW 2020-07-12 0936 R9AE          599 30 OM7RU         599 28
QSO: 14056 CW 2020-07-12 0936 R9AE          599 30 GM4X          599 27
QSO: 14000 CW 2020-07-12 0937 R9AE          599 30 UA3KW         599 29
QSO: 14057 CW 2020-07-12 0937 R9AE          599 30 UB7K          599 29
QSO: 14059 CW 2020-07-12 0938 R9AE          599 30 CR6K          599 37
QSO: 14059 CW 2020-07-12 0938 R9AE          599 30 IB9A          599 28
QSO: 14061 CW 2020-07-12 0939 R9AE          599 30 LY8A          599 29
QSO: 14061 CW 2020-07-12 0939 R9AE          599 30 PA6HQ         599 VERON
QSO: 14062 CW 2020-07-12 0939 R9AE          599 30 R3QA          599 29
QSO: 14062 CW 2020-07-12 0939 R9AE          599 30 RN4HAB        599 30
QSO: 14066 CW 2020-07-12 0940 R9AE          599 30 LY4G          599 29
QSO: 14068 CW 2020-07-12 0940 R9AE          599 30 R4BZ          599 29
QSO: 14069 CW 2020-07-12 0941 R9AE          599 30 DL4SDW        599 28
QSO: 14069 CW 2020-07-12 0941 R9AE          599 30 IV3FPX        599 28
QSO: 14058 CW 2020-07-12 0942 R9AE          599 30 UR8RF         599 29
QSO: 14065 CW 2020-07-12 0942 R9AE          599 30 OM7LM         599 28
QSO: 14047 CW 2020-07-12 0944 R9AE          599 30 9A3LG         599 28
QSO: 14051 CW 2020-07-12 0944 R9AE          599 30 EV1R          599 29
QSO: 14000 CW 2020-07-12 0945 R9AE          599 30 SD1A          599 18
QSO: 14045 CW 2020-07-12 0945 R9AE          599 30 G4IIY         599 27
QSO: 14036 CW 2020-07-12 0946 R9AE          599 30 LZ5Y          599 28
QSO: 14040 CW 2020-07-12 0946 R9AE          599 30 UZ3A          599 29
QSO: 14042 CW 2020-07-12 0946 R9AE          599 30 DK8YY         599 28
QSO: 14035 CW 2020-07-12 0947 R9AE          599 30 MM1E          599 27
QSO: 14034 CW 2020-07-12 0948 R9AE          599 30 UT3EK         599 29
QSO: 14022 CW 2020-07-12 1030 R9AE          599 30 UT4HZ         599 29
QSO: 14022 CW 2020-07-12 1031 R9AE          599 30 R5AK          599 29
QSO: 14022 CW 2020-07-12 1031 R9AE          599 30 RM5F          599 29
QSO: 14022 CW 2020-07-12 1032 R9AE          599 30 DK3WE         599 28
QSO: 14022 CW 2020-07-12 1032 R9AE          599 30 OK1KT         599 28
QSO: 14022 CW 2020-07-12 1032 R9AE          599 30 RM2D          599 29
QSO: 14022 CW 2020-07-12 1032 R9AE          599 30 RT6N          599 29
QSO: 14022 CW 2020-07-12 1033 R9AE          599 30 LY3CY         599 29
QSO: 14022 CW 2020-07-12 1033 R9AE          599 30 RM1F          599 29
QSO: 14022 CW 2020-07-12 1033 R9AE          599 30 US7IY         599 29
QSO: 14000 CW 2020-07-12 1034 R9AE          599 30 RA3DGH        599 29
QSO: 14000 CW 2020-07-12 1034 R9AE          599 30 RX1AG         599 29
QSO: 14022 CW 2020-07-12 1034 R9AE          599 30 RA3DNC        599 29
QSO: 14000 CW 2020-07-12 1035 R9AE          599 30 R7MT          599 29
QSO: 14022 CW 2020-07-12 1035 R9AE          599 30 RM2T          599 29
QSO: 14000 CW 2020-07-12 1036 R9AE          599 30 US5VX         599 29
QSO: 14022 CW 2020-07-12 1036 R9AE          599 30 DL8ULF        599 28
QSO: 14022 CW 2020-07-12 1036 R9AE          599 30 RU4A          599 29
QSO: 14022 CW 2020-07-12 1037 R9AE          599 30 HA1SN         599 28
QSO: 14022 CW 2020-07-12 1038 R9AE          599 30 EW8OM         599 29
QSO: 14022 CW 2020-07-12 1038 R9AE          599 30 UA4M          599 29
QSO: 14022 CW 2020-07-12 1039 R9AE          599 30 R7AT          599 29
QSO: 14022 CW 2020-07-12 1039 R9AE          599 30 UA6CC         599 29
QSO: 14002 CW 2020-07-12 1040 R9AE          599 30 K3WU          599 08
QSO: 14003 CW 2020-07-12 1041 R9AE          599 30 W1KM          599 08
QSO: 14004 CW 2020-07-12 1041 R9AE          599 30 W0NA          599 08
QSO: 14006 CW 2020-07-12 1042 R9AE          599 30 K1IR          599 08
QSO: 14009 CW 2020-07-12 1043 R9AE          599 30 N2NT          599 08
QSO: 14012 CW 2020-07-12 1043 R9AE          599 30 KU1CW         599 06
QSO: 14013 CW 2020-07-12 1044 R9AE          599 30 VE3JM         599 04
QSO: 14014 CW 2020-07-12 1044 R9AE          599 30 AB3CX         599 08
QSO: 14017 CW 2020-07-12 1046 R9AE          599 30 K1ZZ          599 AC
QSO: 14018 CW 2020-07-12 1046 R9AE          599 30 K1RM          599 08
QSO: 14019 CW 2020-07-12 1046 R9AE          599 30 KD4D          599 08
QSO: 14019 CW 2020-07-12 1047 R9AE          599 30 K5ZD          599 08
QSO: 14028 CW 2020-07-12 1047 R9AE          599 30 KO8SCA        599 08
QSO: 14039 CW 2020-07-12 1049 R9AE          599 30 K1KI          599 08
QSO: 14042 CW 2020-07-12 1050 R9AE          599 30 K1JB          599 08
END-OF-LOG:
