START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: IARU-HF
CALLSIGN: HA5TOP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HA5TOP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for IARU-HF ARRL/iaru_hf_world_championship/2018.
QSO: 14189 PH 2018-07-14 1211 HA5TOP        59 28 LA2RR         59 AC
QSO: 21036 CW 2018-07-14 1938 HA5TOP        599 28 PA5N          599 27
QSO: 21034 CW 2018-07-14 1939 HA5TOP        599 28 OZ1HQ         599 EDR
QSO: 21029 CW 2018-07-14 1950 HA5TOP        599 28 I2IFT         599 28
QSO: 21000 CW 2018-07-14 1953 HA5TOP        599 28 SN0HQ         599 PZK
QSO: 21029 CW 2018-07-14 1953 HA5TOP        599 28 OP0HQ         599 UBA
QSO: 21029 CW 2018-07-14 1954 HA5TOP        599 28 F4VSQ         599 27
QSO: 21000 CW 2018-07-14 1957 HA5TOP        599 28 DJ3GE         599 28
QSO: 21000 CW 2018-07-14 1959 HA5TOP        599 28 F5VFU         599 27
QSO: 21000 CW 2018-07-14 2003 HA5TOP        599 28 PA0VLA        599 27
QSO: 21029 CW 2018-07-14 2007 HA5TOP        599 28 SP1JQJ        599 28
QSO: 21029 CW 2018-07-14 2008 HA5TOP        599 28 UR5ZD         599 29
QSO: 21000 CW 2018-07-14 2011 HA5TOP        599 28 DK5ZX         599 28
QSO: 21000 CW 2018-07-14 2011 HA5TOP        599 28 DL9MKN        599 28
QSO: 21029 CW 2018-07-14 2011 HA5TOP        599 28 IK2PZC        599 28
QSO: 21029 CW 2018-07-14 2012 HA5TOP        599 28 GW4OKT        599 27
QSO: 21000 CW 2018-07-14 2015 HA5TOP        599 28 DL3RHN        599 28
QSO: 21029 CW 2018-07-14 2015 HA5TOP        599 28 G3T           599 27
QSO: 21029 CW 2018-07-14 2016 HA5TOP        599 28 HA5X          599 28
QSO: 21029 CW 2018-07-14 2016 HA5TOP        599 28 LZ7HQ         599 BFRA
QSO: 21000 CW 2018-07-14 2017 HA5TOP        599 28 OZ7EA         599 18
QSO: 21029 CW 2018-07-14 2018 HA5TOP        599 28 EA1AST        599 37
QSO: 21029 CW 2018-07-14 2021 HA5TOP        599 28 LA8AW         599 18
QSO: 21029 CW 2018-07-14 2022 HA5TOP        599 28 OK2FB         599 28
QSO: 21028 CW 2018-07-14 2024 HA5TOP        599 28 RM4F          599 29
QSO: 21029 CW 2018-07-14 2024 HA5TOP        599 28 Y87U          599 28
QSO: 21029 CW 2018-07-14 2026 HA5TOP        599 28 Y83C          599 28
QSO: 21000 CW 2018-07-14 2027 HA5TOP        599 28 PA0JED        599 27
QSO: 21029 CW 2018-07-14 2028 HA5TOP        599 28 Y83X          599 28
QSO: 21000 CW 2018-07-14 2030 HA5TOP        599 28 EU1DX         599 29
QSO: 21000 CW 2018-07-14 2032 HA5TOP        599 28 DH8MS         599 28
QSO: 21028 CW 2018-07-15 0726 HA5TOP        599 28 P33W          599 39
QSO: 21217 PH 2018-07-15 0732 HA5TOP        59 28 GR2HQ         59 RSGB
QSO: 21338 PH 2018-07-15 0735 HA5TOP        59 28 OH2HQ         59 SRAL
QSO: 21334 PH 2018-07-15 0736 HA5TOP        59 28 SK2T          59 18
QSO: 21326 PH 2018-07-15 0737 HA5TOP        59 28 US5QUB        59 29
QSO: 21305 PH 2018-07-15 0738 HA5TOP        59 28 EF4HQ         59 URE
QSO: 21317 PH 2018-07-15 0738 HA5TOP        59 28 OG7A          59 18
QSO: 21248 PH 2018-07-15 0741 HA5TOP        59 28 UZ3A          59 29
QSO: 21302 PH 2018-07-15 0741 HA5TOP        59 28 UN1HQ         59 KFRR
QSO: 21000 PH 2018-07-15 0742 HA5TOP        59 28 IT9FRX        59 28
QSO: 21204 PH 2018-07-15 0743 HA5TOP        59 28 UA4M          59 29
QSO: 21209 PH 2018-07-15 0743 HA5TOP        59 28 RM4F          59 29
QSO: 21193 PH 2018-07-15 0744 HA5TOP        59 28 RK9AX         59 30
QSO: 21262 PH 2018-07-15 0747 HA5TOP        59 28 C4W           59 39
QSO: 21186 PH 2018-07-15 0749 HA5TOP        59 28 EF8R          59 36
QSO: 21189 PH 2018-07-15 0750 HA5TOP        59 28 RL4F          59 29
QSO: 21201 PH 2018-07-15 0750 HA5TOP        59 28 RJ4P          59 30
QSO: 21150 PH 2018-07-15 0756 HA5TOP        59 28 EA5IFY        59 37
QSO: 21266 PH 2018-07-15 0756 HA5TOP        59 28 UA3BL         59 29
QSO: 21266 PH 2018-07-15 0757 HA5TOP        59 28 RN3TT         59 29
QSO: 21266 PH 2018-07-15 0758 HA5TOP        59 28 LA3RNA        59 18
QSO: 21266 PH 2018-07-15 0759 HA5TOP        59 28 OH6ECM        59 18
QSO: 21000 PH 2018-07-15 0800 HA5TOP        59 28 F8DRE         59 27
QSO: 21266 PH 2018-07-15 0800 HA5TOP        59 28 SE0P          59 18
QSO: 21266 PH 2018-07-15 0800 HA5TOP        59 28 SE4E          59 18
QSO: 21266 PH 2018-07-15 0800 HA5TOP        59 28 SV3RPQ        59 28
QSO: 21000 PH 2018-07-15 0802 HA5TOP        59 28 SJ8HQ         59 SSA
QSO: 21266 PH 2018-07-15 0802 HA5TOP        59 28 RW0AR         59 32
QSO: 28415 PH 2018-07-15 0808 HA5TOP        59 28 HA3DX         59 28
QSO: 28430 PH 2018-07-15 0809 HA5TOP        59 28 R3HQ          59 SRR
QSO: 28433 PH 2018-07-15 0810 HA5TOP        59 28 IO9HQ         59 ARI
QSO: 28478 PH 2018-07-15 0812 HA5TOP        59 28 8S0C          59 18
QSO: 28424 PH 2018-07-15 0814 HA5TOP        59 28 OH6K          59 18
QSO: 28000 PH 2018-07-15 0815 HA5TOP        59 28 R2AD          59 29
QSO: 28450 PH 2018-07-15 0816 HA5TOP        59 28 OG7A          59 18
QSO: 28451 PH 2018-07-15 0819 HA5TOP        59 28 GR2HQ         59 RSGB
QSO: 28444 PH 2018-07-15 0821 HA5TOP        59 28 OH6ECM        59 18
QSO: 28000 PH 2018-07-15 0822 HA5TOP        59 28 UX3IT         59 29
QSO: 28444 PH 2018-07-15 0822 HA5TOP        59 28 HG6N          59 28
QSO: 28000 PH 2018-07-15 0825 HA5TOP        59 28 OZ1DYI        59 18
QSO: 28000 PH 2018-07-15 0827 HA5TOP        59 28 MU0GSY        59 27
QSO: 28499 PH 2018-07-15 0832 HA5TOP        59 28 OH2HQ         59 SRAL
QSO: 28471 PH 2018-07-15 0834 HA5TOP        59 28 RM9A          59 30
QSO: 28483 PH 2018-07-15 0835 HA5TOP        59 28 EM5HQ         59 UARL
QSO: 28001 CW 2018-07-15 0838 HA5TOP        599 28 OH0Z          599 18
QSO: 28006 CW 2018-07-15 0840 HA5TOP        599 28 EM5HQ         599 UARL
QSO: 28007 CW 2018-07-15 0840 HA5TOP        599 28 Y81D          599 28
QSO: 28010 CW 2018-07-15 0841 HA5TOP        599 28 OH2HQ         599 SRAL
QSO: 28015 CW 2018-07-15 0842 HA5TOP        599 28 R3ZZ          599 29
QSO: 28014 CW 2018-07-15 0843 HA5TOP        599 28 R3HQ          599 SRR
QSO: 28020 CW 2018-07-15 0846 HA5TOP        599 28 UB3A          599 29
QSO: 28022 CW 2018-07-15 0849 HA5TOP        599 28 HA1AG         599 28
QSO: 28025 CW 2018-07-15 0849 HA5TOP        599 28 Y89U          599 28
QSO: 28029 CW 2018-07-15 0850 HA5TOP        599 28 RX9CM         599 30
QSO: 28049 CW 2018-07-15 0855 HA5TOP        599 28 HA6P          599 28
QSO: 28044 CW 2018-07-15 0857 HA5TOP        599 28 DK7HA         599 28
QSO: 28044 CW 2018-07-15 0857 HA5TOP        599 28 EA5FIV        599 37
QSO: 28044 CW 2018-07-15 0858 HA5TOP        599 28 DF0RW         599 28
QSO: 28044 CW 2018-07-15 0858 HA5TOP        599 28 RW9OW         599 31
QSO: 28044 CW 2018-07-15 0858 HA5TOP        599 28 UA3LID        599 29
QSO: 28000 CW 2018-07-15 0859 HA5TOP        599 28 DL2YBG        599 28
QSO: 28000 CW 2018-07-15 0859 HA5TOP        599 28 R2DS          599 29
QSO: 28000 CW 2018-07-15 0900 HA5TOP        599 28 RM1T          599 29
QSO: 28000 CW 2018-07-15 0900 HA5TOP        599 28 SM6EAN        599 R1
QSO: 28043 CW 2018-07-15 0901 HA5TOP        599 28 GR2HQ         599 RSGB
QSO: 28044 CW 2018-07-15 0901 HA5TOP        599 28 M3D           599 27
QSO: 28044 CW 2018-07-15 0902 HA5TOP        599 28 UA9D          599 30
QSO: 28044 CW 2018-07-15 0903 HA5TOP        599 28 R7MM          599 29
QSO: 28044 CW 2018-07-15 0904 HA5TOP        599 28 DL6OCH        599 28
QSO: 28044 CW 2018-07-15 0904 HA5TOP        599 28 EA2BD         599 37
QSO: 28000 CW 2018-07-15 0905 HA5TOP        599 28 RX3VF         599 29
QSO: 28044 CW 2018-07-15 0906 HA5TOP        599 28 UT9EZ         599 29
QSO: 28044 CW 2018-07-15 0907 HA5TOP        599 28 RA9AP         599 30
QSO: 28044 CW 2018-07-15 0908 HA5TOP        599 28 RA3NC         599 29
QSO: 28044 CW 2018-07-15 0908 HA5TOP        599 28 UA4W          599 30
QSO: 28044 CW 2018-07-15 0908 HA5TOP        599 28 UT4LW         599 29
QSO: 28000 CW 2018-07-15 0909 HA5TOP        599 28 SM6GBM        599 18
QSO: 28044 CW 2018-07-15 0910 HA5TOP        599 28 OZ1HQ         599 EDR
QSO: 28000 CW 2018-07-15 0911 HA5TOP        599 28 OM7SR         599 28
QSO: 28000 CW 2018-07-15 0911 HA5TOP        599 28 UA3PP         599 29
QSO: 28000 CW 2018-07-15 0912 HA5TOP        599 28 ON3ND         599 27
QSO: 28044 CW 2018-07-15 0913 HA5TOP        599 28 F6GCP         599 27
QSO: 28044 CW 2018-07-15 0913 HA5TOP        599 28 R3LC          599 29
QSO: 28043 CW 2018-07-15 0914 HA5TOP        599 28 DK6JU         599 28
QSO: 28044 CW 2018-07-15 0914 HA5TOP        599 28 UA6LCJ        599 29
QSO: 28044 CW 2018-07-15 0916 HA5TOP        599 28 DF1LON        599 28
QSO: 28044 CW 2018-07-15 0916 HA5TOP        599 28 UA3QAM        599 29
QSO: 28000 CW 2018-07-15 0918 HA5TOP        599 28 RA5AQ         599 29
QSO: 28000 CW 2018-07-15 0919 HA5TOP        599 28 DL8AWK        599 28
QSO: 28044 CW 2018-07-15 0919 HA5TOP        599 28 DR4K          599 28
QSO: 28044 CW 2018-07-15 0921 HA5TOP        599 28 DJ9DZ         599 28
QSO: 28044 CW 2018-07-15 0921 HA5TOP        599 28 DQ4X          599 28
QSO: 28044 CW 2018-07-15 0923 HA5TOP        599 28 F6UGW         599 27
QSO: 28044 CW 2018-07-15 0923 HA5TOP        599 28 UA6CC         599 29
QSO: 28044 CW 2018-07-15 0923 HA5TOP        599 28 UT1AA         599 29
QSO: 28044 CW 2018-07-15 0924 HA5TOP        599 28 HB9ARF        599 28
QSO: 28044 CW 2018-07-15 0924 HA5TOP        599 28 RM6Y          599 29
QSO: 28044 CW 2018-07-15 0925 HA5TOP        599 28 G3P           599 27
QSO: 28044 CW 2018-07-15 0925 HA5TOP        599 28 HA5PP         599 28
QSO: 28044 CW 2018-07-15 0927 HA5TOP        599 28 M8A           599 27
QSO: 28000 CW 2018-07-15 0929 HA5TOP        599 28 DO4OD         599 28
QSO: 28000 CW 2018-07-15 0931 HA5TOP        599 28 DL1NKS        599 28
QSO: 28000 CW 2018-07-15 0931 HA5TOP        599 28 OZ5KU         599 18
QSO: 28000 CW 2018-07-15 0932 HA5TOP        599 28 DF7BL         599 28
QSO: 28044 CW 2018-07-15 0932 HA5TOP        599 28 HA6NL         599 28
QSO: 28000 CW 2018-07-15 0934 HA5TOP        599 28 UW6M          599 29
QSO: 28044 CW 2018-07-15 0934 HA5TOP        599 28 G4IIY         599 27
QSO: 28044 CW 2018-07-15 0937 HA5TOP        599 28 ON7CC         599 27
QSO: 28044 CW 2018-07-15 0938 HA5TOP        599 28 F1IWH         599 27
QSO: 28044 CW 2018-07-15 0939 HA5TOP        599 28 UY7MM         599 29
QSO: 28044 CW 2018-07-15 0940 HA5TOP        599 28 R3VL          599 29
QSO: 28044 CW 2018-07-15 0940 HA5TOP        599 28 RN9RF         599 30
QSO: 28000 CW 2018-07-15 0946 HA5TOP        599 28 UR6QS         599 29
QSO: 28044 CW 2018-07-15 0946 HA5TOP        599 28 R3RK          599 29
QSO: 28044 CW 2018-07-15 0948 HA5TOP        599 28 PA3AIN        599 27
QSO: 28000 CW 2018-07-15 0951 HA5TOP        599 28 UR4IZ         599 29
QSO: 28044 CW 2018-07-15 0952 HA5TOP        599 28 UR6EA         599 29
QSO: 28000 CW 2018-07-15 0954 HA5TOP        599 28 RV3DBK        599 29
QSO: 28044 CW 2018-07-15 0954 HA5TOP        599 28 R3DCX         599 29
QSO: 28044 CW 2018-07-15 0954 HA5TOP        599 28 US4IPC        599 29
QSO: 28044 CW 2018-07-15 0955 HA5TOP        599 28 DF1MM         599 28
QSO: 28044 CW 2018-07-15 0956 HA5TOP        599 28 PD0ME         599 27
QSO: 28044 CW 2018-07-15 0957 HA5TOP        599 28 LA0CX         599 18
QSO: 28000 CW 2018-07-15 0958 HA5TOP        599 28 PA2W          599 27
QSO: 28000 CW 2018-07-15 0958 HA5TOP        599 28 UR3QX         599 29
QSO: 28044 CW 2018-07-15 0958 HA5TOP        599 28 PA5TT         599 27
QSO: 28044 CW 2018-07-15 0959 HA5TOP        599 28 PA3ARM        599 27
QSO: 28044 CW 2018-07-15 1000 HA5TOP        599 28 PC2F          599 27
QSO: 28044 CW 2018-07-15 1001 HA5TOP        599 28 PA3GYK        599 27
QSO: 28000 CW 2018-07-15 1002 HA5TOP        599 28 PA3GEO        599 27
QSO: 28000 CW 2018-07-15 1006 HA5TOP        599 28 UR4LIN        599 29
QSO: 28044 CW 2018-07-15 1007 HA5TOP        599 28 EW8DX         599 29
QSO: 28000 CW 2018-07-15 1008 HA5TOP        599 28 RA3DJA        599 29
QSO: 28044 CW 2018-07-15 1009 HA5TOP        599 28 PA3MET        59 27
QSO: 28044 CW 2018-07-15 1009 HA5TOP        599 28 R3XA          599 29
QSO: 28043 CW 2018-07-15 1010 HA5TOP        599 28 UT5IZ         599 29
QSO: 28044 CW 2018-07-15 1015 HA5TOP        599 28 SD6M          599 18
QSO: 28000 CW 2018-07-15 1016 HA5TOP        599 28 RU6AV         599 29
QSO: 28044 CW 2018-07-15 1016 HA5TOP        599 28 UA4S          599 29
END-OF-LOG:
