START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: JA1IZ
CLAIMED-SCORE:680
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14090 RY 2018-11-10 0016 JA1IZ         599   0001 JH1BIU        599   0001
QSO: 14090 RY 2018-11-10 0023 JA1IZ         599   0002 JF1HJZ        599   0001
QSO: 14084 RY 2018-11-10 0028 JA1IZ         599   0003 DU3LA         599   0028
QSO: 14091 RY 2018-11-10 0032 JA1IZ         599   0004 K6MMM         599   0027
QSO: 14098 RY 2018-11-10 0033 JA1IZ         599   0005 AA7UN         599   0015
QSO: 14096 RY 2018-11-10 0036 JA1IZ         599   0006 K5ZG          599   0007
QSO: 14090 RY 2018-11-10 0039 JA1IZ         599   0007 VE7IO         599   0031
QSO: 14088 RY 2018-11-10 0040 JA1IZ         599   0008 KL7SB         599   0042
QSO: 14087 RY 2018-11-10 0042 JA1IZ         599   0009 UA0ZK         599   0043
QSO: 14085 RY 2018-11-10 0046 JA1IZ         599   0010 W7VXS         599   0032
QSO: 14089 RY 2018-11-10 0049 JA1IZ         599   0011 N7NM          599   0036
QSO: 14095 RY 2018-11-10 0051 JA1IZ         599   0012 WN6K          599   0015
QSO: 14097 RY 2018-11-10 0054 JA1IZ         599   0013 JA7IC         599   0034
QSO: 14086 RY 2018-11-10 0057 JA1IZ         599   0014 BU2BO         599   0017
QSO: 14095 RY 2018-11-10 0058 JA1IZ         599   0015 JA6ZPR        599   0050
QSO: 14106 RY 2018-11-10 0059 JA1IZ         599   0016 YC2CAA        599   0008
QSO: 14104 RY 2018-11-10 0101 JA1IZ         599   0017 DU1JM         599   0023
QSO: 14096 RY 2018-11-10 0103 JA1IZ         599   0018 HS6VW         599   0028
QSO: 21082 RY 2018-11-10 0107 JA1IZ         599   0019 DU3LA         599   0041
QSO: 14092 RY 2018-11-10 0109 JA1IZ         599   0020 HL5YI         599   0008
QSO: 14093 RY 2018-11-10 0122 JA1IZ         599   0021 W6AER         599   0006
QSO: 14102 RY 2018-11-10 1032 JA1IZ         599   0022 UZ5U          599   0002
QSO: 14087 RY 2018-11-10 1037 JA1IZ         599   0023 DJ70WUE       599   0530
QSO:  7042 RY 2018-11-10 1038 JA1IZ         599   0024 RU0LL         599   0069
QSO:  7041 RY 2018-11-10 1040 JA1IZ         599   0025 WQ5OO         599   0363
QSO:  7037 RY 2018-11-10 1041 JA1IZ         599   0026 DU3LA         599   0165
QSO:  7036 RY 2018-11-10 1042 JA1IZ         599   0027 WU6W          599   0057
QSO: 14105 RY 2018-11-10 1046 JA1IZ         599   0028 JK8PBO        599   0046
QSO:  7047 RY 2018-11-10 1901 JA1IZ         599   0029 I4JED         599   0455
QSO:  7044 RY 2018-11-10 1903 JA1IZ         599   0030 UW1M          599   1173
QSO:  7045 RY 2018-11-10 1907 JA1IZ         599   0031 YQ6A          599   0400
QSO:  7058 RY 2018-11-10 1924 JA1IZ         599   0032 UW3U          599   0624
QSO:  7043 RY 2018-11-10 2047 JA1IZ         599   0033 YO9HP         599   0712
QSO: 14088 RY 2018-11-10 2055 JA1IZ         599   0034 W0LSD         599   0607
QSO: 14087 RY 2018-11-10 2057 JA1IZ         599   0035 W0IZ          599   0133
QSO: 14094 RY 2018-11-10 2100 JA1IZ         599   0036 VE7SAR        599   0155
QSO: 14107 RY 2018-11-10 2101 JA1IZ         599   0037 WQ5OO         599   0796
QSO: 14081 RY 2018-11-10 2105 JA1IZ         599   0038 K5AM          599   0190
QSO: 14090 RY 2018-11-10 2114 JA1IZ         599   0039 VE7SZ         599   0086
QSO: 14085 RY 2018-11-10 2118 JA1IZ         599   0040 KI6D/0        599   0306
QSO: 14105 RY 2018-11-10 2124 JA1IZ         599   0041 XE2B          599   0122
QSO: 14086 RY 2018-11-10 2137 JA1IZ         599   0042 W7PU          599   0043
QSO: 14089 RY 2018-11-10 2138 JA1IZ         599   0043 K0FX          599   0236
QSO: 14101 RY 2018-11-10 2141 JA1IZ         599   0044 WD5K          599   0206
QSO: 14101 RY 2018-11-10 2141 JA1IZ         599   0045 KO7SS         599   0516
QSO: 14084 RY 2018-11-10 2152 JA1IZ         599   0046 AC0C          599   0111
QSO: 14094 RY 2018-11-10 2157 JA1IZ         599   0047 AC4CA         599   0510
QSO: 14095 RY 2018-11-10 2200 JA1IZ         599   0048 W7CT          599   0043
QSO: 14090 RY 2018-11-10 2214 JA1IZ         599   0049 VA7ST         599   0172
QSO: 14097 RY 2018-11-10 2221 JA1IZ         599   0050 K7VAP         599   0100
QSO: 14089 RY 2018-11-10 2225 JA1IZ         599   0051 N7WY          599   0170
QSO: 14083 RY 2018-11-10 2227 JA1IZ         599   0052 K6HGF         599   0337
QSO: 14092 RY 2018-11-10 2233 JA1IZ         599   0053 W6TK          599   0039
QSO: 14094 RY 2018-11-10 2235 JA1IZ         599   0054 7N2UQC        599   0087
QSO: 14108 RY 2018-11-10 2241 JA1IZ         599   0055 AA7V          599   0055
QSO: 14085 RY 2018-11-10 2311 JA1IZ         599   0056 WR7Q          599   0125
QSO: 21083 RY 2018-11-11 0014 JA1IZ         599   0057 JG2REJ        599   0119
QSO: 21090 RY 2018-11-11 0033 JA1IZ         599   0058 JF1HJZ        599   0016
QSO: 21085 RY 2018-11-11 0205 JA1IZ         599   0059 JM1XCW        599   0383
QSO: 14081 RY 2018-11-11 0455 JA1IZ         599   0060 RG9A          599   1144
QSO: 14087 RY 2018-11-11 0459 JA1IZ         599   0061 ER5LL         599   0136
QSO: 14082 RY 2018-11-11 0512 JA1IZ         599   0062 EV1R          599   0639
QSO: 14084 RY 2018-11-11 0514 JA1IZ         599   0063 UZ0U          599   0439
QSO: 14085 RY 2018-11-11 0515 JA1IZ         599   0064 UW1M          599   1508
QSO: 14097 RY 2018-11-11 0538 JA1IZ         599   0065 RF9C          599   0042
QSO: 14090 RY 2018-11-11 0541 JA1IZ         599   0066 RA0ACM        599   0065
QSO: 14089 RY 2018-11-11 0617 JA1IZ         599   0067 RT9S          599   0216
QSO: 14095 RY 2018-11-11 0619 JA1IZ         599   0068 RA4FUN        599   0585
QSO: 14097 RY 2018-11-11 0620 JA1IZ         599   0069 EW8DX         599   0780
QSO: 14098 RY 2018-11-11 0644 JA1IZ         599   0070 OH6BA         599   0615
QSO: 14094 RY 2018-11-11 0647 JA1IZ         599   0071 DM6DX         599   0349
QSO: 14082 RY 2018-11-11 0727 JA1IZ         599   0072 YQ6A          599   0596
QSO: 14085 RY 2018-11-11 0729 JA1IZ         599   0073 OH2HAN        599   0763
QSO: 14090 RY 2018-11-11 0914 JA1IZ         599   0074 IK3TPP        599   0174
QSO: 14091 RY 2018-11-11 0916 JA1IZ         599   0075 JH5MXB        599   0130
QSO: 14087 RY 2018-11-11 0918 JA1IZ         599   0076 F6AGM         599   0093
QSO: 14092 RY 2018-11-11 0924 JA1IZ         599   0077 IU3FBL        599   0671
QSO: 14095 RY 2018-11-11 0927 JA1IZ         599   0078 SN7Q          599   0927
QSO: 14098 RY 2018-11-11 0929 JA1IZ         599   0079 OH8WW         599   1117
QSO: 14000 RY 2018-11-11 1102 JA1IZ         599   0080 DF8XC         599   0614
