START-OF-LOG: 3.0
CREATED-BY: HMRA public YU DX downloader
CONTEST: YU-DX-CONTEST
CALLSIGN: R8CJ
OPERATORS: R8CJ
CATEGORY: A. (SO-AB CW QRP <= 5 W) (Out of Serbia)
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
SOAPBOX: Recreated from YU DX public QSO table for 2025.
SOAPBOX: Public Error Summary rows are ignored; QSO rows include adjudication status.
SOAPBOX: Source: https://yudx.yu1srs.org.rs/results?year=2025
SOAPBOX: Published final score: 25252.
QSO: 28000 CW 2025-09-27 1202 R8CJ          599 1          YU2M          599 JBN       
QSO: 28000 CW 2025-09-27 1206 R8CJ          599 2          TA2DA         599 2         
QSO: 28000 CW 2025-09-27 1207 R8CJ          599 3          SP3CW         599 4         
QSO: 21000 CW 2025-09-27 1214 R8CJ          599 4          E7CW          599 14        
QSO: 21000 CW 2025-09-27 1220 R8CJ          599 5          KM5G          599 11        
QSO: 21000 CW 2025-09-27 1221 R8CJ          599 6          PA3AAV        599 17        
QSO: 21000 CW 2025-09-27 1223 R8CJ          599 7          S53V          599 28        
QSO: 21000 CW 2025-09-27 1229 R8CJ          599 8          E74A          599 41        
QSO: 21000 CW 2025-09-27 1256 R8CJ          599 9          LZ4A          599 79        
QSO: 21000 CW 2025-09-27 1258 R8CJ          599 10         YU2M          599 JBN       
QSO: 21000 CW 2025-09-27 1259 R8CJ          599 11         SM5CSS        599 68        
QSO: 21000 CW 2025-09-27 1300 R8CJ          599 12         K8MP          599 49        
QSO: 21000 CW 2025-09-27 1302 R8CJ          599 13         YT5A          599 RAS       
QSO: 21000 CW 2025-09-27 1302 R8CJ          599 14         K1RX          599 9         
QSO: 21000 CW 2025-09-27 1303 R8CJ          599 15         9A2CT         599 52        
QSO: 28000 CW 2025-09-27 1307 R8CJ          599 16         LC5A          599 19        
QSO: 28000 CW 2025-09-27 1308 R8CJ          599 17         YT5A          599 RAS       
QSO: 28000 CW 2025-09-27 1309 R8CJ          599 18         SM6FPC        599 11        
QSO: 28000 CW 2025-09-27 1310 R8CJ          599 19         YO4FHU        599 45        
QSO: 28000 CW 2025-09-27 1317 R8CJ          599 20         DL7LX         599 2         
QSO: 21000 CW 2025-09-27 1445 R8CJ          599 21         YT9A          599 BGD       
QSO: 21000 CW 2025-09-27 1446 R8CJ          599 22         K8GL          599 134       
QSO: 21000 CW 2025-09-27 1449 R8CJ          599 23         EA2OH         599 47        
QSO: 21000 CW 2025-09-27 1450 R8CJ          599 24         DL2NBY        599 120       
QSO: 21000 CW 2025-09-27 1453 R8CJ          599 25         IK4DCX        599 45        
QSO: 14000 CW 2025-09-27 1455 R8CJ          599 26         SM5CSS        599 139       
QSO: 14000 CW 2025-09-27 1457 R8CJ          599 27         PA3AAV        599 218       
QSO:  7000 CW 2025-09-27 1459 R8CJ          599 28         SP4G          599 92        
QSO:  7000 CW 2025-09-27 1500 R8CJ          599 29         YT4W          599 BRA       
QSO:  7000 CW 2025-09-27 1501 R8CJ          599 30         RK3Y          599 49        
QSO:  7000 CW 2025-09-27 1502 R8CJ          599 39         RT4M          599 368       
QSO:  7000 CW 2025-09-27 1503 R8CJ          599 31         UA3RBR        599 226       
QSO:  7000 CW 2025-09-27 1506 R8CJ          599 32         RZ9YI         599 53        
QSO:  7000 CW 2025-09-27 1507 R8CJ          599 33         RK7X          599 80        
QSO:  7000 CW 2025-09-27 1512 R8CJ          599 34         R7AT          599 176       
QSO:  7000 CW 2025-09-27 1651 R8CJ          599 35         RA9AP         599 221       
QSO:  7000 CW 2025-09-27 1652 R8CJ          599 36         RN4AO         599 125       
QSO:  7000 CW 2025-09-27 1700 R8CJ          599 37         RK4W          599 88        
QSO:  7000 CW 2025-09-27 1701 R8CJ          599 38         UA4PN         599 223       
QSO:  7000 CW 2025-09-27 1705 R8CJ          599 40         RL2Y          599 117       
QSO:  7000 CW 2025-09-27 1706 R8CJ          599 41         RV6HV         599 138       
QSO:  7000 CW 2025-09-27 1709 R8CJ          599 42         RK3DK         599 146       
QSO:  3500 CW 2025-09-27 1713 R8CJ          599 43         RG9A          599 503       
QSO:  7000 CW 2025-09-27 1915 R8CJ          599 44         EC6AAE        599 143       
QSO:  7000 CW 2025-09-27 1916 R8CJ          599 45         HA3DX         599 208       
QSO:  7000 CW 2025-09-27 1921 R8CJ          599 46         YT4T          599 BGD       
QSO:  7000 CW 2025-09-27 1928 R8CJ          599 47         RX6FJ         599 177       
QSO:  7000 CW 2025-09-27 2253 R8CJ          599 48         UA3MIF        599 325       
