START-OF-LOG: 3.0
CREATED-BY: HMRA public YU DX downloader
CONTEST: YU-DX-CONTEST
CALLSIGN: DM2DZM
OPERATORS: DM2DZM
CATEGORY: A. (SO-AB CW QRP <= 5 W) (Out of Serbia)
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
SOAPBOX: Recreated from YU DX public QSO table for 2025.
SOAPBOX: Public Error Summary rows are ignored; QSO rows include adjudication status.
SOAPBOX: Source: https://yudx.yu1srs.org.rs/results?year=2025
SOAPBOX: Published final score: 15200.
QSO:  7000 CW 2025-09-28 0609 DM2DZM        599 1          SP3VT         599 274       
QSO:  7000 CW 2025-09-28 0610 DM2DZM        599 2          YU1AT         599 BGD       
QSO:  7000 CW 2025-09-28 0611 DM2DZM        599 3          YU1A          599 BGD       
QSO:  7000 CW 2025-09-28 0612 DM2DZM        599 4          OL3M          599 69        
QSO:  7000 CW 2025-09-28 0612 DM2DZM        599 5          F5ICC         599 240       
QSO:  7000 CW 2025-09-28 0613 DM2DZM        599 6          YT5W          599 BRA       
QSO:  7000 CW 2025-09-28 0614 DM2DZM        599 7          HA2KMR        599 371       
QSO:  7000 CW 2025-09-28 0614 DM2DZM        599 8          E74E          599 203       
QSO:  7000 CW 2025-09-28 0616 DM2DZM        599 9          F5OZC         599 173       
QSO:  7000 CW 2025-09-28 0617 DM2DZM        599 11         ON4CAU        599 208       
QSO:  7000 CW 2025-09-28 0617 DM2DZM        599 10         LY60VUFF      599 1         
QSO:  7000 CW 2025-09-28 0618 DM2DZM        599 12         YR8R          599 393       
QSO:  7000 CW 2025-09-28 0619 DM2DZM        599 13         SP6AKK        599 289       
QSO:  7000 CW 2025-09-28 0621 DM2DZM        599 14         HB9ARF        599 364       
QSO:  7000 CW 2025-09-28 0623 DM2DZM        599 15         SM6NT         599 198       
QSO:  7000 CW 2025-09-28 0625 DM2DZM        599 16         HA5MA         599 231       
QSO:  7000 CW 2025-09-28 0626 DM2DZM        599 17         E74S          599 8         
QSO:  7000 CW 2025-09-28 0629 DM2DZM        599 18         YU9YAU        599 BGD       
QSO:  7000 CW 2025-09-28 0630 DM2DZM        599 19         DL2LRT        599 33        
QSO:  7000 CW 2025-09-28 0631 DM2DZM        599 20         YT7X          599 SRM       
QSO:  7000 CW 2025-09-28 0633 DM2DZM        599 21         SO5CW         599 1         
QSO:  7000 CW 2025-09-28 0636 DM2DZM        599 22         LZ2PS         599 220       
QSO:  7000 CW 2025-09-28 0637 DM2DZM        599 23         OK1OA         599 193       
QSO:  7000 CW 2025-09-28 0638 DM2DZM        599 24         OK2BFN        599 175       
QSO:  7000 CW 2025-09-28 0639 DM2DZM        599 25         OK1HEH        599 190       
QSO:  7000 CW 2025-09-28 0641 DM2DZM        599 26         SP3CW         599 521       
QSO:  7000 CW 2025-09-28 0642 DM2DZM        599 27         OK2MBP        599 437       
QSO:  7000 CW 2025-09-28 0643 DM2DZM        599 28         M0UDD         599 243       
QSO:  7000 CW 2025-09-28 0645 DM2DZM        599 30         SO7NA         599 133       
QSO:  7000 CW 2025-09-28 0645 DM2DZM        599 29         DJ2XY         599 193       
QSO:  7000 CW 2025-09-28 0646 DM2DZM        599 31         YU0X          599 JBB       
QSO:  7000 CW 2025-09-28 0647 DM2DZM        599 32         OL4W          599 127       
QSO:  7000 CW 2025-09-28 0651 DM2DZM        599 33         IK4ZHH        599 19        
QSO:  7000 CW 2025-09-28 0652 DM2DZM        599 34         SN7J          599 158       
QSO:  7000 CW 2025-09-28 0700 DM2DZM        599 35         OK5NZ         599 307       
QSO:  7000 CW 2025-09-28 0701 DM2DZM        599 36         S57WJ         599 4         
QSO:  7000 CW 2025-09-28 0702 DM2DZM        599 37         LA8HGA        599 137       
QSO:  7000 CW 2025-09-28 0705 DM2DZM        599 38         SC6O          599 164       
QSO:  7000 CW 2025-09-28 0706 DM2DZM        599 39         9A3SM         599 82        
QSO:  7000 CW 2025-09-28 0711 DM2DZM        599 40         HA7RY         599 99        
QSO:  7000 CW 2025-09-28 0712 DM2DZM        599 41         OM3TBG        599 98        
QSO:  7000 CW 2025-09-28 0714 DM2DZM        599 42         SP1AEN        599 360       
QSO:  7000 CW 2025-09-28 0716 DM2DZM        599 43         DK2FG         599 207       
QSO:  7000 CW 2025-09-28 0720 DM2DZM        599 44         DL8WN         599 36        
QSO:  7000 CW 2025-09-28 0752 DM2DZM        599 46         HA7MF         599 118       
QSO:  7000 CW 2025-09-28 0752 DM2DZM        599 45         DA0LH         599 185       
