START-OF-LOG: 3.0
CREATED-BY: HMRA public YU DX downloader
CONTEST: YU-DX-CONTEST
CALLSIGN: HA4FY
OPERATORS: HA4FY
CATEGORY: A. (SO-AB CW QRP <= 5 W) (Out of Serbia)
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
SOAPBOX: Recreated from YU DX public QSO table for 2025.
SOAPBOX: Public Error Summary rows are ignored; QSO rows include adjudication status.
SOAPBOX: Source: https://yudx.yu1srs.org.rs/results?year=2025
SOAPBOX: Published final score: 33420.
QSO: 21000 CW 2025-09-27 1204 HA4FY         599 1          RK9AY         599 3         
QSO: 21000 CW 2025-09-27 1207 HA4FY         599 2          RN4AO         599 2         
QSO: 21000 CW 2025-09-27 1213 HA4FY         599 3          UN8PT         599 12        
QSO: 21000 CW 2025-09-27 1214 HA4FY         599 4          RG9A          599 25        
QSO: 21000 CW 2025-09-27 1214 HA4FY         599 5          4X6FR         599 11        
QSO:  7000 CW 2025-09-27 1218 HA4FY         599 6          E74E          599 9         
QSO:  7000 CW 2025-09-27 1219 HA4FY         599 8          YT5W          599 BRA       
QSO:  7000 CW 2025-09-27 1219 HA4FY         599 7          OK5TFC        599 13        
QSO:  7000 CW 2025-09-27 1219 HA4FY         599 9          HG6O          599 16        
QSO:  7000 CW 2025-09-27 1229 HA4FY         599 10         OK5NZ         599 7         
QSO: 21000 CW 2025-09-27 1230 HA4FY         599 11         UC4L          599 11        
QSO: 21000 CW 2025-09-27 1236 HA4FY         599 12         RK3P          599 14        
QSO: 21000 CW 2025-09-27 1240 HA4FY         599 13         RF9C          599 44        
QSO: 21000 CW 2025-09-27 1241 HA4FY         599 14         RA9AP         599 48        
QSO: 21000 CW 2025-09-27 1242 HA4FY         599 15         RM2U          599 16        
QSO: 21000 CW 2025-09-27 1244 HA4FY         599 16         UA3RBR        599 62        
QSO: 21000 CW 2025-09-27 1248 HA4FY         599 17         UA3MIF        599 33        
QSO:  7000 CW 2025-09-27 1252 HA4FY         599 18         SP4G          599 11        
QSO:  7000 CW 2025-09-27 1253 HA4FY         599 19         SP3VT         599 15        
QSO:  7000 CW 2025-09-27 1254 HA4FY         599 20         LY2AX         599 17        
QSO:  7000 CW 2025-09-27 1255 HA4FY         599 21         YR8R          599 7         
QSO:  7000 CW 2025-09-27 1257 HA4FY         599 22         LZ2PS         599 14        
QSO:  7000 CW 2025-09-27 1259 HA4FY         599 23         OK2MBP        599 38        
QSO:  7000 CW 2025-09-27 1301 HA4FY         599 24         LY7M          599 10        
QSO: 21000 CW 2025-09-27 1307 HA4FY         599 25         RN6AT         599 84        
QSO: 21000 CW 2025-09-27 1310 HA4FY         599 26         UA4PN         599 55        
QSO: 21000 CW 2025-09-27 1315 HA4FY         599 27         R8TT          599 11        
QSO: 21000 CW 2025-09-27 1322 HA4FY         599 28         UA9AT         599 25        
QSO: 21000 CW 2025-09-27 1335 HA4FY         599 29         K1RX          599 70        
QSO: 21000 CW 2025-09-27 1336 HA4FY         599 30         R4WAE         599 51        
QSO: 21000 CW 2025-09-27 1337 HA4FY         599 31         RN3BL         599 63        
QSO: 21000 CW 2025-09-27 1339 HA4FY         599 32         EA7BEZ        599 66        
QSO: 21000 CW 2025-09-27 1343 HA4FY         599 33         R7CW          599 64        
QSO: 21000 CW 2025-09-27 1346 HA4FY         599 35         RT4M          599 166       
QSO: 21000 CW 2025-09-27 1346 HA4FY         599 34         OG6B          599 11        
QSO:  7000 CW 2025-09-27 1401 HA4FY         599 36         LZ5M          599 26        
QSO:  7000 CW 2025-09-27 1419 HA4FY         599 37         RK3Y          599 25        
QSO:  7000 CW 2025-09-27 1425 HA4FY         599 38         YU7EE         599 SRM       
QSO:  7000 CW 2025-09-27 1428 HA4FY         599 39         YT4W          599 BRA       
QSO: 21000 CW 2025-09-27 1444 HA4FY         599 40         EA5OH         599 39        
QSO: 21000 CW 2025-09-27 1455 HA4FY         599 41         R0AA          599 59        
QSO: 21000 CW 2025-09-27 1456 HA4FY         599 42         SM2EZT        599 57        
QSO: 21000 CW 2025-09-27 1504 HA4FY         599 43         RK3DK         599 86        
QSO: 21000 CW 2025-09-27 1508 HA4FY         599 44         G4PVM         599 44        
QSO: 21000 CW 2025-09-27 1511 HA4FY         599 45         OG3B          599 213       
QSO: 21000 CW 2025-09-27 1511 HA4FY         599 46         LB4UH         599 28        
QSO: 21000 CW 2025-09-27 1514 HA4FY         599 47         R3OM          599 156       
QSO: 21000 CW 2025-09-27 1515 HA4FY         599 48         RK6O          599 144       
