START-OF-LOG: 3.0
CREATED-BY: HMRA public YU DX downloader
CONTEST: YU-DX-CONTEST
CALLSIGN: OK2EQ
OPERATORS: OK2EQ
CATEGORY: A. (SO-AB CW QRP <= 5 W) (Out of Serbia)
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
SOAPBOX: Recreated from YU DX public QSO table for 2021.
SOAPBOX: Public Error Summary rows are ignored; QSO rows include adjudication status.
SOAPBOX: Source: https://yudx.yu1srs.org.rs/results?year=2021
SOAPBOX: Published final score: 32589.
QSO:  3500 CW 2021-04-17 0721 OK2EQ         599 1          9A1AA         599 4         
QSO:  3500 CW 2021-04-17 0725 OK2EQ         599 2          ES7GM         599 346       
QSO:  7000 CW 2021-04-17 0727 OK2EQ         599 3          DD2AW         599 14        
QSO:  7000 CW 2021-04-17 0728 OK2EQ         599 4          YU51ANO       599 BGD       
QSO:  7000 CW 2021-04-17 0729 OK2EQ         599 5          SD1A          599 11        
QSO:  7000 CW 2021-04-17 0730 OK2EQ         599 6          F5IN          599 17        
QSO:  7000 CW 2021-04-17 0730 OK2EQ         599 7          LA8HGA        599 22        
QSO:  7000 CW 2021-04-17 0732 OK2EQ         599 8          YU1UO         599 BGD       
QSO:  7000 CW 2021-04-17 0733 OK2EQ         599 9          YU5R          599 POM       
QSO:  7000 CW 2021-04-17 0735 OK2EQ         599 10         OH2PM         599 24        
QSO:  7000 CW 2021-04-17 0737 OK2EQ         599 11         LZ1QN         599 20        
QSO:  7000 CW 2021-04-17 0738 OK2EQ         599 12         ON4CT         599 19        
QSO:  7000 CW 2021-04-17 0738 OK2EQ         599 13         IU1LCU        599 38        
QSO:  7000 CW 2021-04-17 0741 OK2EQ         599 14         PA3DBS        599 20        
QSO:  7000 CW 2021-04-17 0742 OK2EQ         599 15         UT5NR         599 38        
QSO:  7000 CW 2021-04-17 0743 OK2EQ         599 16         ES5TV         599 382       
QSO:  7000 CW 2021-04-17 0745 OK2EQ         599 17         YO9HP         599 51        
QSO: 14000 CW 2021-04-17 0746 OK2EQ         599 18         YT5R          599 ZAJ       
QSO: 14000 CW 2021-04-17 0748 OK2EQ         599 19         YO3XX/P       599 18        
QSO: 14000 CW 2021-04-17 0749 OK2EQ         599 20         EO50FF        599 50        
QSO: 14000 CW 2021-04-17 0750 OK2EQ         599 21         SM6NT         599 4         
QSO: 14000 CW 2021-04-17 0755 OK2EQ         599 22         YT2ISM        599 RAS       
QSO: 14000 CW 2021-04-17 0759 OK2EQ         599 23         EU8U          599 61        
QSO: 14000 CW 2021-04-17 0800 OK2EQ         599 24         SV9RNG        599 27        
QSO: 14000 CW 2021-04-17 0801 OK2EQ         599 25         LZ1DQ         599 27        
QSO: 14000 CW 2021-04-17 0915 OK2EQ         599 26         YT1Q          599 SUM       
QSO: 21000 CW 2021-04-17 0918 OK2EQ         599 27         YU5R          599 POM       
QSO: 21000 CW 2021-04-17 0919 OK2EQ         599 28         YT9X          599 ZLA       
QSO: 21000 CW 2021-04-17 0920 OK2EQ         599 29         UR7MZ         599 127       
QSO: 21000 CW 2021-04-17 0926 OK2EQ         599 30         YT5R          599 ZAJ       
QSO:  7000 CW 2021-04-17 0929 OK2EQ         599 31         OH5Z          599 55        
QSO:  7000 CW 2021-04-17 0930 OK2EQ         599 32         E74A          599 70        
QSO:  7000 CW 2021-04-17 0931 OK2EQ         599 33         IV3UHL        599 78        
QSO:  7000 CW 2021-04-17 0932 OK2EQ         599 34         DK1WU         599 48        
QSO:  7000 CW 2021-04-17 0934 OK2EQ         599 35         E77D          599 28        
QSO:  7000 CW 2021-04-17 0935 OK2EQ         599 36         DL4ME         599 193       
QSO:  7000 CW 2021-04-17 0936 OK2EQ         599 37         US1VM         599 67        
QSO:  7000 CW 2021-04-17 0937 OK2EQ         599 38         SM5DXR        599 16        
QSO: 14000 CW 2021-04-17 0939 OK2EQ         599 39         Z36W          599 48        
QSO: 14000 CW 2021-04-17 0941 OK2EQ         599 40         YT7R          599 SBT       
QSO: 14000 CW 2021-04-17 0944 OK2EQ         599 41         YT4W          599 BRA       
QSO: 14000 CW 2021-04-17 0945 OK2EQ         599 42         YU6YL         599 JAB       
QSO: 14000 CW 2021-04-17 0946 OK2EQ         599 43         UA4S          599 28        
QSO: 14000 CW 2021-04-17 1144 OK2EQ         599 44         LY6A          599 154       
QSO:  7000 CW 2021-04-17 1149 OK2EQ         599 45         YT4W          599 BRA       
QSO:  7000 CW 2021-04-17 1151 OK2EQ         599 46         UT1WW         599 33        
